DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-15T09:53:00-05:00,42,46,50,,30,25,55,38,42,34,42,30,46,42,,50,46,34,17,50
2023-05-15T09:53:30-05:00,42,42,50,42,34,30,46,42,46,34,42,30,50,50,,46,42,30,17,50
2023-05-15T09:54:00-05:00,42,42,50,34,34,25,42,42,46,34,42,30,42,46,,50,42,25,21,50
2023-05-15T09:54:30-05:00,42,42,50,34,30,25,50,42,42,34,38,30,46,46,,42,46,25,21,50
2023-05-15T09:55:00-05:00,42,38,50,34,30,25,50,42,42,34,38,42,42,46,,46,46,30,17,50
2023-05-15T09:55:30-05:00,42,42,53,30,30,25,50,46,38,34,42,42,46,46,,50,50,34,21,46
2023-05-15T09:56:00-05:00,42,38,55,34,30,25,50,46,42,34,42,34,42,46,,,50,30,21,50
2023-05-15T09:56:30-05:00,42,34,55,30,30,30,53,46,46,34,42,30,46,46,,53,50,30,21,50
2023-05-15T09:57:00-05:00,42,38,55,30,30,30,46,42,46,34,42,30,46,50,,55,50,17,21,50
2023-05-15T09:57:30-05:00,42,38,55,30,30,30,46,42,46,34,42,30,42,42,,46,50,25,17,53
2023-05-15T09:58:00-05:00,42,34,55,34,,25,42,42,42,34,38,25,46,46,,53,50,17,17,50
2023-05-15T09:58:30-05:00,42,38,53,30,30,25,42,42,38,34,38,30,46,46,,50,53,21,21,50
2023-05-15T09:59:00-05:00,42,34,50,42,34,25,46,38,42,34,34,25,46,46,,50,53,21,,46
2023-05-15T09:59:30-05:00,42,34,53,38,46,25,46,38,42,34,34,30,46,46,,50,50,13,21,42
2023-05-15T10:00:00-05:00,42,34,55,30,46,25,50,38,42,34,38,25,42,42,,46,53,17,,46
2023-05-15T10:00:30-05:00,42,38,55,30,46,30,46,42,38,34,38,25,42,42,,50,50,21,21,46
2023-05-15T10:01:00-05:00,42,38,53,38,38,25,46,34,42,34,38,30,46,42,,,50,17,25,42
2023-05-15T10:01:30-05:00,42,38,53,34,34,25,42,34,38,34,38,25,50,46,,53,50,17,25,50
2023-05-15T10:02:00-05:00,42,38,55,30,34,30,46,38,42,34,38,30,50,46,,53,,13,25,46
2023-05-15T10:02:30-05:00,42,38,53,38,34,25,46,38,42,34,42,30,42,46,,50,,21,25,46
2023-05-15T10:03:00-05:00,42,38,55,34,30,25,46,42,42,34,38,25,42,42,,50,,25,25,50
2023-05-15T10:03:30-05:00,42,38,53,34,38,,46,42,38,34,38,30,46,42,,50,46,25,21,53
2023-05-15T10:04:00-05:00,42,38,55,30,34,30,38,38,38,34,30,30,46,42,,50,46,17,21,46
2023-05-15T10:04:30-05:00,42,42,55,30,34,25,42,34,42,34,46,25,42,38,,53,46,17,17,50
2023-05-15T10:05:00-05:00,42,38,60,34,34,30,42,34,42,34,46,34,42,38,,55,50,17,21,50
2023-05-15T10:05:30-05:00,42,38,55,42,,30,42,38,38,34,46,30,38,38,,53,46,17,17,46
2023-05-15T10:06:00-05:00,42,38,58,34,30,34,42,38,38,34,42,30,42,34,,55,50,21,21,50
2023-05-15T10:06:30-05:00,42,38,60,34,34,34,34,38,38,34,42,34,42,38,,55,50,21,21,50
2023-05-15T10:07:00-05:00,42,38,60,30,30,30,38,38,38,34,42,30,42,38,,53,46,21,17,50
2023-05-15T10:07:30-05:00,42,38,60,25,30,25,38,34,38,34,42,25,42,38,,55,,17,21,53
2023-05-15T10:08:00-05:00,42,34,60,34,34,34,42,50,38,34,42,25,42,42,,58,,21,25,50
2023-05-15T10:08:30-05:00,42,38,60,30,30,25,42,46,34,34,42,30,42,38,,55,,13,25,46
2023-05-15T10:09:00-05:00,42,38,60,25,34,30,42,50,38,34,38,30,38,38,,,,21,21,50
2023-05-15T10:09:30-05:00,42,38,60,30,25,25,38,58,34,34,38,38,38,42,,58,,13,25,50
2023-05-15T10:10:00-05:00,42,34,60,25,,21,38,66,34,34,38,34,38,42,,58,,21,21,
2023-05-15T10:10:30-05:00,42,38,60,21,34,21,42,55,38,34,38,30,38,42,,58,42,21,21,50
2023-05-15T10:11:00-05:00,42,34,60,25,34,21,38,46,38,34,38,34,38,42,,58,46,17,17,50
2023-05-15T10:11:30-05:00,42,34,62,21,30,25,34,50,34,34,38,30,38,38,,58,50,21,17,46
2023-05-15T10:12:00-05:00,42,34,66,30,34,25,34,42,34,34,38,30,38,38,,58,53,21,17,50
2023-05-15T10:12:30-05:00,42,34,62,30,30,21,34,42,38,34,38,30,42,42,,60,50,21,17,46
2023-05-15T10:13:00-05:00,42,34,60,25,30,21,34,38,38,34,38,30,42,42,,58,50,25,21,46
2023-05-15T10:13:30-05:00,42,34,58,25,25,21,34,42,38,34,38,30,42,42,,,46,21,21,46
2023-05-15T10:14:00-05:00,42,38,64,25,,21,34,,38,34,38,30,42,38,,60,50,21,21,46
2023-05-15T10:14:30-05:00,42,34,64,25,25,21,38,38,34,34,38,30,42,34,,,42,25,21,46
2023-05-15T10:15:00-05:00,42,34,66,21,25,21,34,38,38,34,38,30,38,34,,62,42,25,17,50
2023-05-15T10:15:30-05:00,42,34,66,25,30,21,38,34,34,34,38,25,46,38,,60,42,21,17,50
2023-05-15T10:16:00-05:00,42,38,62,25,30,21,34,34,38,34,34,25,46,38,,64,42,25,17,50
2023-05-15T10:16:30-05:00,42,38,66,21,30,21,38,34,34,34,34,30,50,42,,68,46,25,17,
2023-05-15T10:17:00-05:00,42,38,68,,34,21,38,34,34,34,34,30,42,42,,66,42,34,17,50
2023-05-15T10:17:30-05:00,42,38,66,34,34,25,34,30,34,34,34,25,46,42,,64,42,30,17,46
2023-05-15T10:18:00-05:00,42,34,70,30,34,21,38,34,30,34,34,25,50,42,,,38,25,17,46
2023-05-15T10:18:30-05:00,42,38,68,34,42,21,34,30,38,34,34,25,,42,,62,38,30,17,50
2023-05-15T10:19:00-05:00,42,38,70,38,38,21,38,30,34,34,34,25,50,42,,66,38,21,17,46
2023-05-15T10:19:30-05:00,42,42,68,34,42,25,42,30,34,34,34,25,46,42,,64,38,21,17,46
2023-05-15T10:20:00-05:00,42,38,68,25,46,25,38,30,34,34,34,25,42,42,,,42,25,17,50
2023-05-15T10:20:30-05:00,42,38,66,25,46,21,42,30,34,34,34,30,42,42,,66,46,25,17,
2023-05-15T10:21:00-05:00,42,38,64,34,46,21,38,30,38,34,34,25,42,42,,66,42,30,17,50
2023-05-15T10:21:30-05:00,42,38,64,42,42,21,34,30,34,34,34,25,42,42,,64,42,25,17,50
2023-05-15T10:22:00-05:00,42,34,66,46,,25,42,25,38,34,34,25,42,38,,66,46,21,21,53
2023-05-15T10:22:30-05:00,42,38,66,42,30,25,38,30,34,34,34,25,38,38,,64,42,25,17,55
2023-05-15T10:23:00-05:00,42,34,66,30,34,25,38,34,34,34,34,25,34,38,,64,42,25,17,53
2023-05-15T10:23:30-05:00,42,38,68,30,46,25,38,30,30,34,34,25,38,38,,62,42,17,17,50
2023-05-15T10:24:00-05:00,42,30,66,30,50,25,38,34,34,34,34,21,38,38,,62,34,38,25,53
2023-05-15T10:24:30-05:00,42,34,66,25,42,21,38,34,34,34,34,21,38,42,,64,34,34,21,53
2023-05-15T10:25:30-05:00,42,38,64,25,,17,38,34,34,34,34,30,38,34,,60,38,17,21,50
2023-05-15T10:26:00-05:00,42,38,64,25,25,17,38,34,34,34,34,30,34,42,,58,46,21,17,46
2023-05-15T10:26:30-05:00,42,34,62,30,30,17,38,34,34,34,34,34,38,38,,58,42,25,21,46
2023-05-15T10:27:00-05:00,42,34,62,30,30,,38,34,34,34,34,34,42,38,,60,46,21,17,46
2023-05-15T10:27:30-05:00,42,34,62,42,34,17,38,34,34,34,34,50,42,34,,58,46,25,21,50
2023-05-15T10:28:00-05:00,42,34,60,38,34,17,38,34,38,34,34,42,38,34,,58,46,21,21,53
2023-05-15T10:28:30-05:00,42,38,62,25,,21,34,34,38,34,34,34,38,42,,58,50,25,21,50
2023-05-15T10:29:00-05:00,42,38,62,25,30,17,34,34,34,34,34,42,42,46,,58,46,21,21,50
2023-05-15T10:29:30-05:00,42,42,62,25,,17,34,34,34,34,34,38,38,46,,58,46,17,17,50
2023-05-15T10:30:00-05:00,42,42,62,25,30,17,34,30,30,34,34,46,38,50,,60,46,21,21,53
2023-05-15T10:30:30-05:00,42,46,60,25,34,21,30,34,30,34,34,46,38,46,,58,46,21,34,50
2023-05-15T10:31:00-05:00,42,,60,25,34,21,34,30,34,34,34,34,38,38,,58,46,13,25,50
2023-05-15T10:31:30-05:00,42,42,60,25,34,21,34,30,34,34,34,46,38,38,,58,46,17,21,50
2023-05-15T10:32:00-05:00,42,42,62,25,38,21,30,30,34,34,34,53,38,42,,60,42,17,21,55
2023-05-15T10:32:30-05:00,42,46,64,25,30,21,30,30,34,34,34,55,38,42,,60,50,25,21,53
2023-05-15T10:33:00-05:00,42,42,62,30,25,21,25,30,34,34,34,55,34,42,,58,46,21,17,53
2023-05-15T10:33:30-05:00,42,42,62,34,25,21,30,30,34,34,34,34,34,42,,55,42,21,17,53
2023-05-15T10:34:00-05:00,42,46,60,30,21,17,30,,30,34,34,46,34,42,,55,46,30,17,50
2023-05-15T10:34:30-05:00,42,46,60,30,42,21,25,34,30,34,34,38,34,42,,58,42,17,21,53
2023-05-15T10:35:00-05:00,42,42,60,25,50,21,25,30,30,34,34,42,38,38,,60,46,17,21,55
2023-05-15T10:35:30-05:00,42,38,60,21,34,17,25,30,30,34,34,30,42,38,,60,42,25,17,
2023-05-15T10:36:00-05:00,42,42,58,21,25,17,25,30,34,34,30,30,42,38,,58,42,17,21,53
2023-05-15T10:36:30-05:00,42,42,60,21,30,21,30,25,30,34,34,25,42,38,,60,46,21,25,55
2023-05-15T10:37:00-05:00,42,42,60,21,25,17,30,25,30,34,34,25,42,34,,58,46,21,21,53
2023-05-15T10:37:30-05:00,42,38,60,21,25,17,30,34,30,34,42,30,46,38,,58,42,21,21,53
2023-05-15T10:38:00-05:00,42,38,64,21,34,21,30,30,30,34,34,30,42,34,,55,46,25,21,50
2023-05-15T10:38:30-05:00,42,38,64,25,34,17,30,34,30,34,34,34,42,38,,58,46,13,21,50
2023-05-15T10:39:00-05:00,42,34,62,25,,21,34,38,30,34,34,30,42,34,,58,46,21,21,50
2023-05-15T10:39:30-05:00,42,38,58,21,25,21,34,34,30,34,34,34,38,38,,60,46,17,21,50
2023-05-15T10:40:00-05:00,42,38,58,21,30,21,30,,30,34,34,34,38,38,,58,50,21,21,
2023-05-15T10:40:30-05:00,42,38,60,25,30,21,30,38,30,34,34,34,38,38,,58,50,17,21,46
2023-05-15T10:41:00-05:00,42,42,62,25,34,17,,38,30,34,34,30,38,42,,58,53,21,21,46
2023-05-15T10:41:30-05:00,42,42,60,34,30,21,30,38,30,34,34,30,38,34,,58,50,25,21,46
2023-05-15T10:42:00-05:00,42,42,60,34,,21,34,38,30,34,34,25,38,38,,60,46,21,21,46
2023-05-15T10:42:30-05:00,42,38,58,34,30,25,34,38,30,34,34,21,42,34,,55,55,13,21,46
2023-05-15T10:43:00-05:00,42,38,58,30,,25,30,34,34,34,34,30,42,38,,55,50,17,21,46
2023-05-15T10:43:30-05:00,64,38,60,25,34,30,34,38,34,34,34,30,38,42,,55,55,21,21,46
2023-05-15T10:44:00-05:00,64,38,62,30,,25,30,34,30,34,34,30,38,46,,55,55,17,21,46
2023-05-15T10:44:30-05:00,64,42,60,30,30,25,30,34,30,34,34,25,38,46,,58,53,25,21,46
2023-05-15T10:45:00-05:00,64,46,60,30,,25,34,30,34,34,34,30,38,38,,60,46,17,21,50
2023-05-15T10:45:30-05:00,64,42,62,25,25,21,25,34,30,34,34,30,38,46,,62,46,17,34,50
2023-05-15T10:46:00-05:00,64,38,60,30,,25,30,34,30,34,34,25,38,42,,58,50,13,25,46
2023-05-15T10:46:30-05:00,64,38,60,25,34,,30,34,34,34,34,25,38,42,,60,50,21,21,50
2023-05-15T10:47:00-05:00,64,42,60,30,34,25,,34,30,34,34,25,38,42,,62,50,13,25,46
2023-05-15T10:47:30-05:00,64,42,60,25,30,25,30,34,30,34,34,30,38,46,,60,50,17,30,50
2023-05-15T10:48:00-05:00,64,42,62,30,34,21,30,34,30,34,34,30,38,46,,60,55,21,25,46
2023-05-15T10:48:30-05:00,64,42,66,30,34,21,34,34,30,34,34,25,38,46,,62,53,17,21,50
2023-05-15T10:49:00-05:00,64,42,66,38,30,25,34,34,30,34,34,25,34,46,,62,50,17,25,46
2023-05-15T10:49:30-05:00,64,38,62,30,,21,34,34,34,34,34,25,34,50,,62,50,25,21,46
2023-05-15T10:50:00-05:00,64,42,64,30,30,21,34,30,34,34,34,30,34,46,,62,50,21,21,46
2023-05-15T10:50:30-05:00,64,42,64,30,,25,38,34,34,34,34,25,34,42,,60,46,13,34,46
2023-05-15T10:51:00-05:00,64,42,64,30,30,25,34,34,30,34,34,25,34,42,,64,46,17,25,
2023-05-15T10:51:30-05:00,64,38,64,30,,21,38,34,30,34,34,30,34,42,,64,46,21,25,50
2023-05-15T10:52:00-05:00,64,38,70,25,30,21,34,34,34,34,34,30,38,42,,66,53,21,25,46
2023-05-15T10:52:30-05:00,64,38,66,25,30,21,34,38,34,34,34,34,34,42,,66,53,17,25,46
2023-05-15T10:53:00-05:00,64,42,64,25,30,21,34,30,34,34,34,,34,46,,66,53,17,25,
2023-05-15T10:53:30-05:00,64,38,66,25,34,25,34,34,34,34,34,,34,46,,66,53,21,25,46
2023-05-15T10:54:00-05:00,64,42,66,25,25,25,38,42,25,34,34,,34,46,,64,53,21,38,
2023-05-15T10:54:30-05:00,64,42,68,30,,30,34,34,30,34,34,58,34,46,,66,53,13,30,46
2023-05-15T10:55:00-05:00,64,42,64,30,,25,34,34,34,34,34,46,34,46,,66,53,21,25,
2023-05-15T10:55:30-05:00,64,38,66,30,,25,38,34,30,34,34,34,38,50,,66,50,17,25,50
2023-05-15T10:56:00-05:00,64,38,68,30,,30,34,34,,34,30,30,34,46,,68,53,17,25,46
2023-05-15T10:56:30-05:00,64,38,66,30,53,30,38,30,,34,30,55,38,50,,66,53,13,30,
2023-05-15T10:57:00-05:00,64,42,66,34,46,30,34,30,42,34,30,55,38,50,,66,53,13,30,46
2023-05-15T10:57:30-05:00,64,42,64,34,,30,38,34,34,34,30,38,38,46,,68,55,21,25,46
2023-05-15T10:58:00-05:00,64,38,64,34,50,34,34,34,38,34,30,30,34,46,,66,53,17,25,42
2023-05-15T10:58:30-05:00,64,42,66,38,46,30,38,34,,34,30,42,34,46,,66,53,21,25,42
2023-05-15T10:59:00-05:00,64,42,64,38,,25,34,34,,34,30,38,38,46,,66,53,17,25,46
2023-05-15T10:59:30-05:00,64,38,64,38,42,30,38,30,38,34,30,42,38,50,,66,53,25,21,
2023-05-15T11:00:00-05:00,64,38,66,42,34,25,38,34,38,34,30,46,34,50,,64,,21,25,42
2023-05-15T11:00:30-05:00,64,34,64,50,38,25,34,34,34,34,30,34,34,53,,62,55,21,25,
2023-05-15T11:01:00-05:00,64,38,64,46,38,25,38,34,38,34,30,34,34,50,,62,58,21,25,42
2023-05-15T11:01:30-05:00,64,34,68,38,42,25,42,34,34,34,30,30,30,50,,62,55,30,25,46
2023-05-15T11:02:00-05:00,64,38,68,38,,25,38,30,34,34,30,34,34,50,,62,55,25,25,46
2023-05-15T11:02:30-05:00,64,38,68,34,42,25,34,34,34,34,30,34,30,46,,64,58,21,30,46
2023-05-15T11:03:00-05:00,64,34,68,38,,25,38,34,34,34,30,38,30,50,,62,60,30,25,50
2023-05-15T11:03:30-05:00,64,38,64,42,38,25,38,30,34,34,30,34,34,46,,64,60,25,25,46
2023-05-15T11:04:00-05:00,64,38,66,46,34,30,42,34,34,34,30,34,34,46,,64,60,17,25,42
2023-05-15T11:04:30-05:00,64,34,64,38,,25,38,34,34,34,30,30,38,46,,64,64,30,25,38
2023-05-15T11:05:00-05:00,64,34,64,34,42,30,42,34,38,34,30,34,30,50,,62,,21,21,42
2023-05-15T11:05:30-05:00,64,34,64,34,34,25,42,30,34,34,30,30,30,42,,62,,21,25,42
2023-05-15T11:06:00-05:00,64,34,62,42,34,30,38,38,34,34,34,30,30,42,,64,,21,21,42
2023-05-15T11:06:30-05:00,64,34,64,42,30,30,38,30,30,34,34,34,34,46,,62,,17,21,
2023-05-15T11:07:00-05:00,64,34,64,38,,25,42,30,34,34,34,34,34,42,,60,,17,21,38
2023-05-15T11:07:30-05:00,64,34,62,30,34,30,38,30,34,34,34,30,34,38,,58,,21,21,42
2023-05-15T11:08:00-05:00,64,34,62,34,30,25,38,38,34,34,34,30,30,42,,60,,25,21,42
2023-05-15T11:08:30-05:00,64,30,62,34,30,25,38,34,34,34,34,30,34,46,,60,,17,25,46
2023-05-15T11:09:00-05:00,64,34,60,30,34,25,38,34,38,34,34,30,38,50,,58,,34,21,42
2023-05-15T11:09:30-05:00,64,34,60,38,30,30,38,34,38,34,34,30,34,46,,55,60,21,21,42
2023-05-15T11:10:00-05:00,64,34,60,34,38,30,38,34,34,34,34,30,34,42,,58,60,21,21,38
2023-05-15T11:10:30-05:00,64,34,62,34,34,25,34,34,38,34,34,30,34,42,,58,58,21,21,38
2023-05-15T11:11:00-05:00,64,34,60,38,34,30,34,30,34,34,34,30,30,42,,60,55,25,25,34
2023-05-15T11:11:30-05:00,64,34,60,34,38,25,34,30,34,34,,30,25,38,,58,53,17,21,38
2023-05-15T11:12:00-05:00,64,30,60,25,38,30,34,30,34,34,34,46,30,42,,58,55,21,21,38
2023-05-15T11:12:30-05:00,64,34,60,30,34,25,38,30,34,34,34,42,30,42,,60,50,21,17,38
2023-05-15T11:13:00-05:00,64,30,60,30,34,25,34,34,34,34,34,,30,42,,58,53,21,21,38
2023-05-15T11:13:30-05:00,64,30,60,30,34,30,38,30,34,34,34,,30,46,,60,53,21,21,42
2023-05-15T11:14:00-05:00,64,30,60,30,38,25,38,30,30,34,34,55,34,46,,60,55,21,21,42
2023-05-15T11:14:30-05:00,64,30,60,30,34,25,34,34,30,34,,42,34,46,,60,55,21,17,38
2023-05-15T11:15:00-05:00,64,,60,60,30,25,34,34,30,34,34,34,30,46,,58,53,25,21,38
2023-05-15T11:15:30-05:00,64,30,62,50,30,30,34,30,30,34,34,38,30,46,,58,53,17,21,38
2023-05-15T11:16:00-05:00,64,25,60,34,30,25,38,34,34,34,34,38,34,42,,58,55,21,21,38
2023-05-15T11:16:30-05:00,64,30,58,30,30,30,38,34,34,34,34,34,30,42,,60,53,17,21,38
2023-05-15T11:17:00-05:00,64,30,60,34,34,25,34,38,30,34,34,34,30,46,,58,53,21,21,38
2023-05-15T11:17:30-05:00,64,30,62,30,30,25,38,38,34,34,34,34,30,46,,60,55,21,21,34
2023-05-15T11:18:00-05:00,64,30,62,38,30,25,34,38,34,34,34,30,30,38,,58,53,17,25,34
2023-05-15T11:18:30-05:00,64,30,62,30,30,30,34,34,34,34,34,34,34,38,,60,55,17,25,34
2023-05-15T11:19:00-05:00,64,,60,30,34,30,30,34,34,34,34,30,30,38,,58,53,30,,38
2023-05-15T11:19:30-05:00,64,34,58,30,30,25,34,34,34,34,34,30,30,38,,55,53,30,21,34
2023-05-15T11:20:00-05:00,64,30,60,25,30,25,34,34,34,34,34,34,30,38,,55,55,17,21,34
2023-05-15T11:20:30-05:00,64,34,60,30,34,25,34,38,34,34,34,30,30,38,,53,53,17,21,34
2023-05-15T11:21:00-05:00,64,30,58,25,30,25,34,42,34,34,34,34,34,38,,55,55,21,17,34
2023-05-15T11:21:30-05:00,64,30,58,30,30,30,34,38,34,34,34,34,34,38,,58,58,21,21,34
2023-05-15T11:22:00-05:00,64,30,58,30,30,25,42,38,34,34,34,30,34,38,,58,55,21,17,38
2023-05-15T11:22:30-05:00,64,30,58,30,30,30,42,38,34,34,34,34,30,38,,58,53,30,21,38
2023-05-15T11:23:00-05:00,64,30,55,34,38,30,38,42,30,34,34,34,34,42,,55,,21,21,34
2023-05-15T11:23:30-05:00,64,30,58,34,34,34,34,42,30,34,34,34,34,38,,55,53,17,21,34
2023-05-15T11:24:00-05:00,64,34,55,25,30,30,38,38,30,34,34,30,34,42,,55,50,21,21,34
2023-05-15T11:24:30-05:00,64,34,58,25,30,25,34,34,34,34,34,34,34,38,,55,50,17,17,34
2023-05-15T11:25:00-05:00,64,30,55,34,30,25,34,42,30,34,38,34,34,38,,55,50,17,17,34
2023-05-15T11:25:30-05:00,64,38,55,30,30,25,38,38,30,34,38,30,34,34,,53,53,17,17,38
2023-05-15T11:26:00-05:00,64,34,58,30,30,25,34,42,30,34,42,30,34,34,,55,50,17,17,38
2023-05-15T11:26:30-05:00,64,30,53,30,38,25,38,42,30,34,42,30,34,38,,55,53,25,17,38
2023-05-15T11:27:00-05:00,64,30,53,46,38,25,38,46,30,34,,34,34,38,,53,53,25,21,34
2023-05-15T11:27:30-05:00,64,30,55,38,34,25,34,46,30,34,42,34,34,34,,53,53,21,17,38
2023-05-15T11:28:00-05:00,64,30,55,34,30,30,34,42,38,34,42,34,34,34,,55,50,30,21,38
2023-05-15T11:28:30-05:00,64,34,55,30,25,30,34,46,34,34,42,34,34,42,,55,50,25,25,42
2023-05-15T11:29:00-05:00,64,34,55,30,25,30,34,42,30,34,42,34,34,42,,55,50,21,21,38
2023-05-15T11:29:30-05:00,64,34,55,34,30,30,34,42,34,34,38,34,34,34,,53,50,17,21,34
2023-05-15T11:30:00-05:00,64,34,55,30,30,30,30,42,34,34,38,34,34,38,,53,53,21,17,38
2023-05-15T11:30:30-05:00,64,30,58,30,34,30,30,46,30,34,38,58,34,38,,53,50,21,17,38
2023-05-15T11:31:00-05:00,64,34,53,34,34,30,25,38,30,34,38,34,34,38,,53,50,25,17,34
2023-05-15T11:31:30-05:00,64,38,55,34,55,30,30,42,34,34,38,34,34,38,,53,50,25,17,34
2023-05-15T11:32:00-05:00,64,30,53,30,,30,34,42,34,34,38,30,30,38,,53,53,17,17,34
2023-05-15T11:32:30-05:00,64,30,53,30,60,30,34,38,34,34,38,34,34,42,,55,53,21,17,38
2023-05-15T11:33:00-05:00,64,30,58,34,58,30,34,42,34,34,38,34,30,42,,55,55,21,21,34
2023-05-15T11:33:30-05:00,64,30,55,34,42,30,30,38,30,34,38,34,30,46,,58,55,21,21,38
2023-05-15T11:34:00-05:00,64,30,58,30,34,30,34,42,34,34,38,38,34,46,,55,53,21,21,42
2023-05-15T11:34:30-05:00,64,30,58,38,25,25,30,42,34,34,38,38,34,42,,55,50,21,21,38
2023-05-15T11:35:00-05:00,64,34,55,38,34,25,30,42,30,34,38,34,34,42,,53,50,17,21,38
2023-05-15T11:35:30-05:00,64,34,55,34,38,25,34,38,34,34,38,34,38,42,,55,50,21,21,38
2023-05-15T11:36:00-05:00,64,34,53,30,34,30,30,46,34,34,38,34,38,42,,55,50,34,21,38
2023-05-15T11:36:30-05:00,64,34,53,30,30,25,34,38,34,34,38,34,34,38,,53,50,25,21,38
2023-05-15T11:37:00-05:00,64,30,55,38,34,25,38,38,34,34,38,30,34,42,,55,50,21,21,38
2023-05-15T11:37:30-05:00,64,30,55,34,34,25,34,42,34,34,38,34,34,42,,55,55,17,21,38
2023-05-15T11:38:00-05:00,64,34,55,30,30,30,34,42,34,34,38,38,34,42,,58,50,21,21,38
2023-05-15T11:38:30-05:00,64,38,55,30,30,30,38,46,34,34,38,38,34,38,,55,46,17,21,34
2023-05-15T11:39:00-05:00,64,30,58,34,34,25,34,42,34,34,38,34,34,34,,55,46,21,21,38
2023-05-15T11:39:30-05:00,64,34,58,,30,30,34,42,34,34,38,34,38,38,,55,46,21,17,38
2023-05-15T11:40:00-05:00,64,34,60,30,50,25,34,38,34,34,38,30,38,46,,55,50,25,17,38
2023-05-15T11:40:30-05:00,64,38,55,30,42,30,34,42,30,34,38,34,34,34,,55,50,25,21,42
2023-05-15T11:41:00-05:00,64,34,53,30,34,25,30,42,34,34,38,34,42,42,,53,46,25,17,42
2023-05-15T11:41:30-05:00,64,34,53,,34,30,34,38,30,34,38,34,38,38,,55,50,21,21,38
2023-05-15T11:42:00-05:00,64,34,55,30,34,25,30,42,34,34,38,34,34,38,,55,50,17,17,38
2023-05-15T11:42:30-05:00,64,30,55,30,53,25,25,42,34,34,38,38,34,38,,55,55,21,21,38
2023-05-15T11:43:00-05:00,64,30,53,30,50,25,30,53,34,34,38,34,34,42,,53,55,21,21,42
2023-05-15T11:43:30-05:00,64,34,55,42,53,25,30,55,34,34,38,42,34,42,,53,55,17,21,42
