DATETIME,TANGARA_25CE,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_333E,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-10T00:00:00-05:00,0.0,,,,,,0.0,,0.0,,0.0,,181.0,
2023-05-10T00:00:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,310.0
2023-05-10T00:01:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,182.0,344.0
2023-05-10T00:01:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,182.0,358.0
2023-05-10T00:02:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,182.0,366.0
2023-05-10T00:02:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,182.0,370.0
2023-05-10T00:03:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,371.0
2023-05-10T00:03:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,375.0
2023-05-10T00:04:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,374.0
2023-05-10T00:04:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,375.0
2023-05-10T00:05:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,378.0
2023-05-10T00:05:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,379.0
2023-05-10T00:06:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,382.0
2023-05-10T00:06:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,181.0,383.0
2023-05-10T00:07:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,180.0,382.0
2023-05-10T00:07:30-05:00,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,180.0,384.0
2023-05-10T00:08:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,180.0,383.0
2023-05-10T00:08:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,180.0,
2023-05-10T00:09:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,383.0
2023-05-10T00:09:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,381.0
2023-05-10T00:10:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,384.0
2023-05-10T00:10:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,385.0
2023-05-10T00:11:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,387.0
2023-05-10T00:11:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,386.0
2023-05-10T00:12:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,179.0,386.0
2023-05-10T00:12:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,386.0
2023-05-10T00:13:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,385.0
2023-05-10T00:13:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,179.0,385.0
2023-05-10T00:14:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,386.0
2023-05-10T00:14:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,385.0
2023-05-10T00:15:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,384.0
2023-05-10T00:15:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,384.0
2023-05-10T00:16:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,383.0
2023-05-10T00:16:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,382.0
2023-05-10T00:17:00-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,383.0
2023-05-10T00:17:30-05:00,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,383.0
