DATETIME,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-27T00:12:00-05:00,70,,100,,77,79,95,64,62,58,68,68,66,55,60,70
2023-05-27T00:12:30-05:00,70,,100,,79,81,91,64,62,55,70,68,64,46,62,70
2023-05-27T00:13:00-05:00,72,,100,,81,81,98,66,62,58,68,68,64,55,64,70
2023-05-27T00:13:30-05:00,70,,103,,81,81,100,64,62,55,70,68,64,60,62,72
2023-05-27T00:14:00-05:00,68,,98,,81,79,98,68,64,55,68,70,66,55,62,70
2023-05-27T00:14:30-05:00,70,,95,,81,79,95,68,62,55,72,68,66,55,60,72
2023-05-27T00:15:00-05:00,70,,103,,81,79,95,68,62,55,72,68,68,58,62,72
2023-05-27T00:15:30-05:00,70,,105,,81,81,93,68,62,55,70,68,68,53,64,70
2023-05-27T00:16:00-05:00,70,,103,,81,81,95,64,60,55,72,66,66,55,62,72
2023-05-27T00:16:30-05:00,72,,105,,83,79,103,66,62,55,72,68,66,53,62,70
2023-05-27T00:17:00-05:00,70,,103,,89,83,103,66,62,58,72,70,64,58,60,70
2023-05-27T00:17:30-05:00,70,,103,,85,83,95,70,64,58,70,68,66,55,62,68
2023-05-27T00:18:00-05:00,70,,103,,83,79,93,66,60,58,72,,66,55,64,70
2023-05-27T00:18:30-05:00,70,,98,,81,83,95,66,62,55,72,70,66,58,62,72
2023-05-27T00:19:00-05:00,68,,98,,83,81,93,68,64,55,72,68,66,53,62,72
2023-05-27T00:19:30-05:00,68,,103,,83,79,93,70,60,55,70,,66,60,64,72
2023-05-27T00:20:00-05:00,72,,103,,81,83,95,68,62,55,72,68,66,55,64,70
2023-05-27T00:20:30-05:00,72,,105,,87,83,110,68,62,58,74,68,66,50,62,72
2023-05-27T00:21:00-05:00,70,,105,,87,81,103,68,62,58,74,66,68,,66,70
2023-05-27T00:21:30-05:00,70,,105,,83,83,108,68,62,55,74,68,66,58,64,72
2023-05-27T00:22:00-05:00,70,,103,,85,81,105,68,62,58,72,68,68,,62,70
2023-05-27T00:22:30-05:00,70,,100,,85,83,98,66,62,58,70,70,66,55,64,70
2023-05-27T00:23:00-05:00,72,,103,,85,83,98,66,60,55,72,66,64,58,62,72
2023-05-27T00:23:30-05:00,70,,105,,85,81,91,72,58,53,72,68,68,,62,70
2023-05-27T00:24:00-05:00,70,,108,,89,81,87,68,62,58,70,68,68,62,62,72
2023-05-27T00:24:30-05:00,72,,103,,87,81,91,72,64,55,74,68,66,62,64,77
2023-05-27T00:25:00-05:00,70,,103,,83,79,89,70,62,58,72,66,66,55,62,77
2023-05-27T00:25:30-05:00,68,,100,,85,81,89,70,60,58,70,68,68,58,60,72
2023-05-27T00:26:00-05:00,70,,110,,87,81,87,68,60,58,70,70,66,58,64,74
2023-05-27T00:26:30-05:00,68,,105,,85,81,91,68,60,53,70,68,66,60,62,72
2023-05-27T00:27:00-05:00,74,,100,,85,81,89,68,60,60,74,68,66,53,64,74
2023-05-27T00:27:30-05:00,70,,105,,85,81,91,68,62,60,70,68,68,53,66,74
2023-05-27T00:28:00-05:00,70,,108,,83,79,93,68,62,55,68,68,68,55,66,70
2023-05-27T00:28:30-05:00,68,,105,,83,81,95,68,62,58,68,66,66,53,68,72
2023-05-27T00:29:00-05:00,72,,103,,87,81,91,68,62,58,70,66,66,55,68,77
2023-05-27T00:29:30-05:00,74,,105,,83,83,91,70,58,58,72,72,66,55,66,77
2023-05-27T00:30:00-05:00,70,,105,,83,83,95,68,60,55,72,72,66,60,68,77
2023-05-27T00:30:30-05:00,68,,108,,83,83,89,68,58,55,70,68,66,62,66,72
2023-05-27T00:31:00-05:00,68,,108,,85,83,91,68,62,55,72,70,66,53,70,77
2023-05-27T00:31:30-05:00,68,,110,,87,81,89,66,62,55,72,68,64,53,68,77
2023-05-27T00:32:00-05:00,68,,108,,87,81,93,68,60,55,68,68,66,58,68,77
2023-05-27T00:32:30-05:00,70,,110,,85,83,91,70,62,60,72,70,66,64,68,79
2023-05-27T00:33:00-05:00,68,,105,,83,81,89,70,60,58,68,70,64,58,68,81
2023-05-27T00:33:30-05:00,70,,105,,85,83,91,66,58,55,70,68,68,58,66,77
2023-05-27T00:34:00-05:00,68,,108,,85,83,89,66,60,58,72,68,68,50,66,79
2023-05-27T00:34:30-05:00,70,,105,,85,83,89,66,60,60,72,68,66,58,66,77
2023-05-27T00:35:00-05:00,72,,108,,83,81,87,68,58,58,70,68,66,60,66,77
2023-05-27T00:35:30-05:00,68,,105,,85,83,87,68,60,55,68,70,68,55,66,79
2023-05-27T00:36:00-05:00,72,,108,,85,85,91,70,58,55,70,70,66,60,66,77
2023-05-27T00:36:30-05:00,72,,103,,85,83,87,68,60,58,70,68,68,53,66,81
2023-05-27T00:37:00-05:00,72,,103,,85,81,87,68,60,55,70,70,66,64,66,83
2023-05-27T00:37:30-05:00,70,,105,,85,83,87,70,58,60,68,68,66,55,66,79
2023-05-27T00:38:00-05:00,70,,103,,83,83,91,70,62,58,68,68,68,50,64,83
2023-05-27T00:38:30-05:00,70,,103,,81,83,87,68,62,58,70,68,68,58,64,81
2023-05-27T00:39:00-05:00,72,,105,,85,85,89,64,60,55,68,70,68,64,66,79
2023-05-27T00:39:30-05:00,70,,103,,83,85,89,68,60,58,68,70,64,55,72,83
2023-05-27T00:40:00-05:00,72,,105,,85,85,87,68,60,58,64,68,66,55,68,81
2023-05-27T00:40:30-05:00,72,,108,,85,85,87,70,60,58,66,68,66,55,68,83
2023-05-27T00:41:00-05:00,72,,113,,83,81,89,70,66,58,64,68,68,53,66,81
2023-05-27T00:41:30-05:00,72,,110,,83,83,87,66,64,58,66,68,68,46,62,77
2023-05-27T00:42:00-05:00,72,,108,,85,81,87,68,62,55,68,72,68,53,66,77
2023-05-27T00:42:30-05:00,74,,108,,85,81,87,68,60,58,66,72,68,60,66,79
2023-05-27T00:43:00-05:00,68,,108,,85,81,85,66,55,58,68,70,68,50,68,79
2023-05-27T00:43:30-05:00,70,,105,,81,81,89,64,58,55,66,70,70,60,66,79
2023-05-27T00:44:00-05:00,68,,110,,89,83,85,70,58,58,66,70,68,58,66,79
2023-05-27T00:44:30-05:00,70,,108,,85,83,87,68,60,58,66,68,68,50,68,81
2023-05-27T00:45:00-05:00,70,,110,,85,83,89,68,60,55,68,68,68,50,68,79
2023-05-27T00:45:30-05:00,72,,108,,85,85,89,64,60,55,66,70,66,55,66,81
2023-05-27T00:46:00-05:00,72,,103,,87,83,91,66,60,58,66,70,66,53,68,83
2023-05-27T00:46:30-05:00,72,,105,,85,83,87,66,60,58,68,70,70,55,68,81
2023-05-27T00:47:00-05:00,70,,105,,87,83,91,66,60,58,66,70,68,53,68,83
2023-05-27T00:47:30-05:00,74,,108,,83,85,89,66,62,58,66,70,68,55,66,83
2023-05-27T00:48:00-05:00,74,,103,,87,,93,66,62,60,66,72,68,58,68,83
2023-05-27T00:48:30-05:00,70,,103,,81,81,91,68,58,58,68,68,66,60,68,79
2023-05-27T00:49:00-05:00,74,,108,,87,83,87,66,60,55,68,70,66,55,70,83
2023-05-27T00:49:30-05:00,74,,110,,85,79,87,68,62,60,66,70,66,53,66,83
2023-05-27T00:50:00-05:00,70,,110,,85,79,87,68,62,58,,70,64,53,66,85
2023-05-27T00:50:30-05:00,70,,103,,89,81,91,66,60,58,68,70,66,55,66,85
2023-05-27T00:51:00-05:00,72,,105,,89,83,91,66,62,55,66,72,66,62,64,83
2023-05-27T00:51:30-05:00,70,,103,,87,83,89,66,62,60,64,77,66,60,68,81
2023-05-27T00:52:00-05:00,70,,108,,85,81,93,66,62,62,66,72,64,53,68,79
2023-05-27T00:52:30-05:00,72,,108,,85,81,91,64,62,60,64,72,66,58,68,85
2023-05-27T00:53:00-05:00,72,,118,,87,79,95,66,60,58,68,74,66,55,72,81
2023-05-27T00:53:30-05:00,72,,118,,87,81,93,66,60,60,68,72,68,58,72,85
2023-05-27T00:54:00-05:00,72,,115,,85,83,93,68,60,60,66,74,68,60,70,85
2023-05-27T00:54:30-05:00,72,,103,,87,81,91,70,60,62,66,70,64,58,70,83
2023-05-27T00:55:00-05:00,72,,100,,89,85,87,68,60,60,66,70,66,55,70,81
2023-05-27T00:55:30-05:00,70,,95,,83,85,91,70,62,62,66,74,66,60,72,81
2023-05-27T00:56:00-05:00,72,,103,,85,81,91,70,58,62,64,72,66,53,74,83
2023-05-27T00:56:30-05:00,72,,100,,81,83,85,68,60,58,64,72,66,58,72,81
2023-05-27T00:57:00-05:00,74,,98,,85,81,89,66,58,55,66,70,64,58,72,83
2023-05-27T00:57:30-05:00,77,,98,,83,87,87,70,55,58,64,70,66,58,70,83
2023-05-27T00:58:00-05:00,72,,100,,87,85,87,66,60,55,66,74,66,60,68,79
2023-05-27T00:58:30-05:00,77,,103,,85,85,89,68,58,58,66,72,68,53,66,83
2023-05-27T00:59:00-05:00,74,,103,,87,81,91,66,55,58,66,72,64,53,70,81
2023-05-27T00:59:30-05:00,77,,100,,85,83,87,66,58,58,64,70,66,62,72,81
2023-05-27T01:00:00-05:00,77,,98,,85,83,91,66,60,55,64,72,66,66,72,79
2023-05-27T01:00:30-05:00,74,,100,,85,81,87,68,60,60,66,70,66,60,72,83
2023-05-27T01:01:00-05:00,74,,103,,87,79,87,66,60,58,66,72,66,64,77,79
2023-05-27T01:01:30-05:00,77,,105,,87,83,93,64,60,55,66,72,66,55,72,81
2023-05-27T01:02:00-05:00,72,,98,,87,83,89,68,58,58,62,74,66,58,72,81
2023-05-27T01:02:30-05:00,77,,98,,83,83,93,66,55,55,,72,64,62,72,81
2023-05-27T01:03:00-05:00,77,,95,,85,83,95,66,60,60,64,72,64,66,72,83
2023-05-27T01:03:30-05:00,74,,98,,83,83,95,66,58,60,64,70,64,,72,83
2023-05-27T01:04:00-05:00,74,,105,,83,81,95,68,58,58,64,72,64,60,77,81
2023-05-27T01:04:30-05:00,72,,100,,83,83,95,70,60,60,62,70,62,58,74,81
2023-05-27T01:05:00-05:00,74,,95,,79,83,98,68,58,60,64,72,62,62,70,83
2023-05-27T01:05:30-05:00,74,,100,,85,87,95,64,55,58,64,72,60,58,70,81
2023-05-27T01:06:00-05:00,77,,98,,83,87,95,72,55,58,66,72,60,60,72,79
2023-05-27T01:06:30-05:00,77,,95,,81,85,95,70,58,60,60,72,62,64,72,81
2023-05-27T01:07:00-05:00,74,,91,,81,87,93,68,58,60,62,74,62,60,70,81
2023-05-27T01:07:30-05:00,74,,89,,81,85,91,70,60,60,62,70,64,62,72,81
2023-05-27T01:08:00-05:00,74,,85,,83,85,93,70,58,60,64,72,60,58,70,81
2023-05-27T01:08:30-05:00,74,,87,,83,81,93,70,55,58,62,72,58,58,70,81
2023-05-27T01:09:00-05:00,74,,85,,83,83,93,70,60,60,60,74,62,58,70,79
2023-05-27T01:09:30-05:00,72,,87,,85,83,95,72,58,60,62,72,64,62,70,79
2023-05-27T01:10:00-05:00,74,,87,,83,83,93,68,60,58,64,70,60,58,68,81
2023-05-27T01:10:30-05:00,72,,87,,85,83,93,70,60,58,62,72,60,60,70,81
2023-05-27T01:11:00-05:00,77,,87,,83,85,93,70,60,55,60,72,62,60,70,79
2023-05-27T01:11:30-05:00,74,,87,,85,85,93,68,58,58,66,70,60,60,70,81
2023-05-27T01:12:00-05:00,74,,85,,87,83,93,68,58,58,62,74,60,58,70,81
2023-05-27T01:12:30-05:00,72,,85,,83,85,91,68,58,60,60,74,62,60,70,81
2023-05-27T01:13:00-05:00,74,,89,,89,85,89,70,60,58,60,70,60,58,77,83
2023-05-27T01:13:30-05:00,74,,87,,87,83,89,68,58,60,60,68,60,50,74,81
2023-05-27T01:14:00-05:00,72,,85,,87,85,95,68,58,60,62,72,58,55,74,79
2023-05-27T01:14:30-05:00,74,,85,,83,,95,68,55,60,60,70,58,60,77,79
2023-05-27T01:15:00-05:00,74,,105,,83,85,95,68,58,58,60,72,55,60,74,77
2023-05-27T01:15:30-05:00,74,,108,,87,83,89,70,58,60,60,70,58,62,79,81
2023-05-27T01:16:00-05:00,74,,91,,85,87,89,68,58,60,60,72,53,58,79,79
2023-05-27T01:16:30-05:00,72,,81,,81,87,89,68,60,60,62,68,58,58,83,74
2023-05-27T01:17:00-05:00,74,,83,,81,,91,66,58,60,62,68,55,58,79,74
2023-05-27T01:17:30-05:00,74,,81,,83,83,95,64,58,58,62,68,55,58,83,81
2023-05-27T01:18:00-05:00,77,,85,,85,87,91,68,60,58,62,68,58,53,79,79
2023-05-27T01:18:30-05:00,74,,87,,85,87,91,64,58,60,62,68,55,62,79,79
2023-05-27T01:19:00-05:00,74,,85,,87,87,93,66,58,60,58,68,53,58,79,79
2023-05-27T01:19:30-05:00,72,,83,,87,89,93,64,58,60,60,66,55,60,81,79
2023-05-27T01:20:00-05:00,74,,85,,87,91,95,64,60,60,62,66,55,55,81,81
2023-05-27T01:20:30-05:00,74,,79,,83,89,93,64,58,58,62,70,53,55,83,77
2023-05-27T01:21:00-05:00,74,,83,,85,89,89,64,58,60,60,68,53,58,83,79
2023-05-27T01:21:30-05:00,77,,77,,85,87,95,62,60,62,62,70,55,55,81,77
2023-05-27T01:22:00-05:00,74,,79,,89,87,93,64,58,60,60,66,53,58,81,81
2023-05-27T01:22:30-05:00,74,,79,,91,89,95,64,62,60,60,66,53,58,83,81
2023-05-27T01:23:00-05:00,72,,81,,91,87,93,62,60,60,58,64,53,64,85,83
2023-05-27T01:23:30-05:00,72,,77,,91,87,93,62,60,60,58,64,53,53,83,83
2023-05-27T01:24:00-05:00,74,,81,,91,85,93,62,62,60,60,66,50,60,87,79
2023-05-27T01:24:30-05:00,72,,81,,93,87,91,62,60,58,60,64,53,55,91,77
2023-05-27T01:25:00-05:00,72,,79,,95,89,93,62,60,58,60,64,53,60,91,81
2023-05-27T01:25:30-05:00,72,,79,,95,89,93,62,60,62,58,66,53,50,87,79
2023-05-27T01:26:00-05:00,70,,79,,100,89,91,62,60,60,58,66,53,55,87,79
2023-05-27T01:26:30-05:00,72,,77,,95,91,91,62,60,60,58,64,50,60,93,79
2023-05-27T01:27:00-05:00,72,,74,,98,87,91,62,60,62,58,66,50,55,89,79
2023-05-27T01:27:30-05:00,72,,79,,98,85,93,66,60,62,58,64,55,60,91,77
2023-05-27T01:28:00-05:00,70,,74,,98,87,95,62,62,60,58,66,55,66,91,77
2023-05-27T01:28:30-05:00,72,,77,,95,87,91,60,62,62,55,66,58,64,91,79
2023-05-27T01:29:00-05:00,72,,77,,91,87,95,64,60,64,58,64,58,66,89,79
2023-05-27T01:29:30-05:00,72,,74,,91,89,91,62,60,62,58,64,55,64,89,77
2023-05-27T01:30:00-05:00,72,,77,,87,89,89,60,60,62,58,66,53,70,91,79
2023-05-27T01:30:30-05:00,74,,74,,89,89,93,62,60,62,53,64,58,60,89,79
2023-05-27T01:31:00-05:00,70,,74,,87,91,91,62,64,60,55,64,55,68,87,79
2023-05-27T01:31:30-05:00,72,,77,,87,93,93,60,60,62,58,62,55,68,89,79
2023-05-27T01:32:00-05:00,72,,77,,83,91,100,60,64,60,58,64,55,58,93,79
2023-05-27T01:32:30-05:00,72,,79,,83,89,98,62,64,60,55,66,55,66,89,77
2023-05-27T01:33:00-05:00,70,,77,,85,91,95,62,64,62,55,64,55,68,91,77
2023-05-27T01:33:30-05:00,70,,72,,85,91,108,62,64,62,58,64,53,58,91,72
2023-05-27T01:34:00-05:00,70,,74,,83,98,122,62,62,60,55,64,55,68,89,74
2023-05-27T01:34:30-05:00,70,,79,,87,98,132,62,64,60,58,64,53,66,89,74
2023-05-27T01:35:00-05:00,72,,74,,83,95,132,62,64,60,55,64,50,66,89,74
2023-05-27T01:35:30-05:00,70,,74,,87,103,125,64,68,58,55,64,55,62,85,77
2023-05-27T01:36:00-05:00,70,,79,,81,105,108,60,64,60,55,64,55,60,83,77
2023-05-27T01:36:30-05:00,72,,77,,83,110,108,60,64,58,58,68,55,62,81,77
2023-05-27T01:37:00-05:00,70,,74,,83,115,108,62,64,58,58,64,53,64,81,74
2023-05-27T01:37:30-05:00,70,,77,,83,110,108,62,64,60,55,62,53,66,81,74
2023-05-27T01:38:00-05:00,70,,70,,79,110,108,62,64,58,55,60,53,60,77,77
2023-05-27T01:38:30-05:00,70,,74,,81,110,105,60,66,60,55,60,55,62,79,74
2023-05-27T01:39:00-05:00,66,,70,,81,113,113,60,64,58,55,64,53,64,81,74
2023-05-27T01:39:30-05:00,68,,72,,83,113,110,58,66,60,58,62,53,68,81,77
2023-05-27T01:40:00-05:00,70,,74,,81,108,120,62,64,58,55,62,53,62,81,79
2023-05-27T01:40:30-05:00,70,,70,,81,105,120,60,62,55,55,64,53,66,79,77
2023-05-27T01:41:00-05:00,70,,77,,81,105,115,58,64,58,55,62,50,60,74,74
2023-05-27T01:41:30-05:00,68,,72,,85,108,113,60,62,55,55,62,53,62,81,74
2023-05-27T01:42:00-05:00,70,,74,,83,108,118,60,64,58,58,60,53,62,83,77
2023-05-27T01:42:30-05:00,70,,72,,85,100,115,60,64,58,53,62,55,55,74,79
2023-05-27T01:43:00-05:00,68,,72,,87,105,113,62,64,55,53,64,53,66,77,77
2023-05-27T01:43:30-05:00,68,,70,,85,105,113,60,64,58,53,60,50,62,79,77
2023-05-27T01:44:00-05:00,70,,72,,87,100,115,60,64,55,55,60,53,64,81,74
2023-05-27T01:44:30-05:00,68,,72,,87,100,115,60,66,55,53,60,55,60,81,77
2023-05-27T01:45:00-05:00,68,,70,,85,98,115,60,62,55,55,62,55,58,77,77
2023-05-27T01:45:30-05:00,68,,72,,87,100,113,58,62,58,55,62,55,58,77,79
2023-05-27T01:46:00-05:00,68,,72,,89,,113,60,60,55,53,60,53,60,77,77
2023-05-27T01:46:30-05:00,70,,72,,89,95,110,60,62,55,50,62,53,62,74,74
2023-05-27T01:47:00-05:00,70,,72,,93,98,113,58,60,55,53,60,50,58,77,77
2023-05-27T01:47:30-05:00,72,,72,,91,95,108,60,64,58,55,58,53,58,77,74
2023-05-27T01:48:00-05:00,68,,70,,91,95,108,60,62,58,53,60,55,58,74,74
2023-05-27T01:48:30-05:00,68,,68,,89,98,105,58,62,55,53,60,55,60,72,77
2023-05-27T01:49:00-05:00,68,,70,,91,98,108,60,60,53,53,64,53,53,72,79
2023-05-27T01:49:30-05:00,68,,68,,89,95,115,62,60,55,53,60,50,60,72,74
2023-05-27T01:50:00-05:00,68,,70,,89,98,110,58,58,55,53,60,50,60,72,77
2023-05-27T01:50:30-05:00,68,,72,,91,93,105,60,58,58,55,60,55,55,70,77
2023-05-27T01:51:00-05:00,68,,70,,89,93,105,58,64,55,53,60,53,60,74,77
2023-05-27T01:51:30-05:00,70,,74,,87,93,110,60,66,55,53,60,55,58,74,74
2023-05-27T01:52:00-05:00,68,,70,,95,93,105,60,66,58,53,60,53,62,74,77
2023-05-27T01:52:30-05:00,66,,70,,142,95,103,60,64,55,53,60,55,58,72,77
2023-05-27T01:53:00-05:00,66,,68,,132,95,105,60,60,55,53,60,53,66,74,77
2023-05-27T01:53:30-05:00,68,,68,,118,91,113,60,55,53,53,60,53,55,72,77
2023-05-27T01:54:00-05:00,66,,68,,127,91,108,60,58,55,53,62,55,60,72,72
2023-05-27T01:54:30-05:00,64,,70,,132,95,108,60,55,53,53,60,55,60,74,77
2023-05-27T01:55:00-05:00,68,,68,,132,91,108,60,55,53,53,58,58,60,72,74
2023-05-27T01:55:30-05:00,66,,68,,115,91,113,62,55,55,53,62,55,58,74,
2023-05-27T01:56:00-05:00,66,,68,,125,95,113,60,60,55,53,60,55,55,77,
2023-05-27T01:56:30-05:00,66,,70,,127,91,110,60,58,53,55,60,55,64,72,
2023-05-27T01:57:00-05:00,64,,66,,125,91,113,60,60,55,55,60,55,60,72,
2023-05-27T01:57:30-05:00,66,,68,,122,93,115,60,62,55,53,58,55,66,74,
2023-05-27T01:58:00-05:00,66,,66,,125,91,110,60,62,53,,58,53,68,74,
2023-05-27T01:58:30-05:00,64,,68,,122,91,110,62,60,50,55,58,53,62,74,
2023-05-27T01:59:00-05:00,64,,66,,125,93,108,58,60,55,55,58,55,60,72,
2023-05-27T01:59:30-05:00,62,,68,,122,89,105,60,64,55,53,60,53,60,77,72
2023-05-27T02:00:00-05:00,66,,66,,125,89,108,60,66,53,53,55,58,60,74,74
2023-05-27T02:00:30-05:00,66,,68,,125,89,108,60,62,53,53,58,55,60,72,77
2023-05-27T02:01:00-05:00,62,,68,,127,91,105,62,64,53,53,55,55,68,70,74
2023-05-27T02:01:30-05:00,62,,70,,122,93,110,62,64,55,53,58,53,62,74,77
2023-05-27T02:02:00-05:00,62,,70,,122,91,108,62,62,53,55,58,55,60,72,72
2023-05-27T02:02:30-05:00,62,,70,,122,93,108,60,64,53,55,58,55,64,74,77
2023-05-27T02:03:00-05:00,64,,68,,118,89,113,64,66,55,55,55,53,64,77,72
2023-05-27T02:03:30-05:00,64,,72,,120,93,105,60,64,53,55,60,55,62,74,70
2023-05-27T02:04:00-05:00,64,,70,,115,93,108,60,64,55,55,58,53,62,72,74
2023-05-27T02:04:30-05:00,62,,72,,118,91,110,64,62,50,58,58,55,68,72,74
2023-05-27T02:05:00-05:00,62,,70,,118,91,105,62,60,50,55,58,55,68,72,72
2023-05-27T02:05:30-05:00,64,,70,,113,93,108,64,60,55,55,58,55,66,70,72
2023-05-27T02:06:00-05:00,64,,70,,105,89,113,62,62,50,53,58,55,77,70,70
2023-05-27T02:06:30-05:00,64,,70,,105,89,110,58,62,50,55,60,58,70,70,74
2023-05-27T02:07:00-05:00,62,,70,,105,89,110,60,62,53,55,58,58,66,70,74
2023-05-27T02:07:30-05:00,64,,68,,103,91,105,60,60,53,55,58,58,62,72,70
2023-05-27T02:08:00-05:00,64,,70,,103,89,105,58,64,55,58,55,58,66,72,74
2023-05-27T02:08:30-05:00,62,,68,,103,91,105,58,62,53,55,60,58,58,72,74
2023-05-27T02:09:00-05:00,62,,70,,103,87,103,60,62,53,55,58,58,68,72,74
2023-05-27T02:09:30-05:00,62,,70,,100,91,105,60,60,53,55,58,60,60,72,74
2023-05-27T02:10:00-05:00,62,,72,,100,91,103,58,62,55,53,60,58,62,70,72
2023-05-27T02:10:30-05:00,60,,70,,100,91,98,58,62,53,55,58,60,62,74,74
2023-05-27T02:11:00-05:00,60,,72,,98,91,105,58,62,55,55,58,60,68,74,72
2023-05-27T02:11:30-05:00,60,,68,,100,91,103,60,62,55,53,55,62,62,74,74
2023-05-27T02:12:00-05:00,62,,72,,98,89,103,58,66,53,53,58,60,72,74,74
2023-05-27T02:12:30-05:00,60,,70,,100,91,105,62,62,53,53,58,60,64,72,77
2023-05-27T02:13:00-05:00,60,,72,,100,91,110,58,62,53,58,58,58,60,72,74
2023-05-27T02:13:30-05:00,62,,72,,95,91,130,58,64,53,58,58,62,66,72,70
2023-05-27T02:14:00-05:00,62,,70,,103,91,130,58,64,53,58,58,60,60,74,68
2023-05-27T02:14:30-05:00,62,,72,,95,,135,58,62,53,55,58,60,68,74,70
2023-05-27T02:15:00-05:00,60,,72,,95,89,132,60,60,55,53,,62,64,72,72
2023-05-27T02:15:30-05:00,62,,72,,95,87,125,58,62,53,55,,58,72,72,70
2023-05-27T02:16:00-05:00,62,,70,,95,87,127,55,60,53,55,,60,64,72,70
2023-05-27T02:16:30-05:00,64,,70,,95,89,125,58,62,53,55,,58,70,74,72
2023-05-27T02:17:00-05:00,60,,72,,95,93,130,58,66,53,55,,58,64,77,72
2023-05-27T02:17:30-05:00,62,,72,,95,91,127,58,62,55,55,,60,64,74,70
2023-05-27T02:18:00-05:00,60,,72,,91,89,130,58,64,55,55,,60,68,72,70
2023-05-27T02:18:30-05:00,58,,70,,98,91,125,58,64,58,58,,60,66,72,72
2023-05-27T02:19:00-05:00,58,,70,,95,93,127,58,62,58,55,,60,72,77,72
2023-05-27T02:19:30-05:00,60,,72,,91,91,113,58,60,58,55,55,58,72,74,70
2023-05-27T02:20:00-05:00,58,,72,,89,89,100,58,62,58,55,55,58,66,72,72
2023-05-27T02:20:30-05:00,58,,72,,,91,103,60,62,55,58,55,58,60,74,72
2023-05-27T02:21:00-05:00,58,,74,,91,91,105,58,62,55,58,55,58,64,74,74
2023-05-27T02:21:30-05:00,60,,72,,93,91,100,58,64,55,58,53,58,66,74,72
2023-05-27T02:22:00-05:00,60,,74,,91,91,103,58,62,55,58,53,58,72,70,72
2023-05-27T02:22:30-05:00,60,,72,,93,93,103,58,62,53,58,53,58,62,74,70
2023-05-27T02:23:00-05:00,58,,68,,91,91,98,58,60,55,58,53,60,62,74,72
2023-05-27T02:23:30-05:00,58,,68,,93,93,98,60,64,55,55,53,58,68,74,70
2023-05-27T02:24:00-05:00,58,,70,,98,93,95,58,62,55,58,55,60,62,70,68
2023-05-27T02:24:30-05:00,60,,72,,91,89,93,58,62,53,58,55,60,70,72,70
2023-05-27T02:25:00-05:00,58,,74,,89,89,98,60,62,55,58,58,60,70,70,72
