DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-30T14:16:00-05:00,55,34,25,17,62,,25,30,25,50,34,30,30,38,58,38,9,21,34
2023-05-30T14:16:30-05:00,55,30,25,17,64,,25,21,30,46,34,30,34,38,55,38,21,25,34
2023-05-30T14:17:00-05:00,55,30,21,17,62,,25,30,25,42,34,30,34,34,55,38,21,21,34
2023-05-30T14:17:30-05:00,55,30,25,13,62,,25,25,25,42,30,34,34,38,58,38,13,21,34
2023-05-30T14:18:00-05:00,55,30,30,17,64,,25,25,25,42,34,34,34,38,60,34,13,21,34
2023-05-30T14:18:30-05:00,55,30,25,13,64,,30,30,25,46,38,38,30,42,60,38,13,21,38
2023-05-30T14:19:00-05:00,55,30,25,17,64,,30,30,25,42,34,34,34,42,58,38,13,21,34
2023-05-30T14:19:30-05:00,55,30,30,17,62,,30,30,30,42,34,34,34,46,55,42,17,21,34
2023-05-30T14:20:00-05:00,55,34,25,17,62,,25,25,25,46,34,34,34,46,58,38,21,21,34
2023-05-30T14:20:30-05:00,55,34,30,17,64,,30,25,25,42,34,34,30,42,58,42,17,21,34
2023-05-30T14:21:00-05:00,55,30,25,17,64,,30,25,21,42,34,30,30,42,58,42,17,,42
2023-05-30T14:21:30-05:00,55,30,30,17,62,,34,25,30,42,34,30,34,38,58,50,17,25,46
2023-05-30T14:22:00-05:00,55,30,30,17,60,,34,25,30,42,34,30,30,30,58,46,13,30,53
2023-05-30T14:22:30-05:00,55,30,25,13,66,,30,25,25,42,34,34,34,30,55,42,13,25,53
2023-05-30T14:23:00-05:00,55,34,25,17,,,30,25,25,42,30,38,34,30,55,38,21,25,50
2023-05-30T14:23:30-05:00,55,25,25,21,60,,25,25,25,42,30,42,38,30,58,42,21,21,42
2023-05-30T14:24:00-05:00,55,34,25,17,62,,25,25,25,42,25,42,38,34,55,38,17,25,42
2023-05-30T14:24:30-05:00,55,30,30,17,64,,25,25,25,46,34,38,34,38,55,38,13,21,34
2023-05-30T14:25:00-05:00,55,34,30,17,62,,30,,25,42,30,38,30,34,55,34,13,17,34
2023-05-30T14:25:30-05:00,55,34,30,17,62,,30,25,25,42,30,38,34,34,55,34,21,30,38
2023-05-30T14:26:00-05:00,55,30,25,21,64,,25,30,25,34,30,38,30,34,55,34,21,25,38
2023-05-30T14:26:30-05:00,55,30,30,17,64,,25,25,21,38,34,38,30,34,58,38,17,21,38
2023-05-30T14:27:00-05:00,55,30,25,17,64,,30,25,21,38,34,38,34,38,55,38,17,30,34
2023-05-30T14:27:30-05:00,55,30,25,17,64,,30,25,25,42,34,38,34,30,55,38,13,34,34
2023-05-30T14:28:00-05:00,55,30,25,17,62,,30,25,21,42,34,38,34,30,58,42,9,25,34
2023-05-30T14:28:30-05:00,55,30,25,17,62,,25,25,25,42,34,38,34,30,58,34,13,25,34
2023-05-30T14:29:00-05:00,55,30,30,17,62,,25,25,30,42,38,42,30,30,58,34,17,25,38
2023-05-30T14:29:30-05:00,55,30,25,17,64,,30,25,30,42,34,42,34,30,58,38,21,25,38
2023-05-30T14:30:00-05:00,55,30,25,17,62,,30,30,25,38,34,38,30,30,58,38,21,25,38
2023-05-30T14:30:30-05:00,55,30,25,17,60,,30,25,25,42,38,34,30,30,58,38,13,25,38
2023-05-30T14:31:00-05:00,55,30,30,17,64,,34,25,25,42,34,38,42,30,58,34,17,21,38
2023-05-30T14:31:30-05:00,55,30,30,17,64,,38,25,25,46,34,34,34,30,55,38,21,21,42
2023-05-30T14:32:00-05:00,55,30,25,17,64,,34,25,30,42,30,34,34,34,58,34,21,25,42
2023-05-30T14:32:30-05:00,55,30,25,21,64,,38,25,25,38,34,38,42,30,60,30,25,30,42
2023-05-30T14:33:00-05:00,55,25,30,21,60,,34,25,25,38,30,34,38,30,58,34,13,21,38
2023-05-30T14:33:30-05:00,55,30,30,13,64,,34,25,25,38,34,34,38,25,55,38,13,21,34
2023-05-30T14:34:00-05:00,55,30,25,17,62,,30,25,30,42,30,34,30,25,58,34,13,25,34
2023-05-30T14:34:30-05:00,55,25,25,13,60,,34,25,30,42,34,38,34,34,58,34,9,21,42
2023-05-30T14:35:00-05:00,55,30,25,13,64,,30,30,25,42,34,34,34,30,58,38,13,21,38
2023-05-30T14:35:30-05:00,55,30,30,17,64,,30,25,25,38,30,38,30,30,58,38,17,21,34
2023-05-30T14:36:00-05:00,55,30,25,17,62,,38,25,25,42,30,38,30,30,58,,17,21,42
2023-05-30T14:36:30-05:00,55,30,30,17,64,,38,30,25,38,30,34,30,30,58,38,17,21,42
2023-05-30T14:37:00-05:00,55,30,25,17,60,,34,25,25,38,30,34,34,30,58,38,21,21,38
2023-05-30T14:37:30-05:00,55,25,30,17,62,,25,25,25,34,34,60,30,34,55,34,9,25,38
2023-05-30T14:38:00-05:00,55,30,30,17,66,,30,30,25,38,34,42,34,25,58,38,17,25,38
2023-05-30T14:38:30-05:00,55,25,25,17,66,,25,25,25,38,34,30,34,25,60,42,17,21,38
2023-05-30T14:39:00-05:00,55,30,30,17,64,,25,25,25,42,34,30,38,25,58,38,25,21,38
2023-05-30T14:39:30-05:00,55,30,25,17,64,,30,30,25,42,30,25,30,30,55,34,25,25,42
2023-05-30T14:40:00-05:00,55,25,25,17,62,,30,25,30,42,34,34,30,30,55,34,21,25,38
2023-05-30T14:40:30-05:00,55,25,30,17,62,,25,25,25,42,34,30,30,25,55,34,17,21,42
2023-05-30T14:41:00-05:00,55,30,30,17,62,,30,25,21,42,30,30,34,25,55,38,25,21,42
2023-05-30T14:41:30-05:00,55,25,25,17,64,,30,30,17,42,30,34,34,30,55,38,30,21,42
2023-05-30T14:42:00-05:00,55,30,30,17,64,,30,25,21,42,34,30,30,25,55,34,30,17,42
2023-05-30T14:42:30-05:00,55,25,30,17,62,,30,25,21,42,30,34,30,30,58,34,21,25,34
2023-05-30T14:43:00-05:00,55,25,25,17,62,,30,25,25,38,30,30,30,30,55,38,17,21,34
2023-05-30T14:43:30-05:00,55,25,25,17,62,,30,30,21,34,34,30,25,30,55,38,13,21,38
2023-05-30T14:44:00-05:00,55,25,25,17,62,,30,25,21,38,30,30,30,25,58,42,13,21,50
2023-05-30T14:44:30-05:00,55,30,25,17,62,,25,25,25,42,34,25,30,30,58,46,17,21,42
2023-05-30T14:45:00-05:00,55,30,30,17,62,,30,30,21,42,30,30,30,30,55,38,17,25,38
2023-05-30T14:45:30-05:00,55,25,30,17,60,,25,30,25,38,34,30,30,30,55,38,21,21,38
2023-05-30T14:46:00-05:00,55,25,30,17,60,,30,25,21,38,30,25,30,30,55,38,17,21,46
2023-05-30T14:46:30-05:00,55,30,30,17,62,,30,25,21,38,30,30,30,34,55,38,21,21,46
2023-05-30T14:47:00-05:00,55,25,25,17,60,,30,25,21,34,30,30,30,30,53,38,17,21,46
2023-05-30T14:47:30-05:00,55,25,25,21,60,,30,25,25,38,30,30,34,30,55,38,25,21,46
2023-05-30T14:48:00-05:00,55,21,25,17,62,,25,25,21,38,30,30,30,30,53,34,34,21,50
2023-05-30T14:48:30-05:00,55,25,25,17,62,,25,25,25,38,30,30,30,30,58,34,34,21,46
2023-05-30T14:49:00-05:00,55,30,25,17,60,,25,25,25,38,30,30,30,30,55,34,21,21,50
2023-05-30T14:49:30-05:00,55,25,25,17,62,,30,30,25,42,25,42,34,34,55,34,25,21,46
2023-05-30T14:50:00-05:00,55,30,30,17,60,,30,25,21,42,30,38,30,30,53,34,21,21,46
2023-05-30T14:50:30-05:00,55,30,25,21,60,,30,25,21,34,30,30,30,30,53,34,13,25,46
2023-05-30T14:51:00-05:00,55,25,30,13,60,,30,25,21,38,30,30,25,34,55,34,25,25,42
2023-05-30T14:52:00-05:00,55,25,25,21,60,,30,25,21,42,30,30,25,30,53,34,25,25,42
2023-05-30T14:52:30-05:00,55,25,30,21,60,,30,25,25,42,30,25,30,58,53,34,17,25,42
2023-05-30T14:53:00-05:00,55,30,25,17,60,,25,25,25,38,30,25,30,53,53,34,21,25,46
2023-05-30T14:53:30-05:00,55,25,25,17,60,,30,25,21,42,25,25,30,50,53,34,17,25,42
2023-05-30T14:54:00-05:00,55,25,25,17,60,,30,25,25,42,30,25,25,34,53,34,17,21,42
2023-05-30T14:54:30-05:00,55,25,25,17,58,,34,,30,38,25,30,30,,55,34,13,25,42
2023-05-30T14:55:00-05:00,55,25,25,17,58,,34,30,46,34,30,30,30,38,53,30,17,25,46
2023-05-30T14:55:30-05:00,55,30,25,17,60,,30,25,38,38,30,30,25,42,50,38,25,21,46
2023-05-30T14:56:00-05:00,55,30,30,17,60,,30,25,30,42,30,30,25,42,55,34,17,21,46
2023-05-30T14:56:30-05:00,55,30,25,21,60,,30,25,25,42,30,34,25,38,58,34,21,21,42
2023-05-30T14:57:00-05:00,55,30,25,17,60,,34,30,21,42,30,38,30,34,53,38,21,17,46
2023-05-30T14:57:30-05:00,55,30,30,17,58,,34,25,25,38,34,34,30,34,53,34,21,21,46
2023-05-30T14:58:00-05:00,55,30,25,17,60,,34,30,25,38,30,30,30,38,53,34,21,21,46
2023-05-30T14:58:30-05:00,55,25,25,17,58,,30,30,25,38,30,30,34,38,50,,17,25,46
2023-05-30T14:59:00-05:00,55,30,25,17,60,,30,34,21,38,30,25,30,38,55,34,30,25,50
2023-05-30T14:59:30-05:00,55,25,25,17,55,,30,34,21,38,30,30,25,34,55,30,17,21,50
2023-05-30T15:00:00-05:00,55,25,25,17,58,,25,34,21,46,30,30,30,38,53,34,13,25,53
2023-05-30T15:00:30-05:00,55,30,25,17,58,,25,30,25,42,30,30,30,42,53,34,30,25,50
2023-05-30T15:01:00-05:00,55,30,25,17,58,,30,34,30,,30,30,34,46,53,34,21,30,55
2023-05-30T15:01:30-05:00,55,30,25,17,58,,30,30,25,42,30,50,30,46,50,30,17,25,55
2023-05-30T15:02:00-05:00,55,30,25,13,58,,30,25,25,38,34,74,30,42,53,34,17,25,53
2023-05-30T15:02:30-05:00,55,25,25,21,55,,25,30,25,38,30,,30,42,53,34,17,25,
2023-05-30T15:03:00-05:00,55,30,34,17,60,,25,30,21,,30,,25,42,53,34,17,30,50
2023-05-30T15:03:30-05:00,55,25,34,21,58,,25,30,25,42,30,,30,38,53,30,25,25,53
2023-05-30T15:04:00-05:00,55,25,25,17,58,,21,30,25,42,30,,30,34,53,30,17,30,50
2023-05-30T15:04:30-05:00,55,30,30,17,58,,25,30,21,42,34,60,25,38,53,30,17,30,50
2023-05-30T15:05:30-05:00,55,30,30,17,60,,21,30,25,46,30,34,25,34,53,34,17,30,50
2023-05-30T15:06:00-05:00,55,30,30,21,60,,21,30,21,46,30,34,30,38,53,38,21,30,50
2023-05-30T15:07:00-05:00,55,30,30,17,58,,21,30,21,42,30,55,34,38,55,34,21,25,46
2023-05-30T15:07:30-05:00,55,30,30,21,60,,21,30,21,42,30,38,34,38,53,30,13,25,42
2023-05-30T15:08:00-05:00,55,30,30,17,60,,25,34,25,42,30,50,34,38,53,34,17,30,42
2023-05-30T15:08:30-05:00,55,30,30,17,58,,30,30,21,38,25,34,30,34,53,38,74,30,38
2023-05-30T15:09:00-05:00,55,30,30,17,60,,30,30,21,42,25,38,30,38,50,42,70,38,46
2023-05-30T15:09:30-05:00,55,30,30,21,58,,30,30,25,42,30,38,34,38,53,38,53,34,42
2023-05-30T15:10:00-05:00,55,30,25,17,60,,25,30,25,42,30,30,30,38,50,38,25,25,46
2023-05-30T15:10:30-05:00,55,30,30,21,58,,25,30,21,42,30,25,30,38,53,38,30,25,50
2023-05-30T15:11:00-05:00,55,34,25,21,58,,21,30,21,46,30,30,30,42,53,34,25,30,46
2023-05-30T15:11:30-05:00,55,34,30,17,58,,25,25,21,42,34,25,30,42,55,34,25,30,46
2023-05-30T15:12:00-05:00,55,30,30,17,60,,25,30,25,42,25,30,30,42,55,38,21,30,42
2023-05-30T15:12:30-05:00,55,30,25,21,60,,25,30,30,46,30,34,30,42,55,38,21,30,38
2023-05-30T15:13:00-05:00,55,30,30,21,60,,25,34,30,42,25,34,30,42,53,34,25,25,38
2023-05-30T15:13:30-05:00,55,30,30,17,60,,25,34,30,42,30,30,34,46,53,38,21,30,42
2023-05-30T15:14:00-05:00,55,34,30,21,60,,25,30,25,42,30,30,34,42,53,38,21,30,38
2023-05-30T15:14:30-05:00,55,30,30,21,60,,25,30,30,42,34,30,30,46,53,38,25,30,34
2023-05-30T15:15:00-05:00,55,30,30,17,58,,25,30,30,42,30,34,30,50,53,42,13,30,38
2023-05-30T15:15:30-05:00,55,30,30,17,60,,25,34,30,42,30,34,30,55,53,42,21,30,38
2023-05-30T15:16:00-05:00,55,30,34,17,58,,25,34,30,42,30,34,25,58,53,38,17,25,34
2023-05-30T15:16:30-05:00,55,30,25,21,60,,25,30,30,46,30,34,30,62,55,42,17,30,34
2023-05-30T15:17:00-05:00,55,30,25,21,58,,25,34,30,42,25,34,30,62,53,42,17,25,34
2023-05-30T15:17:30-05:00,55,30,30,17,55,,30,34,25,46,30,38,30,62,50,42,17,30,38
2023-05-30T15:18:00-05:00,55,30,25,17,,,30,30,30,42,30,34,30,62,53,46,25,25,34
2023-05-30T15:18:30-05:00,55,34,30,21,58,,30,30,34,46,25,30,34,64,53,46,17,30,30
2023-05-30T15:19:00-05:00,55,34,30,21,58,,25,30,30,46,30,30,38,62,53,50,25,25,
2023-05-30T15:19:30-05:00,55,30,25,21,58,,21,30,34,42,30,34,30,62,53,50,21,25,
2023-05-30T15:20:00-05:00,55,30,30,17,58,,25,30,30,42,30,34,34,60,50,50,21,25,
2023-05-30T15:20:30-05:00,55,30,25,17,55,,25,30,30,46,30,34,34,60,53,50,21,30,
2023-05-30T15:21:00-05:00,55,34,25,21,60,,25,30,30,50,25,38,34,62,53,50,38,25,
2023-05-30T15:21:30-05:00,55,34,25,21,60,,25,30,25,46,30,38,30,60,53,50,25,25,
2023-05-30T15:22:00-05:00,55,38,30,21,58,,25,34,34,46,25,38,34,60,50,53,25,25,34
2023-05-30T15:22:30-05:00,55,38,30,21,58,,30,,34,46,25,34,34,60,53,50,25,30,34
2023-05-30T15:23:00-05:00,55,34,30,21,55,,30,30,34,42,25,34,34,60,50,46,30,30,34
2023-05-30T15:23:30-05:00,55,38,30,25,58,,30,34,34,50,30,38,34,62,53,50,30,25,38
2023-05-30T15:24:00-05:00,55,38,30,21,55,,30,30,30,46,30,38,34,62,50,50,25,25,34
2023-05-30T15:24:30-05:00,55,38,25,25,60,,30,,30,46,30,38,38,60,50,50,25,25,34
2023-05-30T15:25:00-05:00,55,34,30,21,58,,25,34,34,46,30,34,34,62,50,53,25,25,34
2023-05-30T15:25:30-05:00,55,34,34,21,55,,25,34,34,46,30,38,30,60,53,50,25,30,34
2023-05-30T15:26:00-05:00,55,38,34,21,60,,34,34,34,46,30,38,30,62,53,46,30,25,34
2023-05-30T15:26:30-05:00,55,38,34,25,60,,30,34,30,42,30,38,38,60,53,55,25,30,38
2023-05-30T15:27:00-05:00,55,34,34,21,58,,30,38,34,46,30,38,38,60,50,55,21,25,34
2023-05-30T15:27:30-05:00,55,34,34,25,58,,34,38,34,46,30,38,34,58,50,58,13,25,30
2023-05-30T15:28:00-05:00,55,38,34,25,58,,34,34,34,46,25,38,38,60,53,60,21,25,30
2023-05-30T15:28:30-05:00,55,38,38,25,58,,38,34,30,46,30,38,34,62,53,62,17,30,30
2023-05-30T15:29:00-05:00,55,42,34,21,58,,34,34,38,46,34,38,34,66,53,64,17,30,30
2023-05-30T15:30:00-05:00,55,38,38,25,58,,38,34,38,46,38,38,34,62,50,68,25,25,30
2023-05-30T15:30:30-05:00,55,53,38,25,58,,34,38,34,42,34,38,38,62,53,66,34,30,34
2023-05-30T15:31:00-05:00,55,50,42,21,58,,30,38,38,46,34,34,34,62,50,70,34,30,34
2023-05-30T15:31:30-05:00,55,53,38,21,58,,34,42,34,46,30,38,34,62,46,68,25,30,38
2023-05-30T15:32:00-05:00,55,42,38,25,58,,34,,34,42,30,38,34,60,50,68,42,25,34
2023-05-30T15:32:30-05:00,55,42,38,30,58,,38,38,38,46,34,38,38,60,50,66,25,30,34
2023-05-30T15:33:00-05:00,55,38,34,25,58,,38,38,38,46,34,38,38,58,50,64,17,25,30
2023-05-30T15:33:30-05:00,55,42,38,25,55,,34,38,34,46,34,34,38,62,50,66,42,25,34
2023-05-30T15:34:00-05:00,55,42,38,25,55,,30,38,34,50,34,34,34,60,50,68,30,25,34
2023-05-30T15:34:30-05:00,55,42,34,25,58,,34,42,34,46,34,34,38,60,50,62,34,25,30
2023-05-30T15:35:00-05:00,55,42,38,25,60,,34,42,34,42,30,38,42,60,50,62,21,30,30
2023-05-30T15:35:30-05:00,55,42,42,21,55,,34,42,38,42,25,34,38,62,50,62,25,30,34
2023-05-30T15:36:00-05:00,55,38,42,25,60,,34,46,34,46,30,34,34,62,50,64,25,25,34
2023-05-30T15:36:30-05:00,55,38,38,25,60,,34,42,30,46,30,34,38,62,53,62,21,25,34
2023-05-30T15:37:00-05:00,55,42,34,21,58,,34,42,34,42,30,34,34,64,50,64,25,25,30
2023-05-30T15:37:30-05:00,55,42,34,25,53,,34,,34,42,30,,34,58,50,62,25,25,34
2023-05-30T15:38:00-05:00,55,42,34,30,55,,34,46,30,46,30,38,38,58,50,60,34,30,34
2023-05-30T15:38:30-05:00,55,38,34,25,55,,38,50,30,46,30,38,42,60,53,60,25,25,
2023-05-30T15:39:00-05:00,55,34,38,30,55,,42,46,,42,30,38,38,60,55,60,38,30,34
2023-05-30T15:39:30-05:00,55,34,38,25,55,,42,50,,46,30,38,38,58,46,62,34,25,34
2023-05-30T15:40:00-05:00,55,34,38,25,55,,50,46,34,46,30,42,38,58,50,62,30,34,30
2023-05-30T15:40:30-05:00,55,30,42,25,,,58,50,34,42,30,42,34,58,50,60,21,38,34
2023-05-30T15:41:00-05:00,55,30,46,30,58,,46,50,38,46,30,42,38,60,50,60,25,38,30
2023-05-30T15:41:30-05:00,55,30,46,25,55,,46,50,34,46,30,46,38,58,50,60,38,38,34
2023-05-30T15:42:00-05:00,55,30,46,25,58,,53,53,38,46,30,50,42,58,50,58,30,34,30
2023-05-30T15:42:30-05:00,55,34,42,30,55,,55,53,34,,30,50,38,58,50,60,25,34,34
2023-05-30T15:43:00-05:00,55,30,42,25,58,,55,53,34,46,30,50,38,58,53,60,30,34,38
2023-05-30T15:43:30-05:00,55,30,42,30,55,,53,53,34,46,30,,38,58,53,62,25,34,34
2023-05-30T15:44:00-05:00,55,34,42,25,58,,55,46,34,53,30,70,42,58,50,60,25,34,34
2023-05-30T15:44:30-05:00,55,38,42,25,55,,60,42,34,50,25,55,,58,50,60,25,30,34
2023-05-30T15:45:00-05:00,55,34,42,21,55,,50,46,38,42,30,46,53,58,46,60,30,30,38
2023-05-30T15:45:30-05:00,55,34,38,25,55,,53,46,34,46,38,42,46,58,50,60,30,30,34
2023-05-30T15:46:00-05:00,55,30,42,21,58,,53,,34,50,30,42,38,58,53,60,30,30,34
2023-05-30T15:46:30-05:00,55,30,42,25,58,,42,46,34,46,30,46,38,,50,58,30,25,34
2023-05-30T15:47:00-05:00,55,34,42,25,55,,38,,34,46,30,46,38,55,50,60,30,34,38
2023-05-30T15:47:30-05:00,55,38,38,25,58,,38,46,38,50,30,42,42,55,46,60,42,34,34
2023-05-30T15:48:00-05:00,55,34,38,25,60,,42,46,34,50,30,42,42,58,50,62,34,30,34
2023-05-30T15:48:30-05:00,55,34,42,25,53,,38,46,34,46,25,38,42,58,50,60,38,30,34
2023-05-30T15:49:00-05:00,55,34,46,21,55,,42,42,38,50,30,42,38,58,50,62,25,34,34
2023-05-30T15:49:30-05:00,55,34,46,25,55,,42,46,34,50,34,38,38,55,50,60,30,30,34
2023-05-30T15:50:00-05:00,55,34,38,25,53,,42,50,34,50,30,42,42,53,50,55,25,34,34
2023-05-30T15:50:30-05:00,55,34,38,25,58,,42,50,34,50,30,42,42,53,50,55,34,34,38
2023-05-30T15:51:00-05:00,55,34,38,25,55,,38,50,30,46,34,42,42,53,53,53,30,30,38
2023-05-30T15:51:30-05:00,55,34,34,25,58,,38,46,34,50,30,46,42,55,50,53,34,30,38
2023-05-30T15:52:00-05:00,55,30,38,25,58,,34,46,30,50,30,60,46,53,50,50,30,30,42
2023-05-30T15:53:00-05:00,55,34,42,30,58,,38,50,34,53,30,46,38,46,50,53,30,30,34
2023-05-30T15:53:30-05:00,55,34,38,25,58,,38,53,38,53,25,42,38,46,50,53,25,30,38
2023-05-30T15:54:00-05:00,55,30,42,25,60,,38,50,34,53,25,42,38,50,50,55,25,30,34
2023-05-30T15:54:30-05:00,55,30,38,25,55,,34,53,30,53,30,42,38,53,46,50,30,34,34
2023-05-30T15:55:00-05:00,55,30,38,30,55,,38,53,34,50,30,46,42,50,46,50,34,34,34
2023-05-30T15:55:30-05:00,55,25,38,30,58,,38,50,38,50,34,46,42,50,50,50,34,34,34
2023-05-30T15:56:00-05:00,55,30,38,25,58,,38,53,38,53,30,46,38,53,50,50,30,34,38
2023-05-30T15:56:30-05:00,55,30,38,21,55,,42,50,34,53,25,50,38,50,53,50,25,34,34
2023-05-30T15:57:00-05:00,55,30,38,25,58,,38,50,38,50,25,50,38,55,53,50,30,38,38
2023-05-30T15:57:30-05:00,55,25,42,25,58,,38,50,34,50,25,46,42,53,53,50,25,34,38
2023-05-30T15:58:00-05:00,55,25,42,30,55,,38,53,42,53,25,46,38,53,50,53,,34,38
2023-05-30T15:58:30-05:00,55,30,38,30,55,,38,53,34,53,30,42,46,55,50,50,21,38,38
2023-05-30T15:59:00-05:00,55,30,42,25,58,,38,53,34,53,30,46,42,55,53,50,53,34,38
2023-05-30T15:59:30-05:00,55,30,42,25,55,,34,50,42,58,25,46,38,55,50,58,50,38,38
2023-05-30T16:00:00-05:00,55,25,38,25,53,,34,53,38,64,30,46,46,55,50,60,50,34,38
2023-05-30T16:00:30-05:00,55,25,42,25,58,,34,50,42,60,30,46,42,55,46,60,,34,34
2023-05-30T16:01:00-05:00,55,30,42,25,58,,38,50,50,55,25,50,38,55,53,60,64,34,34
2023-05-30T16:01:30-05:00,55,30,38,25,55,,34,50,46,58,25,42,42,55,50,60,62,34,38
2023-05-30T16:02:00-05:00,55,30,38,25,53,,38,53,38,58,30,42,38,55,46,58,30,34,34
2023-05-30T16:02:30-05:00,55,30,46,25,55,,38,53,38,55,25,46,38,55,46,58,30,30,38
2023-05-30T16:03:00-05:00,55,30,38,25,55,,42,53,34,55,25,46,38,58,50,60,30,46,38
2023-05-30T16:03:30-05:00,55,30,38,25,55,,38,55,38,55,30,46,34,55,53,60,30,42,38
2023-05-30T16:04:00-05:00,55,30,42,30,,,46,55,38,55,30,46,38,58,50,58,38,42,34
2023-05-30T16:04:30-05:00,55,30,42,25,53,,38,55,34,55,25,46,34,58,46,55,38,42,34
2023-05-30T16:05:00-05:00,55,34,42,30,50,,42,55,38,53,30,46,42,58,46,58,30,53,38
2023-05-30T16:05:30-05:00,55,34,38,30,55,,42,55,38,55,30,46,38,58,50,60,38,55,38
2023-05-30T16:06:00-05:00,55,34,42,30,55,,38,53,42,55,30,42,38,58,46,58,42,53,34
2023-05-30T16:06:30-05:00,55,30,38,30,55,,38,53,42,53,25,46,42,53,46,58,38,46,38
2023-05-30T16:07:00-05:00,55,25,38,30,53,,38,55,42,55,25,42,42,55,46,58,38,42,38
2023-05-30T16:07:30-05:00,55,30,38,30,53,,42,55,46,53,30,38,42,55,50,58,,46,38
2023-05-30T16:08:00-05:00,55,30,38,30,55,,38,53,46,55,30,42,42,58,42,55,30,46,38
2023-05-30T16:08:30-05:00,55,34,38,30,53,,34,55,42,55,25,46,38,58,46,58,30,42,38
2023-05-30T16:09:00-05:00,55,30,38,25,53,,34,53,42,53,30,46,38,58,46,53,34,42,42
2023-05-30T16:09:30-05:00,55,34,38,25,53,,34,55,38,55,30,53,42,60,42,53,30,46,38
2023-05-30T16:10:00-05:00,55,30,38,30,53,,34,53,38,55,30,55,46,66,42,55,30,46,38
2023-05-30T16:10:30-05:00,55,30,38,30,50,,38,53,38,55,30,55,42,64,38,58,30,46,34
2023-05-30T16:11:00-05:00,55,30,38,30,53,,38,53,50,55,25,46,42,70,38,53,38,50,34
2023-05-30T16:11:30-05:00,55,38,38,30,53,,34,55,46,55,30,50,38,70,38,53,21,53,38
2023-05-30T16:12:00-05:00,55,34,38,30,46,,38,55,46,55,30,50,38,68,46,55,34,53,38
2023-05-30T16:12:30-05:00,55,34,38,34,50,,34,55,46,55,30,50,38,64,46,55,34,50,38
2023-05-30T16:13:00-05:00,55,30,38,30,50,,34,53,46,55,30,46,38,64,42,58,34,46,38
2023-05-30T16:13:30-05:00,55,34,38,30,50,,34,53,38,55,30,46,38,64,38,55,25,42,38
2023-05-30T16:14:00-05:00,55,30,38,34,46,,34,50,42,55,30,53,38,64,42,58,34,42,38
2023-05-30T16:14:30-05:00,55,30,38,30,46,,34,53,42,53,30,46,38,62,38,58,34,50,34
2023-05-30T16:15:00-05:00,55,34,34,30,46,,30,53,42,53,30,46,42,62,38,55,34,46,38
