DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-13T07:50:00-05:00,46,51,29,46,41,44,32,48,34,52,38,43,41,27,43,28,31,48
