DATETIME,TANGARA_25CE,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_333E,TANGARA_3782,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-22T00:34:30-05:00,4.185714285714286,16.333333333333332,6.188405797101449,12.925925925925926,8.109375,2.5942028985507246,8.0,3.857142857142857,3.157142857142857,,11.014285714285714,4.3478260869565215,9.285714285714286,3.3088235294117645
2023-05-22T01:34:30-05:00,3.6779661016949152,,4.416666666666667,11.285714285714286,5.7,2.675,8.0,2.8333333333333335,3.5416666666666665,,11.294117647058824,2.630252100840336,8.425,3.2966101694915255
2023-05-22T02:34:30-05:00,3.875,,6.783333333333333,10.991525423728813,5.75,2.4833333333333334,8.0,2.125,4.883333333333334,,12.991071428571429,2.263157894736842,6.316666666666666,3.216666666666667
2023-05-22T03:34:30-05:00,3.966666666666667,,6.775,12.897435897435898,5.483050847457627,2.7549019607843137,8.0,2.2583333333333333,3.0416666666666665,,15.135593220338983,2.3095238095238093,8.8,3.941666666666667
2023-05-22T04:34:30-05:00,4.025,,12.207920792079207,14.285714285714286,5.327586206896552,2.908333333333333,8.0,2.466666666666667,4.941666666666666,,16.82905982905983,3.4363636363636365,13.016666666666667,4.633333333333334
2023-05-22T05:34:30-05:00,6.026086956521739,,10.123287671232877,,6.4324324324324325,2.7964601769911503,8.0,2.6814159292035398,9.095652173913043,,17.408695652173915,2.8468468468468466,13.31304347826087,5.787610619469026
2023-05-22T06:34:30-05:00,6.444444444444445,,6.871794871794871,,9.5,3.9,8.0,2.641025641025641,9.94017094017094,,24.39622641509434,3.9223300970873787,16.474137931034484,7.231481481481482
