DATETIME,TANGARA_14D6,TANGARA_2492,TANGARA_2FF6,TANGARA_48C6,TANGARA_4D7A,TANGARA_532E,TANGARA_EA06,TANGARA_FAC6,TANGARA_06BE
2022-10-05T19:34:00-05:00,52,21,15,10,0,5,4,7,22
