DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-11T12:28:00-05:00,11.0,22.0,54.0,,51.0,17.0,13.0,17.0,28.0,24.0,,27.0,20.0,41.0,28.0,15.0,11.0,20.0
2023-05-11T12:28:30-05:00,11.0,23.0,52.0,,56.0,16.0,13.0,18.0,26.0,24.0,,26.0,21.0,45.0,28.0,13.0,13.0,21.0
2023-05-11T12:29:00-05:00,11.0,25.0,52.0,,54.0,17.0,14.0,16.0,26.0,24.0,,25.0,21.0,45.0,28.0,14.0,14.0,21.0
2023-05-11T12:29:30-05:00,11.0,25.0,51.0,49.0,56.0,15.0,14.0,17.0,27.0,24.0,,23.0,21.0,45.0,29.0,16.0,14.0,20.0
2023-05-11T12:30:00-05:00,11.0,24.0,50.0,50.0,56.0,16.0,14.0,17.0,27.0,24.0,,25.0,20.0,46.0,29.0,12.0,12.0,20.0
2023-05-11T12:30:30-05:00,11.0,26.0,50.0,53.0,56.0,17.0,14.0,18.0,27.0,25.0,,23.0,20.0,43.0,27.0,12.0,12.0,19.0
2023-05-11T12:31:00-05:00,11.0,24.0,51.0,50.0,53.0,16.0,14.0,18.0,28.0,25.0,,25.0,21.0,44.0,26.0,16.0,11.0,20.0
2023-05-11T12:31:30-05:00,11.0,24.0,50.0,47.0,51.0,16.0,14.0,18.0,30.0,24.0,,24.0,21.0,44.0,27.0,16.0,,19.0
2023-05-11T12:32:00-05:00,11.0,23.0,50.0,51.0,51.0,17.0,14.0,18.0,29.0,23.0,,23.0,20.0,40.0,27.0,17.0,12.0,20.0
2023-05-11T12:32:30-05:00,11.0,24.0,47.0,48.0,51.0,18.0,14.0,18.0,30.0,25.0,,24.0,20.0,42.0,26.0,18.0,11.0,19.0
2023-05-11T12:33:00-05:00,11.0,24.0,49.0,47.0,51.0,16.0,13.0,17.0,29.0,25.0,,24.0,20.0,40.0,25.0,12.0,11.0,19.0
2023-05-11T12:33:30-05:00,11.0,25.0,49.0,49.0,49.0,16.0,13.0,18.0,27.0,25.0,,25.0,20.0,42.0,24.0,14.0,13.0,21.0
2023-05-11T12:34:00-05:00,11.0,24.0,46.0,49.0,48.0,17.0,15.0,17.0,28.0,23.0,,23.0,21.0,41.0,25.0,14.0,12.0,19.0
2023-05-11T12:34:30-05:00,11.0,23.0,50.0,45.0,49.0,17.0,14.0,18.0,31.0,25.0,,23.0,20.0,41.0,25.0,13.0,13.0,17.0
2023-05-11T12:35:00-05:00,11.0,23.0,48.0,44.0,50.0,17.0,16.0,17.0,28.0,25.0,,23.0,20.0,41.0,24.0,12.0,13.0,19.0
2023-05-11T12:35:30-05:00,11.0,23.0,47.0,45.0,51.0,18.0,16.0,17.0,27.0,23.0,,22.0,20.0,40.0,25.0,13.0,14.0,18.0
2023-05-11T12:36:00-05:00,11.0,23.0,45.0,47.0,51.0,19.0,14.0,16.0,27.0,23.0,,24.0,21.0,41.0,24.0,14.0,13.0,17.0
2023-05-11T12:36:30-05:00,11.0,24.0,44.0,45.0,48.0,19.0,,16.0,27.0,23.0,,23.0,20.0,38.0,25.0,14.0,13.0,18.0
2023-05-11T12:37:00-05:00,11.0,22.0,45.0,44.0,46.0,19.0,14.0,17.0,28.0,24.0,,22.0,20.0,38.0,26.0,13.0,13.0,19.0
2023-05-11T12:37:30-05:00,11.0,23.0,44.0,44.0,48.0,19.0,14.0,17.0,27.0,25.0,,23.0,20.0,39.0,26.0,15.0,13.0,19.0
2023-05-11T12:38:00-05:00,11.0,24.0,44.0,43.0,47.0,16.0,14.0,16.0,28.0,24.0,,22.0,20.0,38.0,24.0,17.0,12.0,20.0
2023-05-11T12:38:30-05:00,11.0,23.0,45.0,44.0,47.0,18.0,17.0,16.0,26.0,24.0,,22.0,19.0,38.0,24.0,13.0,13.0,20.0
2023-05-11T12:39:00-05:00,11.0,22.0,46.0,45.0,48.0,17.0,16.0,16.0,27.0,24.0,,22.0,20.0,37.0,24.0,14.0,15.0,20.0
2023-05-11T12:39:30-05:00,11.0,22.0,45.0,44.0,49.0,18.0,16.0,16.0,27.0,24.0,,21.0,20.0,37.0,25.0,13.0,14.0,19.0
2023-05-11T12:40:30-05:00,11.0,23.0,46.0,43.0,49.0,20.0,15.0,17.0,28.0,23.0,,22.0,20.0,37.0,26.0,15.0,16.0,19.0
2023-05-11T12:41:00-05:00,11.0,23.0,45.0,44.0,48.0,20.0,15.0,17.0,28.0,23.0,,19.0,20.0,36.0,26.0,13.0,14.0,19.0
2023-05-11T12:41:30-05:00,11.0,22.0,44.0,44.0,50.0,18.0,15.0,17.0,27.0,22.0,,19.0,20.0,38.0,25.0,15.0,14.0,20.0
2023-05-11T12:42:00-05:00,11.0,22.0,45.0,44.0,50.0,18.0,15.0,17.0,29.0,22.0,,20.0,20.0,38.0,26.0,10.0,12.0,21.0
2023-05-11T12:42:30-05:00,11.0,22.0,47.0,43.0,50.0,19.0,15.0,17.0,26.0,24.0,,22.0,20.0,38.0,28.0,9.0,14.0,19.0
2023-05-11T12:43:00-05:00,11.0,23.0,46.0,42.0,49.0,20.0,16.0,17.0,27.0,22.0,,20.0,21.0,35.0,28.0,12.0,14.0,20.0
2023-05-11T12:43:30-05:00,11.0,22.0,44.0,43.0,47.0,19.0,16.0,19.0,27.0,22.0,,21.0,21.0,37.0,27.0,11.0,14.0,20.0
2023-05-11T12:44:00-05:00,11.0,22.0,42.0,40.0,46.0,18.0,16.0,18.0,27.0,23.0,,22.0,21.0,37.0,26.0,11.0,14.0,20.0
2023-05-11T12:44:30-05:00,11.0,22.0,44.0,43.0,45.0,18.0,17.0,17.0,27.0,23.0,,21.0,20.0,36.0,26.0,11.0,14.0,20.0
2023-05-11T12:45:00-05:00,11.0,22.0,43.0,41.0,44.0,18.0,15.0,17.0,27.0,22.0,,20.0,20.0,34.0,25.0,10.0,15.0,20.0
2023-05-11T12:45:30-05:00,11.0,23.0,42.0,42.0,45.0,20.0,15.0,17.0,28.0,22.0,,19.0,20.0,36.0,26.0,10.0,14.0,20.0
2023-05-11T12:46:00-05:00,11.0,24.0,41.0,40.0,46.0,20.0,15.0,16.0,26.0,22.0,,20.0,19.0,35.0,26.0,10.0,15.0,21.0
2023-05-11T12:46:30-05:00,11.0,23.0,42.0,41.0,45.0,18.0,15.0,17.0,24.0,24.0,,19.0,18.0,36.0,27.0,11.0,13.0,20.0
2023-05-11T12:47:00-05:00,11.0,22.0,40.0,38.0,45.0,18.0,15.0,15.0,27.0,22.0,,20.0,18.0,35.0,26.0,10.0,14.0,19.0
2023-05-11T12:47:30-05:00,11.0,23.0,41.0,38.0,45.0,16.0,15.0,16.0,26.0,22.0,,23.0,19.0,33.0,26.0,11.0,14.0,19.0
