DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-12T11:16:30-05:00,0.0,0.0,80.84,,49.67,53.47,42.13,60.45,55.36,,62.95,54.31,62.48,53.28,68.2,69.13,92.6,51.82,52.29
2023-05-12T11:17:00-05:00,0.0,0.0,81.32,,49.42,53.39,42.56,60.39,55.4,,62.64,53.99,62.47,53.89,69.81,68.35,92.5,51.58,51.92
2023-05-12T11:17:30-05:00,0.0,0.0,81.08,,49.16,53.28,43.47,60.39,55.3,,62.17,55.85,60.05,53.09,69.52,68.04,92.4,51.99,52.29
2023-05-12T11:18:00-05:00,0.0,0.0,81.27,,49.18,53.15,43.53,60.39,55.29,,62.21,53.22,60.74,52.87,69.78,67.11,92.3,52.06,52.66
2023-05-12T11:18:30-05:00,0.0,0.0,81.21,,49.38,53.01,44.25,60.42,55.21,,61.91,54.7,60.69,54.22,69.48,65.87,92.2,51.88,52.63
2023-05-12T11:19:00-05:00,0.0,0.0,81.0,,49.49,52.92,43.74,60.33,54.68,,61.95,55.46,61.35,53.42,69.53,66.86,92.1,51.94,52.74
2023-05-12T11:19:30-05:00,0.0,0.0,80.96,,49.47,52.73,44.07,60.35,54.62,,62.12,53.49,61.04,51.2,69.34,66.8,92.0,51.94,52.57
2023-05-12T11:20:00-05:00,0.0,0.0,81.01,,49.17,52.52,44.47,60.29,54.61,,62.42,54.86,61.61,49.64,69.43,68.46,91.9,52.04,51.81
2023-05-12T11:20:30-05:00,0.0,0.0,80.96,,49.38,52.2,44.48,60.36,53.65,,61.47,53.7,61.74,50.02,69.52,68.64,91.9,52.18,
2023-05-12T11:21:00-05:00,0.0,0.0,80.88,,49.17,52.21,44.58,60.27,53.18,,61.98,54.93,60.99,51.35,69.05,68.16,91.9,51.93,52.62
2023-05-12T11:21:30-05:00,0.0,0.0,81.05,,49.52,52.25,45.0,60.26,53.32,,62.08,54.82,60.78,52.16,69.31,69.48,91.9,52.09,52.64
2023-05-12T11:22:00-05:00,0.0,0.0,80.73,,49.52,52.22,45.21,60.28,53.7,,62.57,55.4,61.54,51.65,68.61,68.66,91.9,52.17,51.92
2023-05-12T11:22:30-05:00,0.0,0.0,80.5,,49.86,52.37,45.47,60.24,53.32,,62.48,56.21,61.53,52.74,68.59,67.27,91.8,52.2,52.48
2023-05-12T11:23:00-05:00,0.0,0.0,80.46,,50.06,52.35,45.84,60.23,53.95,,61.71,54.59,61.85,51.25,67.94,68.12,91.8,52.25,51.88
2023-05-12T11:23:30-05:00,0.0,0.0,80.25,,49.96,52.47,45.88,60.19,53.7,,61.71,55.06,61.34,51.79,67.77,68.31,91.8,52.28,52.29
2023-05-12T11:24:00-05:00,0.0,0.0,80.46,,50.0,52.41,45.95,60.15,53.99,,61.83,54.82,61.64,53.3,68.04,67.11,91.7,52.28,52.4
2023-05-12T11:24:30-05:00,0.0,0.0,79.36,,50.03,52.27,46.19,60.17,54.09,,62.45,55.31,61.88,51.71,64.98,66.09,91.7,52.2,52.66
2023-05-12T11:25:00-05:00,0.0,0.0,79.74,,49.8,52.23,46.18,60.11,54.32,,62.25,54.29,61.72,51.47,66.96,66.94,91.8,52.26,52.35
2023-05-12T11:25:30-05:00,0.0,0.0,79.75,,49.48,52.11,46.06,60.1,54.05,,62.04,53.49,62.03,49.51,66.82,66.16,91.9,52.21,51.66
2023-05-12T11:26:00-05:00,0.0,0.0,79.56,,49.37,52.0,46.14,60.11,54.31,,61.8,53.5,62.2,48.51,67.1,66.02,91.9,52.1,50.88
2023-05-12T11:26:30-05:00,0.0,0.0,79.71,,49.15,51.85,46.81,60.13,54.46,,61.77,55.87,61.78,48.31,66.75,65.34,92.0,52.02,51.62
2023-05-12T11:27:00-05:00,0.0,0.0,79.2,,,51.92,,60.05,54.31,,61.87,54.64,61.52,48.51,66.36,66.46,92.0,51.88,52.7
2023-05-12T11:27:30-05:00,0.0,0.0,79.47,,49.35,52.04,,60.03,54.2,,62.05,53.98,61.53,48.16,66.36,68.34,92.1,51.16,52.38
2023-05-12T11:28:00-05:00,0.0,0.0,79.31,,49.38,51.97,46.71,60.04,54.13,,61.89,55.06,61.81,50.67,65.54,65.57,92.1,50.89,52.16
2023-05-12T11:28:30-05:00,0.0,0.0,79.28,,48.05,52.02,46.91,60.06,54.03,,61.4,55.8,61.72,50.17,65.36,66.58,92.2,51.01,52.01
2023-05-12T11:29:00-05:00,0.0,0.0,77.72,,49.04,52.12,46.73,60.0,54.03,,61.29,55.06,62.06,48.69,62.68,66.45,92.2,51.01,52.29
2023-05-12T11:29:30-05:00,0.0,0.0,78.28,,48.99,52.17,47.12,60.01,52.98,,61.69,55.86,61.33,50.32,64.58,67.11,92.2,51.26,52.21
2023-05-12T11:30:00-05:00,0.0,0.0,78.32,,49.13,52.24,47.57,60.01,53.46,,62.19,55.97,61.34,49.75,62.51,66.73,92.2,50.7,51.95
2023-05-12T11:30:30-05:00,0.0,0.0,78.07,,48.89,52.15,47.83,59.94,53.37,,62.19,55.9,61.15,48.39,63.04,66.3,92.2,50.64,52.12
2023-05-12T11:31:00-05:00,0.0,0.0,77.93,,48.8,52.2,47.97,59.96,53.88,,62.34,55.42,61.49,48.5,63.35,66.04,92.2,50.4,52.37
2023-05-12T11:31:30-05:00,0.0,0.0,77.67,55.5,49.23,52.09,47.27,59.91,53.44,,62.49,55.63,60.95,48.91,62.17,65.9,92.2,50.42,52.19
2023-05-12T11:32:00-05:00,0.0,0.0,77.52,52.47,49.37,52.07,46.86,59.87,53.28,,62.61,52.98,61.34,47.35,63.98,65.56,92.2,50.35,52.01
2023-05-12T11:32:30-05:00,0.0,0.0,77.38,55.78,49.51,51.95,47.36,59.89,52.81,,62.68,53.09,60.98,46.32,63.79,65.71,92.1,50.46,52.29
2023-05-12T11:33:00-05:00,0.0,0.0,77.46,53.57,49.12,52.03,48.29,59.85,53.15,,62.72,54.46,61.32,47.51,62.98,65.44,92.1,50.27,52.23
2023-05-12T11:33:30-05:00,0.0,0.0,77.4,57.21,49.47,51.97,47.66,59.85,52.68,,62.1,53.12,61.29,45.43,63.66,65.66,92.0,50.27,52.58
2023-05-12T11:34:00-05:00,0.0,0.0,77.33,57.63,49.25,,46.36,59.83,52.82,,62.55,52.69,61.07,45.21,63.66,62.31,91.9,50.1,52.55
2023-05-12T11:34:30-05:00,0.0,0.0,76.94,54.07,48.54,51.96,46.32,59.81,52.92,,62.54,53.64,61.03,45.28,63.2,63.05,91.9,50.25,52.55
2023-05-12T11:35:00-05:00,0.0,0.0,76.49,53.49,48.83,52.16,46.14,59.76,53.06,,62.66,55.13,60.84,46.01,60.24,64.45,91.8,50.28,52.15
2023-05-12T11:35:30-05:00,0.0,0.0,76.22,54.85,46.0,52.16,45.54,59.81,53.12,,62.86,55.2,61.07,46.4,62.27,65.02,91.8,50.3,52.84
2023-05-12T11:36:00-05:00,0.0,0.0,76.65,53.4,,51.98,45.61,59.73,53.28,,62.71,55.43,60.79,46.0,62.18,65.17,91.8,50.39,52.15
2023-05-12T11:36:30-05:00,0.0,0.0,76.48,53.24,47.93,51.9,45.72,59.71,53.26,,62.72,52.52,60.4,46.24,62.6,65.39,91.8,50.51,52.33
2023-05-12T11:37:00-05:00,0.0,0.0,76.48,54.05,,52.03,45.47,59.69,52.78,,62.26,52.7,59.99,46.81,62.45,65.25,91.8,50.35,52.32
2023-05-12T11:37:30-05:00,0.0,0.0,76.2,50.6,48.08,52.05,45.54,59.68,52.9,,62.77,52.95,59.43,47.3,61.96,64.77,91.9,49.97,52.37
2023-05-12T11:38:00-05:00,0.0,0.0,75.74,52.8,48.43,52.0,45.24,59.65,53.08,,62.33,54.01,59.95,46.89,61.92,65.12,91.9,49.97,52.17
2023-05-12T11:38:30-05:00,0.0,0.0,75.79,,47.92,52.08,45.38,59.63,53.17,,62.33,52.8,60.04,46.8,61.72,64.86,91.9,50.24,52.09
2023-05-12T11:39:00-05:00,0.0,0.0,75.9,,48.41,52.09,44.9,59.59,53.28,,61.82,54.38,59.91,46.73,62.23,63.97,91.9,50.46,51.03
2023-05-12T11:39:30-05:00,0.0,0.0,75.72,,48.03,52.01,45.0,59.57,53.01,,61.75,54.76,60.33,46.2,62.15,62.5,91.9,50.35,51.13
2023-05-12T11:40:00-05:00,0.0,0.0,75.92,,47.88,52.1,44.96,59.55,52.82,,61.63,54.99,60.18,46.67,62.35,63.05,91.9,50.26,51.69
2023-05-12T11:40:30-05:00,0.0,0.0,75.63,,46.91,52.09,45.21,59.51,52.76,,61.78,54.95,59.98,45.84,61.45,63.16,91.9,50.24,51.41
2023-05-12T11:41:00-05:00,0.0,0.0,75.7,,47.41,52.05,45.36,59.47,52.77,,61.85,54.81,59.78,44.7,61.66,63.64,91.9,50.33,50.48
2023-05-12T11:41:30-05:00,0.0,0.0,75.1,,47.1,52.18,45.64,59.48,52.8,,61.74,54.67,59.81,43.44,61.83,63.65,91.9,50.22,50.74
2023-05-12T11:42:00-05:00,0.0,0.0,75.41,,47.48,52.04,45.49,59.43,53.01,,62.14,52.98,60.18,44.89,61.53,63.71,91.8,50.14,50.48
2023-05-12T11:42:30-05:00,0.0,0.0,75.49,,46.76,52.08,45.95,59.44,53.34,,61.03,54.63,61.0,45.64,61.34,61.73,91.8,50.02,51.47
2023-05-12T11:43:00-05:00,0.0,0.0,73.41,,46.91,52.14,45.72,59.41,53.14,,60.73,55.04,61.07,46.55,58.51,62.81,91.8,50.02,51.9
2023-05-12T11:43:30-05:00,0.0,0.0,74.47,,46.84,52.25,45.98,59.39,52.98,,61.75,55.07,60.91,46.37,60.82,63.27,91.8,49.93,51.67
2023-05-12T11:44:30-05:00,0.0,0.0,74.69,,45.99,52.04,46.35,59.34,53.91,,62.44,54.19,61.3,47.36,61.35,62.81,91.7,49.67,52.47
2023-05-12T11:45:00-05:00,0.0,0.0,74.67,,45.66,52.03,46.61,59.31,53.73,,62.22,53.39,61.09,49.53,61.05,63.26,91.7,49.52,52.23
2023-05-12T11:45:30-05:00,0.0,0.0,74.12,,45.93,51.89,46.08,59.32,53.87,,62.19,54.03,61.17,49.5,59.96,63.5,91.7,49.46,52.35
2023-05-12T11:46:00-05:00,0.0,0.0,74.43,,46.08,51.83,45.93,59.28,53.73,,62.3,54.53,61.25,48.86,60.89,62.98,91.6,49.38,52.45
2023-05-12T11:46:30-05:00,0.0,0.0,74.17,,46.43,51.89,45.7,59.23,53.59,,62.62,52.2,61.55,48.97,60.56,61.97,91.6,49.17,52.67
2023-05-12T11:47:00-05:00,0.0,0.0,74.11,,46.31,51.84,45.7,59.24,53.21,,62.3,54.66,61.55,49.12,59.86,61.38,91.6,49.33,52.37
2023-05-12T11:47:30-05:00,0.0,0.0,74.12,,45.69,51.89,45.81,59.21,52.39,,62.44,52.61,61.47,49.76,59.75,61.86,91.6,49.33,51.37
2023-05-12T11:48:00-05:00,0.0,0.0,72.92,,47.06,51.87,45.12,59.23,52.25,,62.25,53.72,62.14,47.07,59.58,60.78,91.6,48.84,51.34
2023-05-12T11:48:30-05:00,0.0,0.0,73.95,,47.26,51.86,45.44,59.19,52.4,,62.19,54.77,61.78,47.4,60.58,61.97,91.6,48.65,50.79
2023-05-12T11:49:00-05:00,0.0,0.0,73.82,,47.48,51.75,45.24,59.16,52.6,,62.54,54.61,61.13,48.18,60.54,61.84,91.6,48.48,51.89
2023-05-12T11:49:30-05:00,0.0,0.0,73.87,,47.66,51.81,44.94,59.14,52.37,,62.02,54.78,61.33,47.39,60.47,62.75,91.5,48.07,50.72
2023-05-12T11:50:00-05:00,0.0,0.0,73.45,,47.75,51.99,44.9,59.14,52.62,,61.82,54.42,61.14,48.1,59.06,62.69,91.5,47.72,50.32
2023-05-12T11:50:30-05:00,0.0,0.0,72.92,,47.88,51.84,44.91,59.13,52.52,,62.23,53.8,61.48,48.12,58.33,63.46,91.5,47.43,50.35
2023-05-12T11:51:00-05:00,0.0,0.0,72.86,,47.83,51.98,44.95,59.1,52.85,,62.01,54.08,61.22,45.8,59.35,63.77,91.5,47.13,50.75
2023-05-12T11:51:30-05:00,0.0,0.0,73.24,,46.71,51.96,44.95,59.06,52.63,,61.25,52.18,60.96,45.43,60.2,63.72,91.4,47.03,51.03
2023-05-12T11:52:00-05:00,0.0,0.0,72.83,,47.35,51.83,44.94,59.03,52.89,,61.93,51.76,60.77,45.45,57.48,62.45,91.3,47.06,51.15
2023-05-12T11:52:30-05:00,0.0,0.0,72.85,,47.56,51.89,44.14,58.98,53.0,,61.89,53.58,60.77,46.45,59.7,61.59,91.3,47.06,51.96
2023-05-12T11:53:00-05:00,0.0,0.0,73.0,,47.04,51.93,44.82,59.02,51.86,,62.26,52.8,60.95,46.73,59.3,61.32,91.2,47.21,52.22
2023-05-12T11:53:30-05:00,0.0,0.0,72.7,,47.45,51.84,44.75,58.96,51.96,,60.8,53.68,60.97,45.61,59.57,60.62,91.1,47.17,52.09
2023-05-12T11:54:00-05:00,0.0,0.0,72.73,,46.96,51.58,44.81,58.95,51.72,,60.32,54.14,60.93,46.24,59.27,61.28,91.0,47.07,51.72
2023-05-12T11:54:30-05:00,0.0,0.0,72.54,,48.32,51.56,45.43,58.91,52.1,,59.74,52.39,61.42,47.14,57.91,60.9,91.0,47.01,51.71
2023-05-12T11:55:00-05:00,0.0,0.0,72.34,,48.24,51.51,45.56,58.92,52.24,,59.53,52.31,59.68,48.24,58.47,59.91,91.0,46.99,51.28
2023-05-12T11:55:30-05:00,0.0,0.0,71.91,,48.4,51.57,45.92,58.91,52.42,,59.43,52.64,59.5,48.13,56.42,60.73,91.0,47.14,51.36
2023-05-12T11:56:00-05:00,0.0,0.0,72.07,,48.71,51.48,46.53,58.84,52.38,,59.51,51.91,59.37,44.56,58.85,,90.9,47.24,50.92
2023-05-12T11:56:30-05:00,0.0,0.0,71.98,,48.86,51.32,46.82,58.85,52.5,,59.39,53.21,59.01,45.14,58.96,,90.8,46.91,50.92
2023-05-12T11:57:00-05:00,0.0,0.0,71.86,,49.12,51.42,47.6,58.8,52.75,,59.74,52.51,59.0,46.0,56.73,,,46.91,50.78
2023-05-12T11:57:30-05:00,0.0,0.0,72.03,42.14,49.12,51.39,47.55,58.77,53.29,,59.36,53.5,58.8,46.02,58.32,,90.7,46.73,51.42
2023-05-12T11:58:00-05:00,0.0,0.0,71.84,41.32,49.09,51.41,47.9,58.8,53.31,,59.16,53.49,59.31,45.34,57.7,61.79,90.7,46.48,51.6
2023-05-12T11:58:30-05:00,0.0,0.0,71.05,42.34,48.97,51.36,47.78,58.8,53.24,,59.35,54.06,59.29,45.26,57.16,62.19,90.7,46.4,51.94
2023-05-12T11:59:00-05:00,0.0,0.0,71.53,42.34,49.2,51.31,46.92,58.72,52.97,,59.13,54.21,59.95,45.93,58.23,62.2,90.7,46.45,51.96
2023-05-12T11:59:30-05:00,0.0,0.0,71.49,42.25,48.92,51.2,47.28,58.74,52.97,,59.36,53.62,60.0,46.66,58.32,61.92,90.8,46.49,52.26
2023-05-12T12:00:00-05:00,0.0,0.0,71.45,41.66,49.22,51.1,47.63,58.71,52.41,,59.24,54.17,59.21,46.45,56.66,61.48,90.8,46.58,51.38
2023-05-12T12:00:30-05:00,0.0,0.0,69.89,41.68,49.42,51.08,47.79,58.66,52.81,,59.15,52.03,58.55,45.16,54.63,62.18,90.9,,50.45
2023-05-12T12:01:00-05:00,0.0,0.0,70.31,42.08,49.41,50.96,48.18,58.67,52.8,,60.47,53.3,58.29,45.36,55.8,63.1,90.9,46.48,50.62
2023-05-12T12:01:30-05:00,0.0,0.0,70.25,41.7,47.82,50.85,48.44,58.61,52.18,,60.11,53.81,58.63,46.24,56.32,62.53,90.9,46.31,51.32
2023-05-12T12:02:00-05:00,0.0,0.0,70.33,43.23,49.02,50.89,48.32,58.6,52.65,,60.15,52.59,58.86,46.57,56.93,61.93,90.9,,50.36
2023-05-12T12:02:30-05:00,0.0,0.0,70.21,42.75,48.68,50.88,48.55,58.59,52.64,,61.13,52.16,59.04,47.39,56.81,61.42,90.9,46.39,51.17
2023-05-12T12:03:00-05:00,0.0,0.0,70.59,42.79,48.33,,48.27,58.56,52.62,,60.97,52.92,58.66,48.06,57.93,61.08,90.9,46.32,51.22
2023-05-12T12:03:30-05:00,0.0,0.0,70.28,41.18,48.48,50.82,48.53,58.56,52.15,,60.93,51.15,58.77,45.79,57.51,60.95,90.9,46.2,51.18
2023-05-12T12:04:00-05:00,0.0,0.0,69.86,40.9,48.92,50.7,48.02,58.52,52.85,,61.25,53.42,58.83,45.17,57.08,60.96,90.9,,51.17
2023-05-12T12:04:30-05:00,0.0,0.0,70.12,41.47,48.51,50.48,48.33,58.5,52.81,,60.88,53.64,58.73,44.53,57.67,61.36,90.9,45.77,51.04
2023-05-12T12:05:00-05:00,0.0,0.0,70.25,41.82,48.35,50.67,48.09,58.45,52.98,,61.42,51.78,59.02,44.33,57.19,61.43,91.0,45.99,50.85
2023-05-12T12:05:30-05:00,0.0,0.0,70.21,42.93,48.15,50.69,,58.45,51.97,,61.47,50.86,58.58,44.59,57.81,61.39,90.9,46.16,50.71
2023-05-12T12:06:00-05:00,0.0,0.0,69.42,41.21,48.03,50.66,48.13,58.46,51.99,,61.38,51.83,58.83,44.9,55.93,61.58,91.0,46.24,51.31
2023-05-12T12:06:30-05:00,0.0,0.0,69.92,40.49,48.06,50.5,47.77,58.42,52.11,,60.84,51.45,58.67,44.32,57.42,62.22,91.0,46.24,51.08
2023-05-12T12:07:00-05:00,0.0,0.0,70.28,40.18,47.65,50.53,47.35,58.4,52.23,,60.95,53.65,58.81,43.92,57.8,60.89,91.0,46.19,51.09
2023-05-12T12:07:30-05:00,0.0,0.0,70.21,41.17,,50.53,47.47,58.4,52.18,,61.64,51.96,58.91,42.21,57.18,59.92,90.9,46.12,51.32
2023-05-12T12:08:00-05:00,0.0,0.0,70.35,40.78,46.04,50.55,47.09,58.37,51.44,,61.69,52.36,59.12,42.46,57.34,59.78,90.9,45.96,
2023-05-12T12:08:30-05:00,0.0,0.0,70.15,40.55,45.91,50.5,47.22,58.37,51.36,,61.28,52.92,58.75,43.38,57.05,61.63,90.8,45.96,50.97
2023-05-12T12:09:00-05:00,0.0,0.0,70.12,40.93,46.6,50.5,47.2,58.31,51.87,,61.55,53.37,58.75,44.29,57.56,60.93,90.7,46.01,
2023-05-12T12:09:30-05:00,0.0,0.0,70.05,40.3,47.29,50.41,46.95,58.31,52.44,,60.94,53.2,59.74,46.0,57.66,60.32,90.7,46.1,50.27
2023-05-12T12:10:00-05:00,0.0,0.0,68.73,40.17,47.13,50.37,46.38,58.29,52.43,,60.46,53.62,59.48,45.07,55.61,60.27,90.6,46.08,50.5
2023-05-12T12:10:30-05:00,0.0,0.0,69.23,40.14,47.38,50.37,46.3,58.25,52.3,,59.9,53.56,59.71,44.52,56.97,60.33,90.5,46.09,51.02
2023-05-12T12:11:00-05:00,0.0,0.0,69.23,,47.52,50.5,46.87,58.25,52.39,,61.04,52.87,59.79,43.56,56.93,60.99,90.5,46.04,50.35
2023-05-12T12:11:30-05:00,0.0,0.0,69.35,40.31,47.68,50.5,46.39,58.23,52.16,,60.23,53.1,59.95,42.27,56.95,,90.5,46.04,50.68
2023-05-12T12:12:00-05:00,0.0,0.0,69.59,40.25,47.94,50.53,46.18,58.22,51.9,,60.41,53.5,59.85,44.12,57.15,60.7,90.4,46.0,50.04
2023-05-12T12:12:30-05:00,0.0,0.0,69.64,40.87,48.07,50.45,45.66,58.21,52.22,,60.91,53.66,60.42,45.54,57.36,61.76,90.4,46.01,51.05
2023-05-12T12:13:00-05:00,0.0,0.0,69.32,41.2,48.0,50.32,46.15,58.17,52.3,,60.82,53.52,59.62,45.19,56.53,,90.4,45.87,51.81
2023-05-12T12:13:30-05:00,0.0,0.0,67.98,40.73,47.57,50.38,46.25,58.16,52.59,,60.41,53.5,59.32,44.19,54.34,59.64,90.4,45.66,50.64
2023-05-12T12:14:00-05:00,0.0,0.0,69.05,40.04,47.83,50.37,45.83,58.14,52.19,,60.56,53.53,59.08,43.05,56.28,60.59,90.3,45.28,51.81
2023-05-12T12:14:30-05:00,0.0,0.0,69.21,40.76,47.86,50.29,45.81,58.13,52.03,,60.55,53.55,59.67,42.68,56.07,61.26,90.4,45.23,52.15
2023-05-12T12:15:00-05:00,0.0,0.0,69.21,40.64,47.77,50.41,45.89,58.13,52.58,,59.81,51.11,58.81,43.7,56.18,60.33,90.4,45.78,52.29
2023-05-12T12:15:30-05:00,0.0,0.0,68.36,41.86,47.81,50.41,45.38,58.13,52.72,,60.5,52.86,58.56,43.22,56.93,59.94,90.5,45.66,51.72
2023-05-12T12:16:00-05:00,0.0,0.0,69.12,41.45,47.96,50.37,45.21,58.12,52.1,,60.01,53.27,58.47,42.37,56.46,61.04,90.5,45.66,51.35
2023-05-12T12:16:30-05:00,0.0,0.0,68.61,40.53,47.55,50.37,45.55,58.12,52.12,,60.23,52.56,58.51,42.72,54.37,61.64,90.6,45.48,50.45
2023-05-12T12:17:00-05:00,0.0,0.0,67.32,42.3,47.37,50.3,45.48,58.09,52.68,,60.48,52.75,58.73,44.03,54.58,61.62,90.6,45.48,51.45
2023-05-12T12:17:30-05:00,0.0,0.0,68.39,42.21,47.58,50.1,45.14,58.07,51.95,,60.68,53.47,58.78,44.39,55.58,60.99,90.6,45.41,52.53
2023-05-12T12:18:00-05:00,0.0,0.0,68.31,41.01,47.66,50.12,45.33,58.04,51.51,,61.08,53.5,59.2,44.87,52.72,60.94,90.6,45.43,51.35
2023-05-12T12:18:30-05:00,0.0,0.0,67.65,40.91,47.54,50.26,45.17,58.02,51.51,,60.47,53.46,59.42,43.15,54.42,61.42,90.5,45.48,50.84
2023-05-12T12:19:00-05:00,0.0,0.0,67.64,41.3,47.37,50.18,44.71,57.98,50.75,,61.05,52.0,59.26,43.76,55.02,61.49,90.4,45.12,50.12
2023-05-12T12:19:30-05:00,0.0,0.0,67.38,40.62,47.15,50.04,44.47,57.97,50.83,,60.69,53.58,58.97,43.93,55.95,62.21,90.4,45.04,50.57
2023-05-12T12:20:00-05:00,0.0,0.0,67.92,40.28,46.66,49.99,43.96,57.95,51.49,,60.6,53.23,58.93,41.79,55.15,60.9,90.3,45.0,51.68
2023-05-12T12:21:00-05:00,0.0,0.0,68.08,40.37,46.0,49.89,44.13,57.92,51.57,,60.64,51.51,59.64,41.88,55.36,60.86,90.2,44.83,50.89
2023-05-12T12:21:30-05:00,0.0,0.0,67.93,38.85,45.49,50.0,43.99,57.91,51.87,,60.26,50.86,59.81,42.7,55.51,60.71,90.1,44.73,
2023-05-12T12:22:00-05:00,0.0,0.0,67.59,38.93,45.28,49.81,44.26,57.84,51.84,,60.31,51.56,60.17,42.79,55.23,60.62,90.1,44.78,50.79
2023-05-12T12:22:30-05:00,0.0,0.0,67.65,39.49,45.32,49.73,44.07,57.86,52.25,,60.18,53.11,59.7,42.86,55.4,61.17,90.0,44.78,51.46
2023-05-12T12:23:00-05:00,0.0,0.0,67.81,39.4,44.99,50.0,44.19,57.81,51.91,,60.27,53.14,59.98,45.07,55.37,58.78,90.0,44.67,51.12
2023-05-12T12:23:30-05:00,0.0,0.0,66.7,39.91,45.47,50.05,44.19,57.81,52.01,,60.42,53.54,59.18,44.15,53.23,59.74,90.0,44.48,49.69
2023-05-12T12:24:00-05:00,0.0,0.0,67.54,40.01,44.78,49.98,44.63,57.8,52.19,,59.85,53.52,58.94,43.09,55.41,59.14,90.0,44.59,
2023-05-12T12:24:30-05:00,0.0,0.0,66.88,40.01,44.88,50.02,44.57,57.77,52.18,,59.47,51.51,59.48,41.93,53.32,57.5,90.0,44.7,50.53
2023-05-12T12:25:00-05:00,0.0,0.0,66.45,40.66,44.88,50.04,44.6,57.73,52.42,,59.62,51.63,59.14,41.36,54.76,58.83,89.9,44.82,50.41
2023-05-12T12:25:30-05:00,0.0,0.0,65.4,41.83,45.84,49.99,44.36,57.7,51.52,,59.65,51.37,58.86,42.81,52.5,60.35,89.9,44.82,50.25
2023-05-12T12:26:00-05:00,0.0,0.0,64.67,40.19,45.44,49.97,43.85,57.67,50.9,,59.79,51.29,58.77,43.44,52.04,60.24,89.8,44.9,50.1
2023-05-12T12:26:30-05:00,0.0,0.0,64.9,40.11,45.24,49.89,43.66,57.66,50.59,,59.94,52.27,58.68,43.04,52.21,60.54,89.6,44.95,49.78
2023-05-12T12:27:00-05:00,0.0,0.0,64.8,40.84,45.56,49.74,43.93,57.68,51.35,,60.18,53.28,58.87,42.4,53.0,60.25,89.6,45.01,49.28
2023-05-12T12:27:30-05:00,0.0,0.0,65.86,39.55,45.38,49.75,43.43,57.64,51.7,,60.05,51.3,58.63,42.62,53.69,59.53,89.6,45.18,50.09
2023-05-12T12:28:00-05:00,0.0,0.0,64.47,39.36,45.91,,44.44,57.64,51.88,,60.21,52.57,58.19,43.24,52.53,59.85,89.5,44.95,51.01
2023-05-12T12:28:30-05:00,0.0,0.0,65.46,38.95,45.84,49.78,44.81,57.59,52.41,,60.27,51.45,58.32,43.18,52.87,60.21,89.5,44.94,51.04
2023-05-12T12:29:00-05:00,0.0,0.0,64.91,38.87,45.76,49.73,45.01,57.61,52.22,,60.96,52.41,57.94,43.28,52.08,59.98,89.6,44.69,50.98
