DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-12T23:59:30-05:00,11.0,19.678964827333473,13.797919135660141,15.928010978084263,12.34053512339627,14.216823588287415,12.052488460515539,11.728699432047309,15.31176534128258,7.95,11.533972378664199,8.713396147371087,13.707492143738232,16.031661069455353,13.364504227250803,16.863762971968576,7.722971258779491,9.99944395441777,14.054628734857818
