DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-12T11:59:30-05:00,11.0,15.260416666666666,14.34375,14.894736842105264,15.51086956521739,17.27659574468085,12.720430107526882,30.708333333333332,21.677083333333332,,27.74736842105263,23.178947368421053,25.372340425531913,13.098901098901099,13.147368421052631,14.714285714285714,8.505263157894737,9.21875,25.568421052631578
2023-05-12T12:59:30-05:00,11.0,23.43220338983051,11.491525423728813,16.130434782608695,15.669565217391304,12.588235294117647,10.666666666666666,24.39830508474576,24.344827586206897,,23.0,16.974137931034484,20.677966101694917,16.135593220338983,10.991525423728813,18.75862068965517,8.568965517241379,9.71304347826087,20.345454545454544
2023-05-12T13:59:30-05:00,11.0,20.872881355932204,14.38135593220339,15.598290598290598,15.307692307692308,14.94,10.948717948717949,18.45762711864407,17.863247863247864,,15.398305084745763,13.068965517241379,15.161016949152541,16.872881355932204,13.711864406779661,20.353448275862068,9.560344827586206,9.347826086956522,14.965811965811966
2023-05-12T14:59:30-05:00,11.0,14.722689075630251,18.605042016806724,16.537815126050422,13.336134453781513,15.478260869565217,13.336134453781513,19.554621848739497,13.831932773109244,,12.546218487394958,13.830508474576272,11.722689075630251,11.857142857142858,18.159663865546218,16.860869565217392,9.453781512605042,11.162393162393162,12.462962962962964
2023-05-12T15:59:30-05:00,11.0,14.931623931623932,16.076923076923077,20.982456140350877,14.620689655172415,19.97872340425532,15.743589743589743,16.517241379310345,15.957264957264957,,14.905172413793103,11.222222222222221,11.350427350427351,9.418803418803419,15.820512820512821,13.6875,11.914529914529915,14.18421052631579,12.614035087719298
2023-05-12T16:59:30-05:00,11.0,20.551724137931036,17.224137931034484,16.20353982300885,15.63963963963964,13.991228070175438,12.85344827586207,13.339130434782609,15.362068965517242,,12.810344827586206,11.551724137931034,16.29310344827586,16.094827586206897,16.991150442477878,19.869158878504674,13.129310344827585,10.827586206896552,17.345132743362832
2023-05-12T17:59:30-05:00,11.0,18.161016949152543,17.675213675213676,8.194915254237289,6.145299145299146,6.448275862068965,14.666666666666666,3.5258620689655173,8.273504273504274,7.65,3.1271186440677967,4.271186440677966,12.940677966101696,19.923728813559322,17.669642857142858,21.771186440677965,3.5,5.172413793103448,16.453703703703702
2023-05-12T18:59:30-05:00,11.0,20.794871794871796,16.51851851851852,16.512820512820515,6.700854700854701,10.530973451327434,7.244186046511628,4.304347826086956,3.208695652173913,8.0,2.923076923076923,4.547008547008547,4.717948717948718,22.82905982905983,16.307692307692307,22.854700854700855,3.3017241379310347,6.444444444444445,5.7094017094017095
2023-05-12T19:59:30-05:00,11.0,25.59633027522936,14.836206896551724,21.8,6.368421052631579,15.544642857142858,7.238095238095238,3.5,11.37719298245614,8.0,2.831858407079646,3.1403508771929824,9.267241379310345,30.17721518987342,14.129310344827585,19.93103448275862,2.8859649122807016,12.017391304347827,9.376146788990825
2023-05-12T20:59:30-05:00,11.0,26.5,11.560344827586206,12.921739130434782,9.617391304347827,12.43859649122807,7.354166666666667,3.9051724137931036,10.791304347826086,8.0,2.9827586206896552,3.5217391304347827,10.008849557522124,25.75,11.21551724137931,20.025862068965516,3.8434782608695652,8.63963963963964,11.79646017699115
2023-05-12T21:59:30-05:00,11.0,23.102564102564102,10.11965811965812,15.431372549019608,12.222222222222221,12.606837606837606,17.420289855072465,3.4,19.931623931623932,8.0,8.957264957264957,2.786324786324786,19.256410256410255,16.615384615384617,9.743589743589743,18.384615384615383,9.709401709401709,9.179487179487179,20.008695652173913
2023-05-12T22:59:30-05:00,11.0,14.408695652173913,8.752136752136753,,18.357142857142858,14.380952380952381,15.593406593406593,6.769230769230769,19.632478632478634,8.0,15.034188034188034,2.7413793103448274,10.58974358974359,5.2905982905982905,8.384615384615385,7.297297297297297,9.318965517241379,12.283783783783784,7.7094017094017095
2023-05-12T23:59:30-05:00,11.0,17.491525423728813,7.788135593220339,,10.931034482758621,18.615384615384617,10.89655172413793,4.093220338983051,16.801724137931036,8.0,7.677966101694915,2.439655172413793,10.838983050847459,4.3474576271186445,7.466101694915254,4.720338983050848,6.706896551724138,11.801801801801801,8.354545454545455
