DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-18T00:00:00-05:00,46,50,21,,,,,,34,64,,55,77,25,64,,38,
2023-05-18T00:00:30-05:00,46,50,25,,21,64,77,53,34,64,30,55,79,21,64,0,38,
2023-05-18T00:01:30-05:00,46,50,25,,34,64,85,46,34,60,30,55,81,25,62,42,38,72
2023-05-18T00:02:00-05:00,46,46,25,,30,64,85,50,34,64,30,55,81,21,64,46,38,70
2023-05-18T00:02:30-05:00,46,46,21,,38,62,85,50,34,62,34,55,81,21,66,55,38,70
2023-05-18T00:03:00-05:00,46,46,21,,38,62,85,46,34,64,34,55,81,21,66,42,38,72
2023-05-18T00:03:30-05:00,46,50,21,,38,62,83,50,34,64,34,55,81,21,64,42,34,74
2023-05-18T00:04:00-05:00,46,50,25,,38,62,83,50,34,64,34,60,79,21,66,53,34,70
2023-05-18T00:04:30-05:00,46,53,25,,38,60,87,53,34,64,30,58,79,21,66,42,38,70
2023-05-18T00:05:00-05:00,46,46,25,,38,60,87,50,34,64,30,58,79,21,62,50,38,70
2023-05-18T00:05:30-05:00,46,50,25,,34,62,93,50,34,62,34,60,74,21,64,50,38,70
2023-05-18T00:06:00-05:00,46,50,25,,38,60,103,50,34,62,34,62,74,25,68,42,38,70
2023-05-18T00:06:30-05:00,46,50,25,,34,60,100,50,34,62,34,64,74,25,66,38,38,70
2023-05-18T00:07:00-05:00,46,50,25,,42,58,100,50,34,62,34,64,77,21,62,42,38,72
2023-05-18T00:07:30-05:00,46,46,25,,38,58,100,50,34,,30,62,77,25,68,46,38,74
2023-05-18T00:08:00-05:00,46,50,25,,34,60,103,46,34,60,30,62,81,21,70,38,38,72
2023-05-18T00:08:30-05:00,46,53,21,,34,62,103,50,34,60,30,64,81,21,72,38,38,72
2023-05-18T00:09:00-05:00,46,46,25,,38,60,100,46,34,68,34,68,79,21,68,42,38,72
2023-05-18T00:09:30-05:00,46,50,25,,50,64,100,46,34,68,34,,81,21,68,46,38,74
2023-05-18T00:10:00-05:00,46,53,25,,55,60,100,46,34,66,34,79,77,21,70,42,38,70
2023-05-18T00:10:30-05:00,46,55,25,,55,62,100,50,34,64,30,72,77,21,68,46,38,68
2023-05-18T00:11:00-05:00,46,55,25,,58,62,105,50,34,64,30,79,74,21,72,46,38,70
2023-05-18T00:11:30-05:00,46,53,21,,62,60,108,50,34,66,30,74,77,21,74,30,38,70
2023-05-18T00:12:00-05:00,46,46,25,,58,62,110,50,34,,34,74,74,21,72,42,38,70
2023-05-18T00:12:30-05:00,46,50,21,,55,60,100,46,34,68,34,74,74,21,72,38,42,70
2023-05-18T00:13:00-05:00,46,55,25,,58,60,103,46,34,62,30,74,74,21,74,30,38,70
