DATETIME,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-28T07:58:30-05:00,32,32,57,38,40,41,54,,28,35,22,29,27,29,25,37,33
2023-05-28T15:58:30-05:00,41,,38,33,56,26,64,,40,61,58,43,54,,44,37,54
2023-05-28T23:58:30-05:00,24,,29,18,13,16,22,8,19,17,13,36,40,22,9,14,19
