DATETIME,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-29T23:58:30-05:00,8.384507306944343,4.6918648870252575,6.607350887146153,6.502904551219843,9.782053051667699,8.958321296326895,11.161324672777456,3.392634734643831,6.8117186360522295,8.223762490186171,6.165326884575786,7.755362808614829,8.0941257648823,3.34925641025641,8.058690870665728,5.8906746899572795,7.46051856545184,8.057958215201431
