DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-04T00:00:00-05:00,9.0,14.0,10.0,7.0,9.0,,,,,15.0,,14.0,14.0,16.0,,21.0,
2023-05-04T00:00:30-05:00,9.0,13.0,9.0,7.0,9.0,17.0,235.0,18.0,15.0,15.0,,15.0,13.0,15.0,0.0,22.0,30.0
2023-05-04T00:01:30-05:00,9.0,14.0,9.0,8.0,9.0,19.0,27.0,27.0,13.0,16.0,3.0,15.0,14.0,15.0,12.0,22.0,18.0
2023-05-04T00:02:00-05:00,9.0,14.0,10.0,8.0,9.0,17.0,19.0,27.0,13.0,15.0,3.0,14.0,13.0,15.0,11.0,22.0,18.0
2023-05-04T00:02:30-05:00,9.0,14.0,8.0,8.0,,17.0,22.0,27.0,13.0,14.0,3.0,14.0,12.0,14.0,13.0,25.0,19.0
2023-05-04T00:03:00-05:00,9.0,14.0,9.0,7.0,8.0,18.0,21.0,25.0,12.0,16.0,3.0,14.0,14.0,15.0,12.0,22.0,19.0
2023-05-04T00:03:30-05:00,9.0,14.0,8.0,8.0,8.0,17.0,19.0,24.0,12.0,15.0,4.0,14.0,14.0,15.0,12.0,22.0,18.0
2023-05-04T00:04:00-05:00,9.0,14.0,9.0,9.0,9.0,16.0,21.0,25.0,12.0,14.0,3.0,14.0,13.0,16.0,8.0,21.0,18.0
2023-05-04T00:04:30-05:00,9.0,14.0,9.0,9.0,8.0,17.0,19.0,25.0,12.0,14.0,3.0,16.0,13.0,16.0,10.0,23.0,18.0
2023-05-04T00:05:00-05:00,9.0,13.0,9.0,8.0,9.0,18.0,21.0,24.0,13.0,15.0,4.0,15.0,12.0,15.0,10.0,23.0,18.0
2023-05-04T00:05:30-05:00,9.0,13.0,8.0,9.0,,17.0,20.0,24.0,12.0,16.0,3.0,14.0,13.0,15.0,14.0,23.0,18.0
2023-05-04T00:06:00-05:00,9.0,13.0,8.0,8.0,8.0,17.0,21.0,24.0,12.0,16.0,3.0,14.0,15.0,15.0,11.0,23.0,18.0
2023-05-04T00:06:30-05:00,9.0,13.0,8.0,7.0,9.0,19.0,20.0,22.0,11.0,16.0,4.0,14.0,14.0,16.0,9.0,25.0,18.0
2023-05-04T00:07:00-05:00,9.0,13.0,9.0,8.0,9.0,18.0,20.0,21.0,13.0,14.0,3.0,16.0,14.0,15.0,12.0,24.0,17.0
2023-05-04T00:07:30-05:00,9.0,14.0,8.0,7.0,,18.0,19.0,22.0,13.0,16.0,4.0,16.0,,15.0,10.0,24.0,18.0
2023-05-04T00:08:00-05:00,9.0,13.0,7.0,8.0,9.0,17.0,20.0,23.0,11.0,16.0,4.0,15.0,14.0,14.0,12.0,23.0,18.0
2023-05-04T00:08:30-05:00,9.0,15.0,8.0,8.0,9.0,19.0,20.0,22.0,11.0,15.0,3.0,14.0,13.0,16.0,11.0,22.0,17.0
2023-05-04T00:09:00-05:00,9.0,15.0,8.0,7.0,8.0,17.0,21.0,23.0,12.0,16.0,3.0,15.0,13.0,15.0,9.0,22.0,17.0
