DATETIME,TANGARA_25CE,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_333E,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-10T06:59:30-05:00,41,46,63,52,,40,40,34,44,,34,31,34,50
2023-05-10T14:59:30-05:00,71,54,4791721808936563712,62,,73,64,54,67,28,69,41,37,70
