DATETIME,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-29T00:58:30-05:00,16,18,37,9,16,18,31,13,15,17,17,18,15,,26,9,14,18
2023-05-29T01:58:30-05:00,16,18,20,,19,17,27,12,19,13,12,16,16,,14,12,16,18
2023-05-29T02:58:30-05:00,18,20,24,,19,28,41,16,20,13,12,16,23,,21,16,28,27
2023-05-29T03:58:30-05:00,16,24,20,,25,42,30,18,17,18,15,14,22,,20,25,36,13
2023-05-29T04:58:30-05:00,18,26,24,,30,27,42,20,15,28,15,22,24,,,15,20,14
2023-05-29T05:58:30-05:00,18,32,30,21,37,46,36,26,17,32,32,36,34,,32,20,49,19
2023-05-29T06:58:30-05:00,27,,35,,62,59,66,22,20,50,36,26,55,,23,33,55,29
2023-05-29T07:58:30-05:00,50,,41,,70,62,68,20,44,54,23,38,48,,38,53,59,59
2023-05-29T08:58:30-05:00,58,,40,,71,59,70,28,53,63,40,52,59,,45,58,50,50
2023-05-29T09:58:30-05:00,53,,31,,70,45,59,41,58,69,58,51,57,,45,44,35,50
2023-05-29T10:58:30-05:00,41,,38,,78,57,58,,52,73,62,43,,,41,49,50,48
2023-05-29T11:58:30-05:00,44,,36,,62,57,55,,54,61,58,38,,,39,40,49,54
2023-05-29T12:58:30-05:00,45,,36,,56,57,48,,54,59,62,33,,,33,36,46,55
2023-05-29T13:58:30-05:00,55,,45,57,62,53,59,12,54,58,43,42,,,42,45,45,63
2023-05-29T14:58:30-05:00,53,20,30,23,26,18,54,5,15,9,10,56,,,52,22,18,37
2023-05-29T15:58:30-05:00,20,12,10,10,11,7,20,5,14,12,8,33,20,,33,6,8,14
2023-05-29T16:58:30-05:00,42,11,9,10,12,7,48,13,13,12,12,13,21,,13,6,10,16
2023-05-29T17:58:30-05:00,36,14,25,14,12,12,28,8,8,12,10,25,31,,29,6,18,14
2023-05-29T18:58:30-05:00,35,11,24,20,13,17,25,8,28,14,15,25,36,,29,7,15,24
2023-05-29T19:58:30-05:00,42,13,39,33,16,49,14,8,20,14,9,25,38,16,25,6,27,23
2023-05-29T20:58:30-05:00,31,18,25,20,18,24,20,8,15,10,10,38,,13,46,14,21,19
2023-05-29T21:58:30-05:00,30,22,18,29,29,28,27,8,25,24,14,40,,13,41,21,20,40
2023-05-29T22:58:30-05:00,40,31,23,57,38,50,59,9,25,35,19,41,,14,50,32,31,47
2023-05-29T23:58:30-05:00,36,31,14,48,25,29,59,5,25,12,5,42,,16,47,20,27,43
