DATETIME,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_1712,TANGARA_48C6,TANGARA_532E,TANGARA_F1AE,TANGARA_06BE,TANGARA_307A
2023-11-02 12:17:00-05:00,53.19,56.1,65.68,56.04,55.41,64.34,99.9,98.6,53.81,56.54,
2023-11-02 12:17:30-05:00,53.33,56.43,65.6,55.73,55.52,63.39,99.9,98.6,53.78,56.93,
2023-11-02 12:18:00-05:00,53.24,56.18,65.78,55.69,55.71,63.62,99.9,98.7,53.79,58.12,
2023-11-02 12:18:30-05:00,52.99,56.49,66.06,54.85,55.83,61.98,99.9,98.7,53.85,57.76,
2023-11-02 12:19:00-05:00,53.44,56.59,66.04,55.8,55.59,61.56,99.9,98.7,53.89,57.61,
2023-11-02 12:19:30-05:00,53.3,56.61,65.63,55.6,55.59,63.25,99.9,98.7,54.1,57.32,
2023-11-02 12:20:00-05:00,53.02,56.42,65.34,56.18,55.95,,99.9,98.7,53.93,59.56,
2023-11-02 12:20:30-05:00,52.85,56.57,65.43,56.26,55.74,,99.9,98.7,53.95,57.99,
2023-11-02 12:21:00-05:00,53.37,56.71,65.58,56.36,55.53,,99.9,98.6,53.88,56.95,
2023-11-02 12:21:30-05:00,53.19,56.43,65.52,56.39,55.8,,,98.6,53.73,57.97,
2023-11-02 12:22:00-05:00,53.3,56.33,65.72,56.47,55.98,,99.9,98.7,53.5,56.68,
2023-11-02 12:22:30-05:00,53.13,56.32,65.55,56.52,56.69,,99.9,98.7,53.57,58.01,
2023-11-02 12:23:00-05:00,53.24,56.2,65.45,56.59,56.76,,99.9,98.8,53.57,58.66,
2023-11-02 12:23:30-05:00,53.47,56.6,65.27,56.63,57.43,,99.9,98.9,53.23,57.79,
2023-11-02 12:24:00-05:00,53.9,56.74,65.23,56.73,58.32,,99.9,99.0,53.06,56.61,
2023-11-02 12:24:30-05:00,54.13,56.04,65.51,56.96,,,99.9,99.2,53.25,55.54,
2023-11-02 12:25:00-05:00,54.5,56.0,65.03,57.04,58.03,,99.9,99.4,52.98,55.75,
2023-11-02 12:25:30-05:00,54.54,55.99,64.73,57.13,58.18,,99.9,99.6,52.75,55.54,
2023-11-02 12:26:00-05:00,54.7,56.3,65.28,57.3,59.34,,99.9,99.7,52.51,58.33,
2023-11-02 12:26:30-05:00,54.73,56.31,65.48,57.53,59.93,,99.9,99.8,52.48,57.49,
2023-11-02 12:27:00-05:00,54.63,55.61,65.5,57.63,59.34,,99.9,99.9,52.47,58.78,
2023-11-02 12:27:30-05:00,54.81,55.73,65.68,57.58,59.15,,99.9,99.9,52.55,58.18,
2023-11-02 12:28:00-05:00,54.73,55.86,65.75,58.16,60.57,,99.9,99.9,52.86,59.7,
2023-11-02 12:28:30-05:00,54.33,55.77,65.68,57.78,60.25,,99.9,99.9,53.06,57.47,
2023-11-02 12:29:00-05:00,54.16,55.71,65.7,59.72,60.03,,99.9,99.9,53.31,57.55,
2023-11-02 12:29:30-05:00,53.9,56.01,66.25,58.46,60.18,,99.9,99.9,53.52,59.66,
2023-11-02 12:30:00-05:00,54.08,55.57,66.17,60.23,59.79,,99.9,99.9,53.87,60.71,
2023-11-02 12:30:30-05:00,53.93,55.85,66.05,60.6,59.76,,99.9,99.9,53.97,60.47,
2023-11-02 12:31:00-05:00,54.41,55.53,66.15,60.73,60.6,,99.9,99.9,54.02,60.69,
2023-11-02 12:31:30-05:00,54.06,55.35,66.33,59.84,60.14,,99.9,99.9,54.06,61.06,
2023-11-02 12:32:00-05:00,54.03,55.65,66.24,59.03,60.39,,99.9,99.9,53.84,61.04,
2023-11-02 12:32:30-05:00,54.3,55.44,65.96,59.09,60.29,,,99.9,53.45,59.85,
2023-11-02 12:33:00-05:00,53.87,54.85,66.09,59.49,60.36,,99.9,99.9,53.36,58.32,
2023-11-02 12:33:30-05:00,53.51,55.56,65.88,59.82,61.43,,99.9,99.9,53.28,59.43,
2023-11-02 12:34:00-05:00,53.88,54.87,65.3,59.95,62.5,,99.9,99.9,53.1,61.24,
2023-11-02 12:34:30-05:00,53.46,54.76,64.99,59.47,61.7,,99.9,99.9,53.07,60.23,
2023-11-02 12:35:00-05:00,53.42,55.14,65.22,59.75,62.09,,99.9,99.9,52.95,61.18,
2023-11-02 12:35:30-05:00,53.53,54.94,64.75,59.79,,,99.9,99.9,52.87,60.2,
2023-11-02 12:36:00-05:00,53.53,55.28,64.62,59.97,62.84,,99.9,99.9,52.87,59.55,
2023-11-02 12:36:30-05:00,53.52,55.28,65.16,59.38,62.89,,99.9,99.9,52.76,60.89,
2023-11-02 12:37:00-05:00,52.87,55.33,65.18,59.13,66.07,,99.9,99.9,52.55,60.18,
2023-11-02 12:37:30-05:00,52.24,55.13,65.12,59.05,66.16,,99.9,99.9,52.68,61.69,
2023-11-02 12:38:00-05:00,52.55,55.25,65.28,58.99,67.24,,99.9,99.9,52.77,61.34,
2023-11-02 12:38:30-05:00,52.6,55.59,65.41,59.36,67.17,,99.9,99.9,52.53,60.42,
2023-11-02 12:39:00-05:00,53.06,55.48,65.73,59.56,67.74,,99.9,99.9,52.03,59.89,
2023-11-02 12:39:30-05:00,52.4,55.03,65.62,59.47,68.55,,99.9,99.9,51.65,60.1,
2023-11-02 12:40:00-05:00,51.57,55.3,65.54,59.86,68.62,,99.9,99.9,51.55,61.0,
2023-11-02 12:40:30-05:00,51.34,55.16,65.59,59.92,68.48,,99.9,99.9,51.37,59.5,
2023-11-02 12:41:00-05:00,50.99,55.27,65.68,59.56,67.68,,99.9,99.9,51.43,61.22,
2023-11-02 12:41:30-05:00,51.31,55.92,65.69,58.96,68.43,,99.9,99.9,51.2,61.47,
2023-11-02 12:42:00-05:00,51.01,55.87,65.9,59.4,69.11,,99.9,99.9,51.42,61.79,
2023-11-02 12:42:30-05:00,51.03,55.73,65.96,59.69,68.17,,99.9,99.9,51.67,61.93,
2023-11-02 12:43:00-05:00,51.17,55.59,66.04,60.09,68.37,,99.9,99.9,51.94,61.56,
2023-11-02 12:43:30-05:00,51.51,55.62,65.51,60.11,69.84,,99.9,99.9,52.02,60.27,
2023-11-02 12:44:00-05:00,51.66,55.54,65.47,59.6,69.65,,99.9,99.9,52.13,61.49,
2023-11-02 12:44:30-05:00,51.52,55.46,65.26,58.84,69.83,,99.9,99.9,52.14,62.16,
2023-11-02 12:45:00-05:00,51.97,55.44,65.43,58.7,69.26,,,99.9,52.21,61.85,
2023-11-02 12:45:30-05:00,51.85,56.21,64.79,58.87,68.81,,99.9,99.9,52.33,61.76,
2023-11-02 12:46:00-05:00,51.78,56.16,64.69,58.55,69.5,,99.9,99.9,51.96,61.34,
2023-11-02 12:46:30-05:00,52.35,56.51,65.36,58.54,70.89,,99.9,99.9,51.8,62.15,
2023-11-02 12:47:00-05:00,51.82,56.14,63.77,58.56,68.85,,99.9,99.9,51.77,62.62,
2023-11-02 12:47:30-05:00,51.2,56.1,64.07,58.62,69.07,,99.9,99.9,51.95,62.08,
2023-11-02 12:48:00-05:00,51.52,55.92,64.87,58.74,68.8,,99.9,99.9,52.08,63.58,
2023-11-02 12:48:30-05:00,51.49,56.38,65.12,59.43,,,99.9,99.9,52.13,61.16,
2023-11-02 12:49:00-05:00,51.03,55.24,65.51,58.75,70.14,,99.9,99.9,52.34,62.25,
2023-11-02 12:49:30-05:00,50.68,55.41,64.45,58.91,69.9,,99.9,99.9,52.41,62.81,
2023-11-02 12:50:00-05:00,50.67,54.73,64.48,59.57,69.79,,99.9,99.9,52.56,61.37,
2023-11-02 12:50:30-05:00,50.93,54.76,64.27,59.88,69.3,,99.9,99.9,52.2,62.06,
2023-11-02 12:51:00-05:00,50.41,55.52,64.9,60.02,70.32,,99.9,99.9,52.08,63.11,
2023-11-02 12:51:30-05:00,,,,,,,,,,,
2023-11-02 12:52:00-05:00,50.63,54.6,65.23,59.26,70.1,,99.9,99.9,51.7,63.0,
2023-11-02 12:52:30-05:00,50.16,54.41,64.86,59.46,70.87,,99.9,99.9,51.46,63.18,
2023-11-02 12:53:00-05:00,50.23,54.36,65.0,,70.54,,99.9,99.9,51.43,62.05,
2023-11-02 12:53:30-05:00,50.43,54.5,64.72,58.99,68.96,,,99.9,51.51,61.63,
2023-11-02 12:54:00-05:00,50.49,54.74,64.7,59.9,70.14,,99.9,99.9,51.57,63.66,
2023-11-02 12:54:30-05:00,50.22,55.04,65.24,59.5,70.23,,99.9,99.9,51.65,62.22,
2023-11-02 12:55:00-05:00,49.89,55.27,64.9,59.9,70.41,,99.9,99.9,51.77,62.47,
2023-11-02 12:55:30-05:00,50.05,55.45,65.09,60.02,70.16,,99.9,99.9,51.88,63.7,
2023-11-02 12:56:00-05:00,50.61,55.74,65.0,59.79,70.02,,99.9,99.9,52.03,63.17,
2023-11-02 12:56:30-05:00,50.72,55.48,64.96,59.99,69.48,,99.9,99.9,51.95,62.85,
2023-11-02 12:57:00-05:00,50.9,55.24,64.95,60.86,68.33,,99.9,99.9,51.91,63.7,
2023-11-02 12:57:30-05:00,50.11,55.04,65.17,59.97,68.94,,99.9,99.9,51.99,62.61,
2023-11-02 12:58:00-05:00,50.51,54.93,65.08,60.21,69.42,,99.9,99.9,52.05,64.13,
2023-11-02 12:58:30-05:00,50.49,54.87,65.34,60.32,68.0,,99.9,99.9,52.09,63.3,
2023-11-02 13:00:30-05:00,50.48,54.33,65.52,59.22,69.63,,99.9,99.9,52.0,64.03,51.01
2023-11-02 13:01:00-05:00,50.28,54.33,65.53,59.84,69.25,,99.9,99.9,52.1,63.06,51.45
2023-11-02 13:01:30-05:00,50.8,55.12,65.52,59.73,68.49,,99.9,99.9,52.17,64.9,51.58
2023-11-02 13:02:00-05:00,50.08,55.18,65.61,59.95,69.19,,99.9,99.9,52.13,64.72,51.74
2023-11-02 13:02:30-05:00,49.83,54.79,65.55,60.43,68.95,,99.9,99.9,52.26,62.55,51.69
2023-11-02 13:03:00-05:00,50.24,54.66,65.61,60.51,68.19,,99.9,99.9,52.27,62.44,49.44
2023-11-02 13:03:30-05:00,49.99,54.2,65.63,59.91,67.91,,99.9,99.9,52.28,61.16,50.22
2023-11-02 13:04:00-05:00,49.97,54.51,65.83,60.36,68.67,,99.9,99.9,52.0,62.26,49.4
2023-11-02 13:04:30-05:00,50.59,54.44,66.39,60.22,67.43,,99.9,99.9,51.71,61.7,49.04
2023-11-02 13:05:00-05:00,50.15,54.58,66.3,59.83,65.25,,99.9,99.9,51.78,63.51,49.29
2023-11-02 13:05:30-05:00,49.93,53.91,65.96,59.71,64.47,,99.9,99.9,51.66,63.69,48.97
2023-11-02 13:06:00-05:00,50.03,54.07,65.54,60.42,65.61,,99.9,99.9,51.65,61.17,49.26
2023-11-02 13:06:30-05:00,50.41,54.0,65.96,60.0,67.5,,99.9,99.9,51.59,63.22,49.51
2023-11-02 13:07:00-05:00,50.06,54.07,65.91,59.68,63.49,,99.9,99.9,51.34,61.98,49.45
2023-11-02 13:07:30-05:00,50.05,53.98,65.83,59.68,64.3,,99.9,99.9,51.24,63.21,49.62
2023-11-02 13:08:00-05:00,50.21,53.86,65.41,59.68,65.01,,99.9,99.9,51.15,63.42,50.09
2023-11-02 13:08:30-05:00,49.95,54.88,65.16,59.55,64.05,,99.9,99.9,51.24,62.85,50.65
2023-11-02 13:09:00-05:00,50.15,54.94,65.16,59.25,64.43,,99.9,99.9,51.33,61.27,51.11
2023-11-02 13:09:30-05:00,50.16,54.88,65.33,59.26,64.61,,99.9,99.9,51.06,63.31,49.96
2023-11-02 13:10:00-05:00,50.79,54.78,64.99,58.24,65.67,,99.9,99.9,50.32,61.82,49.07
2023-11-02 13:10:30-05:00,50.34,55.12,64.89,57.93,66.25,,99.9,99.9,49.86,63.27,48.89
2023-11-02 13:11:00-05:00,50.45,55.18,64.45,58.39,66.06,,99.9,99.9,49.81,62.78,48.83
2023-11-02 13:11:30-05:00,50.76,55.34,64.74,58.19,65.81,,,99.9,49.81,64.14,49.88
2023-11-02 13:12:00-05:00,50.77,55.28,64.47,59.0,64.56,,99.9,99.9,49.86,62.84,46.86
2023-11-02 13:12:30-05:00,50.72,55.67,63.43,59.08,65.11,,99.9,99.9,50.07,62.26,47.71
2023-11-02 13:13:00-05:00,51.04,56.05,63.33,59.38,64.02,,99.9,99.9,50.21,62.23,47.6
2023-11-02 13:13:30-05:00,51.07,55.5,64.54,58.6,63.93,,99.9,99.9,50.34,63.3,44.31
2023-11-02 13:14:00-05:00,50.82,55.53,64.36,58.85,64.19,,99.9,99.9,50.38,63.08,47.49
2023-11-02 13:14:30-05:00,50.68,55.54,64.3,59.07,62.16,,99.9,99.9,50.5,64.34,46.16
2023-11-02 13:15:00-05:00,,,,,,,,,,,
2023-11-02 13:15:30-05:00,50.35,54.99,63.62,58.26,64.58,,99.9,99.9,50.43,60.96,46.26
2023-11-02 13:16:00-05:00,50.45,54.6,62.98,58.13,64.46,,99.9,99.9,50.5,61.83,46.9
2023-11-02 13:16:30-05:00,49.96,54.57,62.63,57.76,62.62,,99.9,99.9,50.63,63.29,47.0
2023-11-02 13:17:00-05:00,49.88,54.93,62.78,58.84,64.2,,99.9,99.9,50.9,63.34,46.04
2023-11-02 13:17:30-05:00,49.93,55.1,61.88,58.91,63.76,,99.9,99.9,50.85,60.61,46.43
2023-11-02 13:18:00-05:00,50.21,53.99,62.96,58.5,63.99,,99.9,99.9,50.48,61.6,47.13
2023-11-02 13:18:30-05:00,50.24,54.42,62.31,58.35,62.46,,99.9,99.9,50.25,61.42,46.15
2023-11-02 13:19:00-05:00,50.31,54.06,61.92,58.35,62.35,,99.9,99.9,50.08,61.46,46.66
2023-11-02 13:19:30-05:00,50.46,54.87,61.78,58.21,62.52,,99.9,99.9,49.9,60.33,46.3
2023-11-02 13:20:00-05:00,50.71,55.07,62.39,57.86,60.04,,99.9,99.9,49.93,60.17,45.91
2023-11-02 13:20:30-05:00,50.34,54.2,62.51,57.9,61.32,,99.9,99.9,49.63,62.08,45.63
2023-11-02 13:21:00-05:00,50.29,54.15,62.81,57.3,60.62,,99.9,99.9,49.84,63.14,46.31
2023-11-02 13:21:30-05:00,50.63,53.36,62.98,57.64,58.7,,99.9,99.9,49.52,64.28,47.26
2023-11-02 13:22:00-05:00,50.5,53.28,62.39,57.26,59.09,,99.9,99.9,49.24,63.54,46.22
2023-11-02 13:22:30-05:00,50.96,53.03,62.43,57.23,58.78,,99.9,99.9,49.12,62.64,45.39
2023-11-02 13:23:00-05:00,50.25,52.82,61.83,57.24,57.67,,,99.9,48.99,61.63,44.14
2023-11-02 13:23:30-05:00,50.11,52.88,62.43,57.18,58.15,,99.9,99.9,48.65,60.16,44.59
2023-11-02 13:24:00-05:00,51.02,52.76,61.67,57.61,57.39,,99.9,99.9,48.68,60.24,44.51
2023-11-02 13:24:30-05:00,50.28,52.74,62.01,58.42,58.17,,99.9,99.9,48.67,61.14,43.52
2023-11-02 13:25:00-05:00,50.14,52.59,61.75,58.86,58.06,,99.9,99.9,48.52,60.1,43.88
2023-11-02 13:25:30-05:00,50.17,52.97,61.37,58.24,57.69,,99.9,99.9,48.81,62.12,44.4
2023-11-02 13:26:00-05:00,50.35,52.97,62.02,58.47,56.89,,99.9,99.9,48.6,60.42,45.43
2023-11-02 13:26:30-05:00,50.05,53.33,62.35,58.16,56.35,,99.9,99.9,48.33,61.13,44.52
2023-11-02 13:27:00-05:00,50.12,52.9,61.45,58.25,57.04,,99.9,99.9,48.34,59.6,43.92
2023-11-02 13:27:30-05:00,50.01,52.81,61.32,58.01,57.17,,99.9,99.9,48.36,60.37,44.4
2023-11-02 13:28:00-05:00,50.25,52.87,61.41,58.22,57.94,,99.9,99.9,48.65,60.49,44.64
2023-11-02 13:28:30-05:00,,,,,,,,,,,
2023-11-02 13:29:00-05:00,49.96,52.5,61.5,57.9,57.72,,99.9,99.9,48.57,62.05,44.03
2023-11-02 13:29:30-05:00,49.62,52.96,61.33,57.24,56.2,,99.9,99.9,48.66,63.27,43.3
2023-11-02 13:30:00-05:00,49.78,52.52,61.17,57.96,56.39,,99.9,99.9,48.57,62.66,44.0
2023-11-02 13:30:30-05:00,49.74,53.01,61.31,58.0,56.73,,99.9,99.9,48.4,63.37,43.5
2023-11-02 13:31:00-05:00,49.78,52.69,61.06,57.51,55.1,,99.9,99.9,48.32,60.21,42.94
2023-11-02 13:31:30-05:00,49.79,52.42,61.33,58.09,53.94,,99.9,99.9,48.04,62.75,43.62
2023-11-02 13:32:00-05:00,49.14,52.42,60.84,56.11,54.49,,,99.9,48.26,62.05,43.51
2023-11-02 13:32:30-05:00,49.38,52.02,60.89,56.71,55.14,,99.9,99.9,48.64,61.82,43.69
2023-11-02 13:33:00-05:00,49.56,52.39,61.21,57.21,54.6,,,99.9,48.87,61.21,43.58
2023-11-02 13:33:30-05:00,49.62,52.53,60.87,56.15,52.99,,99.9,99.9,48.81,61.09,44.31
2023-11-02 13:34:00-05:00,49.98,52.35,61.02,56.77,52.36,,99.9,99.9,49.07,63.42,43.74
2023-11-02 13:34:30-05:00,49.96,52.29,61.36,55.45,52.29,,99.9,99.9,49.05,61.47,43.88
2023-11-02 13:35:00-05:00,50.24,51.87,62.01,54.52,52.58,,99.9,99.9,48.97,61.75,44.61
2023-11-02 13:35:30-05:00,50.12,51.93,62.05,53.89,52.61,,99.9,99.9,48.94,63.05,44.49
2023-11-02 13:36:00-05:00,50.29,52.39,61.77,55.21,52.63,,99.9,99.9,48.97,63.72,44.0
2023-11-02 13:36:30-05:00,50.2,52.27,61.75,56.43,53.12,,99.9,99.9,48.91,61.54,43.26
2023-11-02 13:37:00-05:00,50.28,52.64,61.95,57.78,52.89,,99.9,99.8,48.88,63.1,43.58
2023-11-02 13:37:30-05:00,49.97,52.07,61.7,57.81,53.73,,99.9,99.6,48.38,61.57,44.17
2023-11-02 13:38:00-05:00,50.19,52.14,61.47,57.31,54.2,,99.9,99.3,48.48,59.5,44.41
2023-11-02 13:38:30-05:00,50.04,52.24,61.16,56.75,52.77,,99.9,99.2,48.49,61.91,40.55
2023-11-02 13:39:00-05:00,50.22,52.17,59.77,57.0,53.01,,99.9,99.0,48.55,59.05,40.52
2023-11-02 13:39:30-05:00,50.45,52.31,59.36,56.63,53.67,,99.9,98.8,48.13,61.48,41.96
2023-11-02 13:40:00-05:00,50.73,52.58,59.56,56.02,54.29,,99.9,98.7,47.9,58.61,42.59
2023-11-02 13:40:30-05:00,50.88,52.51,60.14,56.39,54.41,,99.9,98.7,47.95,60.18,42.8
2023-11-02 13:41:00-05:00,51.08,52.02,60.64,57.31,52.82,,99.9,98.8,48.0,59.68,42.67
2023-11-02 13:41:30-05:00,50.62,52.3,60.74,57.61,53.14,,99.9,98.9,48.32,59.85,42.4
2023-11-02 13:42:00-05:00,50.38,51.93,60.87,57.64,53.65,,99.9,98.8,48.42,58.95,42.57
2023-11-02 13:42:30-05:00,50.45,52.04,61.1,56.48,54.25,,99.9,98.9,48.27,60.91,41.71
2023-11-02 13:43:00-05:00,50.71,52.09,61.32,55.85,54.65,,99.9,99.0,48.07,59.87,40.44
2023-11-02 13:43:30-05:00,,,,,,,,,,,
2023-11-02 13:44:00-05:00,50.5,52.22,61.44,56.31,54.64,,99.9,99.3,48.43,58.91,41.47
2023-11-02 13:44:30-05:00,50.63,51.74,61.18,57.64,54.66,,99.9,99.4,48.59,58.22,41.39
2023-11-02 13:45:00-05:00,50.78,52.17,61.32,58.02,54.3,,99.9,99.5,48.73,56.91,41.17
2023-11-02 13:45:30-05:00,50.74,52.19,60.77,55.83,54.71,,99.9,99.6,48.73,60.01,41.51
2023-11-02 13:46:00-05:00,50.72,52.31,60.72,55.9,54.01,,99.9,99.8,48.8,59.16,41.69
2023-11-02 13:46:30-05:00,50.72,51.88,60.68,55.76,53.52,,,99.8,48.24,57.7,40.65
2023-11-02 13:47:00-05:00,50.61,51.99,60.33,57.34,54.41,,99.9,99.8,47.81,58.74,41.85
2023-11-02 13:47:30-05:00,50.27,51.57,60.38,56.77,55.13,,99.9,99.8,47.61,60.03,42.03
2023-11-02 13:48:00-05:00,50.28,51.14,60.53,57.29,55.13,,99.9,99.7,47.57,57.7,42.61
2023-11-02 13:48:30-05:00,50.94,51.02,60.56,56.33,54.12,,99.9,99.7,47.51,59.69,42.51
2023-11-02 13:49:00-05:00,50.57,50.67,60.55,56.04,53.88,,99.9,99.7,47.62,59.18,42.5
2023-11-02 13:49:30-05:00,50.6,50.8,61.36,55.66,54.6,,99.9,99.7,47.87,59.73,40.39
2023-11-02 13:50:00-05:00,50.5,51.22,60.95,55.77,54.23,,99.9,99.6,47.62,62.01,41.66
2023-11-02 13:50:30-05:00,50.57,51.52,60.86,55.74,53.59,,99.9,99.6,47.74,61.7,41.46
2023-11-02 13:51:00-05:00,50.51,50.89,60.88,56.25,53.52,,99.9,99.5,47.69,60.27,41.36
2023-11-02 13:51:30-05:00,50.6,50.69,60.43,54.98,54.3,,99.9,99.5,47.52,60.39,42.08
2023-11-02 13:52:00-05:00,50.64,50.88,60.66,56.48,54.37,,99.9,99.5,47.11,60.0,41.2
2023-11-02 13:52:30-05:00,50.37,50.76,60.47,55.09,53.88,,99.9,99.4,46.92,58.38,40.97
2023-11-02 13:53:00-05:00,50.53,50.63,60.28,54.18,53.7,,99.9,99.4,47.14,57.44,41.51
2023-11-02 13:53:30-05:00,50.67,50.76,60.28,56.76,54.01,,99.9,99.5,47.25,56.01,42.23
2023-11-02 13:54:00-05:00,50.22,50.58,60.62,56.9,54.09,,99.9,99.6,47.3,56.26,41.5
2023-11-02 13:54:30-05:00,50.31,50.6,60.12,55.47,53.59,,99.9,99.6,47.3,54.55,42.18
2023-11-02 13:55:00-05:00,50.13,50.81,59.41,54.8,53.7,,99.9,99.6,47.19,55.75,41.18
2023-11-02 13:55:30-05:00,49.93,50.51,59.44,55.36,55.52,,99.9,99.6,47.32,56.42,40.8
2023-11-02 13:56:00-05:00,,,,,,,,,,,
2023-11-02 13:56:30-05:00,50.67,50.38,59.32,53.3,56.32,,99.9,99.3,47.67,54.11,40.58
2023-11-02 13:57:00-05:00,50.09,50.88,59.82,54.51,53.84,,99.9,99.1,47.65,54.41,40.76
2023-11-02 13:57:30-05:00,50.01,50.24,60.19,54.62,55.6,,99.9,98.9,47.6,54.92,41.25
2023-11-02 13:58:00-05:00,49.71,50.55,59.93,55.02,56.35,,99.9,98.9,47.62,56.28,41.5
2023-11-02 13:58:30-05:00,49.56,50.41,59.65,54.18,56.22,,99.9,98.8,47.76,56.25,41.12
2023-11-02 13:59:00-05:00,49.35,49.99,60.05,56.23,55.76,,99.9,98.7,47.81,55.69,40.89
2023-11-02 13:59:30-05:00,49.49,50.12,60.12,55.42,54.97,,,98.7,47.84,53.96,41.04
2023-11-02 14:00:00-05:00,49.59,50.49,60.11,55.31,53.93,,99.9,98.7,47.88,55.74,41.06
2023-11-02 14:00:30-05:00,49.53,50.14,59.59,54.51,54.84,,99.9,98.7,47.99,55.67,41.66
2023-11-02 14:01:00-05:00,49.56,49.7,59.11,54.6,55.27,,99.9,98.7,47.9,54.12,41.12
2023-11-02 14:01:30-05:00,49.77,49.9,59.8,56.06,55.59,,99.9,98.8,47.92,55.16,41.32
2023-11-02 14:02:00-05:00,50.0,50.04,59.99,55.46,55.74,,99.9,98.9,47.93,57.23,42.22
2023-11-02 14:02:30-05:00,49.54,50.34,59.64,56.58,55.99,,99.9,98.8,47.93,56.4,41.6
2023-11-02 14:03:00-05:00,49.27,50.68,59.51,54.93,56.29,,99.9,98.8,47.81,57.51,42.47
2023-11-02 14:03:30-05:00,49.08,50.95,58.38,54.61,56.41,,99.9,98.8,47.38,55.94,44.1
2023-11-02 14:04:00-05:00,49.27,50.43,59.8,55.61,55.64,,99.9,98.8,47.18,57.45,41.16
2023-11-02 14:04:30-05:00,49.51,49.71,58.3,55.07,56.42,,99.9,98.6,47.13,56.46,39.06
2023-11-02 14:05:00-05:00,49.8,50.12,59.49,55.17,56.62,,99.9,98.5,47.01,58.07,39.1
2023-11-02 14:05:30-05:00,48.94,50.37,59.94,55.7,56.82,,99.9,98.6,46.68,57.8,40.21
2023-11-02 14:06:00-05:00,48.82,50.1,60.2,56.41,56.24,,99.9,98.7,46.56,54.9,40.19
2023-11-02 14:06:30-05:00,48.85,50.18,59.78,56.89,56.61,,99.9,98.8,46.86,57.45,40.67
2023-11-02 14:07:00-05:00,48.69,50.01,60.04,56.59,56.1,,99.9,98.9,47.11,55.48,39.84
2023-11-02 14:07:30-05:00,48.22,50.12,59.82,56.92,55.96,,99.9,99.2,47.36,56.68,39.93
2023-11-02 14:08:00-05:00,48.15,50.26,59.54,55.69,56.35,,99.9,99.3,47.35,56.06,39.92
2023-11-02 14:08:30-05:00,48.15,50.11,60.11,56.75,56.77,,99.9,99.4,47.46,56.35,39.81
2023-11-02 14:09:00-05:00,48.26,50.26,59.49,55.51,55.91,,99.9,99.3,47.61,56.36,39.59
2023-11-02 14:09:30-05:00,48.39,50.5,59.68,56.26,56.76,,99.9,99.2,47.5,55.72,39.73
2023-11-02 14:10:00-05:00,48.72,50.44,60.54,56.76,57.49,,99.9,99.0,47.56,57.0,39.64
2023-11-02 14:10:30-05:00,,,,,,,,,,,
2023-11-02 14:11:00-05:00,48.14,49.91,60.9,57.05,57.04,,99.9,98.9,47.34,54.61,39.6
2023-11-02 14:11:30-05:00,48.22,,60.87,56.97,57.39,,99.9,98.8,46.84,54.5,40.37
2023-11-02 14:12:00-05:00,48.64,50.1,61.09,55.94,56.02,,99.9,98.9,46.91,55.13,40.21
2023-11-02 14:12:30-05:00,48.53,50.52,60.91,56.88,57.34,,99.9,98.9,46.56,54.16,40.98
2023-11-02 14:13:00-05:00,48.21,,61.14,57.04,57.53,,,99.0,46.31,53.76,40.52
2023-11-02 14:13:30-05:00,48.41,50.37,61.05,56.76,56.65,,99.9,99.1,46.51,55.19,40.56
2023-11-02 14:14:00-05:00,48.62,50.16,60.43,56.85,57.41,,99.9,99.1,46.75,54.68,41.06
2023-11-02 14:14:30-05:00,48.35,50.03,60.37,56.93,57.34,,99.9,99.2,47.06,54.59,40.71
2023-11-02 14:15:00-05:00,48.38,49.52,60.62,57.24,56.2,,99.9,99.4,,57.53,42.04
2023-11-02 14:15:30-05:00,48.25,49.55,60.38,56.57,55.86,,99.9,99.4,47.01,54.97,40.74
2023-11-02 14:16:00-05:00,48.27,,61.29,55.87,57.23,,99.9,99.3,47.11,57.41,40.47
2023-11-02 14:16:30-05:00,48.01,49.51,61.32,56.21,57.47,,99.9,99.3,47.08,56.51,41.67
2023-11-02 14:17:00-05:00,48.4,49.68,61.33,57.17,57.7,,99.9,99.3,47.11,55.76,40.9
2023-11-02 14:17:30-05:00,48.21,49.83,61.34,57.19,57.04,,99.9,99.3,46.94,54.31,39.25
2023-11-02 14:18:00-05:00,48.29,49.76,61.49,57.2,56.62,,99.9,99.2,47.02,54.23,39.1
2023-11-02 14:18:30-05:00,48.26,49.67,61.34,56.91,55.89,,99.9,99.1,47.03,53.82,39.18
2023-11-02 14:19:00-05:00,47.88,49.75,61.4,57.22,56.43,,99.9,99.2,47.42,55.08,40.63
2023-11-02 14:19:30-05:00,47.71,49.44,61.44,56.91,56.84,,99.9,99.2,47.42,54.79,41.04
2023-11-02 14:20:00-05:00,47.6,49.04,61.74,57.15,56.53,,99.9,99.1,47.42,54.28,40.17
2023-11-02 14:20:30-05:00,47.87,49.12,61.68,57.26,56.91,,99.9,99.2,,53.68,40.38
2023-11-02 14:21:00-05:00,48.03,49.06,61.71,56.79,57.38,,99.9,99.1,46.64,56.12,40.75
2023-11-02 14:21:30-05:00,47.95,49.09,61.69,57.42,55.87,,99.9,99.1,46.37,54.83,41.19
