DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-02T11:49:00-05:00,50,55,60,50,60,58,46,53,55,60,58,55,38,,46,50,38,60
2023-05-02T11:49:30-05:00,50,58,58,50,60,64,50,53,58,60,60,55,38,,42,60,42,58
2023-05-02T11:50:00-05:00,50,55,60,50,58,60,55,55,55,60,58,58,38,,42,53,42,60
2023-05-02T11:50:30-05:00,50,53,58,53,60,60,42,55,55,60,55,55,42,,46,50,42,58
2023-05-02T11:51:00-05:00,50,53,58,53,64,58,53,55,55,60,58,55,38,,46,58,38,55
2023-05-02T11:51:30-05:00,50,53,58,53,62,58,,60,58,60,58,53,46,,42,55,38,58
2023-05-02T11:52:00-05:00,50,58,58,55,60,60,38,58,58,60,58,55,38,,46,55,38,58
2023-05-02T11:52:30-05:00,50,55,58,55,60,53,,60,58,62,58,55,38,,46,62,38,58
2023-05-02T11:53:00-05:00,50,55,60,50,60,58,,60,58,62,62,53,38,,42,58,38,62
2023-05-02T11:53:30-05:00,50,55,58,55,62,55,42,72,50,62,62,50,38,,38,53,38,58
2023-05-02T11:54:00-05:00,50,53,60,50,60,55,42,66,53,62,62,50,42,,46,53,38,58
2023-05-02T11:54:30-05:00,50,53,60,53,60,60,53,62,53,62,60,53,42,,46,55,38,58
2023-05-02T11:55:00-05:00,50,55,60,53,62,58,42,64,55,64,60,50,38,,46,55,38,55
2023-05-02T11:55:30-05:00,50,58,62,53,62,58,46,60,53,64,66,50,38,,46,55,34,60
2023-05-02T11:56:00-05:00,50,55,62,53,60,58,53,62,55,64,64,50,38,,50,55,38,55
2023-05-02T11:56:30-05:00,50,58,62,53,60,58,53,60,55,,60,50,50,,50,50,38,53
2023-05-02T11:57:00-05:00,50,55,62,55,60,58,,62,50,64,60,50,46,,50,42,38,55
2023-05-02T11:57:30-05:00,50,55,60,55,62,60,,62,55,64,60,46,55,,46,46,42,55
2023-05-02T11:58:00-05:00,50,53,62,53,62,58,,60,53,64,62,50,46,,42,42,46,58
2023-05-02T11:58:30-05:00,50,55,64,55,64,62,,64,55,64,64,53,42,,42,42,38,58
2023-05-02T11:59:00-05:00,50,55,60,55,62,66,,64,55,,62,53,42,,46,53,38,60
2023-05-02T11:59:30-05:00,50,55,60,55,62,66,,62,55,64,62,55,50,,46,50,38,55
2023-05-02T12:00:00-05:00,50,53,60,55,62,62,,64,55,64,60,53,53,,42,38,38,53
2023-05-02T12:00:30-05:00,50,55,62,58,64,60,,64,55,64,60,53,53,,46,46,38,55
2023-05-02T12:01:00-05:00,50,55,60,53,62,64,,66,53,64,,53,46,,42,46,42,55
2023-05-02T12:01:30-05:00,50,55,60,53,62,60,53,64,53,,64,53,42,,46,50,38,58
2023-05-02T12:02:00-05:00,50,55,62,58,64,62,50,66,55,64,68,50,38,,42,55,38,55
2023-05-02T12:02:30-05:00,50,53,62,55,64,62,,66,55,,66,53,38,,46,50,38,58
2023-05-02T12:03:00-05:00,50,55,68,58,66,62,55,66,53,64,64,53,34,,46,50,38,58
2023-05-02T12:03:30-05:00,50,55,66,55,64,58,53,66,50,64,60,53,38,,50,53,38,60
2023-05-02T12:04:00-05:00,50,53,64,55,66,53,,64,53,,62,53,42,,50,50,42,58
2023-05-02T12:04:30-05:00,50,58,62,58,62,58,,60,50,64,62,53,38,,46,53,42,64
2023-05-02T12:05:00-05:00,50,58,62,55,62,58,,62,50,,62,50,38,,50,58,38,62
2023-05-02T12:05:30-05:00,50,53,62,53,62,60,,60,53,64,62,53,34,,50,46,38,81
2023-05-02T12:06:00-05:00,50,50,62,55,62,58,,62,53,,62,50,38,,50,53,38,64
2023-05-02T12:06:30-05:00,50,50,64,55,64,58,,62,53,64,60,50,42,,50,50,38,58
2023-05-02T12:07:00-05:00,50,50,64,55,64,58,,62,53,64,62,50,42,,50,50,38,60
2023-05-02T12:07:30-05:00,50,53,64,55,62,58,,62,53,64,58,53,34,,46,53,38,58
2023-05-02T12:08:00-05:00,50,53,60,55,64,58,55,62,53,64,62,46,38,,46,53,38,60
2023-05-02T12:08:30-05:00,50,50,62,53,64,58,53,64,53,64,62,50,38,,42,55,34,58
2023-05-02T12:09:00-05:00,50,53,60,55,64,60,55,66,53,64,62,53,38,,46,53,38,62
2023-05-02T12:09:30-05:00,60,50,62,53,64,58,58,64,46,64,62,55,42,,50,53,38,60
2023-05-02T12:10:00-05:00,60,53,64,53,64,58,55,66,53,64,60,50,38,,46,58,38,62
2023-05-02T12:10:30-05:00,60,50,62,55,62,58,53,64,53,64,60,53,34,,46,53,42,60
2023-05-02T12:11:00-05:00,60,53,62,55,62,58,55,62,50,64,60,53,34,,46,50,38,64
2023-05-02T12:11:30-05:00,60,53,62,55,60,55,53,64,50,64,60,55,38,,46,53,34,62
2023-05-02T12:12:00-05:00,60,53,62,53,62,68,53,62,53,64,58,53,38,,46,50,34,62
2023-05-02T12:12:30-05:00,60,53,62,53,62,68,53,60,50,68,58,53,38,,42,50,38,62
