DATETIME,TANGARA_260A,TANGARA_2BDE,TANGARA_39D6,TANGARA_3B7E,TANGARA_3BEA,TANGARA_421A,TANGARA_5D62,TANGARA_5636,TANGARA_D282,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-11-17 00:00:00-05:00,,,,,,,,,,,,10.0,,,,,8.0,
2023-11-17 00:00:30-05:00,11.0,,,,,,,,,4.0,7.0,10.0,5.0,9.0,10.0,4.0,7.0,9.0
2023-11-17 00:01:00-05:00,11.0,,,,,,,,,4.0,9.0,10.0,7.0,8.0,10.0,8.0,7.0,9.0
2023-11-17 00:01:30-05:00,9.0,,,,,,,,,4.0,10.0,11.0,11.0,7.0,10.0,6.0,8.0,8.0
2023-11-17 00:02:00-05:00,9.0,,,,,,,,,5.0,9.0,11.0,10.0,8.0,10.0,5.0,7.0,8.0
2023-11-17 00:02:30-05:00,9.0,,,,,,,,,4.0,9.0,10.0,8.0,8.0,11.0,6.0,7.0,8.0
2023-11-17 00:03:00-05:00,10.0,,,,,,,,,4.0,9.0,10.0,8.0,8.0,9.0,7.0,8.0,7.0
2023-11-17 00:03:30-05:00,10.0,,,,,,,,,4.0,9.0,11.0,9.0,8.0,10.0,7.0,8.0,7.0
2023-11-17 00:04:00-05:00,9.0,,,,,,,,,4.0,9.0,13.0,10.0,7.0,10.0,7.0,8.0,8.0
2023-11-17 00:04:30-05:00,10.0,,,,,,,,,4.0,9.0,12.0,8.0,7.0,9.0,6.0,8.0,8.0
2023-11-17 00:05:00-05:00,9.0,,,,,,,,,5.0,9.0,12.0,9.0,7.0,9.0,7.0,8.0,7.0
2023-11-17 00:05:30-05:00,9.0,,,,,,,,,5.0,10.0,12.0,8.0,6.0,9.0,5.0,8.0,8.0
2023-11-17 00:06:00-05:00,8.0,,,,,,,,,6.0,9.0,12.0,8.0,8.0,9.0,5.0,8.0,8.0
2023-11-17 00:06:30-05:00,10.0,,,,,,,,,10.0,10.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0
2023-11-17 00:07:00-05:00,9.0,,,,,,,,,7.0,10.0,11.0,7.0,8.0,9.0,6.0,8.0,8.0
2023-11-17 00:07:30-05:00,9.0,,,,,,,,,7.0,10.0,11.0,5.0,7.0,9.0,6.0,8.0,8.0
2023-11-17 00:08:00-05:00,9.0,,,,,,,,,11.0,10.0,11.0,6.0,7.0,9.0,6.0,8.0,8.0
2023-11-17 00:08:30-05:00,9.0,,,,,,,,,13.0,10.0,11.0,7.0,7.0,9.0,6.0,8.0,9.0
2023-11-17 00:09:00-05:00,9.0,,,,,,,,,13.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,9.0
2023-11-17 00:09:30-05:00,9.0,,,,,,,,,12.0,9.0,11.0,6.0,7.0,8.0,6.0,8.0,8.0
2023-11-17 00:10:00-05:00,9.0,,,,,,,,,11.0,9.0,13.0,6.0,7.0,8.0,7.0,8.0,8.0
2023-11-17 00:10:30-05:00,8.0,,,,,,,,,10.0,9.0,11.0,7.0,8.0,9.0,6.0,9.0,8.0
2023-11-17 00:11:00-05:00,9.0,,,,,,,,,9.0,9.0,11.0,7.0,7.0,8.0,5.0,8.0,9.0
2023-11-17 00:11:30-05:00,9.0,,,,,,,,,10.0,9.0,12.0,9.0,7.0,9.0,4.0,8.0,8.0
2023-11-17 00:12:00-05:00,9.0,,,,,,,,,8.0,9.0,11.0,8.0,8.0,10.0,4.0,7.0,8.0
2023-11-17 00:12:30-05:00,8.0,,,,,,,,,8.0,9.0,11.0,8.0,8.0,9.0,6.0,8.0,9.0
2023-11-17 00:13:00-05:00,9.0,,,,,,,,,8.0,9.0,10.0,10.0,8.0,10.0,6.0,8.0,8.0
2023-11-17 00:13:30-05:00,10.0,,,,,,,,,7.0,9.0,10.0,8.0,8.0,9.0,6.0,8.0,9.0
2023-11-17 00:14:00-05:00,9.0,,,,,,,,,7.0,10.0,10.0,6.0,8.0,9.0,7.0,8.0,8.0
