DATETIME,TANGARA_260A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE,TANGARA_4B1A
2023-11-08 02:27:00-05:00,9.0,7.0,,9.0,11.0,5.0,5.0,,
2023-11-08 02:27:30-05:00,9.0,6.0,,8.0,10.0,7.0,4.0,12.0,
2023-11-08 02:28:00-05:00,9.0,7.0,,7.0,10.0,6.0,4.0,,
2023-11-08 02:28:30-05:00,9.0,6.0,,8.0,10.0,5.0,5.0,12.0,
2023-11-08 02:29:00-05:00,8.0,7.0,,8.0,11.0,6.0,5.0,12.0,
2023-11-08 02:29:30-05:00,10.0,7.0,,9.0,11.0,6.0,5.0,11.0,
2023-11-08 02:30:00-05:00,10.0,7.0,,9.0,11.0,6.0,5.0,11.0,
2023-11-08 02:30:30-05:00,9.0,7.0,,8.0,11.0,6.0,5.0,11.0,
2023-11-08 02:31:00-05:00,9.0,7.0,,8.0,11.0,6.0,5.0,12.0,
2023-11-08 02:31:30-05:00,8.0,7.0,,8.0,10.0,6.0,4.0,11.0,
2023-11-08 02:32:00-05:00,8.0,9.0,,8.0,11.0,6.0,6.0,11.0,
2023-11-08 02:32:30-05:00,8.0,8.0,,7.0,11.0,6.0,5.0,11.0,
2023-11-08 02:33:00-05:00,9.0,8.0,,8.0,11.0,5.0,5.0,11.0,
2023-11-08 02:33:30-05:00,8.0,8.0,,8.0,11.0,4.0,6.0,11.0,
2023-11-08 02:34:00-05:00,8.0,8.0,,7.0,10.0,4.0,5.0,12.0,
2023-11-08 02:34:30-05:00,9.0,8.0,,8.0,11.0,4.0,5.0,11.0,
2023-11-08 02:35:00-05:00,9.0,7.0,,8.0,11.0,5.0,6.0,12.0,
2023-11-08 02:35:30-05:00,8.0,8.0,,8.0,11.0,7.0,6.0,12.0,
2023-11-08 02:36:00-05:00,8.0,8.0,,8.0,11.0,5.0,6.0,12.0,
2023-11-08 02:36:30-05:00,8.0,8.0,,8.0,10.0,6.0,6.0,12.0,
2023-11-08 02:37:00-05:00,9.0,8.0,,8.0,10.0,7.0,6.0,12.0,
2023-11-08 02:37:30-05:00,9.0,8.0,,8.0,11.0,4.0,6.0,12.0,
2023-11-08 02:38:00-05:00,9.0,8.0,,7.0,10.0,6.0,6.0,12.0,
2023-11-08 02:38:30-05:00,8.0,8.0,,8.0,11.0,6.0,7.0,,
2023-11-08 02:39:00-05:00,9.0,8.0,,,11.0,3.0,7.0,12.0,
2023-11-08 02:39:30-05:00,8.0,8.0,,8.0,10.0,7.0,7.0,13.0,
2023-11-08 02:40:00-05:00,8.0,8.0,,8.0,10.0,5.0,8.0,13.0,
2023-11-08 02:40:30-05:00,8.0,8.0,,9.0,10.0,6.0,7.0,13.0,
2023-11-08 02:41:00-05:00,8.0,8.0,,8.0,12.0,6.0,7.0,12.0,
2023-11-08 02:41:30-05:00,8.0,8.0,,8.0,11.0,4.0,7.0,11.0,
2023-11-08 02:42:00-05:00,8.0,8.0,,7.0,11.0,5.0,7.0,11.0,
2023-11-08 02:42:30-05:00,9.0,8.0,,7.0,11.0,4.0,8.0,12.0,
2023-11-08 02:43:00-05:00,9.0,8.0,,8.0,11.0,6.0,7.0,12.0,
2023-11-08 02:43:30-05:00,8.0,8.0,,8.0,11.0,6.0,6.0,12.0,
2023-11-08 02:44:00-05:00,8.0,8.0,,8.0,11.0,6.0,7.0,12.0,
2023-11-08 02:44:30-05:00,8.0,8.0,,8.0,12.0,6.0,7.0,12.0,
2023-11-08 02:45:00-05:00,9.0,8.0,,9.0,12.0,5.0,7.0,12.0,
2023-11-08 02:45:30-05:00,8.0,9.0,,8.0,12.0,5.0,7.0,12.0,
2023-11-08 02:46:00-05:00,9.0,8.0,,8.0,12.0,4.0,7.0,12.0,
2023-11-08 02:46:30-05:00,7.0,9.0,,8.0,12.0,5.0,7.0,12.0,
2023-11-08 02:47:00-05:00,8.0,8.0,,8.0,12.0,4.0,8.0,12.0,
2023-11-08 02:47:30-05:00,9.0,8.0,,8.0,12.0,4.0,7.0,13.0,
2023-11-08 02:48:00-05:00,8.0,8.0,,8.0,12.0,4.0,8.0,12.0,
2023-11-08 02:48:30-05:00,8.0,9.0,,7.0,13.0,4.0,7.0,13.0,
2023-11-08 02:49:00-05:00,7.0,9.0,,7.0,12.0,4.0,7.0,12.0,
2023-11-08 02:49:30-05:00,8.0,9.0,,8.0,,3.0,7.0,12.0,
2023-11-08 02:50:00-05:00,8.0,9.0,,8.0,11.0,5.0,7.0,11.0,
2023-11-08 02:50:30-05:00,8.0,8.0,,7.0,11.0,4.0,7.0,11.0,
2023-11-08 02:51:00-05:00,7.0,8.0,,8.0,12.0,5.0,7.0,12.0,
2023-11-08 02:51:30-05:00,8.0,9.0,,8.0,12.0,5.0,7.0,12.0,
2023-11-08 02:52:00-05:00,8.0,9.0,,,12.0,4.0,7.0,11.0,
2023-11-08 02:52:30-05:00,7.0,10.0,,8.0,12.0,7.0,8.0,12.0,
2023-11-08 02:53:00-05:00,7.0,10.0,,8.0,12.0,4.0,8.0,13.0,
2023-11-08 02:53:30-05:00,7.0,9.0,,8.0,13.0,5.0,7.0,11.0,
2023-11-08 02:54:00-05:00,8.0,9.0,,7.0,12.0,5.0,8.0,12.0,
2023-11-08 02:54:30-05:00,8.0,10.0,,7.0,12.0,5.0,7.0,12.0,
2023-11-08 02:55:00-05:00,8.0,10.0,,8.0,12.0,4.0,7.0,11.0,
2023-11-08 02:55:30-05:00,9.0,9.0,,8.0,12.0,5.0,7.0,12.0,
2023-11-08 02:56:00-05:00,8.0,10.0,,8.0,12.0,5.0,7.0,12.0,
2023-11-08 02:56:30-05:00,7.0,10.0,,7.0,12.0,6.0,7.0,12.0,
2023-11-08 02:57:00-05:00,8.0,10.0,,8.0,12.0,4.0,6.0,14.0,
2023-11-08 02:57:30-05:00,8.0,10.0,,8.0,11.0,5.0,6.0,13.0,
2023-11-08 02:58:00-05:00,8.0,10.0,,8.0,11.0,3.0,7.0,12.0,
2023-11-08 02:58:30-05:00,8.0,10.0,,8.0,12.0,4.0,6.0,11.0,
2023-11-08 02:59:00-05:00,8.0,9.0,,8.0,12.0,4.0,8.0,12.0,
2023-11-08 02:59:30-05:00,8.0,9.0,,7.0,12.0,5.0,7.0,13.0,
2023-11-08 03:00:00-05:00,8.0,9.0,,8.0,12.0,4.0,7.0,12.0,
2023-11-08 03:00:30-05:00,8.0,10.0,,8.0,12.0,4.0,7.0,13.0,
2023-11-08 03:01:00-05:00,9.0,9.0,,7.0,11.0,4.0,7.0,12.0,
2023-11-08 03:01:30-05:00,8.0,10.0,,7.0,11.0,5.0,7.0,,
2023-11-08 03:02:00-05:00,9.0,9.0,,8.0,12.0,5.0,7.0,13.0,
2023-11-08 03:02:30-05:00,8.0,10.0,,,11.0,4.0,7.0,14.0,
2023-11-08 03:03:00-05:00,8.0,9.0,,8.0,12.0,5.0,7.0,14.0,
2023-11-08 03:03:30-05:00,8.0,10.0,,8.0,11.0,5.0,7.0,14.0,
2023-11-08 03:04:00-05:00,9.0,9.0,,7.0,11.0,3.0,7.0,14.0,
2023-11-08 03:04:30-05:00,8.0,9.0,,8.0,12.0,4.0,7.0,13.0,
2023-11-08 03:05:00-05:00,9.0,10.0,,8.0,12.0,4.0,7.0,13.0,
2023-11-08 03:05:30-05:00,8.0,9.0,,8.0,12.0,4.0,7.0,,
2023-11-08 03:06:00-05:00,8.0,10.0,,8.0,13.0,4.0,7.0,,
2023-11-08 03:06:30-05:00,8.0,9.0,,8.0,12.0,6.0,7.0,,
2023-11-08 03:07:00-05:00,8.0,9.0,,8.0,12.0,4.0,7.0,,
2023-11-08 03:07:30-05:00,7.0,9.0,,8.0,13.0,4.0,7.0,,
2023-11-08 03:08:00-05:00,7.0,8.0,,7.0,11.0,4.0,7.0,,
2023-11-08 03:08:30-05:00,8.0,,,8.0,13.0,5.0,6.0,13.0,
2023-11-08 03:09:00-05:00,8.0,9.0,,6.0,11.0,7.0,7.0,13.0,
2023-11-08 03:09:30-05:00,8.0,8.0,,7.0,11.0,5.0,7.0,13.0,
2023-11-08 03:10:00-05:00,8.0,9.0,,7.0,12.0,5.0,7.0,12.0,
2023-11-08 03:10:30-05:00,8.0,9.0,,8.0,11.0,4.0,7.0,13.0,
2023-11-08 03:11:00-05:00,8.0,10.0,,7.0,12.0,4.0,8.0,13.0,
2023-11-08 03:11:30-05:00,8.0,9.0,,7.0,12.0,5.0,7.0,13.0,
2023-11-08 03:12:00-05:00,7.0,9.0,,7.0,13.0,4.0,7.0,12.0,
2023-11-08 03:12:30-05:00,8.0,8.0,,7.0,12.0,4.0,7.0,11.0,
2023-11-08 03:13:00-05:00,9.0,8.0,,,12.0,5.0,7.0,13.0,
2023-11-08 03:13:30-05:00,10.0,9.0,,6.0,12.0,4.0,6.0,12.0,
2023-11-08 03:14:00-05:00,10.0,10.0,,7.0,11.0,5.0,6.0,13.0,
2023-11-08 03:14:30-05:00,9.0,9.0,,7.0,12.0,4.0,7.0,12.0,
2023-11-08 03:15:00-05:00,10.0,8.0,,7.0,11.0,4.0,7.0,11.0,
2023-11-08 03:15:30-05:00,10.0,8.0,,8.0,12.0,5.0,8.0,12.0,
2023-11-08 03:16:00-05:00,11.0,9.0,,7.0,12.0,5.0,7.0,13.0,
2023-11-08 03:16:30-05:00,11.0,9.0,,7.0,12.0,5.0,7.0,13.0,
2023-11-08 03:17:00-05:00,9.0,10.0,,8.0,12.0,5.0,7.0,,
2023-11-08 03:17:30-05:00,11.0,9.0,,7.0,12.0,5.0,6.0,12.0,
2023-11-08 03:18:00-05:00,10.0,9.0,,7.0,13.0,5.0,7.0,12.0,
2023-11-08 03:18:30-05:00,11.0,9.0,,8.0,12.0,5.0,7.0,,
2023-11-08 03:19:00-05:00,12.0,9.0,,7.0,12.0,5.0,7.0,12.0,
2023-11-08 03:19:30-05:00,11.0,9.0,,7.0,12.0,4.0,7.0,,
2023-11-08 03:20:00-05:00,12.0,9.0,,7.0,12.0,5.0,7.0,11.0,
2023-11-08 03:20:30-05:00,11.0,8.0,,7.0,12.0,4.0,7.0,11.0,
2023-11-08 03:21:00-05:00,11.0,8.0,,8.0,13.0,4.0,8.0,12.0,
2023-11-08 03:21:30-05:00,12.0,9.0,,7.0,11.0,4.0,8.0,,
2023-11-08 03:22:00-05:00,12.0,9.0,,7.0,12.0,6.0,8.0,11.0,
2023-11-08 03:22:30-05:00,12.0,9.0,,7.0,12.0,4.0,8.0,12.0,
2023-11-08 03:23:00-05:00,11.0,8.0,,7.0,12.0,4.0,9.0,11.0,
2023-11-08 03:23:30-05:00,10.0,9.0,,8.0,12.0,4.0,8.0,12.0,
2023-11-08 03:24:00-05:00,11.0,8.0,,7.0,12.0,4.0,8.0,11.0,
2023-11-08 03:24:30-05:00,9.0,9.0,,7.0,12.0,4.0,8.0,11.0,
2023-11-08 03:25:00-05:00,10.0,9.0,,6.0,12.0,3.0,8.0,12.0,
2023-11-08 03:25:30-05:00,10.0,9.0,,7.0,12.0,7.0,8.0,11.0,
2023-11-08 03:26:00-05:00,10.0,8.0,,,12.0,4.0,8.0,12.0,
2023-11-08 03:26:30-05:00,10.0,9.0,,7.0,12.0,4.0,8.0,11.0,
2023-11-08 03:27:00-05:00,10.0,9.0,,7.0,12.0,5.0,8.0,12.0,
2023-11-08 03:27:30-05:00,9.0,8.0,,7.0,12.0,4.0,8.0,12.0,
2023-11-08 03:28:00-05:00,8.0,8.0,,7.0,12.0,4.0,9.0,12.0,
2023-11-08 03:28:30-05:00,9.0,9.0,,7.0,13.0,5.0,9.0,12.0,
2023-11-08 03:29:00-05:00,9.0,8.0,,7.0,13.0,4.0,8.0,10.0,
2023-11-08 03:29:30-05:00,9.0,9.0,,6.0,12.0,4.0,9.0,,
2023-11-08 03:30:00-05:00,9.0,10.0,,7.0,13.0,3.0,8.0,11.0,
2023-11-08 03:30:30-05:00,9.0,9.0,,7.0,12.0,4.0,8.0,12.0,
2023-11-08 03:31:00-05:00,9.0,9.0,,7.0,12.0,5.0,8.0,10.0,
2023-11-08 03:31:30-05:00,9.0,9.0,,6.0,11.0,4.0,8.0,11.0,
2023-11-08 03:32:00-05:00,9.0,10.0,,7.0,11.0,4.0,8.0,10.0,
2023-11-08 03:32:30-05:00,9.0,10.0,,7.0,12.0,5.0,9.0,10.0,
2023-11-08 03:33:00-05:00,8.0,9.0,,7.0,11.0,3.0,9.0,12.0,
2023-11-08 03:33:30-05:00,8.0,10.0,,7.0,12.0,5.0,8.0,12.0,
2023-11-08 03:34:00-05:00,9.0,10.0,,7.0,12.0,5.0,9.0,12.0,
2023-11-08 03:34:30-05:00,10.0,10.0,,6.0,11.0,5.0,8.0,11.0,
2023-11-08 03:35:00-05:00,9.0,10.0,,5.0,12.0,4.0,8.0,11.0,
2023-11-08 03:35:30-05:00,9.0,11.0,,6.0,12.0,3.0,8.0,12.0,
2023-11-08 03:36:00-05:00,9.0,11.0,,6.0,12.0,6.0,9.0,11.0,
2023-11-08 03:36:30-05:00,8.0,10.0,,,11.0,5.0,8.0,11.0,
2023-11-08 03:37:00-05:00,8.0,11.0,,6.0,11.0,6.0,9.0,12.0,
2023-11-08 03:37:30-05:00,8.0,11.0,,6.0,12.0,6.0,8.0,11.0,
2023-11-08 03:38:00-05:00,9.0,10.0,,6.0,12.0,5.0,9.0,11.0,
2023-11-08 03:38:30-05:00,8.0,11.0,,6.0,12.0,5.0,9.0,12.0,
2023-11-08 03:39:00-05:00,8.0,10.0,,6.0,12.0,4.0,10.0,11.0,
2023-11-08 03:39:30-05:00,9.0,10.0,,6.0,12.0,5.0,8.0,11.0,
2023-11-08 03:40:00-05:00,8.0,11.0,,6.0,12.0,7.0,9.0,12.0,
2023-11-08 03:40:30-05:00,8.0,11.0,,6.0,12.0,4.0,8.0,12.0,
2023-11-08 03:41:00-05:00,9.0,11.0,,7.0,11.0,6.0,9.0,11.0,
2023-11-08 03:41:30-05:00,9.0,,,7.0,11.0,5.0,9.0,11.0,
2023-11-08 03:42:00-05:00,8.0,11.0,,6.0,12.0,7.0,9.0,12.0,
2023-11-08 03:42:30-05:00,8.0,11.0,,6.0,11.0,5.0,10.0,12.0,
2023-11-08 03:43:00-05:00,8.0,10.0,,6.0,11.0,6.0,9.0,12.0,
2023-11-08 03:43:30-05:00,8.0,11.0,,6.0,13.0,8.0,9.0,11.0,
2023-11-08 03:44:00-05:00,7.0,11.0,,7.0,12.0,6.0,9.0,12.0,
2023-11-08 03:44:30-05:00,8.0,11.0,,6.0,11.0,7.0,8.0,12.0,
2023-11-08 03:45:00-05:00,7.0,12.0,,6.0,12.0,9.0,7.0,12.0,
2023-11-08 03:45:30-05:00,8.0,12.0,,6.0,11.0,9.0,9.0,13.0,
2023-11-08 03:46:00-05:00,8.0,11.0,,6.0,11.0,7.0,8.0,12.0,
2023-11-08 03:46:30-05:00,8.0,11.0,,6.0,11.0,7.0,9.0,12.0,
2023-11-08 03:47:00-05:00,9.0,11.0,,7.0,11.0,10.0,9.0,12.0,
2023-11-08 03:47:30-05:00,7.0,11.0,,,11.0,9.0,9.0,12.0,
2023-11-08 03:48:00-05:00,7.0,11.0,,6.0,11.0,8.0,8.0,12.0,
2023-11-08 03:48:30-05:00,7.0,11.0,,7.0,12.0,10.0,9.0,12.0,
2023-11-08 03:49:00-05:00,7.0,12.0,,6.0,11.0,10.0,8.0,12.0,
2023-11-08 03:49:30-05:00,8.0,11.0,,6.0,12.0,7.0,9.0,11.0,
2023-11-08 03:50:00-05:00,8.0,11.0,,6.0,12.0,11.0,9.0,12.0,
2023-11-08 03:50:30-05:00,8.0,11.0,,6.0,12.0,9.0,8.0,12.0,
2023-11-08 03:51:00-05:00,8.0,11.0,,6.0,13.0,7.0,9.0,11.0,
2023-11-08 03:51:30-05:00,7.0,11.0,,6.0,12.0,7.0,9.0,11.0,
2023-11-08 03:52:00-05:00,7.0,10.0,,6.0,12.0,9.0,9.0,11.0,
2023-11-08 03:52:30-05:00,8.0,10.0,,6.0,12.0,8.0,8.0,11.0,
2023-11-08 03:53:00-05:00,8.0,11.0,,6.0,12.0,7.0,8.0,11.0,
2023-11-08 03:53:30-05:00,7.0,10.0,,6.0,12.0,7.0,8.0,12.0,
2023-11-08 03:54:00-05:00,7.0,11.0,,6.0,12.0,8.0,8.0,13.0,
2023-11-08 03:54:30-05:00,8.0,11.0,,6.0,12.0,8.0,9.0,12.0,
2023-11-08 03:55:00-05:00,8.0,11.0,,6.0,12.0,7.0,8.0,12.0,
2023-11-08 03:55:30-05:00,7.0,10.0,,6.0,12.0,6.0,8.0,11.0,
2023-11-08 03:56:00-05:00,7.0,,,6.0,12.0,7.0,8.0,12.0,
2023-11-08 03:56:30-05:00,8.0,10.0,,6.0,12.0,7.0,10.0,13.0,
2023-11-08 03:57:00-05:00,7.0,10.0,,5.0,11.0,4.0,9.0,13.0,
2023-11-08 03:57:30-05:00,7.0,10.0,,5.0,13.0,5.0,9.0,12.0,
2023-11-08 03:58:00-05:00,8.0,11.0,,6.0,12.0,7.0,9.0,13.0,
2023-11-08 03:58:30-05:00,7.0,10.0,,7.0,11.0,5.0,10.0,13.0,
2023-11-08 03:59:00-05:00,8.0,11.0,,6.0,11.0,8.0,9.0,14.0,
2023-11-08 03:59:30-05:00,7.0,10.0,,6.0,12.0,7.0,9.0,13.0,
2023-11-08 04:00:00-05:00,8.0,10.0,,7.0,12.0,5.0,9.0,13.0,
2023-11-08 04:00:30-05:00,8.0,10.0,10.0,6.0,12.0,6.0,9.0,12.0,
2023-11-08 04:01:00-05:00,8.0,10.0,11.0,,11.0,6.0,9.0,12.0,
2023-11-08 04:01:30-05:00,8.0,10.0,10.0,7.0,12.0,8.0,9.0,13.0,
2023-11-08 04:02:00-05:00,8.0,10.0,10.0,6.0,12.0,9.0,9.0,12.0,
2023-11-08 04:02:30-05:00,8.0,12.0,10.0,6.0,12.0,8.0,9.0,12.0,
2023-11-08 04:03:00-05:00,8.0,11.0,11.0,6.0,12.0,7.0,9.0,13.0,
2023-11-08 04:03:30-05:00,8.0,11.0,11.0,6.0,12.0,8.0,10.0,13.0,
2023-11-08 04:04:00-05:00,8.0,11.0,10.0,7.0,11.0,9.0,10.0,12.0,
2023-11-08 04:04:30-05:00,8.0,12.0,10.0,7.0,12.0,8.0,9.0,12.0,
2023-11-08 04:05:00-05:00,8.0,13.0,10.0,7.0,11.0,9.0,9.0,12.0,
2023-11-08 04:05:30-05:00,7.0,14.0,12.0,8.0,11.0,8.0,9.0,12.0,
2023-11-08 04:06:00-05:00,7.0,14.0,10.0,6.0,12.0,9.0,9.0,13.0,
2023-11-08 04:06:30-05:00,8.0,14.0,10.0,8.0,11.0,7.0,10.0,13.0,
2023-11-08 04:07:00-05:00,8.0,14.0,11.0,8.0,11.0,9.0,9.0,13.0,
2023-11-08 04:07:30-05:00,9.0,16.0,11.0,7.0,12.0,9.0,10.0,13.0,
2023-11-08 04:08:00-05:00,9.0,15.0,10.0,7.0,11.0,7.0,10.0,12.0,
2023-11-08 04:08:30-05:00,9.0,16.0,10.0,7.0,,8.0,9.0,12.0,
2023-11-08 04:09:00-05:00,8.0,15.0,9.0,7.0,12.0,10.0,10.0,13.0,
2023-11-08 04:09:30-05:00,9.0,16.0,10.0,6.0,12.0,10.0,10.0,13.0,
2023-11-08 04:10:00-05:00,8.0,15.0,10.0,7.0,12.0,9.0,10.0,13.0,
2023-11-08 04:10:30-05:00,9.0,16.0,9.0,7.0,12.0,9.0,11.0,12.0,
2023-11-08 04:11:00-05:00,9.0,16.0,10.0,8.0,12.0,7.0,9.0,13.0,
2023-11-08 04:11:30-05:00,8.0,,10.0,7.0,11.0,10.0,10.0,12.0,
2023-11-08 04:12:00-05:00,9.0,16.0,10.0,7.0,11.0,7.0,11.0,13.0,
2023-11-08 04:12:30-05:00,9.0,15.0,10.0,9.0,11.0,6.0,12.0,13.0,
2023-11-08 04:13:00-05:00,9.0,16.0,10.0,7.0,12.0,6.0,11.0,13.0,
2023-11-08 04:13:30-05:00,8.0,16.0,11.0,8.0,11.0,6.0,12.0,12.0,
2023-11-08 04:14:00-05:00,8.0,17.0,9.0,9.0,12.0,7.0,11.0,13.0,
2023-11-08 04:14:30-05:00,8.0,16.0,10.0,,12.0,7.0,12.0,13.0,
2023-11-08 04:15:00-05:00,9.0,16.0,10.0,9.0,12.0,7.0,10.0,13.0,
2023-11-08 04:15:30-05:00,8.0,15.0,10.0,7.0,12.0,8.0,11.0,11.0,
2023-11-08 04:16:00-05:00,9.0,14.0,10.0,7.0,12.0,7.0,11.0,12.0,
2023-11-08 04:16:30-05:00,8.0,15.0,9.0,8.0,12.0,7.0,12.0,11.0,
2023-11-08 04:17:00-05:00,8.0,14.0,9.0,7.0,12.0,7.0,10.0,12.0,
2023-11-08 04:17:30-05:00,8.0,14.0,11.0,7.0,11.0,6.0,11.0,12.0,
2023-11-08 04:18:00-05:00,8.0,13.0,11.0,7.0,12.0,7.0,11.0,13.0,
2023-11-08 04:18:30-05:00,9.0,14.0,10.0,8.0,11.0,8.0,11.0,13.0,
2023-11-08 04:19:00-05:00,8.0,14.0,10.0,7.0,11.0,7.0,11.0,13.0,
2023-11-08 04:19:30-05:00,8.0,13.0,9.0,8.0,11.0,6.0,11.0,13.0,
2023-11-08 04:20:00-05:00,9.0,12.0,9.0,6.0,11.0,5.0,11.0,13.0,
2023-11-08 04:20:30-05:00,8.0,12.0,9.0,7.0,11.0,5.0,11.0,12.0,
2023-11-08 04:21:00-05:00,8.0,12.0,9.0,7.0,13.0,7.0,11.0,13.0,
2023-11-08 04:21:30-05:00,9.0,12.0,9.0,7.0,12.0,7.0,10.0,12.0,
2023-11-08 04:22:00-05:00,8.0,12.0,9.0,7.0,12.0,6.0,11.0,12.0,
2023-11-08 04:22:30-05:00,9.0,12.0,9.0,8.0,12.0,8.0,11.0,12.0,
2023-11-08 04:23:00-05:00,8.0,13.0,9.0,9.0,11.0,8.0,11.0,13.0,
2023-11-08 04:23:30-05:00,8.0,,9.0,,12.0,6.0,10.0,12.0,
2023-11-08 04:24:00-05:00,8.0,13.0,9.0,8.0,11.0,10.0,11.0,13.0,
2023-11-08 04:24:30-05:00,9.0,12.0,9.0,7.0,12.0,8.0,11.0,13.0,
2023-11-08 04:25:00-05:00,9.0,,9.0,8.0,11.0,5.0,11.0,12.0,
2023-11-08 04:25:30-05:00,10.0,12.0,8.0,7.0,13.0,8.0,11.0,12.0,
2023-11-08 04:26:00-05:00,10.0,12.0,8.0,7.0,12.0,7.0,11.0,12.0,
2023-11-08 04:26:30-05:00,9.0,12.0,8.0,9.0,12.0,8.0,11.0,13.0,
2023-11-08 04:27:00-05:00,9.0,13.0,9.0,8.0,13.0,7.0,11.0,14.0,
2023-11-08 04:27:30-05:00,10.0,13.0,9.0,8.0,13.0,7.0,11.0,12.0,
2023-11-08 04:28:00-05:00,10.0,13.0,8.0,8.0,13.0,9.0,12.0,13.0,
2023-11-08 04:28:30-05:00,9.0,12.0,8.0,8.0,13.0,6.0,12.0,13.0,
2023-11-08 04:29:00-05:00,8.0,14.0,9.0,7.0,12.0,7.0,12.0,14.0,
2023-11-08 04:29:30-05:00,9.0,13.0,9.0,7.0,12.0,6.0,12.0,13.0,
2023-11-08 04:30:00-05:00,9.0,13.0,9.0,7.0,12.0,4.0,11.0,13.0,
2023-11-08 04:30:30-05:00,9.0,13.0,9.0,7.0,11.0,7.0,11.0,13.0,
2023-11-08 04:31:00-05:00,9.0,13.0,8.0,6.0,12.0,6.0,13.0,13.0,
2023-11-08 04:31:30-05:00,9.0,13.0,8.0,7.0,12.0,10.0,12.0,14.0,
2023-11-08 04:32:00-05:00,8.0,12.0,9.0,7.0,12.0,7.0,12.0,14.0,
2023-11-08 04:32:30-05:00,9.0,12.0,8.0,8.0,12.0,8.0,12.0,14.0,
2023-11-08 04:33:00-05:00,9.0,12.0,8.0,8.0,12.0,8.0,12.0,13.0,
2023-11-08 04:33:30-05:00,9.0,14.0,9.0,8.0,12.0,7.0,13.0,13.0,
2023-11-08 04:34:00-05:00,9.0,13.0,10.0,,11.0,7.0,13.0,13.0,
2023-11-08 04:34:30-05:00,9.0,13.0,9.0,7.0,11.0,9.0,14.0,12.0,
2023-11-08 04:35:00-05:00,10.0,13.0,8.0,8.0,12.0,6.0,15.0,13.0,
2023-11-08 04:35:30-05:00,11.0,13.0,8.0,7.0,11.0,7.0,13.0,13.0,
2023-11-08 04:36:00-05:00,11.0,13.0,8.0,8.0,12.0,7.0,14.0,12.0,
2023-11-08 04:36:30-05:00,10.0,13.0,8.0,7.0,12.0,7.0,15.0,12.0,
2023-11-08 04:37:00-05:00,12.0,12.0,9.0,8.0,12.0,8.0,16.0,13.0,
2023-11-08 04:37:30-05:00,13.0,13.0,9.0,7.0,12.0,9.0,17.0,12.0,
2023-11-08 04:38:00-05:00,13.0,12.0,8.0,8.0,12.0,9.0,19.0,13.0,
2023-11-08 04:38:30-05:00,12.0,12.0,8.0,7.0,12.0,8.0,19.0,12.0,
2023-11-08 04:39:00-05:00,13.0,12.0,9.0,7.0,12.0,5.0,18.0,12.0,
2023-11-08 04:39:30-05:00,14.0,12.0,,7.0,12.0,5.0,17.0,13.0,
2023-11-08 04:40:00-05:00,13.0,12.0,,8.0,12.0,6.0,17.0,13.0,
2023-11-08 04:40:30-05:00,12.0,12.0,,7.0,12.0,8.0,17.0,12.0,
2023-11-08 04:41:00-05:00,13.0,13.0,,7.0,11.0,8.0,16.0,12.0,
2023-11-08 04:41:30-05:00,14.0,14.0,,7.0,11.0,8.0,16.0,12.0,
2023-11-08 04:42:00-05:00,13.0,14.0,,8.0,11.0,7.0,14.0,13.0,
2023-11-08 04:42:30-05:00,13.0,17.0,,8.0,12.0,7.0,14.0,13.0,
2023-11-08 04:43:00-05:00,14.0,16.0,,8.0,12.0,6.0,13.0,14.0,
2023-11-08 04:43:30-05:00,13.0,17.0,,,13.0,6.0,13.0,13.0,
2023-11-08 04:44:00-05:00,13.0,15.0,,7.0,12.0,10.0,13.0,14.0,
2023-11-08 04:44:30-05:00,14.0,16.0,,7.0,12.0,5.0,12.0,14.0,
2023-11-08 04:45:00-05:00,13.0,,,7.0,11.0,7.0,13.0,14.0,
2023-11-08 04:45:30-05:00,13.0,16.0,,7.0,11.0,7.0,12.0,13.0,
2023-11-08 04:46:00-05:00,12.0,16.0,,8.0,11.0,8.0,12.0,14.0,
2023-11-08 04:46:30-05:00,13.0,14.0,,7.0,13.0,8.0,12.0,14.0,
2023-11-08 04:47:00-05:00,13.0,16.0,,7.0,12.0,7.0,12.0,13.0,
2023-11-08 04:47:30-05:00,12.0,15.0,,7.0,12.0,8.0,10.0,13.0,
2023-11-08 04:48:00-05:00,11.0,15.0,,8.0,12.0,8.0,9.0,14.0,
2023-11-08 04:48:30-05:00,12.0,15.0,,7.0,12.0,8.0,8.0,13.0,
2023-11-08 04:49:00-05:00,12.0,14.0,,8.0,11.0,8.0,9.0,14.0,
2023-11-08 04:49:30-05:00,12.0,14.0,,7.0,11.0,9.0,9.0,14.0,
2023-11-08 04:50:00-05:00,11.0,13.0,,7.0,11.0,8.0,10.0,13.0,
2023-11-08 04:50:30-05:00,11.0,12.0,,7.0,12.0,10.0,9.0,13.0,
2023-11-08 04:51:00-05:00,11.0,11.0,,7.0,12.0,10.0,9.0,13.0,
2023-11-08 04:51:30-05:00,12.0,12.0,,8.0,11.0,8.0,9.0,12.0,
2023-11-08 04:52:00-05:00,11.0,11.0,,8.0,12.0,7.0,9.0,14.0,
2023-11-08 04:52:30-05:00,12.0,10.0,,7.0,12.0,7.0,9.0,13.0,
2023-11-08 04:53:00-05:00,12.0,,,7.0,12.0,7.0,9.0,14.0,
