DATETIME,TANGARA_260A,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-11-08 00:00:00-05:00,46.0,52.0,52.0,34.0,32.0,41.0,34.0,46.0,50.0
2023-11-08 01:00:00-05:00,46.0,52.0,52.0,33.0,32.0,40.0,34.0,46.0,50.0
2023-11-08 02:00:00-05:00,46.0,52.0,52.0,33.0,31.0,40.0,35.0,46.0,50.0
2023-11-08 03:00:00-05:00,47.0,52.0,53.0,33.0,31.0,40.0,35.0,48.0,50.0
2023-11-08 04:00:00-05:00,47.0,52.0,53.0,33.0,31.0,40.0,36.0,48.0,50.0
2023-11-08 05:00:00-05:00,48.0,52.0,53.0,33.0,31.0,39.0,36.0,48.0,50.0
2023-11-08 06:00:00-05:00,47.0,52.0,53.0,33.0,31.0,39.0,36.0,48.0,50.0
2023-11-08 07:00:00-05:00,46.0,52.0,52.0,31.0,30.0,38.0,35.0,47.0,48.0
2023-11-08 08:00:00-05:00,45.0,52.0,50.0,30.0,30.0,38.0,33.0,46.0,47.0
2023-11-08 09:00:00-05:00,45.0,52.0,49.0,29.0,29.0,38.0,33.0,45.0,47.0
2023-11-08 10:00:00-05:00,45.0,52.0,49.0,28.0,28.0,38.0,33.0,44.0,47.0
2023-11-08 11:00:00-05:00,44.0,52.0,48.0,27.0,28.0,38.0,33.0,43.0,47.0
2023-11-08 12:00:00-05:00,43.0,52.0,46.0,25.0,26.0,38.0,32.0,42.0,47.0
2023-11-08 13:00:00-05:00,40.0,52.0,42.0,20.0,22.0,37.0,31.0,38.0,45.0
2023-11-08 14:00:00-05:00,36.0,52.0,38.0,20.0,17.0,35.0,28.0,35.0,42.0
2023-11-08 15:00:00-05:00,31.0,52.0,35.0,20.0,11.0,33.0,24.0,32.0,39.0
2023-11-08 16:00:00-05:00,28.0,52.0,35.0,19.0,9.0,31.0,20.0,31.0,35.0
2023-11-08 17:00:00-05:00,28.0,52.0,35.0,20.0,8.0,32.0,20.0,31.0,36.0
2023-11-08 18:00:00-05:00,29.0,52.0,36.0,22.0,6.0,36.0,22.0,32.0,39.0
2023-11-08 19:00:00-05:00,31.0,52.0,39.0,25.0,6.0,40.0,24.0,34.0,43.0
2023-11-08 20:00:00-05:00,35.0,46.0,44.0,31.0,6.0,48.0,29.0,38.0,51.0
2023-11-08 21:00:00-05:00,40.0,44.0,46.0,40.0,6.0,54.0,29.0,44.0,55.0
2023-11-08 22:00:00-05:00,46.0,52.0,52.0,49.0,6.0,54.0,19.0,52.0,56.0
2023-11-08 23:00:00-05:00,58.0,49.0,58.0,46.0,8.0,53.0,18.0,55.0,56.0
