DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_333E,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-24T00:59:30-05:00,2.0,4.307017543859649,1.7542372881355932,1.7857142857142858,8.384615384615385,5.452991452991453,8.0,7.299145299145299,3.8376068376068377,5.661016949152542,8.205128205128204,6.237288135593221,6.390804597701149,1.2203389830508475,5.177966101694915,3.289473684210526,4.372881355932203,6.256410256410256
2023-05-24T01:59:30-05:00,1.8103448275862069,5.112068965517241,1.5086206896551724,1.5402298850574712,,6.773913043478261,,8.939655172413794,3.2844827586206895,5.431034482758621,3.5086206896551726,5.077586206896552,,1.2241379310344827,4.482758620689655,3.793103448275862,3.9655172413793105,6.651785714285714
2023-05-24T02:59:30-05:00,2.0,5.084745762711864,1.6271186440677967,1.7033898305084745,,5.364406779661017,,8.016949152542374,3.957627118644068,8.03448275862069,3.847457627118644,3.7033898305084745,,1.1101694915254237,2.983050847457627,2.8119658119658117,4.271186440677966,6.282051282051282
2023-05-24T03:59:30-05:00,1.547008547008547,4.389380530973451,1.264957264957265,1.358974358974359,,8.17094017094017,,16.752136752136753,3.393162393162393,8.301724137931034,4.222222222222222,6.3418803418803416,,1.0940170940170941,5.3760683760683765,5.7155172413793105,7.538461538461538,6.9655172413793105
2023-05-24T04:59:30-05:00,1.0,7.512820512820513,1.4017857142857142,1.4786324786324787,,12.931034482758621,,17.79310344827586,5.077586206896552,9.991525423728813,5.629310344827586,5.533898305084746,,1.0598290598290598,4.940677966101695,8.35344827586207,14.577586206896552,11.129310344827585
2023-05-24T05:59:30-05:00,1.638655462184874,4.966386554621849,1.2033898305084745,1.4201680672268908,,17.47787610619469,22.46153846153846,22.672897196261683,4.296610169491525,10.907563025210084,5.584745762711864,4.840336134453781,,1.1092436974789917,4.453781512605042,9.423728813559322,12.319327731092438,11.44915254237288
2023-05-24T06:59:30-05:00,2.0,6.703389830508475,1.3333333333333333,1.5166666666666666,,21.576576576576578,,16.843478260869563,6.333333333333333,18.933333333333334,6.375,7.61864406779661,,1.125,7.841666666666667,14.306666666666667,9.491666666666667,16.308333333333334
2023-05-24T07:59:30-05:00,2.0,9.289473684210526,1.435897435897436,1.5555555555555556,,24.105263157894736,,14.88034188034188,9.820512820512821,23.903508771929825,7.957264957264957,8.478632478632479,,1.0940170940170941,7.547008547008547,12.086206896551724,15.585714285714285,13.442477876106194
2023-05-24T08:59:30-05:00,2.0,3.52991452991453,2.55,2.4916666666666667,,16.369747899159663,,4.2,5.133333333333334,11.643478260869566,10.85,6.941666666666666,,1.8666666666666667,6.773109243697479,4.6,11.575,8.927272727272728
2023-05-24T09:59:30-05:00,2.0,3.3130434782608695,2.7711864406779663,2.7327586206896552,,8.661016949152541,,5.008474576271187,3.9745762711864407,7.769230769230769,4.6440677966101696,4.956521739130435,,2.1016949152542375,5.948717948717949,4.7043478260869565,6.632478632478633,6.504347826086956
2023-05-24T10:59:30-05:00,2.588235294117647,4.741071428571429,4.033613445378151,3.991596638655462,,10.260504201680673,,8.319327731092438,5.495798319327731,8.760683760683762,6.73,5.102564102564102,,3.134453781512605,5.62280701754386,6.429906542056075,6.4789915966386555,6.318965517241379
2023-05-24T11:59:30-05:00,4.616666666666666,6.6,4.458333333333333,4.383333333333334,,14.683333333333334,,17.439252336448597,8.683333333333334,16.683333333333334,15.447368421052632,5.546218487394958,,3.4434782608695653,5.359649122807017,10.223214285714286,9.632478632478632,10.735042735042734
2023-05-24T12:59:30-05:00,6.042016806722689,17.789915966386555,7.577981651376147,7.34453781512605,18.11111111111111,22.241071428571427,,24.71,20.71578947368421,26.50862068965517,,12.564102564102564,,5.966386554621849,10.805084745762711,15.793814432989691,12.23,22.126315789473683
