DATETIME,TANGARA_25CE,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_333E,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-10T00:59:30-05:00,7.008333333333334,6.80672268907563,11.038135593220339,8.966101694915254,,7.230769230769231,6.558333333333334,7.61344537815126,8.05084745762712,,8.775,5.310924369747899,4.983333333333333,8.483050847457626
2023-05-10T01:59:30-05:00,7.008333333333334,8.266666666666667,7.771186440677966,7.872881355932203,,6.258333333333334,8.208333333333334,7.327433628318584,8.296610169491526,,7.466666666666667,4.783333333333333,5.925,8.394957983193278
2023-05-10T02:59:30-05:00,7.366666666666666,10.483333333333333,8.830508474576272,16.5,,7.016666666666667,8.333333333333334,6.908333333333333,8.327731092436975,,7.925,5.808333333333334,7.225,10.008403361344538
2023-05-10T03:59:30-05:00,7.366666666666666,11.05,8.735042735042734,12.0,,14.258333333333333,8.266666666666667,6.425,8.294117647058824,,7.508333333333334,5.991666666666666,8.193277310924369,9.291666666666666
2023-05-10T04:59:30-05:00,10.625,12.847457627118644,9.120689655172415,16.627118644067796,,7.516949152542373,8.264957264957266,4.3474576271186445,8.966666666666667,,6.958333333333333,9.836206896551724,9.916666666666666,10.227272727272727
2023-05-10T05:59:30-05:00,11.608333333333333,14.535087719298245,14.940677966101696,,,10.949579831932773,10.65,12.159663865546218,16.17094017094017,,7.091666666666667,7.80672268907563,10.308333333333334,19.034188034188034
2023-05-10T06:59:30-05:00,17.616666666666667,12.641666666666667,62.53389830508475,,,13.591666666666667,17.025,11.166666666666666,15.066666666666666,,10.596638655462185,10.677966101694915,9.487394957983193,17.666666666666668
2023-05-10T07:59:30-05:00,18.141666666666666,15.633928571428571,416.4449152542373,,,16.736842105263158,17.756302521008404,13.716666666666667,17.25,,15.697478991596638,11.330275229357799,9.333333333333334,19.823529411764707
2023-05-10T08:59:30-05:00,21.133333333333333,15.726415094339623,466.59322033898303,18.444444444444443,,26.613445378151262,19.10924369747899,8.558333333333334,21.341666666666665,,20.176470588235293,10.9,11.438202247191011,21.591666666666665
2023-05-10T09:59:30-05:00,28.575,15.350427350427351,500.22222222222223,22.383333333333333,,29.083333333333332,30.571428571428573,17.26890756302521,25.875,,22.641666666666666,12.333333333333334,10.588235294117647,24.42016806722689
2023-05-10T10:59:30-05:00,33.98969072164948,15.948275862068966,498.65546218487395,24.183333333333334,,37.65833333333333,30.949579831932773,20.291666666666668,31.7012987012987,,27.126050420168067,12.15,10.235294117647058,32.03703703703704
2023-05-10T11:59:30-05:00,32.064516129032256,15.283185840707965,328.4453781512605,23.18487394957983,,27.566666666666666,21.3,16.758333333333333,28.266666666666666,,29.559322033898304,10.475,8.771929824561404,32.31304347826087
2023-05-10T12:59:30-05:00,16.608333333333334,12.852173913043478,127.04310344827586,12.991525423728813,,27.255555555555556,12.621848739495798,10.922413793103448,13.875,,26.258333333333333,9.152542372881356,7.741379310344827,16.953271028037385
2023-05-10T13:59:30-05:00,11.85593220338983,10.352941176470589,42.101694915254235,10.134453781512605,,8.806722689075631,7.783333333333333,10.820512820512821,10.216666666666667,7.142857142857143,10.725,7.117647058823529,6.675,12.982905982905983
2023-05-10T14:59:30-05:00,7.775,6.816666666666666,39.895833333333336,7.025,,6.325,5.429906542056075,6.066666666666666,6.5,6.28695652173913,9.433333333333334,4.525,4.695652173913044,8.714285714285714
