DATETIME,TANGARA_2BBA,TANGARA_14D6,TANGARA_1CE2,TANGARA_1FCA,TANGARA_2492,TANGARA_2FF6,TANGARA_48C6,TANGARA_4D7A,TANGARA_532E,TANGARA_EA06,TANGARA_F1AE,TANGARA_FAC6,TANGARA_06BE
2022-09-22T01:54:00,24.0,14.0,13.0,15.0,16.0,15.0,8.0,,8.0,10.0,10.0,9.0,15.0
2022-09-22T01:54:30,23.0,14.0,12.0,14.0,15.0,,6.0,,10.0,13.0,10.0,9.0,18.0
2022-09-22T01:55:00,24.0,14.0,12.0,14.0,16.0,15.0,7.0,,7.0,,11.0,8.0,18.0
2022-09-22T01:55:30,22.0,13.0,12.0,14.0,15.0,14.0,9.0,,6.0,11.0,12.0,8.0,19.0
2022-09-22T01:56:00,24.0,13.0,12.0,14.0,15.0,15.0,8.0,,7.0,11.0,16.0,9.0,16.0
2022-09-22T01:56:30,24.0,12.0,12.0,14.0,16.0,15.0,8.0,,8.0,10.0,17.0,8.0,15.0
2022-09-22T01:57:00,22.0,13.0,13.0,15.0,15.0,14.0,8.0,,7.0,11.0,21.0,8.0,15.0
2022-09-22T01:57:30,20.0,12.0,13.0,15.0,13.0,14.0,11.0,,8.0,11.0,18.0,8.0,19.0
2022-09-22T01:58:00,20.0,13.0,12.0,14.0,12.0,13.0,9.0,,8.0,11.0,16.0,8.0,21.0
2022-09-22T01:58:30,21.0,13.0,13.0,14.0,11.0,14.0,9.0,,6.0,14.0,18.0,7.0,25.0
2022-09-22T01:59:00,21.0,12.0,12.0,14.0,11.0,14.0,13.0,,5.0,11.0,18.0,8.0,18.0
2022-09-22T01:59:30,20.0,13.0,12.0,15.0,11.0,13.0,15.0,,6.0,9.0,13.0,8.0,15.0
2022-09-22T02:00:00,20.0,12.0,13.0,14.0,11.0,14.0,12.0,,11.0,14.0,14.0,8.0,14.0
2022-09-22T02:00:30,21.0,13.0,12.0,14.0,12.0,14.0,11.0,,8.0,15.0,14.0,9.0,14.0
2022-09-22T02:01:00,20.0,13.0,13.0,15.0,13.0,14.0,15.0,,6.0,13.0,14.0,9.0,14.0
2022-09-22T02:01:30,21.0,12.0,12.0,15.0,12.0,14.0,15.0,,7.0,12.0,14.0,9.0,14.0
2022-09-22T02:02:00,22.0,12.0,12.0,15.0,11.0,14.0,15.0,,,12.0,13.0,9.0,15.0
2022-09-22T02:02:30,22.0,12.0,12.0,14.0,13.0,15.0,19.0,,7.0,13.0,17.0,9.0,15.0
2022-09-22T02:03:00,19.0,12.0,12.0,14.0,12.0,13.0,19.0,,8.0,14.0,15.0,9.0,17.0
2022-09-22T02:03:30,20.0,12.0,12.0,15.0,11.0,14.0,19.0,,6.0,14.0,13.0,8.0,17.0
2022-09-22T02:04:00,21.0,11.0,12.0,15.0,12.0,14.0,18.0,,6.0,12.0,22.0,9.0,16.0
2022-09-22T02:04:30,21.0,12.0,12.0,14.0,11.0,12.0,20.0,,,12.0,14.0,9.0,16.0
2022-09-22T02:05:00,22.0,12.0,12.0,15.0,11.0,13.0,18.0,,8.0,13.0,13.0,10.0,15.0
2022-09-22T02:05:30,22.0,12.0,12.0,15.0,10.0,11.0,20.0,,7.0,12.0,12.0,9.0,15.0
2022-09-22T02:06:00,22.0,,12.0,15.0,10.0,11.0,,,8.0,12.0,13.0,10.0,14.0
2022-09-22T02:06:30,23.0,12.0,13.0,15.0,11.0,11.0,22.0,,6.0,13.0,12.0,9.0,
2022-09-22T02:07:00,23.0,12.0,12.0,15.0,10.0,11.0,23.0,,5.0,14.0,12.0,9.0,16.0
2022-09-22T02:07:30,22.0,11.0,12.0,15.0,11.0,9.0,26.0,,9.0,12.0,14.0,8.0,16.0
2022-09-22T02:08:00,23.0,12.0,12.0,15.0,11.0,9.0,24.0,,9.0,12.0,15.0,8.0,15.0
2022-09-22T02:08:30,22.0,12.0,11.0,15.0,11.0,8.0,22.0,,5.0,15.0,16.0,8.0,16.0
2022-09-22T02:09:00,21.0,11.0,12.0,15.0,13.0,9.0,19.0,,6.0,12.0,16.0,9.0,16.0
2022-09-22T02:09:30,20.0,11.0,12.0,15.0,11.0,9.0,23.0,,7.0,15.0,15.0,8.0,15.0
2022-09-22T02:10:00,19.0,11.0,13.0,14.0,12.0,10.0,24.0,,7.0,9.0,12.0,9.0,15.0
2022-09-22T02:10:30,19.0,11.0,12.0,15.0,11.0,9.0,25.0,,7.0,12.0,12.0,9.0,16.0
2022-09-22T02:11:00,19.0,11.0,13.0,15.0,11.0,8.0,25.0,,6.0,13.0,12.0,8.0,16.0
2022-09-22T02:11:30,18.0,12.0,12.0,16.0,12.0,9.0,25.0,,7.0,11.0,10.0,8.0,17.0
2022-09-22T02:12:00,17.0,11.0,13.0,13.0,12.0,8.0,,,,11.0,10.0,8.0,14.0
2022-09-22T02:13:00,19.0,20.0,12.0,14.0,12.0,8.0,,,7.0,9.0,10.0,8.0,14.0
2022-09-22T02:13:30,19.0,11.0,,14.0,13.0,8.0,24.0,,8.0,11.0,10.0,7.0,14.0
2022-09-22T02:14:00,18.0,11.0,13.0,14.0,12.0,8.0,26.0,,7.0,10.0,10.0,6.0,14.0
2022-09-22T02:14:30,19.0,11.0,12.0,,13.0,8.0,25.0,,,10.0,9.0,7.0,14.0
2022-09-22T02:15:00,19.0,12.0,13.0,13.0,13.0,8.0,25.0,,6.0,9.0,9.0,6.0,14.0
2022-09-22T02:15:30,19.0,12.0,12.0,13.0,13.0,9.0,25.0,,7.0,8.0,9.0,6.0,13.0
2022-09-22T02:16:00,19.0,11.0,13.0,14.0,12.0,10.0,24.0,,6.0,8.0,11.0,5.0,13.0
2022-09-22T02:16:30,19.0,12.0,14.0,13.0,15.0,9.0,24.0,,6.0,8.0,11.0,6.0,14.0
2022-09-22T02:17:00,19.0,11.0,13.0,,15.0,8.0,22.0,,,8.0,12.0,6.0,13.0
2022-09-22T02:17:30,20.0,12.0,13.0,14.0,13.0,9.0,22.0,,5.0,8.0,11.0,7.0,13.0
2022-09-22T02:18:00,19.0,11.0,13.0,14.0,15.0,9.0,20.0,,4.0,9.0,10.0,7.0,11.0
2022-09-22T02:18:30,20.0,12.0,12.0,15.0,,9.0,20.0,,5.0,9.0,10.0,5.0,11.0
2022-09-22T02:19:00,19.0,12.0,12.0,14.0,16.0,8.0,,,6.0,7.0,10.0,5.0,11.0
2022-09-22T02:19:30,18.0,13.0,12.0,14.0,19.0,9.0,20.0,,5.0,,10.0,5.0,12.0
2022-09-22T02:20:00,19.0,11.0,13.0,14.0,19.0,10.0,23.0,,4.0,6.0,10.0,5.0,13.0
2022-09-22T02:20:30,19.0,11.0,12.0,14.0,18.0,9.0,20.0,,3.0,8.0,10.0,5.0,13.0
2022-09-22T02:21:00,18.0,12.0,12.0,14.0,18.0,9.0,21.0,,6.0,8.0,10.0,5.0,10.0
2022-09-22T02:21:30,18.0,12.0,12.0,14.0,18.0,9.0,20.0,,4.0,5.0,10.0,4.0,10.0
2022-09-22T02:22:00,19.0,11.0,13.0,14.0,17.0,9.0,19.0,,3.0,8.0,9.0,5.0,9.0
2022-09-22T02:22:30,18.0,12.0,12.0,14.0,18.0,9.0,17.0,,5.0,3.0,9.0,5.0,9.0
2022-09-22T02:23:00,19.0,12.0,13.0,14.0,19.0,8.0,17.0,,6.0,5.0,10.0,5.0,10.0
2022-09-22T02:23:30,21.0,11.0,12.0,16.0,20.0,9.0,18.0,,4.0,6.0,10.0,5.0,8.0
2022-09-22T02:24:00,19.0,12.0,12.0,15.0,20.0,8.0,17.0,,4.0,5.0,9.0,4.0,8.0
2022-09-22T02:24:30,19.0,13.0,11.0,14.0,18.0,9.0,20.0,,,7.0,8.0,4.0,8.0
2022-09-22T02:25:00,21.0,12.0,12.0,14.0,18.0,9.0,21.0,,5.0,7.0,8.0,4.0,10.0
2022-09-22T02:25:30,20.0,13.0,13.0,14.0,16.0,10.0,19.0,,4.0,6.0,8.0,4.0,10.0
2022-09-22T02:26:00,20.0,13.0,13.0,14.0,15.0,9.0,21.0,,5.0,5.0,9.0,5.0,9.0
2022-09-22T02:26:30,21.0,12.0,12.0,15.0,15.0,9.0,19.0,,4.0,5.0,9.0,5.0,10.0
2022-09-22T02:27:00,21.0,13.0,13.0,14.0,16.0,8.0,19.0,,,5.0,10.0,4.0,9.0
2022-09-22T02:27:30,22.0,11.0,11.0,15.0,15.0,8.0,21.0,,3.0,3.0,11.0,4.0,
2022-09-22T02:28:00,24.0,12.0,13.0,15.0,15.0,9.0,21.0,,4.0,5.0,11.0,5.0,10.0
2022-09-22T02:28:30,24.0,12.0,12.0,15.0,15.0,9.0,18.0,,4.0,5.0,11.0,4.0,9.0
2022-09-22T02:29:00,23.0,11.0,13.0,16.0,15.0,8.0,17.0,,2.0,5.0,11.0,4.0,9.0
2022-09-22T02:29:30,24.0,12.0,13.0,18.0,15.0,9.0,18.0,,2.0,7.0,11.0,4.0,7.0
2022-09-22T02:30:00,26.0,11.0,13.0,18.0,14.0,9.0,16.0,,2.0,7.0,12.0,4.0,8.0
2022-09-22T02:30:30,25.0,12.0,13.0,17.0,14.0,9.0,16.0,,2.0,5.0,11.0,4.0,8.0
2022-09-22T02:31:00,25.0,13.0,14.0,17.0,15.0,9.0,16.0,,3.0,6.0,11.0,4.0,8.0
2022-09-22T02:31:30,26.0,13.0,13.0,17.0,14.0,9.0,19.0,,3.0,6.0,10.0,4.0,8.0
2022-09-22T02:32:00,25.0,13.0,13.0,17.0,16.0,10.0,16.0,,3.0,6.0,11.0,4.0,8.0
2022-09-22T02:32:30,24.0,13.0,13.0,17.0,17.0,9.0,15.0,,2.0,5.0,11.0,4.0,8.0
2022-09-22T02:33:00,25.0,14.0,13.0,16.0,17.0,10.0,18.0,,3.0,5.0,10.0,4.0,8.0
2022-09-22T02:33:30,24.0,13.0,,15.0,18.0,10.0,15.0,,4.0,4.0,11.0,4.0,7.0
2022-09-22T02:34:00,25.0,13.0,13.0,15.0,17.0,9.0,14.0,,3.0,4.0,12.0,4.0,7.0
2022-09-22T02:34:30,26.0,14.0,12.0,17.0,16.0,10.0,17.0,,4.0,4.0,12.0,4.0,8.0
2022-09-22T02:35:00,24.0,13.0,13.0,16.0,18.0,9.0,13.0,,3.0,5.0,12.0,3.0,7.0
2022-09-22T02:35:30,24.0,13.0,13.0,17.0,16.0,9.0,16.0,,3.0,3.0,12.0,4.0,8.0
2022-09-22T02:36:00,25.0,14.0,13.0,17.0,18.0,9.0,14.0,,2.0,,13.0,4.0,9.0
2022-09-22T02:36:30,26.0,13.0,12.0,18.0,17.0,10.0,17.0,,3.0,4.0,12.0,4.0,8.0
2022-09-22T02:37:00,29.0,13.0,13.0,17.0,16.0,10.0,17.0,,1.0,3.0,13.0,3.0,7.0
2022-09-22T02:37:30,28.0,14.0,14.0,18.0,16.0,10.0,15.0,,2.0,6.0,13.0,4.0,7.0
2022-09-22T02:38:00,26.0,14.0,13.0,16.0,17.0,11.0,17.0,,2.0,4.0,13.0,3.0,8.0
2022-09-22T02:38:30,27.0,13.0,13.0,17.0,16.0,12.0,18.0,,2.0,3.0,12.0,4.0,7.0
2022-09-22T02:39:00,28.0,14.0,13.0,16.0,17.0,12.0,15.0,,2.0,4.0,12.0,4.0,7.0
2022-09-22T02:39:30,27.0,,14.0,18.0,16.0,13.0,13.0,,1.0,4.0,12.0,4.0,7.0
2022-09-22T02:40:00,29.0,13.0,13.0,18.0,15.0,13.0,17.0,,2.0,5.0,13.0,4.0,7.0
2022-09-22T02:40:30,29.0,13.0,13.0,17.0,17.0,13.0,12.0,,2.0,3.0,12.0,3.0,8.0
2022-09-22T02:41:00,27.0,13.0,14.0,17.0,17.0,14.0,16.0,,2.0,5.0,12.0,3.0,7.0
2022-09-22T02:41:30,28.0,15.0,14.0,15.0,16.0,14.0,16.0,,2.0,4.0,12.0,3.0,7.0
2022-09-22T02:42:00,27.0,14.0,15.0,16.0,15.0,14.0,16.0,,2.0,5.0,12.0,3.0,7.0
2022-09-22T02:42:30,29.0,14.0,15.0,16.0,15.0,13.0,17.0,,2.0,3.0,13.0,3.0,8.0
2022-09-22T02:43:00,29.0,14.0,14.0,16.0,16.0,14.0,13.0,,3.0,4.0,12.0,3.0,10.0
2022-09-22T02:43:30,29.0,14.0,15.0,16.0,15.0,15.0,13.0,,2.0,4.0,13.0,3.0,10.0
2022-09-22T02:44:00,28.0,13.0,15.0,15.0,16.0,16.0,15.0,,2.0,4.0,14.0,3.0,10.0
2022-09-22T02:44:30,28.0,14.0,15.0,16.0,15.0,16.0,16.0,,2.0,2.0,13.0,3.0,12.0
2022-09-22T02:45:00,26.0,19.0,14.0,17.0,17.0,16.0,14.0,,1.0,3.0,14.0,3.0,11.0
2022-09-22T02:45:30,26.0,15.0,13.0,16.0,17.0,17.0,16.0,,2.0,3.0,14.0,3.0,10.0
2022-09-22T02:46:00,28.0,14.0,,16.0,17.0,15.0,16.0,,2.0,2.0,14.0,3.0,13.0
2022-09-22T02:46:30,27.0,15.0,13.0,16.0,16.0,16.0,15.0,,2.0,2.0,13.0,3.0,12.0
2022-09-22T02:47:00,26.0,15.0,15.0,16.0,15.0,16.0,16.0,,2.0,3.0,14.0,3.0,14.0
2022-09-22T02:47:30,27.0,15.0,14.0,16.0,16.0,15.0,14.0,,2.0,6.0,15.0,3.0,15.0
2022-09-22T02:48:00,29.0,16.0,15.0,16.0,17.0,17.0,14.0,,3.0,3.0,14.0,3.0,15.0
2022-09-22T02:48:30,28.0,16.0,15.0,17.0,15.0,17.0,17.0,,2.0,2.0,14.0,3.0,
2022-09-22T02:49:00,28.0,16.0,16.0,17.0,16.0,17.0,15.0,,1.0,4.0,13.0,3.0,20.0
2022-09-22T02:49:30,29.0,16.0,15.0,16.0,16.0,16.0,18.0,,2.0,3.0,13.0,3.0,18.0
2022-09-22T02:50:00,29.0,16.0,15.0,16.0,15.0,16.0,17.0,,1.0,4.0,13.0,3.0,12.0
2022-09-22T02:50:30,28.0,16.0,13.0,16.0,16.0,15.0,17.0,,1.0,4.0,14.0,3.0,13.0
2022-09-22T02:51:00,29.0,16.0,13.0,17.0,15.0,15.0,16.0,,2.0,2.0,15.0,4.0,13.0
2022-09-22T02:51:30,30.0,14.0,14.0,16.0,15.0,15.0,17.0,,1.0,4.0,16.0,3.0,13.0
2022-09-22T02:52:00,30.0,15.0,14.0,16.0,15.0,15.0,15.0,,3.0,3.0,16.0,3.0,13.0
2022-09-22T02:52:30,32.0,15.0,15.0,16.0,16.0,16.0,20.0,,2.0,3.0,17.0,3.0,12.0
2022-09-22T02:53:00,32.0,17.0,15.0,16.0,14.0,16.0,16.0,,2.0,3.0,17.0,3.0,13.0
2022-09-22T02:53:30,32.0,16.0,15.0,17.0,16.0,15.0,16.0,,1.0,4.0,16.0,3.0,14.0
2022-09-22T02:54:00,33.0,16.0,15.0,16.0,16.0,16.0,17.0,,3.0,3.0,16.0,3.0,13.0
2022-09-22T02:54:30,,15.0,15.0,16.0,18.0,16.0,14.0,,2.0,4.0,18.0,3.0,14.0
2022-09-22T02:55:00,,15.0,15.0,17.0,18.0,16.0,,,2.0,2.0,17.0,3.0,14.0
2022-09-22T02:55:30,33.0,15.0,14.0,17.0,18.0,16.0,19.0,,1.0,3.0,16.0,3.0,14.0
2022-09-22T02:56:00,,14.0,13.0,17.0,19.0,18.0,20.0,,,3.0,17.0,3.0,14.0
2022-09-22T02:56:30,,15.0,15.0,16.0,21.0,18.0,16.0,,2.0,3.0,18.0,3.0,15.0
2022-09-22T02:57:00,,14.0,15.0,17.0,21.0,17.0,16.0,,2.0,5.0,17.0,3.0,15.0
2022-09-22T02:57:30,33.0,15.0,15.0,17.0,18.0,17.0,16.0,,2.0,2.0,17.0,3.0,15.0
2022-09-22T02:58:00,32.0,15.0,14.0,17.0,18.0,17.0,15.0,,2.0,2.0,18.0,3.0,16.0
2022-09-22T02:58:30,29.0,15.0,14.0,16.0,18.0,17.0,16.0,,3.0,2.0,19.0,3.0,18.0
2022-09-22T02:59:00,25.0,15.0,14.0,16.0,18.0,16.0,16.0,,2.0,2.0,18.0,3.0,20.0
2022-09-22T02:59:30,26.0,15.0,15.0,17.0,18.0,18.0,17.0,,2.0,3.0,20.0,3.0,19.0
2022-09-22T03:00:00,27.0,15.0,15.0,17.0,18.0,19.0,16.0,,2.0,3.0,20.0,3.0,18.0
2022-09-22T03:00:30,29.0,15.0,16.0,18.0,17.0,18.0,16.0,,2.0,2.0,20.0,3.0,20.0
2022-09-22T03:01:00,28.0,14.0,14.0,18.0,17.0,18.0,16.0,,3.0,4.0,22.0,3.0,22.0
2022-09-22T03:01:30,27.0,15.0,17.0,18.0,16.0,18.0,16.0,,2.0,2.0,24.0,3.0,25.0
2022-09-22T03:02:00,26.0,17.0,17.0,16.0,16.0,17.0,13.0,,1.0,3.0,24.0,3.0,27.0
2022-09-22T03:02:30,25.0,18.0,18.0,17.0,17.0,17.0,16.0,,1.0,4.0,24.0,3.0,28.0
2022-09-22T03:03:00,25.0,18.0,18.0,18.0,16.0,18.0,14.0,,1.0,2.0,23.0,3.0,
2022-09-22T03:03:30,26.0,16.0,19.0,17.0,16.0,18.0,14.0,,2.0,2.0,24.0,3.0,
2022-09-22T03:04:00,25.0,18.0,19.0,16.0,17.0,17.0,17.0,,2.0,3.0,24.0,3.0,
2022-09-22T03:04:30,25.0,16.0,19.0,16.0,15.0,18.0,13.0,,1.0,4.0,25.0,3.0,
2022-09-22T03:05:00,24.0,16.0,18.0,16.0,15.0,17.0,12.0,,0.0,2.0,26.0,3.0,28.0
2022-09-22T03:05:30,24.0,16.0,18.0,16.0,16.0,18.0,18.0,,2.0,2.0,24.0,3.0,
2022-09-22T03:06:00,23.0,17.0,17.0,17.0,15.0,17.0,15.0,,0.0,3.0,25.0,3.0,
2022-09-22T03:06:30,22.0,16.0,16.0,16.0,15.0,19.0,15.0,,,3.0,24.0,3.0,
2022-09-22T03:07:00,23.0,15.0,16.0,16.0,17.0,18.0,15.0,,2.0,3.0,25.0,3.0,
2022-09-22T03:07:30,23.0,15.0,16.0,17.0,16.0,18.0,12.0,,2.0,3.0,24.0,3.0,
2022-09-22T03:08:00,23.0,15.0,16.0,17.0,18.0,18.0,12.0,,2.0,4.0,25.0,3.0,
2022-09-22T03:08:30,23.0,16.0,16.0,17.0,18.0,17.0,13.0,,1.0,2.0,25.0,3.0,
2022-09-22T03:09:00,22.0,15.0,15.0,,,18.0,13.0,,2.0,4.0,24.0,3.0,
2022-09-22T03:09:30,22.0,15.0,15.0,16.0,17.0,17.0,10.0,,2.0,2.0,26.0,3.0,
2022-09-22T03:10:00,22.0,15.0,15.0,17.0,18.0,17.0,12.0,,2.0,2.0,25.0,3.0,
2022-09-22T03:10:30,21.0,16.0,17.0,17.0,21.0,17.0,12.0,,2.0,5.0,25.0,3.0,
2022-09-22T03:11:00,21.0,16.0,16.0,17.0,21.0,18.0,13.0,,1.0,5.0,26.0,3.0,
2022-09-22T03:11:30,20.0,16.0,15.0,17.0,20.0,17.0,15.0,,1.0,4.0,24.0,3.0,
2022-09-22T03:12:00,22.0,15.0,16.0,,20.0,17.0,14.0,,1.0,4.0,24.0,3.0,
2022-09-22T03:12:30,20.0,15.0,18.0,17.0,20.0,17.0,13.0,,2.0,4.0,25.0,3.0,
2022-09-22T03:13:00,22.0,16.0,17.0,16.0,22.0,17.0,13.0,,1.0,2.0,25.0,3.0,
2022-09-22T03:13:30,22.0,15.0,16.0,17.0,23.0,17.0,12.0,,4.0,5.0,23.0,3.0,
2022-09-22T03:14:00,21.0,15.0,20.0,16.0,22.0,16.0,12.0,,2.0,4.0,25.0,4.0,
2022-09-22T03:14:30,22.0,15.0,22.0,17.0,22.0,16.0,13.0,,2.0,5.0,24.0,4.0,
2022-09-22T03:15:00,22.0,15.0,23.0,18.0,22.0,17.0,11.0,,2.0,4.0,25.0,5.0,
2022-09-22T03:15:30,21.0,16.0,22.0,18.0,22.0,17.0,12.0,,2.0,7.0,24.0,6.0,
2022-09-22T03:16:00,22.0,16.0,25.0,19.0,21.0,18.0,12.0,,2.0,8.0,23.0,6.0,
2022-09-22T03:16:30,22.0,17.0,23.0,19.0,21.0,17.0,7.0,,3.0,8.0,23.0,6.0,
2022-09-22T03:17:00,23.0,15.0,23.0,17.0,20.0,17.0,6.0,,3.0,8.0,23.0,6.0,
2022-09-22T03:17:30,22.0,16.0,23.0,18.0,20.0,16.0,7.0,,2.0,6.0,22.0,5.0,
2022-09-22T03:18:00,23.0,15.0,23.0,17.0,19.0,17.0,10.0,,,5.0,23.0,5.0,
2022-09-22T03:18:30,23.0,17.0,23.0,18.0,21.0,17.0,6.0,,4.0,6.0,22.0,5.0,
2022-09-22T03:19:00,21.0,16.0,22.0,18.0,20.0,17.0,7.0,,2.0,5.0,22.0,6.0,
2022-09-22T03:19:30,21.0,15.0,23.0,19.0,20.0,18.0,7.0,,4.0,7.0,20.0,6.0,
2022-09-22T03:20:00,22.0,17.0,23.0,19.0,19.0,17.0,7.0,,3.0,6.0,22.0,6.0,
2022-09-22T03:20:30,25.0,18.0,23.0,18.0,18.0,17.0,6.0,,4.0,7.0,20.0,5.0,
2022-09-22T03:21:00,25.0,20.0,22.0,17.0,18.0,17.0,9.0,,4.0,7.0,22.0,5.0,
2022-09-22T03:21:30,24.0,22.0,21.0,18.0,16.0,16.0,9.0,,2.0,6.0,23.0,6.0,
2022-09-22T03:22:00,25.0,23.0,20.0,19.0,16.0,17.0,6.0,,4.0,5.0,21.0,5.0,
2022-09-22T03:22:30,25.0,26.0,20.0,19.0,16.0,17.0,6.0,,4.0,5.0,22.0,6.0,
2022-09-22T03:23:00,25.0,25.0,20.0,18.0,17.0,17.0,6.0,,3.0,6.0,21.0,5.0,
2022-09-22T03:23:30,25.0,,19.0,19.0,16.0,18.0,7.0,,4.0,6.0,21.0,4.0,
2022-09-22T03:24:00,25.0,,19.0,19.0,17.0,19.0,,,5.0,7.0,21.0,5.0,
2022-09-22T03:24:30,26.0,,20.0,19.0,16.0,17.0,6.0,,4.0,6.0,22.0,5.0,
2022-09-22T03:25:00,26.0,,20.0,19.0,15.0,18.0,5.0,,3.0,7.0,,5.0,
2022-09-22T03:25:30,26.0,,22.0,18.0,15.0,17.0,6.0,,3.0,7.0,21.0,5.0,
2022-09-22T03:26:00,25.0,,20.0,17.0,16.0,17.0,5.0,,3.0,7.0,21.0,6.0,
2022-09-22T03:26:30,26.0,,21.0,17.0,15.0,18.0,4.0,,4.0,6.0,22.0,5.0,
2022-09-22T03:27:00,26.0,,21.0,19.0,16.0,16.0,4.0,,3.0,6.0,20.0,5.0,
2022-09-22T03:27:30,22.0,,20.0,19.0,15.0,17.0,4.0,,3.0,7.0,21.0,5.0,
2022-09-22T03:28:00,24.0,,19.0,19.0,16.0,17.0,3.0,,3.0,8.0,20.0,5.0,
2022-09-22T03:28:30,26.0,,18.0,19.0,15.0,17.0,3.0,,4.0,9.0,22.0,5.0,
2022-09-22T03:29:00,23.0,,20.0,20.0,15.0,18.0,5.0,,3.0,6.0,21.0,5.0,
2022-09-22T03:29:30,22.0,,23.0,19.0,15.0,17.0,3.0,,5.0,6.0,21.0,5.0,
2022-09-22T03:30:00,23.0,,25.0,20.0,15.0,18.0,3.0,,8.0,5.0,23.0,4.0,29.0
2022-09-22T03:30:30,22.0,,24.0,19.0,15.0,16.0,2.0,,5.0,6.0,23.0,5.0,29.0
2022-09-22T03:31:00,22.0,,24.0,19.0,15.0,15.0,4.0,,3.0,7.0,,5.0,27.0
2022-09-22T03:31:30,23.0,,24.0,19.0,16.0,16.0,2.0,,,5.0,21.0,4.0,27.0
2022-09-22T03:32:00,22.0,,24.0,20.0,15.0,16.0,3.0,,3.0,5.0,21.0,5.0,28.0
2022-09-22T03:32:30,23.0,,23.0,19.0,14.0,15.0,3.0,,4.0,6.0,,5.0,27.0
2022-09-22T03:33:00,23.0,,24.0,21.0,15.0,15.0,3.0,,2.0,5.0,21.0,5.0,29.0
2022-09-22T03:33:30,22.0,,23.0,20.0,15.0,15.0,3.0,,3.0,5.0,21.0,5.0,29.0
2022-09-22T03:34:00,22.0,,24.0,21.0,14.0,15.0,2.0,,4.0,4.0,21.0,5.0,28.0
2022-09-22T03:34:30,21.0,25.0,26.0,20.0,14.0,15.0,3.0,,6.0,4.0,21.0,5.0,29.0
2022-09-22T03:35:00,21.0,24.0,26.0,19.0,14.0,16.0,2.0,,6.0,5.0,20.0,4.0,29.0
2022-09-22T03:35:30,21.0,24.0,24.0,21.0,,16.0,3.0,,4.0,6.0,21.0,4.0,
2022-09-22T03:36:00,21.0,24.0,24.0,21.0,13.0,16.0,4.0,,5.0,5.0,20.0,4.0,28.0
2022-09-22T03:36:30,21.0,25.0,24.0,22.0,14.0,18.0,3.0,,3.0,3.0,19.0,4.0,28.0
2022-09-22T03:37:30,21.0,21.0,22.0,22.0,13.0,16.0,3.0,,7.0,6.0,21.0,4.0,28.0
2022-09-22T03:38:00,21.0,22.0,22.0,22.0,14.0,15.0,2.0,,3.0,6.0,20.0,4.0,28.0
2022-09-22T03:38:30,21.0,23.0,24.0,23.0,14.0,14.0,1.0,,4.0,4.0,20.0,4.0,27.0
2022-09-22T03:39:00,21.0,21.0,26.0,23.0,13.0,14.0,2.0,,3.0,3.0,19.0,4.0,28.0
2022-09-22T03:39:30,20.0,23.0,29.0,22.0,13.0,13.0,1.0,,3.0,5.0,20.0,4.0,29.0
2022-09-22T03:40:00,20.0,26.0,26.0,23.0,14.0,13.0,1.0,,3.0,5.0,18.0,3.0,27.0
2022-09-22T03:40:30,22.0,24.0,28.0,21.0,13.0,14.0,3.0,,2.0,4.0,18.0,4.0,25.0
2022-09-22T03:41:00,22.0,24.0,,22.0,13.0,13.0,3.0,,2.0,5.0,18.0,4.0,26.0
2022-09-22T03:41:30,22.0,24.0,27.0,23.0,12.0,13.0,3.0,,3.0,4.0,20.0,3.0,23.0
2022-09-22T03:42:00,25.0,22.0,28.0,22.0,13.0,14.0,3.0,,2.0,4.0,18.0,3.0,
2022-09-22T03:42:30,26.0,22.0,29.0,21.0,13.0,15.0,2.0,,2.0,3.0,19.0,3.0,25.0
2022-09-22T03:43:00,25.0,21.0,29.0,21.0,13.0,14.0,3.0,,2.0,2.0,17.0,3.0,26.0
2022-09-22T03:43:30,27.0,21.0,29.0,21.0,13.0,16.0,2.0,,3.0,3.0,19.0,,25.0
2022-09-22T03:44:00,27.0,19.0,,22.0,13.0,15.0,2.0,,1.0,3.0,19.0,3.0,24.0
2022-09-22T03:44:30,26.0,18.0,29.0,23.0,13.0,14.0,2.0,,4.0,4.0,20.0,4.0,24.0
2022-09-22T03:45:00,29.0,17.0,28.0,22.0,14.0,15.0,3.0,,3.0,3.0,19.0,4.0,22.0
2022-09-22T03:45:30,29.0,16.0,29.0,22.0,12.0,13.0,3.0,,3.0,4.0,19.0,3.0,20.0
2022-09-22T03:46:00,28.0,17.0,28.0,21.0,13.0,13.0,2.0,,,4.0,19.0,3.0,22.0
2022-09-22T03:46:30,29.0,16.0,28.0,22.0,13.0,13.0,2.0,,3.0,3.0,20.0,3.0,20.0
2022-09-22T03:47:00,29.0,16.0,26.0,22.0,13.0,14.0,3.0,,3.0,2.0,19.0,3.0,19.0
2022-09-22T03:47:30,32.0,16.0,26.0,21.0,13.0,14.0,2.0,,4.0,4.0,19.0,3.0,19.0
2022-09-22T03:48:00,33.0,16.0,26.0,21.0,11.0,13.0,4.0,,,4.0,19.0,3.0,19.0
2022-09-22T03:48:30,31.0,16.0,26.0,22.0,12.0,15.0,3.0,,4.0,4.0,19.0,4.0,19.0
2022-09-22T03:49:00,32.0,17.0,25.0,22.0,12.0,14.0,3.0,,5.0,3.0,18.0,3.0,21.0
