DATETIME,TANGARA_2BBA,TANGARA_14D6,TANGARA_1CE2,TANGARA_1FCA,TANGARA_2492,TANGARA_2FF6,TANGARA_48C6,TANGARA_4D7A,TANGARA_532E,TANGARA_EA06,TANGARA_F1AE,TANGARA_FAC6,TANGARA_06BE
2022-09-22T12:53:30,16.0,16.0,16.0,19.0,15.0,20.0,18.0,4.0,23.0,55.0,26.0,32.0,20.0
2022-09-22T12:54:00,15.0,15.0,16.0,18.0,16.0,18.0,16.0,5.0,32.0,67.0,28.0,32.0,20.0
2022-09-22T12:54:30,16.0,16.0,14.0,18.0,15.0,18.0,18.0,4.0,23.0,59.0,31.0,32.0,
2022-09-22T12:55:00,15.0,14.0,15.0,20.0,16.0,19.0,17.0,5.0,23.0,58.0,28.0,32.0,20.0
2022-09-22T12:55:30,16.0,15.0,16.0,19.0,16.0,18.0,14.0,4.0,24.0,62.0,26.0,33.0,20.0
2022-09-22T12:56:00,15.0,14.0,16.0,17.0,17.0,19.0,15.0,4.0,24.0,58.0,26.0,33.0,19.0
2022-09-22T12:56:30,15.0,16.0,16.0,18.0,17.0,18.0,17.0,3.0,28.0,58.0,28.0,33.0,20.0
2022-09-22T12:57:00,15.0,17.0,15.0,18.0,18.0,18.0,18.0,4.0,28.0,64.0,28.0,33.0,19.0
2022-09-22T12:57:30,16.0,15.0,16.0,19.0,16.0,20.0,14.0,4.0,,61.0,26.0,33.0,20.0
2022-09-22T12:58:00,16.0,14.0,16.0,19.0,17.0,19.0,18.0,4.0,22.0,59.0,27.0,33.0,20.0
2022-09-22T12:58:30,15.0,15.0,14.0,17.0,17.0,19.0,18.0,4.0,21.0,63.0,27.0,35.0,18.0
2022-09-22T12:59:00,15.0,16.0,15.0,17.0,16.0,19.0,18.0,4.0,24.0,63.0,27.0,34.0,20.0
2022-09-22T12:59:30,16.0,15.0,15.0,19.0,16.0,20.0,16.0,4.0,20.0,62.0,25.0,34.0,20.0
2022-09-22T13:00:00,15.0,15.0,17.0,19.0,17.0,19.0,14.0,4.0,23.0,61.0,26.0,35.0,18.0
2022-09-22T13:00:30,15.0,15.0,17.0,19.0,18.0,20.0,14.0,,23.0,59.0,28.0,34.0,19.0
2022-09-22T13:01:00,15.0,15.0,15.0,19.0,17.0,20.0,15.0,5.0,22.0,49.0,29.0,32.0,21.0
2022-09-22T13:01:30,14.0,17.0,15.0,17.0,19.0,19.0,12.0,6.0,25.0,49.0,28.0,33.0,19.0
2022-09-22T13:02:00,14.0,17.0,15.0,18.0,18.0,20.0,16.0,6.0,22.0,52.0,27.0,33.0,20.0
2022-09-22T13:02:30,14.0,16.0,15.0,20.0,16.0,19.0,14.0,6.0,26.0,58.0,26.0,34.0,19.0
2022-09-22T13:03:00,14.0,16.0,16.0,18.0,18.0,19.0,14.0,7.0,26.0,53.0,25.0,34.0,19.0
2022-09-22T13:03:30,14.0,16.0,16.0,20.0,19.0,20.0,15.0,6.0,26.0,54.0,26.0,33.0,22.0
2022-09-22T13:04:00,13.0,16.0,15.0,,18.0,19.0,19.0,6.0,26.0,57.0,26.0,32.0,22.0
2022-09-22T13:04:30,14.0,16.0,16.0,19.0,17.0,21.0,15.0,6.0,22.0,54.0,25.0,32.0,20.0
2022-09-22T13:05:00,13.0,15.0,15.0,19.0,16.0,20.0,13.0,6.0,22.0,61.0,23.0,32.0,22.0
2022-09-22T13:05:30,13.0,15.0,15.0,19.0,16.0,19.0,17.0,7.0,21.0,57.0,22.0,32.0,21.0
2022-09-22T13:06:00,14.0,16.0,16.0,18.0,18.0,19.0,13.0,6.0,23.0,59.0,23.0,32.0,22.0
2022-09-22T13:06:30,14.0,15.0,16.0,19.0,,19.0,13.0,6.0,23.0,55.0,23.0,32.0,21.0
2022-09-22T13:07:00,14.0,16.0,16.0,20.0,17.0,19.0,16.0,7.0,25.0,59.0,23.0,32.0,21.0
2022-09-22T13:07:30,15.0,16.0,17.0,21.0,17.0,20.0,13.0,7.0,27.0,55.0,21.0,32.0,20.0
2022-09-22T13:08:00,15.0,17.0,17.0,20.0,16.0,20.0,13.0,7.0,24.0,59.0,22.0,32.0,20.0
2022-09-22T13:08:30,15.0,15.0,16.0,20.0,16.0,18.0,17.0,7.0,27.0,57.0,21.0,32.0,21.0
2022-09-22T13:09:00,15.0,15.0,16.0,18.0,16.0,19.0,13.0,7.0,27.0,62.0,19.0,32.0,
2022-09-22T13:09:30,15.0,,,18.0,15.0,18.0,13.0,6.0,23.0,60.0,19.0,31.0,22.0
2022-09-22T13:10:00,13.0,16.0,15.0,18.0,16.0,19.0,15.0,7.0,25.0,58.0,17.0,29.0,
2022-09-22T13:10:30,14.0,17.0,16.0,18.0,17.0,20.0,14.0,7.0,23.0,49.0,18.0,30.0,21.0
2022-09-22T13:11:00,14.0,16.0,16.0,19.0,16.0,20.0,13.0,6.0,24.0,52.0,20.0,30.0,22.0
2022-09-22T13:11:30,15.0,16.0,15.0,19.0,16.0,21.0,12.0,7.0,22.0,54.0,18.0,28.0,21.0
2022-09-22T13:12:00,15.0,16.0,16.0,18.0,16.0,20.0,16.0,6.0,22.0,51.0,17.0,28.0,21.0
2022-09-22T13:12:30,14.0,17.0,16.0,17.0,15.0,20.0,16.0,6.0,24.0,49.0,16.0,29.0,22.0
2022-09-22T13:13:00,14.0,16.0,17.0,18.0,17.0,21.0,15.0,6.0,26.0,55.0,15.0,28.0,21.0
2022-09-22T13:13:30,15.0,16.0,16.0,17.0,17.0,19.0,,6.0,,49.0,17.0,29.0,21.0
2022-09-22T13:14:00,15.0,16.0,15.0,18.0,16.0,19.0,,6.0,26.0,50.0,16.0,28.0,22.0
2022-09-22T13:14:30,14.0,16.0,16.0,20.0,16.0,18.0,14.0,6.0,25.0,50.0,17.0,28.0,
2022-09-22T13:15:00,14.0,15.0,16.0,19.0,15.0,18.0,,5.0,23.0,48.0,18.0,27.0,21.0
2022-09-22T13:15:30,14.0,16.0,15.0,18.0,20.0,20.0,13.0,5.0,29.0,54.0,18.0,27.0,22.0
2022-09-22T13:16:00,15.0,16.0,15.0,19.0,17.0,21.0,17.0,6.0,22.0,54.0,17.0,27.0,22.0
2022-09-22T13:16:30,14.0,16.0,15.0,17.0,17.0,21.0,15.0,6.0,23.0,50.0,17.0,29.0,
2022-09-22T13:17:00,15.0,16.0,16.0,16.0,16.0,20.0,15.0,6.0,26.0,50.0,17.0,29.0,23.0
2022-09-22T13:17:30,16.0,16.0,17.0,18.0,17.0,21.0,17.0,7.0,21.0,50.0,17.0,29.0,22.0
2022-09-22T13:18:00,15.0,16.0,16.0,18.0,16.0,20.0,15.0,6.0,23.0,49.0,18.0,29.0,
2022-09-22T13:18:30,15.0,16.0,15.0,18.0,17.0,20.0,15.0,5.0,24.0,55.0,18.0,29.0,24.0
2022-09-22T13:19:00,14.0,16.0,17.0,16.0,16.0,21.0,16.0,,23.0,53.0,17.0,28.0,
2022-09-22T13:19:30,14.0,17.0,14.0,16.0,17.0,20.0,15.0,6.0,21.0,50.0,16.0,31.0,25.0
2022-09-22T13:20:00,15.0,16.0,15.0,16.0,16.0,20.0,17.0,5.0,28.0,50.0,15.0,29.0,23.0
2022-09-22T13:20:30,15.0,16.0,17.0,18.0,16.0,20.0,16.0,6.0,24.0,49.0,16.0,29.0,25.0
2022-09-22T13:21:00,16.0,17.0,16.0,17.0,15.0,20.0,15.0,,23.0,51.0,17.0,30.0,24.0
2022-09-22T13:21:30,16.0,17.0,16.0,17.0,18.0,22.0,15.0,6.0,,55.0,15.0,30.0,24.0
2022-09-22T13:22:00,16.0,17.0,15.0,17.0,18.0,23.0,14.0,7.0,23.0,53.0,15.0,27.0,24.0
2022-09-22T13:22:30,15.0,17.0,16.0,17.0,17.0,20.0,14.0,,24.0,51.0,16.0,27.0,24.0
2022-09-22T13:23:00,16.0,16.0,15.0,17.0,15.0,21.0,16.0,6.0,28.0,49.0,15.0,29.0,24.0
2022-09-22T13:23:30,17.0,16.0,17.0,16.0,21.0,21.0,13.0,7.0,24.0,48.0,16.0,28.0,25.0
2022-09-22T13:24:00,17.0,16.0,17.0,17.0,22.0,21.0,12.0,6.0,27.0,46.0,15.0,26.0,26.0
2022-09-22T13:24:30,15.0,16.0,16.0,17.0,21.0,21.0,13.0,7.0,21.0,46.0,14.0,26.0,26.0
2022-09-22T13:25:00,16.0,17.0,17.0,16.0,21.0,19.0,17.0,6.0,22.0,44.0,13.0,21.0,
2022-09-22T13:25:30,15.0,17.0,16.0,18.0,20.0,22.0,14.0,6.0,23.0,37.0,13.0,21.0,26.0
2022-09-22T13:26:00,16.0,16.0,17.0,18.0,20.0,21.0,14.0,6.0,21.0,40.0,14.0,21.0,27.0
2022-09-22T13:26:30,16.0,17.0,17.0,19.0,23.0,23.0,16.0,6.0,22.0,36.0,13.0,21.0,26.0
2022-09-22T13:27:00,18.0,17.0,17.0,20.0,22.0,22.0,13.0,6.0,19.0,38.0,13.0,20.0,28.0
2022-09-22T13:27:30,16.0,16.0,17.0,19.0,20.0,23.0,12.0,5.0,19.0,34.0,12.0,21.0,
2022-09-22T13:28:00,17.0,18.0,16.0,19.0,21.0,21.0,,6.0,21.0,40.0,12.0,22.0,26.0
2022-09-22T13:28:30,17.0,18.0,17.0,19.0,20.0,22.0,13.0,6.0,20.0,36.0,12.0,22.0,28.0
2022-09-22T13:29:00,18.0,17.0,17.0,21.0,20.0,23.0,13.0,4.0,20.0,43.0,12.0,23.0,26.0
2022-09-22T13:29:30,18.0,16.0,17.0,22.0,22.0,23.0,17.0,5.0,23.0,37.0,13.0,23.0,
2022-09-22T13:30:00,18.0,17.0,17.0,24.0,20.0,23.0,15.0,5.0,17.0,42.0,14.0,24.0,27.0
2022-09-22T13:30:30,18.0,17.0,17.0,23.0,18.0,24.0,14.0,5.0,21.0,45.0,14.0,25.0,26.0
2022-09-22T13:31:00,17.0,17.0,17.0,22.0,20.0,24.0,13.0,5.0,19.0,40.0,13.0,23.0,
2022-09-22T13:32:00,18.0,15.0,18.0,22.0,20.0,26.0,14.0,5.0,15.0,39.0,13.0,25.0,
2022-09-22T13:32:30,17.0,15.0,18.0,22.0,18.0,25.0,13.0,5.0,16.0,41.0,13.0,25.0,27.0
2022-09-22T13:33:00,18.0,18.0,17.0,22.0,20.0,24.0,13.0,5.0,15.0,39.0,14.0,,
2022-09-22T13:33:30,19.0,18.0,16.0,21.0,,24.0,14.0,5.0,15.0,41.0,15.0,22.0,26.0
2022-09-22T13:34:00,20.0,17.0,16.0,21.0,22.0,25.0,13.0,6.0,14.0,38.0,16.0,22.0,26.0
2022-09-22T13:34:30,19.0,18.0,16.0,21.0,23.0,26.0,14.0,6.0,16.0,32.0,17.0,22.0,25.0
2022-09-22T13:35:00,19.0,19.0,18.0,22.0,23.0,25.0,14.0,5.0,16.0,38.0,17.0,17.0,
2022-09-22T13:35:30,19.0,18.0,20.0,21.0,23.0,25.0,14.0,5.0,16.0,35.0,17.0,17.0,26.0
2022-09-22T13:36:00,20.0,18.0,22.0,21.0,24.0,26.0,13.0,5.0,15.0,33.0,16.0,18.0,26.0
2022-09-22T13:36:30,19.0,17.0,21.0,23.0,22.0,26.0,10.0,5.0,14.0,29.0,16.0,17.0,24.0
2022-09-22T13:37:00,20.0,19.0,22.0,23.0,20.0,23.0,12.0,4.0,17.0,36.0,18.0,17.0,25.0
2022-09-22T13:37:30,19.0,17.0,,23.0,21.0,26.0,14.0,5.0,16.0,32.0,17.0,16.0,26.0
2022-09-22T13:38:00,21.0,16.0,19.0,22.0,22.0,28.0,14.0,5.0,15.0,23.0,17.0,16.0,27.0
2022-09-22T13:38:30,23.0,17.0,21.0,22.0,21.0,,12.0,4.0,,35.0,18.0,16.0,
2022-09-22T13:39:00,22.0,16.0,21.0,22.0,22.0,,15.0,5.0,12.0,27.0,16.0,,27.0
2022-09-22T13:39:30,21.0,18.0,21.0,21.0,19.0,,12.0,5.0,16.0,35.0,18.0,16.0,27.0
2022-09-22T13:40:00,20.0,,19.0,22.0,23.0,27.0,12.0,4.0,12.0,31.0,17.0,18.0,27.0
2022-09-22T13:40:30,19.0,18.0,19.0,21.0,24.0,,11.0,4.0,,34.0,16.0,17.0,27.0
2022-09-22T13:41:00,21.0,17.0,19.0,22.0,,,14.0,4.0,12.0,25.0,17.0,17.0,26.0
2022-09-22T13:41:30,20.0,18.0,20.0,23.0,,,12.0,5.0,11.0,29.0,18.0,17.0,27.0
2022-09-22T13:42:00,20.0,16.0,19.0,23.0,,27.0,13.0,4.0,9.0,30.0,18.0,17.0,27.0
2022-09-22T13:42:30,20.0,17.0,19.0,23.0,,28.0,,4.0,13.0,34.0,17.0,17.0,29.0
2022-09-22T13:43:00,20.0,18.0,21.0,21.0,,28.0,13.0,4.0,11.0,35.0,17.0,17.0,29.0
2022-09-22T13:43:30,21.0,17.0,21.0,,,,11.0,4.0,8.0,34.0,16.0,19.0,28.0
2022-09-22T13:44:00,22.0,16.0,21.0,24.0,,,11.0,4.0,10.0,33.0,17.0,19.0,28.0
2022-09-22T13:44:30,19.0,16.0,19.0,23.0,,,12.0,5.0,11.0,33.0,17.0,21.0,27.0
2022-09-22T13:45:00,19.0,15.0,22.0,22.0,,,13.0,4.0,9.0,34.0,17.0,20.0,26.0
2022-09-22T13:45:30,20.0,15.0,22.0,21.0,,,15.0,4.0,13.0,33.0,17.0,20.0,26.0
2022-09-22T13:46:00,20.0,16.0,22.0,20.0,24.0,,15.0,4.0,12.0,32.0,17.0,19.0,26.0
2022-09-22T13:46:30,20.0,17.0,21.0,21.0,,,15.0,4.0,12.0,35.0,17.0,19.0,26.0
2022-09-22T13:47:00,20.0,18.0,23.0,23.0,,28.0,13.0,4.0,,34.0,17.0,19.0,26.0
2022-09-22T13:47:30,20.0,17.0,21.0,22.0,,28.0,13.0,4.0,10.0,34.0,17.0,19.0,26.0
2022-09-22T13:48:00,21.0,17.0,22.0,22.0,,27.0,11.0,4.0,11.0,30.0,17.0,19.0,29.0
2022-09-22T13:48:30,21.0,17.0,22.0,22.0,,26.0,14.0,4.0,12.0,32.0,16.0,19.0,27.0
2022-09-22T13:49:00,22.0,18.0,22.0,23.0,,27.0,11.0,4.0,11.0,29.0,17.0,19.0,27.0
2022-09-22T13:49:30,21.0,16.0,22.0,24.0,25.0,27.0,15.0,4.0,11.0,30.0,17.0,19.0,29.0
2022-09-22T13:50:00,20.0,16.0,22.0,23.0,22.0,26.0,11.0,5.0,11.0,29.0,16.0,19.0,29.0
2022-09-22T13:50:30,22.0,17.0,23.0,23.0,,27.0,11.0,4.0,7.0,28.0,16.0,18.0,28.0
2022-09-22T13:51:00,22.0,17.0,25.0,26.0,,26.0,9.0,4.0,15.0,33.0,15.0,18.0,27.0
2022-09-22T13:51:30,24.0,17.0,26.0,,22.0,28.0,12.0,5.0,12.0,33.0,15.0,19.0,28.0
2022-09-22T13:52:00,22.0,17.0,27.0,,21.0,26.0,13.0,5.0,13.0,35.0,19.0,19.0,28.0
2022-09-22T13:52:30,23.0,19.0,25.0,27.0,20.0,27.0,13.0,4.0,13.0,35.0,16.0,18.0,29.0
2022-09-22T13:53:00,23.0,20.0,26.0,,21.0,26.0,10.0,4.0,13.0,31.0,15.0,18.0,28.0
2022-09-22T13:53:30,22.0,20.0,23.0,,22.0,26.0,12.0,4.0,,33.0,16.0,18.0,27.0
2022-09-22T13:54:00,21.0,20.0,22.0,,22.0,28.0,12.0,,14.0,30.0,16.0,18.0,27.0
2022-09-22T13:54:30,21.0,21.0,21.0,,25.0,26.0,11.0,4.0,11.0,35.0,16.0,19.0,28.0
2022-09-22T13:55:00,21.0,21.0,22.0,26.0,,28.0,12.0,5.0,14.0,34.0,16.0,18.0,27.0
2022-09-22T13:55:30,23.0,22.0,21.0,,,26.0,10.0,4.0,12.0,32.0,,18.0,27.0
2022-09-22T13:56:00,21.0,21.0,22.0,,,27.0,11.0,4.0,13.0,28.0,14.0,18.0,27.0
2022-09-22T13:56:30,21.0,21.0,20.0,27.0,,28.0,11.0,4.0,13.0,26.0,15.0,18.0,27.0
2022-09-22T13:57:00,23.0,22.0,21.0,,,27.0,11.0,4.0,9.0,30.0,14.0,17.0,26.0
2022-09-22T13:57:30,24.0,22.0,22.0,,,26.0,12.0,4.0,13.0,30.0,14.0,18.0,26.0
2022-09-22T13:58:00,23.0,21.0,22.0,,,27.0,12.0,4.0,12.0,30.0,16.0,19.0,27.0
2022-09-22T13:58:30,21.0,21.0,21.0,,,23.0,12.0,4.0,12.0,29.0,15.0,19.0,29.0
2022-09-22T13:59:00,22.0,21.0,19.0,,,26.0,13.0,4.0,11.0,30.0,15.0,19.0,28.0
2022-09-22T13:59:30,21.0,23.0,21.0,,,,13.0,4.0,12.0,30.0,17.0,18.0,27.0
2022-09-22T14:00:00,20.0,21.0,22.0,,,,15.0,4.0,13.0,31.0,16.0,18.0,29.0
2022-09-22T14:00:30,21.0,21.0,22.0,,,27.0,12.0,4.0,14.0,30.0,13.0,18.0,28.0
2022-09-22T14:01:00,21.0,23.0,20.0,27.0,,26.0,13.0,4.0,8.0,34.0,14.0,18.0,29.0
2022-09-22T14:01:30,22.0,23.0,21.0,,,25.0,13.0,4.0,12.0,28.0,14.0,18.0,29.0
2022-09-22T14:02:00,22.0,24.0,21.0,,,26.0,11.0,4.0,10.0,24.0,14.0,17.0,
2022-09-22T14:02:30,22.0,24.0,21.0,,,25.0,12.0,4.0,12.0,31.0,13.0,17.0,
2022-09-22T14:03:00,22.0,23.0,20.0,,,26.0,11.0,5.0,10.0,,13.0,18.0,29.0
2022-09-22T14:03:30,22.0,24.0,20.0,,,27.0,11.0,4.0,15.0,25.0,14.0,17.0,29.0
2022-09-22T14:04:00,22.0,23.0,18.0,,,25.0,11.0,4.0,13.0,29.0,14.0,17.0,28.0
2022-09-22T14:04:30,21.0,25.0,18.0,,,25.0,12.0,5.0,11.0,,12.0,17.0,28.0
2022-09-22T14:05:00,21.0,25.0,17.0,,,25.0,10.0,4.0,13.0,29.0,13.0,17.0,
2022-09-22T14:05:30,23.0,26.0,18.0,,,25.0,11.0,4.0,13.0,30.0,13.0,16.0,
2022-09-22T14:06:00,22.0,24.0,18.0,,,25.0,11.0,4.0,,30.0,15.0,17.0,
2022-09-22T14:06:30,23.0,26.0,21.0,,,26.0,9.0,4.0,11.0,28.0,14.0,17.0,
2022-09-22T14:07:00,23.0,23.0,22.0,,25.0,25.0,10.0,4.0,12.0,30.0,14.0,18.0,
2022-09-22T14:07:30,24.0,24.0,,27.0,23.0,26.0,7.0,4.0,13.0,28.0,14.0,18.0,28.0
2022-09-22T14:08:00,23.0,25.0,21.0,,22.0,26.0,10.0,4.0,,27.0,14.0,17.0,28.0
2022-09-22T14:08:30,24.0,24.0,18.0,,23.0,26.0,10.0,4.0,14.0,29.0,13.0,17.0,27.0
2022-09-22T14:09:00,23.0,,18.0,,,26.0,11.0,4.0,15.0,30.0,14.0,18.0,28.0
2022-09-22T14:09:30,23.0,25.0,17.0,,,27.0,12.0,4.0,15.0,29.0,14.0,18.0,28.0
2022-09-22T14:10:00,22.0,25.0,16.0,,,26.0,9.0,4.0,,24.0,15.0,17.0,28.0
2022-09-22T14:10:30,24.0,24.0,18.0,,,26.0,11.0,4.0,21.0,26.0,15.0,17.0,28.0
2022-09-22T14:11:00,24.0,25.0,18.0,,,26.0,10.0,4.0,13.0,32.0,15.0,17.0,29.0
2022-09-22T14:11:30,23.0,25.0,17.0,,,26.0,10.0,4.0,15.0,27.0,16.0,17.0,29.0
2022-09-22T14:12:00,23.0,23.0,19.0,,,27.0,12.0,4.0,13.0,28.0,17.0,17.0,26.0
2022-09-22T14:12:30,23.0,24.0,19.0,,,27.0,12.0,5.0,16.0,27.0,15.0,16.0,27.0
2022-09-22T14:13:00,22.0,24.0,20.0,,,28.0,11.0,4.0,12.0,29.0,16.0,17.0,28.0
2022-09-22T14:13:30,21.0,24.0,20.0,,,28.0,9.0,4.0,16.0,27.0,16.0,16.0,27.0
2022-09-22T14:14:00,21.0,25.0,20.0,,,27.0,10.0,4.0,31.0,25.0,16.0,16.0,27.0
2022-09-22T14:14:30,21.0,25.0,19.0,,,27.0,10.0,4.0,15.0,28.0,15.0,16.0,28.0
2022-09-22T14:15:00,21.0,24.0,18.0,,,27.0,8.0,4.0,20.0,26.0,16.0,16.0,28.0
2022-09-22T14:15:30,21.0,23.0,18.0,,,28.0,10.0,4.0,16.0,31.0,14.0,17.0,27.0
2022-09-22T14:16:00,23.0,24.0,16.0,,,26.0,11.0,5.0,,31.0,16.0,17.0,26.0
2022-09-22T14:16:30,21.0,24.0,18.0,,,26.0,11.0,4.0,23.0,26.0,15.0,18.0,27.0
2022-09-22T14:17:00,22.0,23.0,18.0,,24.0,24.0,12.0,4.0,14.0,26.0,14.0,17.0,28.0
2022-09-22T14:17:30,24.0,24.0,17.0,,24.0,25.0,12.0,3.0,32.0,27.0,16.0,17.0,27.0
2022-09-22T14:18:00,26.0,23.0,16.0,,25.0,23.0,13.0,3.0,21.0,27.0,17.0,19.0,28.0
2022-09-22T14:18:30,23.0,24.0,17.0,27.0,23.0,22.0,9.0,4.0,15.0,30.0,15.0,18.0,27.0
2022-09-22T14:19:00,23.0,24.0,18.0,,23.0,24.0,12.0,4.0,17.0,34.0,15.0,17.0,26.0
2022-09-22T14:19:30,23.0,23.0,20.0,26.0,23.0,23.0,12.0,4.0,19.0,36.0,15.0,17.0,29.0
2022-09-22T14:20:00,24.0,21.0,19.0,27.0,22.0,21.0,12.0,4.0,16.0,29.0,14.0,18.0,28.0
2022-09-22T14:20:30,22.0,20.0,19.0,27.0,23.0,23.0,13.0,4.0,17.0,28.0,14.0,18.0,27.0
2022-09-22T14:21:00,20.0,21.0,21.0,26.0,22.0,23.0,13.0,4.0,23.0,27.0,14.0,18.0,28.0
2022-09-22T14:21:30,22.0,23.0,18.0,,23.0,25.0,13.0,4.0,20.0,27.0,14.0,17.0,28.0
2022-09-22T14:22:00,21.0,22.0,20.0,27.0,23.0,23.0,13.0,4.0,14.0,27.0,14.0,18.0,28.0
2022-09-22T14:22:30,20.0,20.0,20.0,26.0,22.0,23.0,14.0,4.0,,31.0,14.0,18.0,29.0
2022-09-22T14:23:00,21.0,21.0,19.0,24.0,21.0,24.0,14.0,4.0,15.0,29.0,15.0,19.0,27.0
2022-09-22T14:23:30,20.0,22.0,18.0,24.0,22.0,22.0,14.0,4.0,30.0,26.0,,19.0,27.0
2022-09-22T14:24:00,20.0,20.0,19.0,24.0,22.0,21.0,10.0,4.0,15.0,28.0,16.0,16.0,27.0
2022-09-22T14:24:30,20.0,22.0,19.0,24.0,21.0,22.0,12.0,4.0,16.0,33.0,42.0,17.0,26.0
2022-09-22T14:25:00,19.0,23.0,19.0,24.0,22.0,22.0,10.0,4.0,16.0,28.0,34.0,17.0,25.0
2022-09-22T14:25:30,22.0,22.0,20.0,26.0,21.0,23.0,10.0,4.0,15.0,29.0,20.0,17.0,25.0
2022-09-22T14:26:00,21.0,21.0,18.0,24.0,23.0,24.0,12.0,4.0,17.0,28.0,17.0,17.0,25.0
2022-09-22T14:26:30,22.0,22.0,20.0,24.0,24.0,24.0,14.0,4.0,,34.0,18.0,17.0,25.0
2022-09-22T14:27:00,21.0,22.0,18.0,25.0,23.0,23.0,12.0,4.0,17.0,28.0,18.0,17.0,24.0
2022-09-22T14:27:30,21.0,22.0,19.0,24.0,22.0,24.0,11.0,4.0,15.0,26.0,18.0,17.0,25.0
2022-09-22T14:28:00,21.0,20.0,17.0,22.0,22.0,23.0,14.0,4.0,16.0,27.0,19.0,16.0,26.0
2022-09-22T14:28:30,22.0,19.0,20.0,25.0,24.0,25.0,14.0,4.0,,31.0,18.0,17.0,26.0
2022-09-22T14:29:00,22.0,21.0,20.0,25.0,,25.0,13.0,4.0,,34.0,19.0,18.0,27.0
2022-09-22T14:29:30,22.0,20.0,21.0,24.0,24.0,25.0,10.0,4.0,25.0,23.0,19.0,17.0,26.0
2022-09-22T14:30:00,21.0,22.0,20.0,25.0,24.0,24.0,10.0,4.0,16.0,30.0,20.0,18.0,27.0
2022-09-22T14:30:30,23.0,19.0,19.0,26.0,23.0,23.0,13.0,4.0,26.0,27.0,21.0,17.0,26.0
2022-09-22T14:31:00,21.0,20.0,17.0,24.0,21.0,26.0,13.0,4.0,22.0,29.0,20.0,17.0,25.0
2022-09-22T14:31:30,20.0,23.0,18.0,23.0,22.0,25.0,13.0,3.0,15.0,34.0,20.0,18.0,24.0
2022-09-22T14:32:00,21.0,22.0,18.0,23.0,23.0,25.0,11.0,3.0,16.0,27.0,19.0,18.0,24.0
2022-09-22T14:32:30,20.0,20.0,18.0,24.0,20.0,25.0,12.0,4.0,15.0,29.0,18.0,18.0,23.0
2022-09-22T14:33:00,21.0,20.0,19.0,23.0,19.0,26.0,12.0,4.0,13.0,29.0,17.0,17.0,23.0
2022-09-22T14:33:30,19.0,21.0,19.0,24.0,20.0,25.0,16.0,4.0,12.0,30.0,18.0,17.0,22.0
2022-09-22T14:34:00,19.0,20.0,19.0,24.0,20.0,24.0,13.0,4.0,13.0,28.0,19.0,18.0,23.0
2022-09-22T14:34:30,18.0,20.0,19.0,22.0,19.0,23.0,13.0,3.0,16.0,33.0,18.0,17.0,22.0
2022-09-22T14:35:00,15.0,19.0,19.0,19.0,21.0,23.0,10.0,4.0,13.0,31.0,19.0,18.0,22.0
2022-09-22T14:35:30,16.0,19.0,17.0,17.0,20.0,25.0,12.0,3.0,17.0,32.0,17.0,18.0,23.0
2022-09-22T14:36:00,16.0,21.0,17.0,18.0,21.0,26.0,11.0,4.0,15.0,31.0,17.0,18.0,22.0
2022-09-22T14:36:30,16.0,21.0,17.0,17.0,22.0,24.0,14.0,4.0,15.0,36.0,18.0,18.0,23.0
2022-09-22T14:37:00,17.0,22.0,17.0,18.0,21.0,24.0,12.0,4.0,15.0,36.0,19.0,17.0,21.0
2022-09-22T14:37:30,18.0,20.0,16.0,17.0,20.0,24.0,10.0,4.0,17.0,28.0,17.0,17.0,20.0
2022-09-22T14:38:00,19.0,20.0,16.0,18.0,21.0,24.0,16.0,3.0,15.0,32.0,17.0,16.0,21.0
2022-09-22T14:38:30,17.0,21.0,18.0,19.0,21.0,24.0,14.0,3.0,14.0,31.0,16.0,17.0,24.0
2022-09-22T14:39:00,17.0,18.0,17.0,19.0,21.0,24.0,13.0,3.0,19.0,31.0,17.0,18.0,24.0
2022-09-22T14:39:30,18.0,18.0,,19.0,22.0,23.0,12.0,4.0,15.0,29.0,17.0,18.0,24.0
2022-09-22T14:40:00,18.0,17.0,17.0,20.0,,25.0,12.0,4.0,15.0,30.0,17.0,18.0,23.0
2022-09-22T14:40:30,16.0,18.0,18.0,21.0,24.0,25.0,11.0,4.0,14.0,25.0,19.0,18.0,24.0
2022-09-22T14:41:00,16.0,17.0,18.0,19.0,24.0,22.0,12.0,4.0,15.0,29.0,18.0,18.0,23.0
2022-09-22T14:41:30,17.0,16.0,19.0,20.0,25.0,22.0,12.0,4.0,16.0,37.0,18.0,18.0,24.0
2022-09-22T14:42:00,19.0,14.0,17.0,20.0,25.0,21.0,13.0,4.0,16.0,32.0,20.0,18.0,23.0
2022-09-22T14:42:30,20.0,15.0,19.0,20.0,24.0,22.0,13.0,4.0,17.0,34.0,18.0,18.0,23.0
2022-09-22T14:43:00,19.0,16.0,17.0,20.0,25.0,22.0,14.0,4.0,14.0,30.0,18.0,21.0,23.0
2022-09-22T14:43:30,20.0,16.0,21.0,20.0,25.0,21.0,14.0,4.0,,37.0,18.0,19.0,22.0
2022-09-22T14:44:00,20.0,16.0,21.0,21.0,24.0,21.0,14.0,4.0,18.0,29.0,18.0,20.0,23.0
2022-09-22T14:44:30,20.0,15.0,23.0,20.0,23.0,22.0,14.0,4.0,14.0,32.0,19.0,19.0,22.0
