DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_3782_x,TANGARA_3782_y,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-16T00:00:00-05:00,4.0,5.0,3.0,,,,,,8.0,6.0,,6.0,6.0,,,3.0,6.0,,9.0,
2023-05-16T00:00:30-05:00,3.0,6.0,3.0,,13.0,10.0,44.0,7.0,8.0,6.0,7.0,6.0,6.0,,,5.0,5.0,0.0,10.0,6.0
2023-05-16T00:01:00-05:00,3.0,6.0,4.0,,9.0,11.0,46.0,6.0,8.0,7.0,6.0,6.0,6.0,,,4.0,5.0,5.0,8.0,8.0
2023-05-16T00:01:30-05:00,3.0,6.0,4.0,,8.0,10.0,48.0,7.0,8.0,7.0,5.0,7.0,6.0,,,3.0,5.0,4.0,9.0,8.0
2023-05-16T00:02:00-05:00,3.0,7.0,3.0,,8.0,10.0,47.0,7.0,8.0,7.0,5.0,7.0,6.0,,,3.0,6.0,4.0,9.0,7.0
2023-05-16T00:02:30-05:00,3.0,7.0,3.0,,8.0,10.0,47.0,7.0,8.0,7.0,5.0,6.0,6.0,,,3.0,6.0,4.0,9.0,7.0
2023-05-16T00:03:00-05:00,3.0,6.0,3.0,,8.0,10.0,48.0,7.0,8.0,7.0,5.0,7.0,6.0,,,4.0,6.0,5.0,9.0,7.0
2023-05-16T00:03:30-05:00,3.0,6.0,3.0,,8.0,10.0,46.0,6.0,8.0,7.0,6.0,6.0,7.0,,,4.0,5.0,4.0,9.0,7.0
2023-05-16T00:04:00-05:00,3.0,6.0,4.0,,8.0,10.0,48.0,7.0,8.0,7.0,6.0,6.0,6.0,,,3.0,6.0,4.0,8.0,7.0
2023-05-16T00:04:30-05:00,3.0,6.0,4.0,,8.0,10.0,50.0,7.0,8.0,7.0,6.0,6.0,5.0,,,3.0,6.0,5.0,9.0,7.0
2023-05-16T00:05:00-05:00,3.0,6.0,4.0,,9.0,9.0,50.0,6.0,8.0,7.0,6.0,6.0,6.0,,,3.0,5.0,4.0,9.0,7.0
2023-05-16T00:05:30-05:00,3.0,6.0,3.0,,9.0,10.0,47.0,6.0,8.0,7.0,6.0,6.0,6.0,,,4.0,6.0,6.0,11.0,7.0
2023-05-16T00:06:00-05:00,3.0,6.0,4.0,,9.0,9.0,45.0,6.0,8.0,7.0,5.0,6.0,6.0,,,4.0,6.0,6.0,11.0,7.0
2023-05-16T00:06:30-05:00,3.0,7.0,4.0,,9.0,9.0,38.0,6.0,8.0,7.0,5.0,7.0,6.0,,,3.0,6.0,4.0,10.0,7.0
2023-05-16T00:07:00-05:00,3.0,7.0,3.0,,9.0,10.0,29.0,6.0,8.0,7.0,6.0,7.0,6.0,,,3.0,5.0,6.0,10.0,7.0
2023-05-16T00:07:30-05:00,3.0,6.0,4.0,,9.0,10.0,26.0,6.0,8.0,6.0,5.0,6.0,5.0,,,3.0,5.0,6.0,11.0,7.0
2023-05-16T00:08:00-05:00,3.0,7.0,4.0,,9.0,9.0,27.0,6.0,8.0,7.0,6.0,7.0,6.0,,,3.0,5.0,4.0,10.0,
2023-05-16T00:08:30-05:00,3.0,6.0,4.0,,9.0,10.0,26.0,7.0,8.0,7.0,6.0,6.0,6.0,,,3.0,5.0,5.0,11.0,7.0
2023-05-16T00:09:00-05:00,3.0,6.0,3.0,,10.0,10.0,28.0,6.0,8.0,7.0,5.0,6.0,5.0,,,3.0,6.0,7.0,12.0,7.0
2023-05-16T00:09:30-05:00,3.0,6.0,3.0,,10.0,10.0,27.0,7.0,8.0,6.0,4.0,7.0,6.0,,,3.0,6.0,4.0,12.0,8.0
2023-05-16T00:10:00-05:00,3.0,6.0,4.0,,10.0,9.0,27.0,6.0,8.0,6.0,5.0,7.0,5.0,,,5.0,6.0,6.0,11.0,8.0
2023-05-16T00:10:30-05:00,3.0,6.0,3.0,,8.0,10.0,27.0,6.0,8.0,6.0,5.0,7.0,5.0,,,3.0,6.0,5.0,12.0,8.0
2023-05-16T00:11:00-05:00,3.0,5.0,4.0,,8.0,10.0,30.0,6.0,8.0,6.0,5.0,7.0,6.0,,,3.0,6.0,5.0,11.0,7.0
2023-05-16T00:11:30-05:00,3.0,6.0,4.0,,8.0,11.0,30.0,6.0,8.0,7.0,5.0,7.0,6.0,,,3.0,6.0,6.0,12.0,6.0
2023-05-16T00:12:00-05:00,3.0,6.0,4.0,,7.0,11.0,30.0,6.0,8.0,6.0,5.0,6.0,6.0,,,3.0,6.0,5.0,10.0,6.0
2023-05-16T00:12:30-05:00,3.0,6.0,4.0,,7.0,10.0,29.0,6.0,8.0,6.0,5.0,7.0,6.0,,,3.0,6.0,6.0,10.0,7.0
2023-05-16T00:13:00-05:00,3.0,6.0,3.0,,7.0,10.0,28.0,6.0,,6.0,5.0,7.0,6.0,,,4.0,6.0,3.0,12.0,7.0
2023-05-16T00:13:30-05:00,3.0,6.0,4.0,,8.0,10.0,31.0,6.0,8.0,7.0,6.0,8.0,6.0,,,3.0,6.0,4.0,10.0,7.0
2023-05-16T00:14:00-05:00,3.0,7.0,4.0,,7.0,10.0,31.0,6.0,8.0,6.0,6.0,8.0,6.0,,,4.0,6.0,4.0,11.0,7.0
2023-05-16T00:14:30-05:00,3.0,6.0,4.0,,7.0,10.0,31.0,7.0,8.0,7.0,6.0,7.0,6.0,,,4.0,6.0,4.0,12.0,7.0
2023-05-16T00:15:00-05:00,3.0,6.0,3.0,,7.0,11.0,30.0,6.0,8.0,7.0,6.0,7.0,6.0,,,3.0,6.0,5.0,12.0,7.0
2023-05-16T00:15:30-05:00,3.0,7.0,3.0,,6.0,11.0,30.0,7.0,8.0,6.0,5.0,7.0,6.0,,,3.0,6.0,5.0,12.0,7.0
2023-05-16T00:16:00-05:00,3.0,7.0,4.0,,7.0,11.0,30.0,6.0,8.0,7.0,6.0,8.0,5.0,,,3.0,5.0,6.0,13.0,8.0
2023-05-16T00:16:30-05:00,3.0,6.0,4.0,,7.0,10.0,28.0,7.0,8.0,7.0,6.0,8.0,5.0,,,4.0,6.0,4.0,13.0,7.0
2023-05-16T00:17:00-05:00,3.0,6.0,3.0,,8.0,10.0,29.0,6.0,8.0,6.0,5.0,8.0,5.0,,,4.0,6.0,5.0,13.0,6.0
