DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-12T11:11:00-05:00,46,46,62,,53,,60,98,60,,89,79,64,,,,38,38,70
2023-05-12T11:11:30-05:00,46,42,66,,55,53,60,98,60,,89,77,70,,60,42,34,34,68
2023-05-12T11:12:00-05:00,46,42,68,,58,50,60,95,58,,83,85,68,,62,53,34,34,70
2023-05-12T11:12:30-05:00,46,58,66,,55,53,55,93,60,,83,85,70,,62,58,38,34,70
2023-05-12T11:13:00-05:00,46,46,62,,,68,53,93,60,,83,85,68,,60,58,42,34,70
2023-05-12T11:13:30-05:00,46,42,62,,58,,50,95,62,,83,83,70,53,60,58,38,38,70
2023-05-12T11:14:00-05:00,46,42,64,,58,,55,91,55,,83,85,72,50,62,55,25,38,72
2023-05-12T11:14:30-05:00,46,42,60,,58,,53,95,58,,85,83,68,50,60,55,46,38,74
2023-05-12T11:15:30-05:00,46,42,60,,62,,50,87,62,,,81,68,50,58,50,34,38,77
2023-05-12T11:16:00-05:00,46,46,62,,60,,,91,60,,81,83,68,50,60,50,34,38,74
2023-05-12T11:16:30-05:00,46,46,60,,58,,50,91,58,,81,79,68,53,58,53,30,42,74
2023-05-12T11:17:00-05:00,46,46,60,,60,,50,93,55,,81,85,66,50,55,53,34,38,74
2023-05-12T11:17:30-05:00,46,50,62,,60,,53,93,58,,81,79,70,42,58,50,34,42,77
2023-05-12T11:18:00-05:00,46,46,60,,64,,53,91,60,,85,83,74,50,58,50,30,38,77
2023-05-12T11:18:30-05:00,46,46,60,,62,,50,93,58,,83,79,74,50,60,50,42,30,77
2023-05-12T11:19:00-05:00,46,50,62,,55,,53,93,60,,83,81,74,50,58,50,38,34,74
2023-05-12T11:19:30-05:00,46,50,55,,60,62,53,91,60,,83,81,74,46,53,55,38,34,74
2023-05-12T11:20:00-05:00,46,53,58,,62,60,50,95,62,,81,81,79,46,55,50,34,34,79
2023-05-12T11:20:30-05:00,46,50,55,,60,,53,98,64,,89,,77,50,53,50,38,34,
2023-05-12T11:21:00-05:00,46,50,58,,58,60,50,93,66,,89,83,81,46,53,50,50,34,74
2023-05-12T11:21:30-05:00,46,50,58,,58,62,50,91,66,,83,81,83,50,53,50,42,34,74
2023-05-12T11:22:00-05:00,46,50,58,,55,62,50,87,66,,83,77,79,46,53,50,38,34,77
2023-05-12T11:22:30-05:00,46,50,55,,58,,50,91,70,,81,77,74,46,50,42,34,34,77
2023-05-12T11:23:00-05:00,46,50,55,,60,,53,93,66,,83,79,74,50,53,46,34,34,79
2023-05-12T11:23:30-05:00,46,50,58,,60,,50,95,68,,91,85,77,50,53,46,38,34,74
2023-05-12T11:24:00-05:00,46,46,58,,62,46,53,98,68,,93,81,74,53,53,46,34,38,74
2023-05-12T11:24:30-05:00,46,50,58,,64,55,53,95,66,,89,79,74,53,55,53,34,34,74
2023-05-12T11:25:00-05:00,46,46,60,,70,64,53,91,68,,87,79,77,50,60,50,38,34,72
2023-05-12T11:25:30-05:00,46,50,60,,68,,55,93,68,,85,85,79,50,53,50,25,38,74
2023-05-12T11:26:00-05:00,46,50,60,,62,58,53,89,66,,85,83,79,50,55,55,34,38,74
2023-05-12T11:26:30-05:00,46,46,55,,64,62,53,93,64,,85,81,77,46,50,50,38,42,74
2023-05-12T11:27:00-05:00,46,53,55,,,62,,93,64,,85,83,74,50,53,53,42,42,79
2023-05-12T11:27:30-05:00,46,55,58,,62,83,,95,66,,85,83,74,46,53,53,42,42,77
2023-05-12T11:28:00-05:00,46,50,55,,58,,53,93,68,,85,81,77,50,55,53,34,38,77
2023-05-12T11:28:30-05:00,46,50,58,,60,38,53,98,68,,85,74,77,46,53,55,30,38,74
2023-05-12T11:29:00-05:00,46,53,60,,58,58,53,95,70,,85,77,74,46,58,58,42,38,77
2023-05-12T11:29:30-05:00,46,53,60,,58,50,55,95,70,,85,74,74,46,55,58,30,42,74
2023-05-12T11:30:00-05:00,46,55,55,,55,64,53,95,70,,85,79,79,46,55,55,38,42,77
2023-05-12T11:30:30-05:00,46,55,60,,55,55,50,95,70,,85,79,79,46,55,53,42,46,81
2023-05-12T11:31:00-05:00,46,53,60,,55,64,50,95,68,,85,74,81,46,58,55,30,42,79
2023-05-12T11:31:30-05:00,46,53,58,62,55,68,50,93,68,,87,77,81,50,53,55,34,38,81
2023-05-12T11:32:00-05:00,46,55,60,55,58,62,50,93,70,,87,83,83,46,55,53,25,42,83
2023-05-12T11:32:30-05:00,46,55,58,55,58,53,53,93,70,,85,79,83,42,53,50,25,38,85
2023-05-12T11:33:00-05:00,46,55,58,53,58,,50,93,74,,85,77,85,46,55,53,42,42,83
2023-05-12T11:33:30-05:00,46,58,53,50,62,,53,93,70,,85,81,83,46,55,53,38,46,83
2023-05-12T11:34:00-05:00,46,58,55,21,60,,53,93,77,,87,79,81,46,50,53,34,46,83
2023-05-12T11:34:30-05:00,46,58,55,55,60,83,53,95,77,,87,81,81,46,53,55,42,46,83
2023-05-12T11:35:00-05:00,46,60,58,62,62,60,53,95,79,,81,77,81,46,55,50,46,38,81
2023-05-12T11:35:30-05:00,46,62,58,60,58,,53,91,79,,81,79,83,46,53,55,34,34,81
2023-05-12T11:36:00-05:00,46,64,58,58,,,50,93,79,,83,74,81,50,55,53,42,38,85
2023-05-12T11:36:30-05:00,46,62,55,58,55,,68,98,77,,83,79,81,50,53,53,38,38,87
2023-05-12T11:37:00-05:00,46,62,55,55,,60,62,98,79,,83,79,85,46,55,53,46,34,85
2023-05-12T11:37:30-05:00,46,62,58,58,58,,55,95,77,,83,81,85,50,53,53,46,38,87
2023-05-12T11:38:00-05:00,46,60,58,62,55,,53,98,74,,83,79,85,50,53,53,42,38,87
2023-05-12T11:38:30-05:00,46,64,60,,58,,53,93,74,,85,81,85,50,53,50,46,34,85
2023-05-12T11:39:00-05:00,46,62,55,,58,68,53,95,74,,87,81,83,46,50,50,38,38,85
2023-05-12T11:39:30-05:00,46,62,55,,60,55,55,93,74,,85,74,83,46,50,53,34,38,85
2023-05-12T11:40:00-05:00,46,62,53,,60,70,53,93,77,,85,74,85,42,50,53,42,42,85
2023-05-12T11:40:30-05:00,46,64,53,,60,,53,95,72,,89,77,83,50,53,55,42,42,91
2023-05-12T11:41:00-05:00,46,62,55,,64,74,53,93,72,,89,81,87,55,50,55,38,42,89
2023-05-12T11:41:30-05:00,46,62,53,,62,60,55,91,72,,89,77,87,55,53,58,30,38,89
2023-05-12T11:42:00-05:00,46,62,53,,58,64,50,91,72,,89,79,87,55,53,60,46,42,89
2023-05-12T11:42:30-05:00,46,64,50,,60,74,53,93,72,,89,79,85,53,53,60,38,38,87
2023-05-12T11:43:00-05:00,46,60,53,,64,,53,93,74,,89,72,83,50,53,58,34,38,87
2023-05-12T11:43:30-05:00,46,62,58,,60,87,50,93,77,,85,74,85,55,53,60,38,38,89
2023-05-12T11:44:30-05:00,46,64,55,,58,55,50,93,70,,87,72,85,60,53,60,30,38,81
2023-05-12T11:45:00-05:00,46,64,55,,55,50,53,93,74,,87,74,85,60,55,62,30,42,79
2023-05-12T11:45:30-05:00,46,64,55,,58,50,50,91,72,,87,70,85,60,53,62,30,42,85
2023-05-12T11:46:00-05:00,46,64,55,,55,81,46,91,70,,79,70,87,60,53,64,30,38,83
2023-05-12T11:46:30-05:00,46,66,53,,55,64,46,89,74,,79,68,83,58,53,66,34,38,81
2023-05-12T11:47:00-05:00,46,66,50,,58,,42,89,77,,79,68,85,58,53,66,38,38,83
2023-05-12T11:47:30-05:00,46,64,53,,58,,50,89,81,,81,64,85,60,50,66,46,38,81
2023-05-12T11:48:00-05:00,46,62,53,,68,79,50,85,81,,83,66,81,60,46,66,30,42,81
2023-05-12T11:48:30-05:00,46,62,53,,62,58,50,87,81,,83,66,83,60,50,68,30,38,77
2023-05-12T11:49:00-05:00,46,62,55,,62,62,46,87,79,,83,66,83,58,46,72,38,38,81
2023-05-12T11:49:30-05:00,46,62,55,,62,60,53,89,79,,83,64,83,55,50,68,38,34,81
2023-05-12T11:50:00-05:00,46,62,55,,62,,50,87,81,,85,64,79,58,53,66,38,34,81
2023-05-12T11:50:30-05:00,46,62,50,,60,,53,89,83,,85,64,79,60,50,68,34,38,83
2023-05-12T11:51:00-05:00,46,64,50,,58,,50,85,81,,85,64,81,60,50,68,34,38,81
2023-05-12T11:51:30-05:00,46,66,53,,60,,50,85,79,,85,68,81,58,50,66,42,38,79
2023-05-12T11:52:00-05:00,46,70,50,,58,,46,89,81,,83,64,81,55,46,66,30,38,81
2023-05-12T11:52:30-05:00,46,68,53,,58,,50,83,79,,85,64,85,58,46,66,38,38,81
2023-05-12T11:53:00-05:00,46,68,50,,60,,53,85,83,,85,66,87,55,46,66,30,38,83
