DATETIME,TANGARA_260A,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-11-07 00:00:00-05:00,46.0,46.0,47.0,40.0,33.0,46.0,38.0,42.0,57.0
2023-11-07 01:00:00-05:00,46.0,44.0,47.0,40.0,33.0,46.0,37.0,42.0,57.0
2023-11-07 02:00:00-05:00,45.0,45.0,48.0,40.0,34.0,47.0,38.0,43.0,57.0
2023-11-07 03:00:00-05:00,45.0,46.0,48.0,41.0,35.0,48.0,38.0,42.0,58.0
2023-11-07 04:00:00-05:00,45.0,49.0,47.0,42.0,36.0,48.0,38.0,42.0,58.0
2023-11-07 05:00:00-05:00,46.0,52.0,48.0,43.0,37.0,47.0,38.0,43.0,57.0
2023-11-07 06:00:00-05:00,47.0,50.0,48.0,43.0,38.0,46.0,38.0,42.0,57.0
2023-11-07 07:00:00-05:00,47.0,52.0,47.0,44.0,38.0,45.0,38.0,41.0,56.0
2023-11-07 08:00:00-05:00,44.0,48.0,46.0,43.0,38.0,44.0,37.0,40.0,55.0
2023-11-07 09:00:00-05:00,41.0,44.0,46.0,43.0,39.0,43.0,36.0,40.0,53.0
2023-11-07 10:00:00-05:00,39.0,50.0,47.0,42.0,37.0,41.0,35.0,41.0,50.0
2023-11-07 11:00:00-05:00,36.0,,48.0,39.0,35.0,38.0,34.0,42.0,48.0
2023-11-07 12:00:00-05:00,36.0,,46.0,36.0,33.0,37.0,33.0,41.0,46.0
2023-11-07 13:00:00-05:00,36.0,,43.0,32.0,31.0,35.0,31.0,39.0,43.0
2023-11-07 14:00:00-05:00,36.0,,40.0,27.0,25.0,32.0,28.0,36.0,39.0
2023-11-07 15:00:00-05:00,36.0,,37.0,24.0,21.0,27.0,24.0,32.0,33.0
2023-11-07 16:00:00-05:00,36.0,,36.0,25.0,21.0,24.0,19.0,32.0,28.0
2023-11-07 17:00:00-05:00,36.0,,38.0,27.0,22.0,25.0,19.0,33.0,29.0
2023-11-07 18:00:00-05:00,36.0,,40.0,30.0,24.0,28.0,20.0,36.0,32.0
2023-11-07 19:00:00-05:00,36.0,,42.0,33.0,26.0,31.0,22.0,37.0,35.0
2023-11-07 20:00:00-05:00,36.0,,46.0,40.0,30.0,35.0,25.0,40.0,37.0
2023-11-07 21:00:00-05:00,39.0,,48.0,48.0,37.0,39.0,25.0,47.0,40.0
2023-11-07 22:00:00-05:00,46.0,,53.0,44.0,41.0,41.0,26.0,50.0,46.0
2023-11-07 23:00:00-05:00,43.0,,59.0,43.0,38.0,48.0,27.0,54.0,52.0
