DATETIME,TANGARA_2BBA,TANGARA_14D6,TANGARA_1CE2,TANGARA_2492,TANGARA_2FF6,TANGARA_48C6,TANGARA_4D7A,TANGARA_532E,TANGARA_EA06,TANGARA_F1AE,TANGARA_FAC6,TANGARA_06BE
2022-09-26 11:29:00,17.0,16.0,16.0,,,,,,,8.0,,19.0
2022-09-26 12:29:00,14.623931623931623,12.852173913043478,14.649572649572649,14.931623931623932,14.5,12.024390243902438,3.310344827586207,13.6875,30.5,15.36734693877551,19.034188034188034,16.22608695652174
2022-09-26 13:29:00,12.423728813559322,9.726495726495726,12.847457627118644,15.652173913043478,15.043103448275861,11.247863247863247,4.765217391304348,15.4,35.25423728813559,18.603448275862068,22.478632478632477,15.35344827586207
2022-09-26 14:29:00,9.747899159663865,9.313559322033898,10.39655172413793,10.745762711864407,11.728813559322035,11.41025641025641,4.610169491525424,15.963963963963964,33.739495798319325,23.354430379746834,21.415254237288135,13.907563025210084
2022-09-26 15:29:00,8.64102564102564,8.689655172413794,8.870689655172415,9.870689655172415,11.811965811965813,9.350427350427351,4.035087719298246,16.73873873873874,37.693693693693696,17.586206896551722,23.086206896551722,13.798245614035087
2022-09-26 16:29:00,13.879310344827585,9.130434782608695,9.365217391304348,16.964601769911503,16.721739130434784,11.956896551724139,3.9913793103448274,17.11764705882353,38.080357142857146,11.247787610619469,22.594827586206897,18.707964601769913
2022-09-26 17:29:00,15.666666666666666,12.36111111111111,11.476635514018692,17.97752808988764,16.34862385321101,9.54054054054054,4.009090909090909,16.58653846153846,33.945945945945944,11.181818181818182,19.918181818181818,20.504587155963304
2022-09-26 18:29:00,11.805309734513274,11.557692307692308,8.482142857142858,12.824074074074074,13.781818181818181,8.688073394495413,3.601769911504425,7.420560747663552,16.660714285714285,10.267857142857142,10.0625,17.839622641509433
2022-09-26 19:29:00,10.724137931034482,6.938053097345133,5.747826086956522,9.75,9.868421052631579,6.556521739130435,2.913793103448276,6.342592592592593,12.568965517241379,8.208695652173914,7.513274336283186,13.577586206896552
2022-09-26 20:29:00,6.948453608247423,6.933333333333334,4.7894736842105265,5.635416666666667,6.639175257731959,4.697916666666667,2.1,4.208791208791209,6.680412371134021,6.074468085106383,4.6947368421052635,9.442105263157895
2022-09-26 21:29:00,5.7478991596638656,5.45045045045045,4.194915254237288,3.689075630252101,4.025210084033613,4.176470588235294,1.815126050420168,3.4,5.6722689075630255,5.033898305084746,4.117647058823529,6.0085470085470085
2022-09-26 22:29:00,4.443478260869565,4.972222222222222,3.5309734513274336,2.9304347826086956,3.3893805309734515,3.9565217391304346,1.1228070175438596,3.810810810810811,5.921052631578948,6.163636363636364,4.294642857142857,4.787610619469026
2022-09-26 23:29:00,3.948717948717949,3.5982142857142856,3.121739130434783,3.051282051282051,3.1842105263157894,3.752136752136752,0.9914529914529915,2.5929203539823007,5.0,6.871794871794871,3.8189655172413794,4.693693693693693
2022-09-27 00:29:00,3.1403508771929824,6.017543859649122,3.2232142857142856,2.4375,2.580357142857143,2.8771929824561404,0.9649122807017544,2.076923076923077,3.219298245614035,6.894736842105263,2.7857142857142856,3.9557522123893807
2022-09-27 01:29:00,2.871794871794872,14.432432432432432,6.834782608695652,2.017857142857143,2.142857142857143,2.280701754385965,0.6068376068376068,1.1842105263157894,2.0526315789473686,12.0,2.1652173913043478,3.1842105263157894
2022-09-27 02:29:00,6.5966386554621845,9.52991452991453,8.931623931623932,4.7094017094017095,4.932773109243698,1.4444444444444444,0.1092436974789916,0.8214285714285714,0.9545454545454546,17.953703703703702,1.6810344827586208,5.8474576271186445
2022-09-27 03:29:00,11.72549019607843,11.577777777777778,9.43,9.92,9.811881188118813,1.14,0.33663366336633666,0.9900990099009901,0.8712871287128713,14.41,1.96,12.148514851485148
2022-09-27 04:29:00,10.731092436974789,10.386138613861386,10.830508474576272,7.564102564102564,10.41025641025641,3.211864406779661,0.05128205128205128,1.2212389380530972,0.14285714285714285,5.991525423728813,1.0588235294117647,10.555555555555555
2022-09-27 05:29:00,8.487179487179487,9.394736842105264,8.078260869565218,4.324324324324325,10.52212389380531,3.8392857142857144,0.008695652173913044,0.21052631578947367,0.017094017094017096,5.844827586206897,0.9655172413793104,10.37962962962963
2022-09-27 06:29:00,4.737288135593221,11.210526315789474,9.991379310344827,9.008620689655173,7.620689655172414,1.8974358974358974,1.4491525423728813,6.548672566371682,13.239316239316238,4.533898305084746,8.760683760683762,6.895652173913043
2022-09-27 07:29:00,7.647058823529412,10.854700854700855,9.752136752136753,9.461538461538462,8.182608695652174,3.0854700854700856,1.9576271186440677,9.373831775700934,13.142857142857142,2.694915254237288,8.88034188034188,8.127118644067796
2022-09-27 08:29:00,8.440677966101696,13.017094017094017,10.136752136752136,9.422413793103448,10.623931623931623,5.830508474576271,1.9396551724137931,6.982142857142857,14.110169491525424,3.7288135593220337,9.220338983050848,9.222222222222221
2022-09-27 09:29:00,8.965811965811966,9.214953271028037,9.91304347826087,9.495652173913044,9.801724137931034,5.827586206896552,1.2672413793103448,4.900900900900901,9.811965811965813,7.275862068965517,6.870689655172414,10.405172413793103
2022-09-27 10:29:00,10.327731092436975,9.672413793103448,11.017094017094017,9.175438596491228,9.878260869565217,6.6695652173913045,1.8706896551724137,7.125,14.647058823529411,13.92436974789916,9.491379310344827,11.513043478260869
2022-09-27 11:29:00,11.025862068965518,11.80188679245283,10.104347826086956,10.269565217391305,12.280701754385966,7.773913043478261,2.0869565217391304,7.842105263157895,15.10344827586207,9.68421052631579,9.741379310344827,14.930434782608696
