DATETIME,TANGARA_14D6,TANGARA_2492,TANGARA_2FF6,TANGARA_48C6,TANGARA_4D7A,TANGARA_532E,TANGARA_EA06,TANGARA_FAC6,TANGARA_06BE
2022-10-05T19:34:00-05:00,12.411764705882351,4.932203389830509,3.4915254237288136,2.2142857142857144,0.0,1.2280701754385963,0.87,1.5555555555555556,5.1891891891891895
