DATETIME,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-01T07:58:30-05:00,28,23,41,30,31,21,29,25,28,17,20,30
2023-05-01T15:58:30-05:00,39,36,43,31,37,36,33,24,31,28,32,41
2023-05-01T23:58:30-05:00,37,33,43,29,23,19,31,39,45,23,27,38
