DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-19T00:00:00-05:00,46,38,,30,,,,,,,34,30,,38,25,30,,21,
2023-05-19T00:00:30-05:00,46,38,,30,,,60,34,105,30,34,30,5,38,25,30,0,21,53
2023-05-19T00:01:00-05:00,46,42,,34,,,50,38,108,30,34,30,5,38,21,30,38,21,50
2023-05-19T00:01:30-05:00,46,42,,34,,30,46,34,113,25,34,30,5,38,21,30,38,21,50
2023-05-19T00:02:00-05:00,46,46,,34,,34,46,34,,30,34,30,5,42,25,30,38,25,50
2023-05-19T00:02:30-05:00,46,38,,34,,34,42,34,,30,34,30,5,38,25,30,34,21,50
2023-05-19T00:03:00-05:00,46,38,,30,,34,42,34,,30,34,30,5,42,30,30,38,25,53
2023-05-19T00:03:30-05:00,46,42,,30,,34,42,34,,25,34,25,5,38,30,30,42,25,53
2023-05-19T00:04:00-05:00,46,42,,30,,34,42,34,,25,34,25,5,38,30,30,42,21,53
2023-05-19T00:04:30-05:00,46,42,,34,,34,42,34,,30,34,25,9,34,30,30,34,21,53
2023-05-19T00:05:00-05:00,46,38,,30,,34,42,34,,30,34,25,5,38,25,30,34,21,53
2023-05-19T00:05:30-05:00,46,38,,30,,34,46,34,,30,34,25,5,38,25,25,38,25,55
2023-05-19T00:06:00-05:00,46,42,,30,,38,42,34,115,30,34,25,5,38,25,30,34,21,53
2023-05-19T00:06:30-05:00,46,38,,34,,34,38,30,115,30,34,25,5,38,21,30,,21,50
2023-05-19T00:07:00-05:00,46,42,,34,,30,38,34,105,30,34,25,5,34,21,25,38,21,53
2023-05-19T00:07:30-05:00,46,42,,30,,34,34,30,108,30,34,25,5,42,21,30,38,25,50
2023-05-19T00:08:00-05:00,46,42,,30,,34,34,34,105,30,34,25,5,38,21,25,34,25,50
2023-05-19T00:08:30-05:00,46,42,,34,,34,34,34,108,30,34,25,5,42,21,30,38,21,53
2023-05-19T00:09:00-05:00,46,42,,30,,34,38,34,105,30,34,25,5,38,25,25,38,21,50
2023-05-19T00:09:30-05:00,46,42,,30,,38,34,34,108,30,34,25,5,42,25,30,50,17,50
2023-05-19T00:10:00-05:00,46,42,,30,,38,34,34,103,30,34,25,5,38,21,34,50,17,50
2023-05-19T00:10:30-05:00,46,42,,30,,38,34,34,108,30,34,25,5,38,25,30,46,17,53
2023-05-19T00:11:00-05:00,46,38,,34,,38,34,30,108,34,34,25,5,38,21,30,46,17,50
2023-05-19T00:11:30-05:00,46,38,,30,,34,30,30,105,25,34,25,5,46,21,30,38,17,50
2023-05-19T00:12:00-05:00,46,42,,30,,30,30,30,100,25,34,25,5,46,21,30,42,21,46
2023-05-19T00:12:30-05:00,46,38,,30,,34,30,34,95,30,34,25,5,42,25,30,50,21,50
2023-05-19T00:13:00-05:00,46,42,,34,,30,30,34,100,30,34,25,5,46,25,30,42,17,50
2023-05-19T00:13:30-05:00,46,38,,34,,30,30,34,98,30,34,30,5,42,25,25,50,17,53
2023-05-19T00:14:00-05:00,46,38,,34,,21,34,34,93,30,34,30,5,42,25,30,53,17,50
2023-05-19T00:14:30-05:00,46,38,,30,,25,25,30,91,30,34,30,5,42,30,30,34,17,53
2023-05-19T00:15:00-05:00,46,38,,34,,25,25,25,93,30,34,30,5,42,34,25,50,17,53
2023-05-19T00:15:30-05:00,46,42,,30,,25,25,30,95,30,34,30,5,42,25,30,46,21,50
2023-05-19T00:16:00-05:00,46,42,,30,,25,30,25,91,25,34,30,5,42,30,25,50,17,53
2023-05-19T00:16:30-05:00,46,42,,34,,21,30,25,93,30,34,30,5,46,30,25,53,17,50
2023-05-19T00:17:00-05:00,46,42,,34,,25,30,21,91,30,34,30,5,42,30,25,53,17,50
2023-05-19T00:17:30-05:00,46,42,,34,,21,25,21,89,25,34,30,5,42,25,30,46,17,50
2023-05-19T00:18:00-05:00,46,38,,34,,21,30,25,83,30,34,25,5,46,30,30,53,13,53
2023-05-19T00:18:30-05:00,46,34,,34,,21,30,25,81,25,34,25,5,38,25,25,46,17,50
2023-05-19T00:19:00-05:00,46,42,,34,,21,30,25,83,30,34,25,5,42,21,30,46,17,50
2023-05-19T00:19:30-05:00,46,42,,34,,21,25,21,81,30,34,25,5,42,21,34,55,17,50
2023-05-19T00:20:30-05:00,46,42,,30,,21,25,21,77,30,34,25,5,42,25,25,55,17,50
2023-05-19T00:21:00-05:00,46,38,,30,,21,30,,77,25,34,25,5,46,25,30,55,17,53
2023-05-19T00:21:30-05:00,46,42,,34,,17,25,21,77,30,34,25,5,46,25,25,55,17,53
2023-05-19T00:22:00-05:00,46,42,,30,,17,30,21,74,25,34,25,9,42,21,25,55,17,50
2023-05-19T00:22:30-05:00,46,42,,30,,17,30,21,74,30,34,25,9,42,25,30,53,17,50
2023-05-19T00:23:00-05:00,46,42,,30,,21,25,21,72,30,34,25,5,46,25,30,50,13,50
2023-05-19T00:23:30-05:00,46,42,,30,,17,25,21,72,30,34,25,5,46,21,30,,13,50
2023-05-19T00:24:00-05:00,46,38,,30,,17,25,21,70,30,34,25,9,46,21,30,60,13,50
2023-05-19T00:24:30-05:00,46,38,,34,,17,21,17,70,30,34,25,13,46,21,30,50,13,50
2023-05-19T00:25:00-05:00,46,34,,34,,17,21,17,70,30,34,25,13,42,21,30,50,13,50
2023-05-19T00:25:30-05:00,46,34,,30,,17,21,17,72,34,34,25,13,46,21,25,55,13,50
2023-05-19T00:26:00-05:00,46,38,,34,,17,21,21,70,34,34,25,13,42,21,25,38,13,53
2023-05-19T00:26:30-05:00,46,38,,34,,17,21,17,70,34,34,25,9,46,17,25,53,17,53
2023-05-19T00:27:00-05:00,46,38,,34,,17,21,21,70,34,34,25,9,50,17,30,50,13,53
2023-05-19T00:27:30-05:00,46,42,,34,,17,25,21,70,38,34,25,9,50,21,30,50,13,53
2023-05-19T00:28:00-05:00,46,34,,30,,13,25,21,66,34,34,25,9,46,21,30,53,17,50
2023-05-19T00:28:30-05:00,46,38,,30,,13,25,21,58,38,34,25,9,46,21,25,46,13,50
2023-05-19T00:29:00-05:00,46,38,,30,,13,25,21,46,42,34,25,9,46,21,25,53,13,50
2023-05-19T00:29:30-05:00,46,38,,34,,17,25,21,42,34,34,25,9,50,21,30,46,13,50
2023-05-19T00:30:00-05:00,46,38,,30,,17,30,21,34,38,34,25,9,42,21,25,42,13,53
2023-05-19T00:30:30-05:00,46,38,,34,,13,30,21,38,38,34,25,9,46,21,30,42,13,53
2023-05-19T00:31:00-05:00,46,38,,30,,13,25,17,38,42,34,25,9,50,25,25,34,13,50
