DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-15T09:57:30-05:00,10.0,9.0,14.0,7.0,7.0,7.0,11.0,10.0,11.0,8.0,10.0,7.0,10.0,10.0,,11.0,12.0,6.0,4.0,13.0
2023-05-15T09:58:00-05:00,10.0,8.0,14.0,8.0,,6.0,10.0,10.0,10.0,8.0,9.0,6.0,11.0,11.0,,13.0,12.0,4.0,4.0,12.0
2023-05-15T09:58:30-05:00,10.0,9.0,13.0,7.0,7.0,6.0,10.0,10.0,9.0,8.0,9.0,7.0,11.0,11.0,,12.0,13.0,5.0,5.0,12.0
2023-05-15T09:59:00-05:00,10.0,8.0,12.0,10.0,8.0,6.0,11.0,9.0,10.0,8.0,8.0,6.0,11.0,11.0,,12.0,13.0,5.0,,11.0
2023-05-15T09:59:30-05:00,10.0,8.0,13.0,9.0,11.0,6.0,11.0,9.0,10.0,8.0,8.0,7.0,11.0,11.0,,12.0,12.0,3.0,5.0,10.0
2023-05-15T10:00:00-05:00,10.0,8.0,14.0,7.0,11.0,6.0,12.0,9.0,10.0,8.0,9.0,6.0,10.0,10.0,,11.0,13.0,4.0,,11.0
2023-05-15T10:00:30-05:00,10.0,9.0,14.0,7.0,11.0,7.0,11.0,10.0,9.0,8.0,9.0,6.0,10.0,10.0,,12.0,12.0,5.0,5.0,11.0
2023-05-15T10:01:00-05:00,10.0,9.0,13.0,9.0,9.0,6.0,11.0,8.0,10.0,8.0,9.0,7.0,11.0,10.0,,,12.0,4.0,6.0,10.0
2023-05-15T10:01:30-05:00,10.0,9.0,13.0,8.0,8.0,6.0,10.0,8.0,9.0,8.0,9.0,6.0,12.0,11.0,,13.0,12.0,4.0,6.0,12.0
2023-05-15T10:02:00-05:00,10.0,9.0,14.0,7.0,8.0,7.0,11.0,9.0,10.0,8.0,9.0,7.0,12.0,11.0,,13.0,,3.0,6.0,11.0
2023-05-15T10:02:30-05:00,10.0,9.0,13.0,9.0,8.0,6.0,11.0,9.0,10.0,8.0,10.0,7.0,10.0,11.0,,12.0,,5.0,6.0,11.0
2023-05-15T10:03:00-05:00,10.0,9.0,14.0,8.0,7.0,6.0,11.0,10.0,10.0,8.0,9.0,6.0,10.0,10.0,,12.0,,6.0,6.0,12.0
2023-05-15T10:03:30-05:00,10.0,9.0,13.0,8.0,9.0,,11.0,10.0,9.0,8.0,9.0,7.0,11.0,10.0,,12.0,11.0,6.0,5.0,13.0
2023-05-15T10:04:00-05:00,10.0,9.0,14.0,7.0,8.0,7.0,9.0,9.0,9.0,8.0,7.0,7.0,11.0,10.0,,12.0,11.0,4.0,5.0,11.0
2023-05-15T10:04:30-05:00,10.0,10.0,14.0,7.0,8.0,6.0,10.0,8.0,10.0,8.0,11.0,6.0,10.0,9.0,,13.0,11.0,4.0,4.0,12.0
2023-05-15T10:05:00-05:00,10.0,9.0,16.0,8.0,8.0,7.0,10.0,8.0,10.0,8.0,11.0,8.0,10.0,9.0,,14.0,12.0,4.0,5.0,12.0
2023-05-15T10:05:30-05:00,10.0,9.0,14.0,10.0,,7.0,10.0,9.0,9.0,8.0,11.0,7.0,9.0,9.0,,13.0,11.0,4.0,4.0,11.0
2023-05-15T10:06:00-05:00,10.0,9.0,15.0,8.0,7.0,8.0,10.0,9.0,9.0,8.0,10.0,7.0,10.0,8.0,,14.0,12.0,5.0,5.0,12.0
2023-05-15T10:06:30-05:00,10.0,9.0,16.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,10.0,8.0,10.0,9.0,,14.0,12.0,5.0,5.0,12.0
2023-05-15T10:07:00-05:00,10.0,9.0,16.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,10.0,7.0,10.0,9.0,,13.0,11.0,5.0,4.0,12.0
2023-05-15T10:07:30-05:00,10.0,9.0,16.0,6.0,7.0,6.0,9.0,8.0,9.0,8.0,10.0,6.0,10.0,9.0,,14.0,,4.0,5.0,13.0
2023-05-15T10:08:00-05:00,10.0,8.0,16.0,8.0,8.0,8.0,10.0,12.0,9.0,8.0,10.0,6.0,10.0,10.0,,15.0,,5.0,6.0,12.0
2023-05-15T10:08:30-05:00,10.0,9.0,16.0,7.0,7.0,6.0,10.0,11.0,8.0,8.0,10.0,7.0,10.0,9.0,,14.0,,3.0,6.0,11.0
2023-05-15T10:09:00-05:00,10.0,9.0,16.0,6.0,8.0,7.0,10.0,12.0,9.0,8.0,9.0,7.0,9.0,9.0,,,,5.0,5.0,12.0
2023-05-15T10:09:30-05:00,10.0,9.0,16.0,7.0,6.0,6.0,9.0,15.0,8.0,8.0,9.0,9.0,9.0,10.0,,15.0,,3.0,6.0,12.0
2023-05-15T10:10:00-05:00,10.0,8.0,16.0,6.0,,5.0,9.0,19.0,8.0,8.0,9.0,8.0,9.0,10.0,,15.0,,5.0,5.0,
2023-05-15T10:10:30-05:00,10.0,9.0,16.0,5.0,8.0,5.0,10.0,14.0,9.0,8.0,9.0,7.0,9.0,10.0,,15.0,10.0,5.0,5.0,12.0
2023-05-15T10:11:00-05:00,10.0,8.0,16.0,6.0,8.0,5.0,9.0,11.0,9.0,8.0,9.0,8.0,9.0,10.0,,15.0,11.0,4.0,4.0,12.0
2023-05-15T10:11:30-05:00,10.0,8.0,17.0,5.0,7.0,6.0,8.0,12.0,8.0,8.0,9.0,7.0,9.0,9.0,,15.0,12.0,5.0,4.0,11.0
2023-05-15T10:12:00-05:00,10.0,8.0,19.0,7.0,8.0,6.0,8.0,10.0,8.0,8.0,9.0,7.0,9.0,9.0,,15.0,13.0,5.0,4.0,12.0
2023-05-15T10:12:30-05:00,10.0,8.0,17.0,7.0,7.0,5.0,8.0,10.0,9.0,8.0,9.0,7.0,10.0,10.0,,16.0,12.0,5.0,4.0,11.0
2023-05-15T10:13:00-05:00,10.0,8.0,16.0,6.0,7.0,5.0,8.0,9.0,9.0,8.0,9.0,7.0,10.0,10.0,,15.0,12.0,6.0,5.0,11.0
2023-05-15T10:13:30-05:00,10.0,8.0,15.0,6.0,6.0,5.0,8.0,10.0,9.0,8.0,9.0,7.0,10.0,10.0,,,11.0,5.0,5.0,11.0
2023-05-15T10:14:00-05:00,10.0,9.0,18.0,6.0,,5.0,8.0,,9.0,8.0,9.0,7.0,10.0,9.0,,16.0,12.0,5.0,5.0,11.0
2023-05-15T10:14:30-05:00,10.0,8.0,18.0,6.0,6.0,5.0,9.0,9.0,8.0,8.0,9.0,7.0,10.0,8.0,,,10.0,6.0,5.0,11.0
2023-05-15T10:15:00-05:00,10.0,8.0,19.0,5.0,6.0,5.0,8.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,,17.0,10.0,6.0,4.0,12.0
2023-05-15T10:15:30-05:00,10.0,8.0,19.0,6.0,7.0,5.0,9.0,8.0,8.0,8.0,9.0,6.0,11.0,9.0,,16.0,10.0,5.0,4.0,12.0
2023-05-15T10:16:00-05:00,10.0,9.0,17.0,6.0,7.0,5.0,8.0,8.0,9.0,8.0,8.0,6.0,11.0,9.0,,18.0,10.0,6.0,4.0,12.0
2023-05-15T10:16:30-05:00,10.0,9.0,19.0,5.0,7.0,5.0,9.0,8.0,8.0,8.0,8.0,7.0,12.0,10.0,,20.0,11.0,6.0,4.0,
2023-05-15T10:17:00-05:00,10.0,9.0,20.0,19.0,8.0,5.0,9.0,8.0,8.0,8.0,8.0,7.0,10.0,10.0,,19.0,10.0,8.0,4.0,12.0
2023-05-15T10:17:30-05:00,10.0,9.0,19.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,6.0,11.0,10.0,,18.0,10.0,7.0,4.0,11.0
2023-05-15T10:18:00-05:00,10.0,8.0,21.0,7.0,8.0,5.0,9.0,8.0,7.0,8.0,8.0,6.0,12.0,10.0,,,9.0,6.0,4.0,11.0
2023-05-15T10:18:30-05:00,10.0,9.0,20.0,8.0,10.0,5.0,8.0,7.0,9.0,8.0,8.0,6.0,13.0,10.0,,17.0,9.0,7.0,4.0,12.0
2023-05-15T10:19:00-05:00,10.0,9.0,21.0,9.0,9.0,5.0,9.0,7.0,8.0,8.0,8.0,6.0,12.0,10.0,,19.0,9.0,5.0,4.0,11.0
2023-05-15T10:19:30-05:00,10.0,10.0,20.0,8.0,10.0,6.0,10.0,7.0,8.0,8.0,8.0,6.0,11.0,10.0,,18.0,9.0,5.0,4.0,11.0
2023-05-15T10:20:00-05:00,10.0,9.0,20.0,6.0,11.0,6.0,9.0,7.0,8.0,8.0,8.0,6.0,10.0,10.0,,,10.0,6.0,4.0,12.0
2023-05-15T10:20:30-05:00,10.0,9.0,19.0,6.0,11.0,5.0,10.0,7.0,8.0,8.0,8.0,7.0,10.0,10.0,,19.0,11.0,6.0,4.0,
2023-05-15T10:21:00-05:00,10.0,9.0,18.0,8.0,11.0,5.0,9.0,7.0,9.0,8.0,8.0,6.0,10.0,10.0,,19.0,10.0,7.0,4.0,12.0
2023-05-15T10:21:30-05:00,10.0,9.0,18.0,10.0,10.0,5.0,8.0,7.0,8.0,8.0,8.0,6.0,10.0,10.0,,18.0,10.0,6.0,4.0,12.0
2023-05-15T10:22:00-05:00,10.0,8.0,19.0,11.0,,6.0,10.0,6.0,9.0,8.0,8.0,6.0,10.0,9.0,,19.0,11.0,5.0,5.0,13.0
2023-05-15T10:22:30-05:00,10.0,9.0,19.0,10.0,7.0,6.0,9.0,7.0,8.0,8.0,8.0,6.0,9.0,9.0,,18.0,10.0,6.0,4.0,14.0
2023-05-15T10:23:00-05:00,10.0,8.0,19.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,8.0,9.0,,18.0,10.0,6.0,4.0,13.0
2023-05-15T10:23:30-05:00,10.0,9.0,20.0,7.0,11.0,6.0,9.0,7.0,7.0,8.0,8.0,6.0,9.0,9.0,,17.0,10.0,4.0,4.0,12.0
2023-05-15T10:24:00-05:00,10.0,7.0,19.0,7.0,12.0,6.0,9.0,8.0,8.0,8.0,8.0,5.0,9.0,9.0,,17.0,8.0,9.0,6.0,13.0
2023-05-15T10:24:30-05:00,10.0,8.0,19.0,6.0,10.0,5.0,9.0,8.0,8.0,8.0,8.0,5.0,9.0,10.0,,18.0,8.0,8.0,5.0,13.0
2023-05-15T10:25:30-05:00,10.0,9.0,18.0,6.0,,4.0,9.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,,16.0,9.0,4.0,5.0,12.0
2023-05-15T10:26:00-05:00,10.0,9.0,18.0,6.0,6.0,4.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,10.0,,15.0,11.0,5.0,4.0,11.0
2023-05-15T10:26:30-05:00,10.0,8.0,17.0,7.0,7.0,4.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,,15.0,10.0,6.0,5.0,11.0
2023-05-15T10:27:00-05:00,10.0,8.0,17.0,7.0,7.0,,9.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,,16.0,11.0,5.0,4.0,11.0
2023-05-15T10:27:30-05:00,10.0,8.0,17.0,10.0,8.0,4.0,9.0,8.0,8.0,8.0,8.0,12.0,10.0,8.0,,15.0,11.0,6.0,5.0,12.0
2023-05-15T10:28:00-05:00,10.0,8.0,16.0,9.0,8.0,4.0,9.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,,15.0,11.0,5.0,5.0,13.0
2023-05-15T10:28:30-05:00,10.0,9.0,17.0,6.0,,5.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,10.0,,15.0,12.0,6.0,5.0,12.0
2023-05-15T10:29:00-05:00,10.0,9.0,17.0,6.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,11.0,,15.0,11.0,5.0,5.0,12.0
2023-05-15T10:29:30-05:00,10.0,10.0,17.0,6.0,,4.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,11.0,,15.0,11.0,4.0,4.0,12.0
2023-05-15T10:30:00-05:00,10.0,10.0,17.0,6.0,7.0,4.0,8.0,7.0,7.0,8.0,8.0,11.0,9.0,12.0,,16.0,11.0,5.0,5.0,13.0
2023-05-15T10:30:30-05:00,10.0,11.0,16.0,6.0,8.0,5.0,7.0,8.0,7.0,8.0,8.0,11.0,9.0,11.0,,15.0,11.0,5.0,8.0,12.0
2023-05-15T10:31:00-05:00,10.0,,16.0,6.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,,15.0,11.0,3.0,6.0,12.0
2023-05-15T10:31:30-05:00,10.0,10.0,16.0,6.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,11.0,9.0,9.0,,15.0,11.0,4.0,5.0,12.0
2023-05-15T10:32:00-05:00,10.0,10.0,17.0,6.0,9.0,5.0,7.0,7.0,8.0,8.0,8.0,13.0,9.0,10.0,,16.0,10.0,4.0,5.0,14.0
2023-05-15T10:32:30-05:00,10.0,11.0,18.0,6.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,14.0,9.0,10.0,,16.0,12.0,6.0,5.0,13.0
2023-05-15T10:33:00-05:00,10.0,10.0,17.0,7.0,6.0,5.0,6.0,7.0,8.0,8.0,8.0,14.0,8.0,10.0,,15.0,11.0,5.0,4.0,13.0
2023-05-15T10:33:30-05:00,10.0,10.0,17.0,8.0,6.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,,14.0,10.0,5.0,4.0,13.0
2023-05-15T10:34:00-05:00,10.0,11.0,16.0,7.0,5.0,4.0,7.0,,7.0,8.0,8.0,11.0,8.0,10.0,,14.0,11.0,7.0,4.0,12.0
2023-05-15T10:34:30-05:00,10.0,11.0,16.0,7.0,10.0,5.0,6.0,8.0,7.0,8.0,8.0,9.0,8.0,10.0,,15.0,10.0,4.0,5.0,13.0
2023-05-15T10:35:00-05:00,10.0,10.0,16.0,6.0,12.0,5.0,6.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,,16.0,11.0,4.0,5.0,14.0
2023-05-15T10:35:30-05:00,10.0,9.0,16.0,5.0,8.0,4.0,6.0,7.0,7.0,8.0,8.0,7.0,10.0,9.0,,16.0,10.0,6.0,4.0,
2023-05-15T10:36:00-05:00,10.0,10.0,15.0,5.0,6.0,4.0,6.0,7.0,8.0,8.0,7.0,7.0,10.0,9.0,,15.0,10.0,4.0,5.0,13.0
2023-05-15T10:36:30-05:00,10.0,10.0,16.0,5.0,7.0,5.0,7.0,6.0,7.0,8.0,8.0,6.0,10.0,9.0,,16.0,11.0,5.0,6.0,14.0
2023-05-15T10:37:00-05:00,10.0,10.0,16.0,5.0,6.0,4.0,7.0,6.0,7.0,8.0,8.0,6.0,10.0,8.0,,15.0,11.0,5.0,5.0,13.0
2023-05-15T10:37:30-05:00,10.0,9.0,16.0,5.0,6.0,4.0,7.0,8.0,7.0,8.0,10.0,7.0,11.0,9.0,,15.0,10.0,5.0,5.0,13.0
2023-05-15T10:38:00-05:00,10.0,9.0,18.0,5.0,8.0,5.0,7.0,7.0,7.0,8.0,8.0,7.0,10.0,8.0,,14.0,11.0,6.0,5.0,12.0
2023-05-15T10:38:30-05:00,10.0,9.0,18.0,6.0,8.0,4.0,7.0,8.0,7.0,8.0,8.0,8.0,10.0,9.0,,15.0,11.0,3.0,5.0,12.0
2023-05-15T10:39:00-05:00,10.0,8.0,17.0,6.0,,5.0,8.0,9.0,7.0,8.0,8.0,7.0,10.0,8.0,,15.0,11.0,5.0,5.0,12.0
2023-05-15T10:39:30-05:00,10.0,9.0,15.0,5.0,6.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,9.0,,16.0,11.0,4.0,5.0,12.0
2023-05-15T10:40:00-05:00,10.0,9.0,15.0,5.0,7.0,5.0,7.0,,7.0,8.0,8.0,8.0,9.0,9.0,,15.0,12.0,5.0,5.0,
2023-05-15T10:40:30-05:00,10.0,9.0,16.0,6.0,7.0,5.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,9.0,,15.0,12.0,4.0,5.0,11.0
2023-05-15T10:41:00-05:00,10.0,10.0,17.0,6.0,8.0,4.0,,9.0,7.0,8.0,8.0,7.0,9.0,10.0,,15.0,13.0,5.0,5.0,11.0
2023-05-15T10:41:30-05:00,10.0,10.0,16.0,8.0,7.0,5.0,7.0,9.0,7.0,8.0,8.0,7.0,9.0,8.0,,15.0,12.0,6.0,5.0,11.0
2023-05-15T10:42:00-05:00,10.0,10.0,16.0,8.0,,5.0,8.0,9.0,7.0,8.0,8.0,6.0,9.0,9.0,,16.0,11.0,5.0,5.0,11.0
2023-05-15T10:42:30-05:00,10.0,9.0,15.0,8.0,7.0,6.0,8.0,9.0,7.0,8.0,8.0,5.0,10.0,8.0,,14.0,14.0,3.0,5.0,11.0
2023-05-15T10:43:00-05:00,10.0,9.0,15.0,7.0,,6.0,7.0,8.0,8.0,8.0,8.0,7.0,10.0,9.0,,14.0,12.0,4.0,5.0,11.0
2023-05-15T10:43:30-05:00,18.0,9.0,16.0,6.0,8.0,7.0,8.0,9.0,8.0,8.0,8.0,7.0,9.0,10.0,,14.0,14.0,5.0,5.0,11.0
2023-05-15T10:44:00-05:00,18.0,9.0,17.0,7.0,,6.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,11.0,,14.0,14.0,4.0,5.0,11.0
2023-05-15T10:44:30-05:00,18.0,10.0,16.0,7.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,9.0,11.0,,15.0,13.0,6.0,5.0,11.0
2023-05-15T10:45:00-05:00,18.0,11.0,16.0,7.0,,6.0,8.0,7.0,8.0,8.0,8.0,7.0,9.0,9.0,,16.0,11.0,4.0,5.0,12.0
2023-05-15T10:45:30-05:00,18.0,10.0,17.0,6.0,6.0,5.0,6.0,8.0,7.0,8.0,8.0,7.0,9.0,11.0,,17.0,11.0,4.0,8.0,12.0
2023-05-15T10:46:00-05:00,18.0,9.0,16.0,7.0,,6.0,7.0,8.0,7.0,8.0,8.0,6.0,9.0,10.0,,15.0,12.0,3.0,6.0,11.0
2023-05-15T10:46:30-05:00,18.0,9.0,16.0,6.0,8.0,,7.0,8.0,8.0,8.0,8.0,6.0,9.0,10.0,,16.0,12.0,5.0,5.0,12.0
2023-05-15T10:47:00-05:00,18.0,10.0,16.0,7.0,8.0,6.0,,8.0,7.0,8.0,8.0,6.0,9.0,10.0,,17.0,12.0,3.0,6.0,11.0
2023-05-15T10:47:30-05:00,18.0,10.0,16.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,11.0,,16.0,12.0,4.0,7.0,12.0
2023-05-15T10:48:00-05:00,18.0,10.0,17.0,7.0,8.0,5.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,11.0,,16.0,14.0,5.0,6.0,11.0
2023-05-15T10:48:30-05:00,18.0,10.0,19.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,6.0,9.0,11.0,,17.0,13.0,4.0,5.0,12.0
2023-05-15T10:49:00-05:00,18.0,10.0,19.0,9.0,7.0,6.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,11.0,,17.0,12.0,4.0,6.0,11.0
2023-05-15T10:49:30-05:00,18.0,9.0,17.0,7.0,,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,12.0,,17.0,12.0,6.0,5.0,11.0
2023-05-15T10:50:00-05:00,18.0,10.0,18.0,7.0,7.0,5.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,11.0,,17.0,12.0,5.0,5.0,11.0
