DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_333E,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-24T07:59:30-05:00,8,25,6,7,36,53,58,56,21,48,24,25,27,5,23,32,38,41
2023-05-24T15:59:30-05:00,17,47,25,25,53,55,43,55,49,57,44,48,,20,46,36,37,53
2023-05-24T23:59:30-05:00,26,46,27,27,37,30,33,58,37,46,26,49,,21,46,24,26,37
