DATETIME,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-27T00:59:30-05:00,21.433333333333334,,36.325,25.0,27.0,26.26271186440678,31.764705882352942,19.949579831932773,16.771186440677965,14.865546218487395,20.30252100840336,20.516949152542374,19.125,13.904347826086957,18.666666666666668,23.54621848739496
2023-05-27T01:59:30-05:00,21.525,,25.408333333333335,,30.808333333333334,31.11965811965812,35.3,17.616666666666667,16.291666666666668,15.208333333333334,15.14406779661017,18.683333333333334,14.358333333333333,16.26050420168067,24.925,24.651785714285715
2023-05-27T02:59:30-05:00,16.15,,22.155172413793103,,33.99159663865546,31.16949152542373,42.563025210084035,15.341666666666667,16.85,13.108333333333333,15.100840336134453,14.414414414414415,14.983333333333333,19.341666666666665,23.433333333333334,23.754545454545454
2023-05-27T03:59:30-05:00,16.791666666666668,,28.216666666666665,,36.50833333333333,31.527272727272727,43.61864406779661,14.983333333333333,21.158333333333335,11.216666666666667,13.15126050420168,18.058333333333334,9.966666666666667,24.358333333333334,25.708333333333332,24.82456140350877
2023-05-27T04:59:30-05:00,13.333333333333334,,34.075,43.333333333333336,38.55555555555556,,40.29059829059829,15.389830508474576,15.941666666666666,7.635593220338983,11.883333333333333,15.516666666666667,10.383333333333333,26.627118644067796,32.891666666666666,35.34234234234234
2023-05-27T05:59:30-05:00,11.974576271186441,,38.3728813559322,43.470588235294116,37.97435897435897,42.59090909090909,36.888888888888886,13.88034188034188,14.635593220338983,7.452991452991453,12.726495726495726,16.765765765765767,10.44915254237288,13.017094017094017,28.042735042735043,30.196581196581196
2023-05-27T06:59:30-05:00,13.646017699115044,,41.351351351351354,,39.283185840707965,,39.65486725663717,14.106194690265486,31.97345132743363,10.539823008849558,13.955357142857142,22.736842105263158,13.867256637168142,23.787610619469028,24.300884955752213,22.530973451327434
2023-05-27T07:59:30-05:00,11.923076923076923,,43.53448275862069,,46.41025641025641,,52.2991452991453,19.615384615384617,46.48717948717949,26.076923076923077,23.216216216216218,17.205128205128204,20.863247863247864,27.698275862068964,27.495726495726494,34.07692307692308
2023-05-27T08:59:30-05:00,28.743119266055047,,37.243478260869566,,53.560344827586206,,72.4,39.223214285714285,53.597938144329895,49.77358490566038,29.0,24.17391304347826,31.7,33.078947368421055,26.78448275862069,44.51851851851852
2023-05-27T09:59:30-05:00,36.546875,,36.601694915254235,,40.86666666666667,,58.67796610169491,44.59649122807018,46.86666666666667,50.66386554621849,27.8,40.7047619047619,27.32075471698113,28.041666666666668,32.38333333333333,50.67567567567568
2023-05-27T10:59:30-05:00,28.825,,25.15,,28.876106194690266,,47.529411764705884,39.18181818181818,34.30833333333333,39.475,25.848484848484848,32.98019801980198,31.513274336283185,20.366666666666667,23.779661016949152,42.059322033898304
