DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2B42,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-20T00:43:30-05:00,11.0,15.411764705882353,11.0,10.246913580246913,10.088235294117647,8.060975609756097,5.880952380952381,7.940476190476191,11.951807228915662,8.416666666666666,8.0,8.929411764705883,1.2261904761904763,28.328767123287673,11.107142857142858,8.764705882352942,4.962962962962963,5.7176470588235295,10.404761904761905
2023-05-20T01:43:30-05:00,11.0,20.387931034482758,9.576923076923077,8.752475247524753,8.860869565217392,8.093023255813954,6.706896551724138,8.0,12.612068965517242,10.939655172413794,8.0,7.681034482758621,4.724137931034483,38.372549019607845,11.591304347826087,7.422413793103448,5.008695652173913,6.539130434782609,7.655172413793103
2023-05-20T02:43:30-05:00,11.0,17.65811965811966,9.094017094017094,8.141509433962264,8.273504273504274,,8.324786324786325,8.192982456140351,17.964912280701753,11.564102564102564,8.0,11.304347826086957,7.136752136752137,24.136752136752136,12.379310344827585,7.051282051282051,5.273504273504273,6.0256410256410255,12.017094017094017
2023-05-20T03:43:30-05:00,11.0,16.914529914529915,8.555555555555555,7.6581196581196584,7.803418803418803,,15.487179487179487,8.620689655172415,20.232758620689655,12.282051282051283,8.0,13.293103448275861,10.572649572649572,21.913793103448278,8.909090909090908,6.521367521367521,9.760683760683762,5.3247863247863245,17.913793103448278
2023-05-20T04:43:30-05:00,11.0,17.017391304347825,8.68695652173913,7.826086956521739,7.930434782608696,,12.756521739130434,10.026315789473685,18.088495575221238,13.365217391304348,8.0,13.095652173913043,11.756521739130434,19.982608695652175,7.97029702970297,6.666666666666667,9.930434782608696,8.017391304347827,13.504347826086956
2023-05-20T05:43:30-05:00,11.0,10.112068965517242,8.535714285714286,7.775862068965517,7.7155172413793105,,7.526315789473684,11.046153846153846,12.008849557522124,9.451612903225806,8.0,11.816091954022989,7.973684210526316,9.137931034482758,10.56140350877193,6.7155172413793105,4.605263157894737,6.560344827586207,5.175438596491228
2023-05-20T06:43:30-05:00,11.0,3.230769230769231,5.405172413793103,5.111111111111111,4.8108108108108105,,4.854700854700854,,3.9565217391304346,,8.0,,2.094017094017094,3.8974358974358974,4.385321100917431,4.136752136752137,1.0854700854700854,2.8461538461538463,0.042735042735042736
2023-05-20T07:43:30-05:00,11.0,2.5391304347826087,7.0,6.591304347826087,6.557522123893805,,6.939130434782609,,6.660869565217391,,8.0,,2.3130434782608695,5.478260869565218,6.252173913043478,5.531531531531532,5.297297297297297,5.173913043478261,0.40350877192982454
2023-05-20T08:43:30-05:00,11.0,6.495652173913044,4.582608695652174,4.234782608695652,4.104347826086957,,8.991304347826087,,7.824561403508772,,8.0,,6.28695652173913,11.157894736842104,5.421052631578948,3.504424778761062,7.695652173913044,4.939130434782609,12.0
2023-05-20T09:43:30-05:00,11.0,13.11111111111111,5.75,5.5,5.314814814814815,,13.222222222222221,,17.372549019607842,,8.0,,5.111111111111111,12.444444444444445,8.903846153846153,4.69811320754717,7.0,5.907407407407407,25.1
2023-05-20T10:43:30-05:00,,,,,,,,,,,,,,,,,,,
2023-05-20T11:43:30-05:00,11.0,28.863636363636363,16.454545454545453,14.863636363636363,15.863636363636363,,,,29.285714285714285,,8.0,,24.3,23.272727272727273,,12.681818181818182,17.615384615384617,,25.40909090909091
2023-05-20T12:43:30-05:00,11.0,23.344827586206897,15.478632478632479,13.948717948717949,14.735042735042734,,,,30.754716981132077,,8.0,,26.11764705882353,19.810344827586206,,11.777777777777779,18.5,,20.689655172413794
2023-05-20T13:43:30-05:00,11.0,20.353448275862068,16.42241379310345,14.991379310344827,15.965217391304348,23.14814814814815,24.0,15.222222222222221,19.58653846153846,,8.0,,25.4375,17.850877192982455,16.128205128205128,12.586206896551724,16.253521126760564,9.368421052631579,25.544642857142858
2023-05-20T14:43:30-05:00,11.0,25.897435897435898,16.145299145299145,14.732758620689655,15.623931623931623,13.371681415929203,14.754545454545454,11.683760683760683,14.612068965517242,,8.0,,21.302325581395348,12.991452991452991,13.567567567567568,12.376068376068377,10.512820512820513,9.153846153846153,22.068376068376068
2023-05-20T15:43:30-05:00,11.0,9.14655172413793,18.75,17.397727272727273,18.042105263157893,9.96551724137931,5.077586206896552,8.172413793103448,10.690265486725664,,8.0,,3.0517241379310347,17.486725663716815,7.896551724137931,14.24731182795699,2.0344827586206895,6.035087719298246,6.6869565217391305
2023-05-20T16:43:30-05:00,11.0,0.9487179487179487,17.27659574468085,16.98148148148148,16.545454545454547,3.8703703703703702,3.47008547008547,1.8141592920353982,5.474137931034483,,8.0,,1.188034188034188,2.7435897435897436,1.7008547008547008,13.133333333333333,1.7777777777777777,1.623931623931624,1.1452991452991452
2023-05-20T17:43:30-05:00,11.0,1.105263157894737,3.4649122807017543,3.2719298245614037,3.6578947368421053,3.0789473684210527,2.692982456140351,1.8495575221238938,2.9035087719298245,,8.0,,0.9292035398230089,3.1339285714285716,1.7964601769911503,2.763157894736842,0.6754385964912281,2.088495575221239,1.6666666666666667
2023-05-20T18:43:30-05:00,11.0,4.6,2.0701754385964914,1.9739130434782608,2.139130434782609,4.631578947368421,4.060869565217391,3.8392857142857144,7.6173913043478265,,8.0,,2.347826086956522,5.373913043478261,5.2727272727272725,1.6608695652173913,2.0350877192982457,2.7610619469026547,4.867256637168142
