DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-07T00:59:30-05:00,40,63,43,36,43,39,52,70,60,59,24,61,57,59,48,39,63
2023-05-07T01:59:30-05:00,42,57,43,37,44,59,48,74,50,47,47,63,58,62,53,37,63
2023-05-07T02:59:30-05:00,42,56,43,37,44,68,61,72,53,54,47,60,57,58,52,46,64
2023-05-07T03:59:30-05:00,42,58,43,38,45,62,88,76,53,58,38,57,53,54,47,54,61
2023-05-07T04:59:30-05:00,42,58,43,36,44,60,122,72,52,56,42,58,49,53,47,58,61
2023-05-07T05:59:30-05:00,40,61,41,35,41,48,172,77,55,57,36,58,54,55,45,50,60
2023-05-07T06:59:30-05:00,39,58,42,36,43,62,181,72,58,63,43,58,54,55,47,53,61
2023-05-07T07:59:30-05:00,42,55,43,39,46,67,199,66,53,61,56,53,52,55,46,57,54
2023-05-07T08:59:30-05:00,42,49,43,40,46,64,170,65,47,57,60,53,46,48,48,58,59
2023-05-07T09:59:30-05:00,38,44,53,47,53,57,81,63,49,55,51,53,39,48,43,56,55
2023-05-07T10:59:30-05:00,,44,55,51,56,61,75,61,50,55,54,53,34,43,42,56,55
2023-05-07T11:59:30-05:00,46,45,50,42,52,67,97,62,48,55,53,50,37,48,49,61,53
2023-05-07T12:59:30-05:00,46,48,46,39,50,67,81,69,49,55,60,53,39,50,55,53,55
2023-05-07T13:59:30-05:00,46,56,46,39,50,62,92,63,56,63,63,61,47,51,48,52,67
2023-05-07T14:59:30-05:00,52,65,55,48,56,62,165,68,58,52,56,65,54,57,53,54,72
2023-05-07T15:59:30-05:00,57,40,58,53,58,36,170,64,31,27,32,33,53,57,36,31,43
2023-05-07T16:59:30-05:00,48,25,50,41,52,27,94,34,22,23,24,23,26,30,20,24,29
2023-05-07T17:59:30-05:00,40,22,49,40,51,28,59,31,18,21,23,21,32,22,17,23,28
2023-05-07T18:59:30-05:00,52,23,54,44,54,24,82,31,19,17,21,20,29,25,16,23,27
2023-05-07T19:59:30-05:00,53,33,53,42,53,35,159,53,24,18,20,23,40,43,22,25,31
2023-05-07T20:59:30-05:00,46,53,54,45,55,41,190,61,38,26,19,38,34,39,16,33,41
2023-05-07T21:59:30-05:00,52,41,54,45,54,28,218,54,40,37,21,45,39,40,33,42,47
2023-05-07T22:59:30-05:00,50,44,52,43,53,31,190,60,44,44,34,44,35,40,33,38,48
2023-05-07T23:59:30-05:00,46,46,47,38,48,50,116,62,43,46,37,47,36,40,32,46,46
