DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-07T00:00:00-05:00,38,68,42,38,42,,,,,64,,62,55,58,,34,
2023-05-07T00:00:30-05:00,38,68,42,34,42,17,,77,62,62,21,64,50,60,0,34,55
2023-05-07T00:01:00-05:00,38,68,42,34,46,42,225,81,62,62,21,64,50,60,0,30,60
2023-05-07T00:01:30-05:00,38,72,46,34,42,46,157,85,64,64,21,64,55,58,53,34,62
2023-05-07T00:02:00-05:00,38,70,42,42,42,42,108,85,62,64,17,64,53,58,50,34,64
2023-05-07T00:02:30-05:00,38,72,42,38,42,46,74,85,64,64,21,64,53,58,58,34,68
2023-05-07T00:03:00-05:00,38,70,42,38,42,42,62,,66,64,17,62,53,55,53,34,66
2023-05-07T00:04:00-05:00,38,,42,38,42,42,58,,62,62,17,64,53,55,53,38,62
2023-05-07T00:04:30-05:00,38,68,46,38,38,42,55,83,64,62,21,64,53,55,55,42,66
2023-05-07T00:05:00-05:00,38,70,42,38,46,46,53,81,64,60,17,62,55,55,53,38,68
2023-05-07T00:05:30-05:00,42,68,46,38,46,46,50,81,64,60,17,62,55,53,58,38,64
2023-05-07T00:06:00-05:00,42,64,42,34,46,46,42,83,66,60,21,62,53,53,55,38,66
2023-05-07T00:06:30-05:00,42,68,42,34,46,42,42,81,64,62,17,62,53,55,46,34,64
2023-05-07T00:07:00-05:00,42,64,42,38,42,46,46,79,66,60,17,64,50,58,53,38,66
2023-05-07T00:07:30-05:00,42,,38,38,42,50,42,81,64,62,17,62,53,55,53,38,66
2023-05-07T00:08:00-05:00,42,66,42,42,42,50,46,81,64,62,17,62,53,58,50,38,66
2023-05-07T00:08:30-05:00,42,,42,38,46,46,46,83,66,62,17,64,50,58,50,38,62
2023-05-07T00:09:00-05:00,42,66,42,34,42,38,42,83,66,60,17,64,53,58,55,46,64
2023-05-07T00:09:30-05:00,42,60,46,38,46,38,46,81,66,60,17,62,53,58,53,38,62
2023-05-07T00:10:00-05:00,42,,46,34,46,42,46,83,66,62,17,62,53,55,46,42,64
2023-05-07T00:10:30-05:00,42,62,42,34,42,38,38,81,,62,17,64,58,55,53,42,64
2023-05-07T00:11:00-05:00,42,62,46,34,42,38,38,81,64,60,17,62,55,58,50,42,64
2023-05-07T00:11:30-05:00,42,62,46,34,42,42,38,81,64,60,17,62,55,55,53,42,64
2023-05-07T00:12:00-05:00,42,62,46,34,46,38,42,79,64,64,17,62,53,55,42,42,66
2023-05-07T00:12:30-05:00,42,62,42,38,46,38,42,77,62,64,17,60,58,55,55,42,62
2023-05-07T00:13:00-05:00,42,64,42,38,46,38,46,81,64,60,17,60,53,55,55,42,64
2023-05-07T00:13:30-05:00,42,62,46,38,46,38,46,79,62,60,17,62,55,55,58,42,64
2023-05-07T00:14:00-05:00,42,66,42,38,42,38,42,79,62,62,17,62,53,53,53,42,64
2023-05-07T00:14:30-05:00,42,60,46,34,42,38,42,79,64,62,17,60,53,55,53,38,62
2023-05-07T00:15:00-05:00,42,62,42,38,42,38,42,79,62,60,25,60,55,55,55,42,62
2023-05-07T00:15:30-05:00,42,62,42,38,42,34,38,79,60,58,21,64,55,58,53,46,64
2023-05-07T00:16:00-05:00,42,66,42,38,46,34,38,79,60,62,21,60,53,60,50,46,64
2023-05-07T00:16:30-05:00,42,64,42,38,42,42,46,79,62,62,21,60,53,55,50,42,62
2023-05-07T00:17:00-05:00,42,64,38,38,46,34,38,77,62,62,17,60,53,55,53,46,60
2023-05-07T00:17:30-05:00,42,64,42,38,42,38,38,77,64,62,21,60,55,53,53,42,60
2023-05-07T00:18:00-05:00,42,66,42,38,46,38,38,74,62,60,17,62,50,58,34,38,62
2023-05-07T00:18:30-05:00,42,64,42,38,46,38,34,72,66,,21,62,50,58,42,42,62
2023-05-07T00:19:00-05:00,42,64,42,34,42,38,34,79,62,60,17,62,55,58,34,42,64
2023-05-07T00:19:30-05:00,42,,42,34,46,38,38,74,60,60,21,60,53,60,38,38,64
2023-05-07T00:20:00-05:00,42,,46,34,42,38,38,77,58,60,21,62,53,60,42,42,62
2023-05-07T00:20:30-05:00,42,,42,38,42,34,38,74,60,60,21,60,58,58,42,38,62
2023-05-07T00:21:00-05:00,42,,42,38,42,38,38,74,58,62,17,62,55,55,34,42,
2023-05-07T00:21:30-05:00,42,,42,38,46,38,38,72,62,60,17,62,55,58,34,38,62
2023-05-07T00:22:00-05:00,42,,42,38,42,38,42,70,62,,17,62,55,58,30,42,62
2023-05-07T00:22:30-05:00,42,,42,38,42,38,42,68,60,60,17,62,55,58,30,46,64
2023-05-07T00:23:00-05:00,42,,42,38,42,42,,72,60,60,17,62,55,60,34,42,60
2023-05-07T00:23:30-05:00,42,66,42,34,42,38,34,68,62,62,17,64,55,58,34,42,62
2023-05-07T00:24:00-05:00,42,64,42,38,42,34,34,70,60,62,17,60,58,60,34,42,62
2023-05-07T00:24:30-05:00,42,62,42,38,42,38,34,68,62,62,21,62,55,60,34,42,62
2023-05-07T00:25:00-05:00,42,64,46,34,42,34,34,66,60,62,17,62,58,58,38,46,62
2023-05-07T00:25:30-05:00,42,64,42,38,42,34,,64,60,60,17,64,58,60,58,42,62
2023-05-07T00:26:00-05:00,42,62,42,34,42,34,38,66,58,60,17,64,58,60,60,38,62
2023-05-07T00:26:30-05:00,42,64,42,38,42,30,38,64,62,62,21,66,55,60,58,38,62
2023-05-07T00:27:00-05:00,42,64,42,38,42,34,34,64,60,62,21,64,58,62,55,42,62
2023-05-07T00:27:30-05:00,42,64,42,38,46,34,34,62,62,58,21,62,55,62,60,42,62
2023-05-07T00:28:00-05:00,42,62,42,34,42,34,34,62,60,58,17,60,58,64,,42,60
2023-05-07T00:28:30-05:00,42,64,46,34,38,38,34,62,66,55,17,62,58,62,66,46,64
2023-05-07T00:29:00-05:00,42,62,42,34,38,34,38,64,62,55,13,58,60,60,64,38,64
2023-05-07T00:29:30-05:00,38,,42,38,38,38,38,64,62,58,21,60,58,64,64,42,64
2023-05-07T00:30:00-05:00,38,,42,34,42,38,38,64,62,60,17,64,58,,42,42,64
2023-05-07T00:30:30-05:00,38,,42,34,42,34,38,64,66,60,17,62,60,68,53,42,64
2023-05-07T00:31:00-05:00,38,,42,38,42,38,42,64,64,60,17,60,58,64,50,42,60
2023-05-07T00:31:30-05:00,38,,46,34,46,38,38,66,66,60,17,62,60,62,34,38,64
2023-05-07T00:32:00-05:00,38,,42,38,50,38,38,64,64,58,17,62,58,64,38,42,62
2023-05-07T00:32:30-05:00,38,,42,38,42,34,38,62,64,58,17,62,58,60,38,34,62
2023-05-07T00:33:00-05:00,38,,46,38,46,34,34,64,62,58,17,60,60,62,38,38,64
2023-05-07T00:33:30-05:00,38,64,42,34,46,34,38,62,62,,21,62,60,62,38,42,64
2023-05-07T00:34:00-05:00,38,62,46,38,42,34,38,60,62,58,21,62,64,62,46,38,66
2023-05-07T00:34:30-05:00,38,64,46,34,46,34,34,62,60,58,17,60,58,60,38,38,64
2023-05-07T00:35:00-05:00,38,62,46,34,42,38,38,64,58,62,17,62,62,60,38,34,64
2023-05-07T00:35:30-05:00,38,62,42,38,42,38,38,64,60,58,17,62,62,60,50,38,64
2023-05-07T00:36:00-05:00,38,62,42,34,42,34,42,64,62,58,17,62,62,62,46,38,64
2023-05-07T00:36:30-05:00,38,62,38,38,42,34,38,64,64,60,21,62,60,60,42,38,66
2023-05-07T00:37:00-05:00,38,60,38,34,42,38,38,64,64,60,21,62,62,58,38,42,66
2023-05-07T00:37:30-05:00,38,62,38,34,42,34,34,62,64,60,17,60,62,60,34,38,66
2023-05-07T00:38:00-05:00,38,64,42,34,46,34,38,64,60,60,17,60,58,64,42,34,64
2023-05-07T00:38:30-05:00,38,62,42,38,42,34,38,62,62,58,25,60,60,60,34,34,64
2023-05-07T00:39:00-05:00,38,62,42,34,46,34,42,64,62,60,21,62,60,60,42,38,64
2023-05-07T00:39:30-05:00,38,,42,38,46,34,38,64,64,58,21,62,60,60,38,34,66
2023-05-07T00:40:00-05:00,38,,42,34,42,38,38,68,64,60,21,60,62,62,38,34,64
2023-05-07T00:40:30-05:00,38,,42,38,46,42,38,64,62,62,17,60,62,60,34,38,62
2023-05-07T00:41:00-05:00,38,,42,38,46,42,42,64,60,62,17,60,60,60,42,38,60
2023-05-07T00:41:30-05:00,38,,42,34,42,34,42,66,60,60,17,60,60,62,38,34,62
2023-05-07T00:42:00-05:00,38,,42,34,38,38,38,66,58,60,34,62,60,62,46,38,64
2023-05-07T00:42:30-05:00,38,,42,34,42,42,42,66,60,58,34,62,62,62,42,38,64
2023-05-07T00:43:00-05:00,38,,42,38,42,38,42,66,58,62,25,60,60,60,34,42,64
2023-05-07T00:43:30-05:00,38,62,42,34,42,38,38,66,58,64,21,58,60,62,34,38,64
2023-05-07T00:44:00-05:00,38,60,42,34,46,38,38,70,58,62,21,60,60,62,38,38,62
2023-05-07T00:44:30-05:00,38,62,46,42,46,38,38,68,55,60,21,60,62,60,46,38,62
2023-05-07T00:45:00-05:00,38,60,42,38,46,38,38,66,55,58,34,60,60,60,38,38,66
2023-05-07T00:45:30-05:00,38,64,42,34,42,38,42,64,58,58,38,60,60,62,38,34,62
2023-05-07T00:46:00-05:00,38,,42,38,42,42,38,66,58,58,25,60,60,62,42,38,62
2023-05-07T00:46:30-05:00,38,62,42,34,42,42,38,68,55,58,25,60,58,62,53,38,62
2023-05-07T00:47:00-05:00,38,62,38,34,42,38,42,66,53,55,25,58,60,64,50,38,64
2023-05-07T00:47:30-05:00,38,60,42,38,42,42,42,64,55,58,34,62,58,64,55,38,62
2023-05-07T00:48:00-05:00,38,62,46,38,42,42,46,66,55,60,38,62,58,60,53,38,64
2023-05-07T00:48:30-05:00,38,60,42,38,42,42,38,68,53,60,30,60,62,62,53,34,64
2023-05-07T00:49:00-05:00,38,62,38,34,42,42,38,68,58,55,25,60,60,60,46,34,64
2023-05-07T00:49:30-05:00,38,62,46,34,42,42,42,68,58,58,25,62,60,62,55,42,66
2023-05-07T00:50:00-05:00,38,62,46,38,46,42,158,68,55,58,25,62,62,62,50,38,64
2023-05-07T00:50:30-05:00,42,62,42,34,46,42,42,66,55,58,30,60,62,64,55,34,62
2023-05-07T00:51:00-05:00,42,62,46,34,46,38,42,68,58,58,58,60,60,62,55,34,62
2023-05-07T00:51:30-05:00,42,64,42,38,42,42,46,64,55,58,50,62,60,64,46,34,62
2023-05-07T00:52:00-05:00,42,64,42,34,46,42,42,64,53,55,34,60,60,64,53,34,66
2023-05-07T00:52:30-05:00,42,64,46,38,42,42,38,64,55,55,34,60,60,64,55,34,64
2023-05-07T00:53:00-05:00,42,62,42,38,42,38,38,64,50,53,34,62,60,62,46,38,66
2023-05-07T00:53:30-05:00,42,62,42,38,46,42,42,66,53,53,38,60,58,62,50,38,68
2023-05-07T00:54:00-05:00,42,64,42,34,46,42,38,66,53,50,34,60,58,62,50,38,70
2023-05-07T00:54:30-05:00,42,64,46,34,42,42,38,64,53,50,38,60,60,64,55,34,68
2023-05-07T00:55:00-05:00,42,62,42,34,46,42,38,68,53,50,42,60,58,62,50,34,66
2023-05-07T00:55:30-05:00,42,62,42,34,46,42,38,66,53,50,42,62,58,64,50,38,66
2023-05-07T00:56:00-05:00,42,62,42,38,46,42,42,68,53,50,42,60,58,62,53,38,62
2023-05-07T00:56:30-05:00,42,64,42,34,42,42,46,62,53,53,42,60,58,62,50,34,64
2023-05-07T00:57:00-05:00,42,64,42,34,46,42,38,66,53,53,42,62,62,62,50,38,64
2023-05-07T00:57:30-05:00,42,64,42,34,42,46,42,66,53,53,42,62,,64,46,38,62
2023-05-07T00:58:00-05:00,42,62,42,34,46,46,42,64,53,53,46,62,60,62,50,38,62
2023-05-07T00:58:30-05:00,42,62,42,38,42,50,38,68,53,50,46,62,60,62,60,34,62
2023-05-07T00:59:00-05:00,42,64,38,38,46,55,42,66,55,53,50,60,58,60,46,38,62
2023-05-07T00:59:30-05:00,42,62,42,42,42,60,38,64,55,53,50,62,55,60,50,34,64
2023-05-07T01:00:00-05:00,42,60,38,38,42,58,42,64,53,55,46,60,60,62,53,34,66
2023-05-07T01:00:30-05:00,42,62,42,38,42,58,42,64,53,55,50,60,58,62,50,38,64
2023-05-07T01:01:00-05:00,42,60,46,34,46,58,42,66,53,53,53,60,60,62,50,38,64
2023-05-07T01:01:30-05:00,42,62,42,38,42,62,46,66,50,50,50,60,55,62,46,38,64
2023-05-07T01:02:00-05:00,42,64,42,38,46,58,46,64,50,53,53,60,60,62,50,34,64
2023-05-07T01:02:30-05:00,42,64,42,34,46,53,42,64,50,53,50,60,60,62,58,34,62
2023-05-07T01:03:00-05:00,42,60,42,38,46,60,46,66,53,53,50,60,58,62,55,38,62
2023-05-07T01:03:30-05:00,42,60,38,38,42,60,42,64,53,53,50,62,58,66,55,38,64
2023-05-07T01:04:00-05:00,42,62,42,38,42,60,38,64,50,53,53,62,60,64,50,34,64
2023-05-07T01:04:30-05:00,42,64,46,38,42,58,42,64,53,55,50,62,58,62,50,34,62
2023-05-07T01:05:00-05:00,42,64,46,38,42,58,42,64,50,55,50,62,58,64,53,42,62
2023-05-07T01:05:30-05:00,42,62,42,34,46,60,46,66,53,53,53,62,58,62,55,38,60
2023-05-07T01:06:00-05:00,42,62,38,34,46,62,50,66,53,53,53,62,58,64,53,38,66
2023-05-07T01:06:30-05:00,42,62,42,38,42,60,46,64,53,55,55,62,58,66,55,42,60
2023-05-07T01:07:00-05:00,42,62,42,38,42,60,46,66,53,53,55,64,58,64,53,38,62
2023-05-07T01:07:30-05:00,42,58,42,34,42,60,42,64,50,53,53,62,58,64,55,38,64
2023-05-07T01:08:00-05:00,42,60,42,38,42,58,42,66,50,53,53,62,60,66,55,34,62
2023-05-07T01:08:30-05:00,42,60,42,34,46,62,38,64,50,50,50,62,60,64,46,42,62
2023-05-07T01:09:00-05:00,42,58,42,38,42,62,42,64,53,53,53,62,60,64,53,42,62
2023-05-07T01:09:30-05:00,42,58,46,38,42,60,42,64,55,50,55,60,60,64,60,42,62
2023-05-07T01:10:00-05:00,42,60,46,34,46,62,46,66,53,50,53,62,58,66,53,42,62
2023-05-07T01:10:30-05:00,42,60,46,38,46,64,46,64,50,50,53,64,58,64,64,38,64
2023-05-07T01:11:00-05:00,42,62,42,38,46,62,38,64,53,50,53,60,58,66,50,42,62
2023-05-07T01:11:30-05:00,42,62,42,38,46,62,50,66,50,50,53,62,60,62,53,46,62
2023-05-07T01:12:00-05:00,42,60,38,38,42,62,46,64,50,50,53,62,58,62,55,46,64
2023-05-07T01:12:30-05:00,42,60,42,34,42,62,42,62,50,50,53,62,60,62,46,46,62
2023-05-07T01:13:00-05:00,42,60,42,38,42,60,42,60,50,53,53,62,55,62,46,42,62
2023-05-07T01:13:30-05:00,42,60,42,34,42,64,42,64,50,50,53,62,58,62,50,42,62
2023-05-07T01:14:00-05:00,42,60,42,34,42,62,42,62,50,46,53,60,58,64,53,42,64
2023-05-07T01:14:30-05:00,42,60,42,38,42,60,42,64,50,46,55,60,62,64,50,42,64
2023-05-07T01:15:00-05:00,42,60,46,38,42,64,38,62,50,50,53,60,60,64,42,46,62
2023-05-07T01:15:30-05:00,42,60,42,38,42,62,38,64,46,50,50,62,55,64,53,46,64
2023-05-07T01:16:00-05:00,42,60,42,42,42,60,38,64,50,50,53,60,60,64,50,46,64
2023-05-07T01:16:30-05:00,42,60,46,38,42,64,46,66,53,50,53,62,60,64,50,42,64
2023-05-07T01:17:00-05:00,42,58,38,38,46,62,46,68,46,50,50,60,60,62,53,42,62
2023-05-07T01:17:30-05:00,42,60,46,34,42,62,42,74,50,50,50,62,58,62,53,46,64
2023-05-07T01:18:00-05:00,42,60,42,38,42,62,46,79,50,46,53,62,58,60,46,42,64
2023-05-07T01:18:30-05:00,42,60,42,38,46,62,46,89,50,46,53,60,58,62,46,46,64
2023-05-07T01:19:00-05:00,42,58,42,34,46,66,46,87,50,46,50,64,58,60,46,42,64
2023-05-07T01:19:30-05:00,42,60,46,38,46,60,50,89,46,46,50,64,60,62,55,42,64
2023-05-07T01:20:00-05:00,42,60,42,34,42,62,46,89,46,42,50,66,60,62,38,42,64
2023-05-07T01:20:30-05:00,42,60,42,38,42,62,46,,46,46,50,68,55,60,50,42,64
