DATETIME,TANGARA_DD66,TANGARA_25CE,TANGARA_260A,TANGARA_4B1A,TANGARA_65F2,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_1EE6,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782_x,TANGARA_3782_y,TANGARA_F212,TANGARA_1712,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-31T13:00:30-05:00,46,,,53,77,46,,70,25,,,,62,,,72,60,0,,
2023-05-31T13:01:00-05:00,46,,,55,79,,,81,17,,,,,,,66,68,0,,
2023-05-31T13:01:30-05:00,46,,,60,77,,,81,17,,,,62,,,62,70,,,
2023-05-31T13:02:00-05:00,46,,,58,79,,,81,17,,,,60,,,64,72,,,
2023-05-31T13:02:30-05:00,46,,,58,74,,,81,21,,,,62,,,62,70,,,
2023-05-31T13:03:00-05:00,46,,,58,77,,,85,21,,,,62,,,64,72,,,
2023-05-31T13:03:30-05:00,46,,,53,79,,,83,,,,,62,,,62,70,,,
2023-05-31T13:04:00-05:00,46,,,58,77,,,85,21,,,,,,,64,70,,,
2023-05-31T13:04:30-05:00,46,,,55,79,,,85,21,,,,64,,,64,72,,,
2023-05-31T13:05:00-05:00,46,,,53,79,,,,21,,,,62,,,64,70,,,
2023-05-31T13:05:30-05:00,46,,,55,79,,,85,21,,,,62,,,66,70,,,
2023-05-31T13:06:00-05:00,46,,,55,74,,,83,25,,,,64,,,66,68,,,
2023-05-31T13:06:30-05:00,46,,,53,77,,,85,21,,,,64,,,68,70,,,
2023-05-31T13:07:00-05:00,46,,,55,79,,,83,17,,,,62,,,70,89,,,
2023-05-31T13:07:30-05:00,46,,,55,77,,,83,21,,,,,,,70,81,,,
2023-05-31T13:08:00-05:00,46,,,55,79,,,83,17,,,,66,,,68,77,,,
2023-05-31T13:08:30-05:00,46,,,58,79,,,83,17,,,,70,,,70,70,,,
2023-05-31T13:09:00-05:00,46,,,53,81,,,79,21,,,,68,,,66,70,,,
2023-05-31T13:09:30-05:00,46,,,46,83,,,77,21,,,,,,,66,70,,,
2023-05-31T13:10:00-05:00,46,,,53,81,,,77,17,,,,66,,,72,68,,,
2023-05-31T13:10:30-05:00,46,,,53,79,,,77,13,,,,66,,,72,70,,,
2023-05-31T13:11:00-05:00,46,,,50,83,,,85,17,,,,64,,,70,68,,,
2023-05-31T13:11:30-05:00,46,,,53,87,,,81,13,,,,,,,68,70,,,
2023-05-31T13:12:00-05:00,46,,,50,83,,,79,9,,,,66,,,68,68,,,
2023-05-31T13:12:30-05:00,46,,,50,87,,,74,13,,,,64,,,68,72,,,
2023-05-31T13:13:00-05:00,46,,,46,85,,,77,13,,,,,,,70,70,,,
2023-05-31T13:13:30-05:00,46,,,50,85,,,77,13,,,,62,,,72,72,,,
2023-05-31T13:14:00-05:00,46,,,53,89,,,81,13,,,,,,,72,70,,,
2023-05-31T13:14:30-05:00,46,,,53,85,,,77,13,,,,62,,,72,72,,,
2023-05-31T13:15:00-05:00,46,,,53,87,,,77,13,,,,,,,68,70,,,
2023-05-31T13:15:30-05:00,46,,,53,83,,,81,13,,,,62,,,68,66,,,
2023-05-31T13:16:00-05:00,46,,,53,87,,,79,13,,,,62,,,68,66,,,
2023-05-31T13:16:30-05:00,46,,,53,85,,,79,13,,,,62,,,68,68,,,
2023-05-31T13:17:00-05:00,46,,,55,85,,,81,9,,,,62,,,70,68,,,
2023-05-31T13:17:30-05:00,46,,,53,87,,,83,9,,,,62,,,70,66,,,
2023-05-31T13:18:00-05:00,46,,,53,85,,,83,13,,,,,,,68,66,,,
2023-05-31T13:18:30-05:00,46,,,50,83,,,85,13,,,,64,,,68,64,,,
2023-05-31T13:19:00-05:00,46,,,55,83,,,81,13,,,,64,,,68,68,,,
2023-05-31T13:19:30-05:00,46,,,55,85,,,83,13,,,,60,,,70,68,,,
2023-05-31T13:20:00-05:00,46,,,55,89,,,81,13,,,,62,,,68,70,,,
2023-05-31T13:20:30-05:00,46,,,53,89,,,81,13,,,17,62,,,68,66,,,
2023-05-31T13:21:00-05:00,46,,,53,85,,,83,13,,,9,,,,70,68,,,
2023-05-31T13:21:30-05:00,46,,,50,85,,,85,9,,,13,64,,,68,66,,,
2023-05-31T13:22:00-05:00,46,,,50,87,,,,9,,,13,,,,68,66,,,
2023-05-31T13:22:30-05:00,46,,,55,85,,,,9,,,13,64,,,66,64,,,
2023-05-31T13:23:00-05:00,46,,,53,85,,,85,9,,,17,,,,68,64,,,
2023-05-31T13:23:30-05:00,46,,,53,87,,,81,13,,,13,62,,,66,64,,,
2023-05-31T13:24:00-05:00,46,,,55,87,,,81,9,21,,13,62,,,70,66,,,
2023-05-31T13:25:00-05:00,46,,,53,85,46,,77,9,25,,9,64,,,70,68,,,
2023-05-31T13:25:30-05:00,46,,,53,87,,,77,13,25,,9,64,,,68,66,,,
2023-05-31T13:26:00-05:00,46,,,53,87,,,77,13,21,,9,66,,,70,66,,,
2023-05-31T13:26:30-05:00,46,,,53,87,,,79,9,34,,13,66,,,66,64,,,
2023-05-31T13:27:00-05:00,46,,,53,83,,,81,13,34,,9,64,,,70,66,,,
2023-05-31T13:27:30-05:00,46,,,53,83,,,77,13,34,,13,,,,68,68,,,
2023-05-31T13:28:00-05:00,46,,,55,87,,,77,9,,,13,64,,,64,66,,,
2023-05-31T13:28:30-05:00,46,,,55,83,,,81,9,30,,9,64,,,70,70,,,
2023-05-31T13:29:00-05:00,46,,,55,81,,,79,9,25,,9,,,,68,66,,,
2023-05-31T13:29:30-05:00,46,,,53,81,46,,74,9,25,,13,66,,,70,68,,,
2023-05-31T13:30:00-05:00,46,,,53,81,,,77,13,21,,13,66,,,64,68,,,
2023-05-31T13:30:30-05:00,46,,,55,81,,,77,13,21,25,13,66,,,66,70,,,
2023-05-31T13:31:00-05:00,46,,,53,79,,,81,9,21,21,13,,,,66,68,,,
2023-05-31T13:31:30-05:00,46,,,53,85,,38,77,13,21,21,13,64,,,72,68,,,
2023-05-31T13:32:00-05:00,46,,,53,83,,,77,13,21,17,13,64,,,68,68,,,
2023-05-31T13:32:30-05:00,46,,,55,83,,,79,9,17,17,13,,,,66,66,,,
2023-05-31T13:33:00-05:00,46,,,58,85,,,77,13,13,17,,64,,,66,68,,,
2023-05-31T13:33:30-05:00,46,,,58,87,,,77,13,17,17,13,66,,,66,68,,,
2023-05-31T13:34:00-05:00,46,,,55,89,46,,77,9,17,30,13,,,,72,68,,,
2023-05-31T13:34:30-05:00,46,,,55,87,46,38,77,13,17,21,13,66,,,72,70,,,
2023-05-31T13:35:00-05:00,46,,,55,87,,38,79,13,17,21,13,,,,70,68,,,
2023-05-31T13:35:30-05:00,46,,,55,89,,38,79,13,21,30,17,66,,,72,70,,,
2023-05-31T13:36:00-05:00,46,,,53,91,,34,77,13,21,,13,66,,,70,70,,38,
2023-05-31T13:36:30-05:00,46,,,53,91,,34,77,13,21,30,9,64,,,72,70,,,
2023-05-31T13:37:00-05:00,46,,,58,89,46,38,77,17,21,25,,64,,,70,70,,34,
2023-05-31T13:37:30-05:00,46,,,53,89,38,38,77,13,17,17,,66,,,68,74,,30,
2023-05-31T13:38:00-05:00,46,,,53,89,38,34,74,13,13,17,13,66,,,68,72,,38,
2023-05-31T13:38:30-05:00,46,,,46,91,46,38,77,13,17,17,17,66,,,68,72,,,
2023-05-31T13:39:00-05:00,46,,,53,89,42,34,77,9,13,17,,64,,,72,72,,,
2023-05-31T13:39:30-05:00,46,,,55,87,,34,77,13,13,17,17,64,,,70,74,,,
2023-05-31T13:40:00-05:00,46,,,53,87,,34,77,13,13,17,17,66,,,72,77,,30,
2023-05-31T13:40:30-05:00,46,,,53,87,,34,77,13,17,13,,68,,,70,74,,34,
2023-05-31T13:41:00-05:00,46,,,53,87,42,30,72,13,13,13,,70,,,72,70,,34,
2023-05-31T13:41:30-05:00,46,,38,58,87,34,25,74,13,13,13,,68,,,74,72,,38,
2023-05-31T13:42:00-05:00,46,,38,50,89,38,25,77,13,17,17,,64,,,70,74,,34,
2023-05-31T13:42:30-05:00,46,,,53,91,30,30,74,13,17,13,17,64,,,70,74,,30,
2023-05-31T13:43:00-05:00,46,,38,53,89,25,25,74,9,13,13,17,68,,,68,72,,30,
2023-05-31T13:43:30-05:00,46,,34,55,85,25,25,74,13,13,17,13,70,,,68,70,,,
2023-05-31T13:44:00-05:00,46,,38,55,85,25,25,74,13,13,25,17,70,,,68,70,,,
2023-05-31T13:44:30-05:00,46,,38,55,85,30,30,74,13,13,21,13,68,,,68,70,,34,
2023-05-31T13:45:00-05:00,46,,38,53,87,30,30,72,13,13,17,13,66,,,68,70,,25,
2023-05-31T13:45:30-05:00,46,,38,50,83,30,30,77,13,13,13,13,70,,,68,70,,21,
2023-05-31T13:46:00-05:00,46,,38,46,85,34,34,74,13,13,13,17,66,,,66,70,,25,
2023-05-31T13:46:30-05:00,46,,38,46,85,34,34,72,13,13,17,17,70,,,66,70,,30,
2023-05-31T13:47:00-05:00,46,,38,46,87,30,,72,13,13,17,13,70,,,66,70,,21,
2023-05-31T13:47:30-05:00,46,,34,46,85,25,38,74,13,13,21,13,66,,,66,70,,25,
2023-05-31T13:48:00-05:00,46,,38,,85,21,34,74,13,13,17,17,68,,,66,72,,25,
2023-05-31T13:48:30-05:00,46,,34,46,83,21,38,70,13,13,21,,68,,,68,68,,21,
2023-05-31T13:49:00-05:00,46,,38,50,,21,34,74,13,13,17,17,70,,,66,70,,,
2023-05-31T13:49:30-05:00,46,,34,46,81,25,34,74,13,13,17,13,68,,,68,68,,30,
2023-05-31T13:50:00-05:00,46,,38,46,85,25,34,74,9,9,17,13,66,,,68,72,,25,
2023-05-31T13:50:30-05:00,46,,34,46,81,30,,77,13,13,17,17,68,,,68,74,,25,
2023-05-31T13:51:00-05:00,46,,30,46,83,34,34,74,13,13,17,17,70,,,68,72,,30,
2023-05-31T13:51:30-05:00,46,,30,46,83,38,34,70,13,13,17,13,68,,,64,72,,25,
2023-05-31T13:52:00-05:00,46,,30,46,81,42,34,72,13,13,17,13,68,,,70,72,,25,
2023-05-31T13:52:30-05:00,46,38,30,46,83,42,34,77,13,13,17,13,66,,,66,70,,17,
2023-05-31T13:53:00-05:00,46,38,34,46,83,42,38,74,13,13,21,13,66,,,66,70,,17,
2023-05-31T13:53:30-05:00,46,38,34,46,79,38,34,74,13,13,21,13,66,,,64,68,,21,
2023-05-31T13:54:00-05:00,46,34,30,46,83,34,34,74,13,13,17,9,66,,,66,68,,21,
2023-05-31T13:54:30-05:00,46,38,34,46,79,42,30,74,13,9,17,13,68,,,70,70,,25,
2023-05-31T13:55:00-05:00,46,30,30,50,85,,30,72,13,13,17,13,68,,,70,70,,25,
2023-05-31T13:55:30-05:00,46,30,34,42,85,,25,74,13,13,17,17,70,,,66,74,,21,
2023-05-31T13:56:00-05:00,46,38,34,50,87,,25,74,13,9,17,13,70,,,66,77,25,25,
2023-05-31T13:56:30-05:00,46,34,30,46,87,46,25,72,13,9,17,13,68,,,68,70,30,,
2023-05-31T13:57:00-05:00,46,30,25,50,85,46,25,72,13,13,17,17,68,,,66,74,30,21,
2023-05-31T13:57:30-05:00,46,25,25,42,85,,21,77,13,13,13,13,68,,,70,70,,17,
2023-05-31T13:58:00-05:00,46,25,25,46,83,46,21,74,13,13,17,13,68,,,68,74,,17,
2023-05-31T13:58:30-05:00,46,25,30,50,85,42,21,72,13,13,17,13,70,,,68,72,,17,
2023-05-31T13:59:00-05:00,46,25,25,42,85,42,17,77,13,9,13,,68,,,66,72,,21,
2023-05-31T13:59:30-05:00,46,30,30,42,91,46,21,74,13,13,13,,68,,,72,72,,21,
2023-05-31T14:00:00-05:00,46,21,30,42,89,46,21,77,13,13,13,17,68,,,68,72,,25,
2023-05-31T14:00:30-05:00,46,21,34,42,91,,21,77,13,13,13,17,68,,,68,72,,21,
2023-05-31T14:01:00-05:00,46,17,30,42,87,,25,77,9,13,17,13,70,,,70,72,,21,
2023-05-31T14:01:30-05:00,46,13,34,46,85,46,21,72,13,9,13,13,72,,,72,72,,21,
2023-05-31T14:02:00-05:00,46,13,34,42,85,46,21,74,13,13,,13,70,,,68,68,,21,
2023-05-31T14:02:30-05:00,46,13,38,38,85,42,25,77,13,13,,17,74,,,68,72,,21,
2023-05-31T14:03:00-05:00,46,13,34,42,87,38,30,77,13,13,30,17,74,,,66,72,,21,
2023-05-31T14:03:30-05:00,46,13,38,42,87,34,25,74,13,13,21,,70,,,70,72,,17,
2023-05-31T14:04:00-05:00,46,13,38,42,85,38,25,79,13,13,21,17,74,,,68,70,30,17,
