DATETIME,TANGARA_260A,TANGARA_2BDE,TANGARA_39D6,TANGARA_3B7E,TANGARA_3BEA,TANGARA_421A,TANGARA_5D62,TANGARA_5636,TANGARA_D282,TANGARA_4B1A,TANGARA_14D6,TANGARA_2B42,TANGARA_2E9A,TANGARA_2FF6,TANGARA_307A,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-11-17 00:00:00-05:00,42.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,54.0,48.0,37.0,37.0,39.0,40.0,32.0,43.0,48.0
2023-11-17 01:00:00-05:00,42.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,55.0,48.0,37.0,37.0,40.0,40.0,33.0,43.0,48.0
2023-11-17 02:00:00-05:00,43.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,55.0,48.0,37.0,37.0,40.0,40.0,33.0,43.0,48.0
2023-11-17 03:00:00-05:00,43.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,55.0,48.0,37.0,37.0,40.0,40.0,33.0,43.0,48.0
2023-11-17 04:00:00-05:00,42.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,55.0,48.0,37.0,37.0,39.0,40.0,33.0,43.0,48.0
2023-11-17 05:00:00-05:00,42.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,54.0,48.0,36.0,38.0,39.0,40.0,32.0,43.0,48.0
2023-11-17 06:00:00-05:00,42.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,54.0,46.0,36.0,38.0,38.0,39.0,32.0,41.0,48.0
2023-11-17 07:00:00-05:00,40.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,54.0,44.0,36.0,36.0,38.0,39.0,31.0,39.0,47.0
2023-11-17 08:00:00-05:00,39.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,52.0,42.0,34.0,33.0,37.0,39.0,31.0,38.0,46.0
2023-11-17 09:00:00-05:00,37.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,50.0,39.0,32.0,32.0,36.0,39.0,29.0,36.0,45.0
2023-11-17 10:00:00-05:00,36.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,47.0,36.0,32.0,32.0,36.0,38.0,28.0,33.0,43.0
2023-11-17 11:00:00-05:00,33.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,44.0,33.0,31.0,31.0,36.0,38.0,28.0,31.0,43.0
2023-11-17 12:00:00-05:00,30.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,41.0,31.0,29.0,28.0,34.0,36.0,25.0,29.0,41.0
2023-11-17 13:00:00-05:00,25.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,40.0,28.0,24.0,23.0,30.0,34.0,22.0,27.0,36.0
2023-11-17 14:00:00-05:00,22.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,39.0,25.0,17.0,18.0,25.0,33.0,18.0,24.0,31.0
2023-11-17 15:00:00-05:00,19.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,40.0,25.0,16.0,17.0,23.0,29.0,16.0,23.0,28.0
2023-11-17 16:00:00-05:00,20.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,43.0,27.0,18.0,18.0,26.0,31.0,18.0,24.0,31.0
2023-11-17 17:00:00-05:00,22.0,36.0,66.0,30.0,32.0,29.0,31.0,38.0,39.0,46.0,29.0,20.0,20.0,29.0,33.0,19.0,25.0,33.0
2023-11-17 18:00:00-05:00,24.0,36.0,66.0,30.0,32.0,29.0,31.0,34.0,33.0,49.0,32.0,22.0,22.0,32.0,35.0,21.0,27.0,36.0
2023-11-17 19:00:00-05:00,28.0,31.0,,26.0,28.0,25.0,31.0,31.0,29.0,49.0,34.0,26.0,25.0,33.0,34.0,23.0,28.0,38.0
2023-11-17 20:00:00-05:00,33.0,28.0,,23.0,24.0,23.0,28.0,28.0,26.0,52.0,37.0,27.0,30.0,32.0,35.0,26.0,31.0,36.0
2023-11-17 21:00:00-05:00,34.0,25.0,,21.0,22.0,20.0,25.0,25.0,24.0,50.0,41.0,26.0,29.0,34.0,39.0,29.0,34.0,38.0
2023-11-17 22:00:00-05:00,38.0,23.0,,18.0,20.0,19.0,23.0,23.0,22.0,47.0,46.0,27.0,30.0,38.0,28.0,31.0,38.0,41.0
2023-11-17 23:00:00-05:00,43.0,22.0,,18.0,20.0,18.0,23.0,22.0,21.0,52.0,53.0,23.0,14.0,41.0,28.0,35.0,46.0,45.0
