DATETIME,TANGARA_25CE,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-21T00:59:30-05:00,4.008771929824562,7.735042735042735,7.605042016806722,6.831932773109243,7.882352941176471,,8.0,13.836206896551724,3.216666666666667,4.625,,7.827586206896552,4.55,3.0168067226890756
2023-05-21T01:59:30-05:00,2.066666666666667,5.529411764705882,8.033333333333333,7.361344537815126,3.9831932773109244,,8.0,10.733333333333333,2.2333333333333334,7.81,,6.183333333333334,5.610169491525424,2.933333333333333
2023-05-21T02:59:30-05:00,2.0833333333333335,,10.416666666666666,9.279661016949152,4.805084745762712,,8.0,9.45,2.5833333333333335,11.9,,8.285714285714286,8.461538461538462,3.515151515151515
2023-05-21T03:59:30-05:00,2.1982758620689653,,18.74137931034483,9.173913043478262,5.303921568627451,,8.0,12.551724137931034,2.3189655172413794,13.008620689655173,,10.226086956521739,9.730434782608695,2.663793103448276
2023-05-21T04:59:30-05:00,1.9333333333333333,,17.508474576271187,14.59322033898305,4.478632478632479,,8.0,15.90677966101695,2.2521008403361344,12.658333333333333,,5.915254237288136,11.184873949579831,2.2966101694915255
2023-05-21T05:59:30-05:00,2.4166666666666665,,10.605042016806722,18.606060606060606,8.186440677966102,,8.0,5.8655462184873945,2.7043478260869565,18.384615384615383,,2.0252100840336134,12.408333333333333,2.5546218487394956
2023-05-21T06:59:30-05:00,3.5714285714285716,,4.277310924369748,4.92436974789916,7.482758620689655,,8.0,2.857142857142857,,15.872881355932204,,4.905982905982906,3.6779661016949152,3.7563025210084033
2023-05-21T07:59:30-05:00,4.378151260504202,,5.92436974789916,8.546218487394958,10.43956043956044,,8.0,7.815126050420168,,13.899159663865547,,5.378151260504202,5.689075630252101,5.085470085470085
2023-05-21T08:59:30-05:00,4.483050847457627,,12.058823529411764,17.333333333333332,8.6890756302521,,8.0,11.418803418803419,,17.188034188034187,,9.830508474576272,13.563025210084033,6.330508474576271
2023-05-21T09:59:30-05:00,4.17948717948718,,17.367521367521366,19.77358490566038,9.871794871794872,9.88495575221239,8.0,14.196581196581196,,20.434782608695652,,10.153153153153154,14.31304347826087,8.68235294117647
2023-05-21T10:59:30-05:00,4.28421052631579,,17.733333333333334,16.338983050847457,12.179487179487179,9.775,8.0,17.108333333333334,,15.683333333333334,,10.129310344827585,11.8,9.432432432432432
2023-05-21T11:59:30-05:00,4.052631578947368,,7.694915254237288,10.095652173913043,8.304347826086957,11.372881355932204,8.0,11.067796610169491,,10.491525423728813,,6.016949152542373,6.955357142857143,9.793103448275861
2023-05-21T12:59:30-05:00,7.0,7.990909090909091,7.3652173913043475,7.342342342342342,6.408695652173913,9.68695652173913,8.0,9.508771929824562,,6.05982905982906,,2.5391304347826087,4.683760683760684,9.26923076923077
2023-05-21T13:59:30-05:00,6.4,9.296610169491526,4.97457627118644,9.466101694915254,7.8474576271186445,6.584745762711864,8.0,4.3559322033898304,6.606060606060606,9.605042016806722,7.951456310679611,3.6324786324786325,6.411764705882353,9.282051282051283
2023-05-21T14:59:30-05:00,2.8035714285714284,3.2916666666666665,2.075,2.907563025210084,9.8,1.0833333333333333,8.0,0.7083333333333334,5.6923076923076925,1.61864406779661,6.791666666666667,1.85,1.9666666666666666,2.336206896551724
2023-05-21T15:59:30-05:00,0.8151260504201681,1.5630252100840336,1.825,1.2666666666666666,1.9166666666666667,0.5333333333333333,8.0,0.6833333333333333,1.75,1.0333333333333334,5.541666666666667,0.13333333333333333,0.8135593220338984,1.0176991150442478
2023-05-21T16:59:30-05:00,1.5086206896551724,1.7894736842105263,1.5862068965517242,1.25,2.5086206896551726,0.9913793103448276,8.0,0.603448275862069,2.5172413793103448,1.293103448275862,2.5517241379310347,0.33620689655172414,1.0350877192982457,1.2155172413793103
2023-05-21T17:59:30-05:00,3.2222222222222223,3.5739130434782607,3.7777777777777777,3.1367521367521367,6.333333333333333,3.086206896551724,8.0,2.5811965811965814,3.5128205128205128,7.504347826086956,2.9145299145299144,5.3097345132743365,2.1538461538461537,4.120689655172414
