DATETIME,TANGARA_25CE,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_333E,TANGARA_3782,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-22T00:00:00-05:00,5.0,,,,,,8.0,,3.0,,12.0,,12.0,
2023-05-22T00:00:30-05:00,5.0,,11.0,20.0,4.0,3.0,8.0,9.0,3.0,,12.0,0.0,12.0,5.0
2023-05-22T00:01:00-05:00,4.0,,8.0,18.0,4.0,3.0,8.0,7.0,3.0,,11.0,4.0,11.0,4.0
2023-05-22T00:01:30-05:00,4.0,17.0,6.0,20.0,5.0,3.0,8.0,7.0,3.0,,11.0,5.0,12.0,4.0
2023-05-22T00:02:00-05:00,4.0,17.0,6.0,19.0,4.0,3.0,8.0,7.0,3.0,,10.0,5.0,11.0,4.0
2023-05-22T00:02:30-05:00,5.0,15.0,7.0,18.0,5.0,4.0,8.0,6.0,3.0,,10.0,2.0,12.0,4.0
2023-05-22T00:03:00-05:00,4.0,,7.0,18.0,6.0,3.0,8.0,6.0,3.0,,10.0,7.0,12.0,4.0
2023-05-22T00:03:30-05:00,4.0,,7.0,18.0,6.0,3.0,8.0,6.0,3.0,,10.0,5.0,11.0,4.0
2023-05-22T00:04:00-05:00,5.0,,6.0,18.0,7.0,3.0,8.0,7.0,3.0,,10.0,6.0,11.0,4.0
2023-05-22T00:04:30-05:00,5.0,,7.0,18.0,8.0,3.0,8.0,7.0,3.0,,10.0,5.0,12.0,4.0
2023-05-22T00:05:00-05:00,5.0,,6.0,18.0,12.0,3.0,8.0,6.0,2.0,,10.0,5.0,12.0,4.0
2023-05-22T00:05:30-05:00,4.0,,6.0,20.0,12.0,3.0,8.0,7.0,3.0,,9.0,4.0,11.0,4.0
2023-05-22T00:06:00-05:00,5.0,,6.0,20.0,16.0,3.0,8.0,7.0,3.0,,11.0,5.0,9.0,4.0
2023-05-22T00:06:30-05:00,4.0,,7.0,20.0,16.0,3.0,8.0,7.0,4.0,,10.0,5.0,10.0,4.0
2023-05-22T00:07:00-05:00,4.0,,8.0,18.0,15.0,3.0,8.0,5.0,3.0,,10.0,4.0,10.0,3.0
2023-05-22T00:07:30-05:00,4.0,,7.0,17.0,14.0,4.0,8.0,6.0,3.0,,10.0,6.0,11.0,4.0
2023-05-22T00:08:00-05:00,4.0,,8.0,16.0,12.0,3.0,8.0,7.0,3.0,,10.0,5.0,9.0,3.0
2023-05-22T00:08:30-05:00,4.0,,8.0,13.0,10.0,3.0,8.0,6.0,3.0,,10.0,5.0,10.0,4.0
2023-05-22T00:09:00-05:00,4.0,,8.0,14.0,8.0,3.0,8.0,6.0,4.0,,10.0,4.0,10.0,3.0
2023-05-22T00:09:30-05:00,4.0,,6.0,13.0,12.0,3.0,8.0,6.0,3.0,,10.0,5.0,10.0,3.0
2023-05-22T00:10:00-05:00,5.0,,8.0,13.0,13.0,2.0,8.0,6.0,3.0,,10.0,4.0,9.0,3.0
2023-05-22T00:10:30-05:00,5.0,,10.0,13.0,12.0,2.0,8.0,5.0,3.0,,11.0,4.0,9.0,3.0
2023-05-22T00:11:00-05:00,4.0,,9.0,13.0,12.0,2.0,8.0,6.0,3.0,,11.0,4.0,9.0,3.0
2023-05-22T00:11:30-05:00,4.0,,10.0,13.0,11.0,3.0,8.0,5.0,3.0,,9.0,5.0,9.0,3.0
2023-05-22T00:12:00-05:00,4.0,,10.0,13.0,10.0,3.0,8.0,6.0,3.0,,11.0,4.0,9.0,4.0
2023-05-22T00:12:30-05:00,5.0,,9.0,13.0,8.0,2.0,8.0,6.0,3.0,,10.0,5.0,9.0,3.0
2023-05-22T00:13:00-05:00,4.0,,9.0,13.0,7.0,2.0,8.0,6.0,3.0,,10.0,6.0,9.0,4.0
2023-05-22T00:13:30-05:00,4.0,,8.0,12.0,6.0,2.0,8.0,5.0,3.0,,10.0,6.0,8.0,3.0
2023-05-22T00:14:00-05:00,4.0,,7.0,13.0,6.0,2.0,8.0,6.0,3.0,,10.0,4.0,9.0,3.0
