DATETIME,TANGARA_25CE,TANGARA_D89A,TANGARA_1282,TANGARA_14D6,TANGARA_1A1E,TANGARA_2492,TANGARA_2822,TANGARA_2E9A,TANGARA_307A,TANGARA_3782,TANGARA_F212,TANGARA_48C6,TANGARA_F1AE,TANGARA_06BE
2023-05-21T00:17:00-05:00,25,30,25,25,34,,34,62,9,13,,34,13,13
2023-05-21T00:17:30-05:00,25,25,34,25,34,,34,58,9,13,,34,17,9
2023-05-21T00:18:00-05:00,25,34,25,25,34,,34,58,9,17,,,13,13
2023-05-21T00:18:30-05:00,21,34,25,25,34,,34,55,9,17,,34,17,13
2023-05-21T00:19:00-05:00,21,34,30,25,30,,34,55,9,17,,34,17,13
2023-05-21T00:19:30-05:00,21,34,25,25,34,,34,55,13,17,,34,17,13
2023-05-21T00:20:00-05:00,21,34,30,25,30,,34,53,9,13,,42,13,13
2023-05-21T00:20:30-05:00,21,30,30,25,34,,34,55,9,13,,30,17,9
2023-05-21T00:21:00-05:00,21,34,30,21,38,,34,55,9,17,,34,17,13
2023-05-21T00:21:30-05:00,21,30,30,21,42,,34,53,9,17,,34,17,13
2023-05-21T00:22:00-05:00,21,46,30,21,38,,34,55,13,13,,,17,13
2023-05-21T00:22:30-05:00,25,34,34,21,38,,34,53,13,17,,38,17,9
2023-05-21T00:23:00-05:00,21,34,30,25,38,,34,50,13,17,,34,17,13
2023-05-21T00:23:30-05:00,21,30,30,25,38,,34,50,17,13,,34,17,13
2023-05-21T00:24:00-05:00,21,30,30,25,42,,34,53,17,17,,34,17,13
2023-05-21T00:24:30-05:00,25,30,30,25,38,,34,53,17,17,,25,17,13
2023-05-21T00:25:00-05:00,21,30,30,25,42,,34,50,17,17,,34,13,13
2023-05-21T00:25:30-05:00,21,25,30,30,42,,34,53,17,17,,34,17,13
2023-05-21T00:26:00-05:00,21,25,30,30,42,,34,50,17,21,,30,17,17
2023-05-21T00:26:30-05:00,21,30,30,30,42,,34,50,13,21,,34,21,17
2023-05-21T00:27:00-05:00,17,25,30,25,42,,34,50,13,21,,42,17,13
2023-05-21T00:27:30-05:00,17,25,30,30,50,,34,50,13,17,,34,21,13
2023-05-21T00:28:00-05:00,17,25,30,30,50,,34,46,13,17,,38,21,13
2023-05-21T00:28:30-05:00,17,42,30,30,50,,34,46,13,21,,34,21,13
2023-05-21T00:29:00-05:00,13,30,30,30,53,,34,46,13,17,,38,21,13
2023-05-21T00:29:30-05:00,17,25,30,30,46,,34,46,13,17,,42,25,13
2023-05-21T00:30:00-05:00,13,30,30,30,50,,34,50,13,17,,30,30,13
2023-05-21T00:30:30-05:00,17,30,25,25,50,,34,53,13,17,,42,38,13
2023-05-21T00:31:00-05:00,17,30,30,34,46,,34,50,17,17,,25,38,13
2023-05-21T00:31:30-05:00,13,30,30,25,42,,34,50,13,17,,42,42,13
2023-05-21T00:32:00-05:00,13,25,30,25,46,,34,50,17,17,,30,50,13
2023-05-21T00:32:30-05:00,13,30,30,25,46,,34,50,17,17,,38,50,13
2023-05-21T00:33:00-05:00,13,30,25,25,46,,34,46,17,17,,30,46,13
2023-05-21T00:33:30-05:00,13,30,30,30,38,,34,50,13,17,,,42,9
2023-05-21T00:34:00-05:00,13,30,25,30,38,,34,50,13,17,,30,42,13
2023-05-21T00:34:30-05:00,13,25,30,30,38,,34,50,21,21,,34,38,13
2023-05-21T00:35:00-05:00,13,30,38,30,38,,34,46,21,17,,30,38,13
2023-05-21T00:35:30-05:00,13,30,34,30,42,,34,46,21,21,,30,38,9
2023-05-21T00:36:00-05:00,13,25,34,30,50,,34,46,21,21,,21,34,13
2023-05-21T00:36:30-05:00,13,25,30,34,46,,34,50,21,17,,34,38,13
2023-05-21T00:37:00-05:00,17,30,30,34,46,,34,50,21,21,,30,30,13
2023-05-21T00:37:30-05:00,13,30,30,38,46,,34,46,17,21,,25,30,9
2023-05-21T00:38:00-05:00,13,30,25,38,42,,34,42,17,17,,30,30,13
2023-05-21T00:38:30-05:00,13,30,30,38,42,,34,50,17,21,,30,25,13
2023-05-21T00:39:00-05:00,13,30,30,42,46,,34,46,21,17,,30,25,13
2023-05-21T00:39:30-05:00,13,30,30,38,46,,34,50,21,17,,30,25,13
2023-05-21T00:40:00-05:00,13,30,30,34,42,,34,50,25,21,,34,25,13
2023-05-21T00:40:30-05:00,13,38,34,34,46,,34,46,17,17,,34,25,13
2023-05-21T00:41:00-05:00,9,38,30,34,46,,34,50,17,17,,25,25,9
2023-05-21T00:41:30-05:00,9,53,30,34,42,,34,50,21,17,,30,21,9
2023-05-21T00:42:00-05:00,9,42,34,34,42,,34,50,17,17,,30,21,13
2023-05-21T00:42:30-05:00,9,42,34,38,34,,34,50,17,21,,38,17,13
2023-05-21T00:43:00-05:00,9,42,38,38,30,,34,46,17,21,,34,17,9
2023-05-21T00:43:30-05:00,13,42,42,38,25,,34,42,21,21,,38,17,9
2023-05-21T00:44:00-05:00,9,50,42,42,25,,34,50,17,21,,34,17,13
2023-05-21T00:44:30-05:00,9,50,42,42,21,,34,46,17,21,,34,13,9
2023-05-21T00:45:00-05:00,9,42,46,42,25,,34,50,17,17,,30,17,9
2023-05-21T00:45:30-05:00,9,42,50,38,21,,34,50,17,17,,38,17,13
2023-05-21T00:46:00-05:00,9,46,46,34,17,,34,46,21,17,,38,17,9
2023-05-21T00:46:30-05:00,9,46,46,34,17,,34,50,21,21,,30,17,9
2023-05-21T00:47:00-05:00,9,38,50,30,17,,34,50,21,25,,34,17,13
2023-05-21T00:47:30-05:00,13,38,46,30,21,,34,53,17,30,,21,17,9
2023-05-21T00:48:00-05:00,9,38,46,30,21,,34,50,21,25,,30,13,9
2023-05-21T00:48:30-05:00,9,38,46,30,17,,34,50,21,25,,25,17,9
2023-05-21T00:49:00-05:00,9,42,46,30,17,,34,50,17,21,,30,13,9
2023-05-21T00:49:30-05:00,9,46,42,25,13,,34,50,21,21,,30,13,9
2023-05-21T00:50:00-05:00,9,42,42,25,13,,34,46,21,25,,38,13,9
2023-05-21T00:50:30-05:00,9,42,46,30,13,,34,46,21,21,,53,13,9
2023-05-21T00:51:00-05:00,9,38,38,30,13,,34,46,21,25,,42,17,9
2023-05-21T00:51:30-05:00,9,38,38,30,13,,34,50,21,21,,50,13,9
2023-05-21T00:52:00-05:00,9,38,42,30,13,,34,53,17,21,,55,13,9
2023-05-21T00:52:30-05:00,9,38,38,30,13,,34,50,17,21,,46,13,9
2023-05-21T00:53:00-05:00,9,34,38,30,13,,34,46,17,30,,42,9,9
2023-05-21T00:53:30-05:00,5,38,38,30,9,,34,50,17,38,,34,13,9
2023-05-21T00:54:00-05:00,5,34,38,25,13,,34,46,17,30,,30,9,9
2023-05-21T00:54:30-05:00,5,34,38,25,13,,34,50,13,25,,34,9,9
2023-05-21T00:55:00-05:00,9,34,38,21,13,,34,46,13,21,,53,13,9
2023-05-21T00:55:30-05:00,9,30,42,30,13,,34,46,13,25,,42,13,9
2023-05-21T00:56:00-05:00,9,25,42,21,13,,34,46,13,38,,42,9,9
2023-05-21T00:56:30-05:00,9,25,42,25,13,,34,42,13,55,,30,13,9
2023-05-21T00:57:00-05:00,5,25,38,25,13,,34,46,13,60,,34,9,9
2023-05-21T00:57:30-05:00,5,25,34,25,17,,34,42,9,50,,25,13,9
2023-05-21T00:58:00-05:00,5,25,30,25,13,,34,42,13,38,,30,13,9
2023-05-21T00:58:30-05:00,9,25,34,25,13,,34,50,13,25,,25,13,9
2023-05-21T00:59:00-05:00,9,25,34,21,13,,34,46,9,25,,17,13,9
2023-05-21T00:59:30-05:00,5,25,30,25,13,,34,46,9,25,,30,13,9
2023-05-21T01:00:00-05:00,9,21,25,21,13,,34,42,9,25,,25,13,9
2023-05-21T01:00:30-05:00,5,21,30,21,13,,34,42,13,25,,30,13,9
2023-05-21T01:01:00-05:00,9,21,30,21,13,,34,38,13,25,,21,17,9
2023-05-21T01:01:30-05:00,9,21,25,21,13,,34,46,13,25,,25,13,13
2023-05-21T01:02:00-05:00,5,21,30,21,13,,34,42,13,30,,21,13,9
2023-05-21T01:02:30-05:00,5,21,30,21,13,,34,42,9,30,,30,13,9
2023-05-21T01:03:00-05:00,5,21,25,21,13,,34,42,9,30,,25,13,9
2023-05-21T01:03:30-05:00,9,21,25,21,9,,34,42,9,30,,25,13,9
2023-05-21T01:04:00-05:00,5,21,25,21,13,,34,42,9,25,,34,13,13
2023-05-21T01:04:30-05:00,9,21,25,17,13,,34,42,9,25,,25,17,9
2023-05-21T01:05:00-05:00,5,21,30,21,13,,34,42,9,30,,38,17,9
2023-05-21T01:05:30-05:00,9,21,30,21,9,,34,42,9,30,,30,17,9
2023-05-21T01:06:00-05:00,9,25,25,17,13,,34,46,9,30,,25,21,9
2023-05-21T01:06:30-05:00,5,21,25,21,13,,34,42,9,30,,25,21,9
2023-05-21T01:07:00-05:00,5,21,30,21,13,,34,53,9,30,,30,25,9
2023-05-21T01:07:30-05:00,5,21,30,21,13,,34,42,9,30,,25,21,9
2023-05-21T01:08:00-05:00,5,21,25,25,13,,34,38,9,30,,30,,9
2023-05-21T01:08:30-05:00,9,17,25,21,13,,34,42,9,30,,30,25,13
2023-05-21T01:09:00-05:00,5,21,25,21,13,,34,42,5,30,,21,,9
2023-05-21T01:09:30-05:00,9,21,25,21,13,,34,38,5,30,,17,25,13
2023-05-21T01:10:00-05:00,9,34,25,21,13,,34,42,9,34,,17,25,13
2023-05-21T01:10:30-05:00,9,34,25,21,13,,34,34,9,34,,21,30,13
2023-05-21T01:11:00-05:00,9,25,30,25,13,,34,42,9,38,,34,21,13
2023-05-21T01:11:30-05:00,9,21,25,25,13,,34,42,9,34,,30,25,13
2023-05-21T01:12:00-05:00,9,21,25,25,13,,34,42,5,34,,30,25,9
2023-05-21T01:12:30-05:00,5,21,25,21,13,,34,64,9,34,,30,25,9
2023-05-21T01:13:00-05:00,9,25,25,25,13,,34,62,5,34,,25,25,9
2023-05-21T01:13:30-05:00,9,30,30,25,13,,34,46,5,30,,34,21,9
2023-05-21T01:14:00-05:00,9,25,30,21,17,,34,42,5,30,,30,25,9
2023-05-21T01:14:30-05:00,5,30,25,21,13,,34,46,9,25,,30,25,13
2023-05-21T01:15:00-05:00,5,30,25,25,17,,34,46,9,30,,34,21,13
2023-05-21T01:15:30-05:00,5,25,25,25,13,,34,46,5,38,,25,25,13
2023-05-21T01:16:00-05:00,9,25,30,25,17,,34,46,9,42,,30,30,13
2023-05-21T01:16:30-05:00,9,25,25,25,17,,34,42,9,38,,38,21,13
2023-05-21T01:17:00-05:00,9,,30,30,13,,34,38,9,38,,30,25,13
2023-05-21T01:17:30-05:00,9,,25,30,17,,34,42,5,34,,13,25,13
2023-05-21T01:18:00-05:00,5,,30,30,17,,34,42,9,38,,30,30,13
2023-05-21T01:18:30-05:00,9,,30,30,13,,34,42,5,38,,34,25,9
2023-05-21T01:19:00-05:00,9,,30,30,17,,34,42,9,42,,38,30,9
2023-05-21T01:19:30-05:00,9,,30,30,13,,34,42,9,42,,34,21,9
2023-05-21T01:20:00-05:00,5,,30,30,13,,34,42,9,42,,25,25,13
2023-05-21T01:20:30-05:00,9,,30,30,17,,34,42,9,42,,25,25,13
2023-05-21T01:21:00-05:00,13,,25,30,17,,34,46,9,38,,30,25,13
2023-05-21T01:21:30-05:00,9,,30,30,17,,34,46,5,38,,30,25,13
2023-05-21T01:22:00-05:00,9,,34,30,17,,34,46,5,,,21,25,13
2023-05-21T01:22:30-05:00,9,,30,34,17,,34,46,5,,,34,25,13
2023-05-21T01:23:00-05:00,9,,30,30,17,,34,46,5,,,25,21,13
2023-05-21T01:23:30-05:00,9,,30,30,17,,34,46,9,,,25,21,13
2023-05-21T01:24:00-05:00,13,,34,34,13,,34,50,5,,,30,21,9
2023-05-21T01:24:30-05:00,17,,30,34,17,,34,50,9,,,30,21,13
2023-05-21T01:25:00-05:00,13,,30,30,17,,34,46,5,,,30,25,13
2023-05-21T01:25:30-05:00,9,,30,34,17,,34,42,5,,,25,25,13
2023-05-21T01:26:00-05:00,9,,34,34,21,,34,46,5,42,,25,21,13
2023-05-21T01:26:30-05:00,5,,34,30,25,,34,46,9,38,,30,25,9
2023-05-21T01:27:00-05:00,9,,34,30,21,,34,46,9,38,,34,25,13
2023-05-21T01:27:30-05:00,9,,34,30,21,,34,46,5,38,,30,21,13
2023-05-21T01:28:00-05:00,9,,34,34,21,,34,50,9,38,,25,21,13
2023-05-21T01:28:30-05:00,5,,34,38,17,,34,50,9,42,,34,25,13
2023-05-21T01:29:00-05:00,5,,34,38,21,,34,46,5,38,,30,21,17
2023-05-21T01:29:30-05:00,9,,34,38,21,,34,46,9,38,,30,25,13
2023-05-21T01:30:00-05:00,25,,34,34,17,,34,46,9,38,,30,25,13
2023-05-21T01:30:30-05:00,17,,34,34,17,,34,46,9,42,,25,25,13
2023-05-21T01:31:00-05:00,17,,34,38,21,,34,46,9,42,,25,30,13
2023-05-21T01:31:30-05:00,21,,30,38,21,,34,50,9,38,,30,25,13
2023-05-21T01:32:00-05:00,21,,30,34,25,,34,50,9,,,25,25,17
2023-05-21T01:32:30-05:00,21,,34,38,25,,34,46,9,,,25,25,17
2023-05-21T01:33:00-05:00,13,,38,34,25,,34,46,9,,,25,25,17
2023-05-21T01:33:30-05:00,9,,50,34,34,,34,46,9,,,25,25,17
2023-05-21T01:34:00-05:00,9,,50,34,30,,34,50,9,,,21,25,17
2023-05-21T01:34:30-05:00,13,,53,34,25,,34,46,9,,,25,25,13
2023-05-21T01:35:00-05:00,9,,53,34,25,,34,53,9,,,30,25,13
2023-05-21T01:35:30-05:00,9,,50,38,25,,34,50,9,,,25,25,13
2023-05-21T01:36:00-05:00,9,,50,34,21,,34,46,9,34,,25,30,17
2023-05-21T01:36:30-05:00,9,,42,38,25,,34,46,9,34,,25,25,17
2023-05-21T01:37:00-05:00,9,,50,38,25,,34,50,9,38,,21,21,17
2023-05-21T01:37:30-05:00,9,,42,38,25,,34,42,13,34,,21,25,17
2023-05-21T01:38:00-05:00,9,,42,38,25,,34,46,13,30,,30,21,17
2023-05-21T01:38:30-05:00,9,,38,38,21,,34,46,13,30,,25,25,17
2023-05-21T01:39:00-05:00,9,,34,34,25,,34,46,13,34,,30,25,17
2023-05-21T01:39:30-05:00,9,,34,34,21,,34,46,13,34,,21,21,13
2023-05-21T01:40:00-05:00,9,,38,38,21,,34,42,13,30,,21,25,13
2023-05-21T01:40:30-05:00,9,,38,34,21,,34,42,13,30,,25,25,17
2023-05-21T01:41:00-05:00,9,,38,34,21,,34,46,13,34,,25,21,13
2023-05-21T01:41:30-05:00,9,,38,38,17,,34,42,13,,,25,21,17
2023-05-21T01:42:00-05:00,9,,30,38,17,,34,42,13,,,30,21,13
2023-05-21T01:42:30-05:00,9,,34,38,17,,34,46,13,,,17,25,13
2023-05-21T01:43:00-05:00,9,,34,38,21,,34,46,13,30,,34,21,17
2023-05-21T01:43:30-05:00,9,,34,38,17,,34,46,13,30,,21,25,17
2023-05-21T01:44:00-05:00,9,,38,42,17,,34,46,13,30,,25,25,13
2023-05-21T01:44:30-05:00,9,,38,42,17,,34,46,13,30,,25,21,13
2023-05-21T01:45:00-05:00,9,,55,42,,,34,46,13,30,,25,21,17
2023-05-21T01:45:30-05:00,9,,50,38,13,,34,46,13,30,,25,25,13
2023-05-21T01:46:00-05:00,9,,46,42,13,,34,46,13,34,,21,21,17
2023-05-21T01:46:30-05:00,9,,42,42,13,,34,42,13,30,,17,25,13
2023-05-21T01:47:00-05:00,13,,42,42,13,,34,46,17,30,,30,25,13
2023-05-21T01:47:30-05:00,9,,38,38,13,,34,46,13,30,,21,25,13
2023-05-21T01:48:00-05:00,13,,38,34,17,,34,42,13,30,,25,25,13
2023-05-21T01:48:30-05:00,9,,38,38,17,,34,46,13,30,,21,25,13
2023-05-21T01:49:00-05:00,9,,42,34,13,,34,42,17,30,,21,25,13
2023-05-21T01:49:30-05:00,9,,34,34,13,,34,42,13,30,,25,21,13
2023-05-21T01:50:00-05:00,9,,42,34,13,,34,42,13,30,,25,25,13
2023-05-21T01:50:30-05:00,13,,38,34,17,,34,46,13,30,,21,25,13
2023-05-21T01:51:00-05:00,9,,34,38,17,,34,46,13,30,,21,25,13
2023-05-21T01:51:30-05:00,9,,38,34,17,,34,46,13,34,,25,25,13
2023-05-21T01:52:00-05:00,9,,38,34,13,,34,50,13,,,17,25,13
2023-05-21T01:52:30-05:00,9,,34,34,13,,34,42,13,30,,25,25,9
2023-05-21T01:53:00-05:00,9,,38,34,17,,34,42,13,34,,30,25,13
2023-05-21T01:53:30-05:00,9,,38,34,13,,34,46,13,30,,21,25,13
2023-05-21T01:54:00-05:00,9,,38,34,13,,34,42,9,34,,21,25,13
2023-05-21T01:54:30-05:00,9,,38,30,13,,34,42,13,30,,25,30,13
2023-05-21T01:55:00-05:00,9,,34,34,17,,34,42,13,34,,21,30,13
2023-05-21T01:55:30-05:00,9,,38,30,17,,34,42,13,30,,21,25,13
2023-05-21T01:56:00-05:00,9,,42,34,17,,34,42,13,30,,17,25,13
2023-05-21T01:56:30-05:00,9,,38,,17,,34,42,13,34,,25,30,13
2023-05-21T01:57:00-05:00,9,,34,34,17,,34,46,9,34,,25,30,13
2023-05-21T01:57:30-05:00,13,,34,34,17,,34,42,9,34,,25,25,13
2023-05-21T01:58:00-05:00,9,,38,34,21,,34,42,9,34,,25,25,13
2023-05-21T01:58:30-05:00,9,,38,38,17,,34,46,13,34,,21,30,13
2023-05-21T01:59:00-05:00,9,,34,38,17,,34,46,13,38,,21,30,13
2023-05-21T01:59:30-05:00,9,,34,38,21,,34,46,13,38,,25,30,13
2023-05-21T02:00:00-05:00,9,,38,38,21,,34,42,13,42,,25,30,13
2023-05-21T02:00:30-05:00,9,,42,42,17,,34,42,9,38,,21,25,17
2023-05-21T02:01:00-05:00,9,,38,42,17,,34,38,9,42,,25,30,13
2023-05-21T02:01:30-05:00,9,,34,38,17,,34,38,9,46,,17,30,13
2023-05-21T02:02:00-05:00,9,,34,38,17,,34,42,9,53,,30,30,13
2023-05-21T02:02:30-05:00,9,,42,42,17,,34,42,9,62,,21,30,13
2023-05-21T02:03:00-05:00,9,,42,42,21,,34,42,9,64,,34,34,13
2023-05-21T02:03:30-05:00,9,,38,38,21,,34,46,9,64,,21,34,13
2023-05-21T02:04:00-05:00,9,,38,38,17,,34,38,9,64,,25,38,13
2023-05-21T02:04:30-05:00,9,,38,34,13,,34,42,9,64,,25,38,13
2023-05-21T02:05:00-05:00,13,,38,42,17,,34,42,9,64,,25,34,13
2023-05-21T02:05:30-05:00,9,,42,34,17,,34,42,9,64,,21,30,13
2023-05-21T02:06:00-05:00,9,,38,34,21,,34,42,9,68,,21,34,13
2023-05-21T02:06:30-05:00,9,,38,34,17,,34,42,9,66,,25,30,17
2023-05-21T02:07:00-05:00,9,,38,34,21,,34,42,13,66,,21,30,13
2023-05-21T02:07:30-05:00,9,,38,30,17,,34,42,9,68,,21,30,13
2023-05-21T02:08:00-05:00,9,,38,34,17,,34,42,9,66,,25,30,13
2023-05-21T02:08:30-05:00,9,,38,34,21,,34,38,13,68,,30,30,13
2023-05-21T02:09:00-05:00,9,,38,34,17,,34,42,9,72,,25,30,13
2023-05-21T02:09:30-05:00,13,,46,34,17,,34,42,9,72,,30,25,13
2023-05-21T02:10:00-05:00,9,,46,30,21,,34,42,9,72,,25,30,13
2023-05-21T02:10:30-05:00,9,,46,30,17,,34,34,9,72,,34,30,13
2023-05-21T02:11:00-05:00,9,,50,34,17,,34,42,9,70,,42,25,13
2023-05-21T02:11:30-05:00,9,,46,34,,,34,42,9,70,,30,25,17
2023-05-21T02:12:00-05:00,9,,42,38,17,,34,38,9,70,,30,30,13
2023-05-21T02:12:30-05:00,9,,38,34,17,,34,38,9,74,,30,25,13
2023-05-21T02:13:00-05:00,9,,38,38,17,,34,38,9,77,,30,25,13
2023-05-21T02:13:30-05:00,9,,42,34,21,,34,42,13,79,,30,25,13
2023-05-21T02:14:00-05:00,9,,38,38,21,,34,38,9,74,,30,25,13
2023-05-21T02:14:30-05:00,9,,38,38,17,,34,38,13,72,,30,25,13
2023-05-21T02:15:00-05:00,9,,38,34,21,,34,34,9,66,,30,25,13
2023-05-21T02:15:30-05:00,9,,38,38,17,,34,38,9,62,,34,25,13
2023-05-21T02:16:00-05:00,13,,42,38,17,,34,34,13,62,,25,25,13
2023-05-21T02:16:30-05:00,9,,42,38,17,,34,34,13,64,,30,25,13
2023-05-21T02:17:00-05:00,13,,38,38,17,,34,34,13,64,,38,25,13
2023-05-21T02:17:30-05:00,9,,38,38,21,,34,38,13,58,,30,25,13
2023-05-21T02:18:00-05:00,9,,38,38,21,,34,38,13,58,,30,25,13
2023-05-21T02:18:30-05:00,9,,38,38,21,,34,38,13,58,,42,25,13
2023-05-21T02:19:00-05:00,9,,38,50,21,,34,38,13,60,,46,21,
2023-05-21T02:19:30-05:00,9,,38,46,21,,34,34,13,55,,46,25,
2023-05-21T02:20:00-05:00,9,,42,46,21,,34,38,13,58,,38,25,17
2023-05-21T02:20:30-05:00,9,,42,46,21,,34,34,13,55,,,25,
2023-05-21T02:21:00-05:00,9,,38,46,21,,34,34,13,53,,34,25,
2023-05-21T02:21:30-05:00,9,,38,53,21,,34,38,13,50,,34,25,
2023-05-21T02:22:00-05:00,9,,38,53,21,,34,42,13,46,,34,25,
2023-05-21T02:22:30-05:00,13,,42,53,21,,34,38,9,46,,34,21,
2023-05-21T02:23:00-05:00,9,,38,53,17,,34,38,9,46,,46,21,
2023-05-21T02:23:30-05:00,9,,38,50,21,,34,34,13,53,,42,21,
2023-05-21T02:24:00-05:00,13,,38,53,17,,34,38,13,53,,46,21,
2023-05-21T02:24:30-05:00,13,,42,50,21,,34,42,13,53,,42,21,
2023-05-21T02:25:00-05:00,13,,38,50,17,,34,38,9,46,,34,25,
2023-05-21T02:25:30-05:00,9,,42,53,21,,34,38,13,53,,42,25,
2023-05-21T02:26:00-05:00,9,,38,,17,,34,34,9,50,,34,25,
2023-05-21T02:26:30-05:00,9,,42,53,17,,34,38,13,53,,34,25,
2023-05-21T02:27:00-05:00,9,,38,53,17,,34,38,13,50,,38,30,
2023-05-21T02:27:30-05:00,9,,42,50,17,,34,38,9,50,,25,30,
2023-05-21T02:28:00-05:00,9,,42,50,17,,34,34,9,50,,34,42,34
2023-05-21T02:28:30-05:00,9,,46,50,21,,34,34,13,50,,34,53,
2023-05-21T02:29:00-05:00,9,,42,46,17,,34,34,13,42,,25,53,
2023-05-21T02:29:30-05:00,9,,42,50,21,,34,34,13,46,,25,53,
2023-05-21T02:30:00-05:00,9,,42,46,17,,34,38,13,46,,34,50,
2023-05-21T02:30:30-05:00,9,,46,50,21,,34,34,9,42,,38,50,42
2023-05-21T02:31:00-05:00,9,,42,42,17,,34,38,13,42,,34,42,38
2023-05-21T02:31:30-05:00,13,,42,46,17,,,38,9,42,,38,38,30
2023-05-21T02:32:00-05:00,9,,46,42,17,,34,34,13,38,,38,38,30
2023-05-21T02:32:30-05:00,9,,42,38,17,,34,34,13,34,,34,38,30
2023-05-21T02:33:00-05:00,9,,46,38,17,,34,34,13,34,,30,34,30
2023-05-21T02:33:30-05:00,9,,42,38,17,,34,42,13,38,,38,38,21
2023-05-21T02:34:00-05:00,9,,42,38,17,,34,34,9,34,,38,38,25
2023-05-21T02:34:30-05:00,9,,46,38,21,,34,34,9,34,,42,42,25
2023-05-21T02:35:00-05:00,9,,46,38,21,,34,34,13,34,,42,50,21
2023-05-21T02:35:30-05:00,9,,42,38,17,,34,38,13,34,,34,53,21
2023-05-21T02:36:00-05:00,9,,46,42,17,,34,38,13,34,,30,53,17
2023-05-21T02:36:30-05:00,9,,46,38,21,,34,50,13,30,,38,46,21
2023-05-21T02:37:00-05:00,9,,46,42,17,,34,42,13,30,,38,53,17
2023-05-21T02:37:30-05:00,9,,46,42,21,,34,38,9,34,,46,55,13
2023-05-21T02:38:00-05:00,9,,50,38,,,34,38,9,30,,50,55,13
2023-05-21T02:38:30-05:00,9,,50,38,21,,34,38,13,34,,34,55,13
2023-05-21T02:39:00-05:00,9,,46,38,21,,34,34,13,30,,34,53,13
2023-05-21T02:39:30-05:00,9,,50,38,21,,34,38,13,34,,34,55,13
2023-05-21T02:40:00-05:00,9,,50,34,17,,34,42,13,30,,30,50,13
2023-05-21T02:40:30-05:00,9,,50,34,21,,34,38,9,34,,38,53,13
2023-05-21T02:41:00-05:00,9,,46,38,21,,34,42,13,34,,46,53,13
2023-05-21T02:41:30-05:00,9,,50,38,17,,34,42,13,30,,46,,17
